title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;capacity_normalized
速必效蚊子蒼蠅跳蚤水性氣霧寶;日用生活;82;速必效;規格：550ml毫升x1x1can罐;速必效蚊子蒼蠅跳蚤水性氣霧寶;0;1;5500;600;1397;0.00%;1;110700620010;ml;1;can;820;0;0;volume;月;4418840607796598;0;4991171604543494;3915110228155139;0;0;0.009587853881106851
速必效蟑螂螞蟻跳蚤水性氣霧寶;日用生活;89;速必效;規格：550ml毫升x1x1can罐;速必效蟑螂螞蟻跳蚤水性氣霧寶;95;1;5500;600;1398;6.32%;0;110700630010;ml;1;can;890;950;6315789473684211;volume;月;4499809670330265;4564348191467836;4991171604543494;39998520497400314;4897745327514743;9561752988047809;0.009587853881106851
雷達薄型液體電蚊香無味組裝;日用生活;186;雷達;規格：41ml毫升x1x1box盒;雷達薄型液體電蚊香無味組裝;192;1;410;333;1460;3.13%;0;110730010010;ml;1;box;1860;1920;3125;volume;月;5231108616854587;5262690188904886;2763913412209601;4765225921097576;5647096847486032;4731075697211155;1.8799713492366433e-05
雷達智慧型液體電蚊香(2器2液超值組)無香精無染料-41mlx2;日用生活;329;雷達;規格：41ml毫升x2x1box盒;雷達液電無味2器2液超值組;0;1;410;333;1462;0.00%;1;110730020010;ml;2;box;1645;0;0;volume;月;51089711948171175;0;2763913412209601;46373974974594206;0;0;1.8799713492366433e-05
雷達超智慧薄型液體電蚊香組裝-清新配方-41ml;日用生活;186;雷達;規格：41ml毫升x1x1box盒;雷達薄型液體電蚊香清新組裝;192;1;410;333;1463;3.13%;0;110730040010;ml;1;box;1860;1920;3125;volume;月;5231108616854587;5262690188904886;2763913412209601;4765225921097576;5647096847486032;4731075697211155;1.8799713492366433e-05
雷達薄型液電尤加利組裝;日用生活;186;雷達;規格：41ml毫升x1x1set組;雷達薄型液電尤加利組裝 雷達液電-天然;192;1;410;360;1470;3.13%;1;110730190010;ml;1;set;1860;1920;3125;volume;月;5231108616854587;5262690188904886;2989141768737748;4765225921097576;5647096847486032;4731075697211155;1.8799713492366433e-05
雷達薄型液體電蚊香重裝-無香精無染料-41mlx2;日用生活;188;雷達;規格：41ml毫升x2x1set組;雷達薄型液電重裝無味2入;219;1;410;333;1471;14.16%;1;110730250010;ml;2;set;940;1095;1415525114155251;volume;月;4553876891600541;4705015520957808;2763913412209601;40564385369130984;504868752711103;21430260692390252;1.8799713492366433e-05
速必效無味型電熱蚊液寶45mlx4(補充液四入裝+贈加熱器);日用生活;255;速必效;規格：45ml毫升x4x1box盒;速必效無味型電熱蚊片寶 無味型電熱蚊片;299;1;450;600;1472;14.72%;1;110730320010;ml;4;box;6375;7475;14715719063545151;volume;月;41705337005796475;4327438444389479;4991171604543494;3655233443476719;4643530802653401;22278777865128116;9.399856746183184e-05
雷達薄型液體電蚊香重裝-尤加利精油-41mlx2;日用生活;188;雷達;規格：41ml毫升x2x1set組;雷達薄型液電重裝尤加利2入;219;1;410;360;1473;14.16%;1;110730380010;ml;2;set;940;1095;1415525114155251;volume;月;4553876891600541;4705015520957808;2989141768737748;40564385369130984;504868752711103;21430260692390252;1.8799713492366433e-05
雷達薄型液體電蚊香重裝-植物清新-41mlx2;日用生活;188;雷達;規格：41ml毫升x2x1set組;雷達薄型液電重裝植物清新2入;219;1;410;333;1474;14.16%;0;110730390010;ml;2;set;940;1095;1415525114155251;volume;月;4553876891600541;4705015520957808;2763913412209601;40564385369130984;504868752711103;21430260692390252;1.8799713492366433e-05
速必效無味型電熱淨蚊寶三入裝;日用生活;179;速必效;規格：40ml毫升x3x1box盒;速必效無味型電熱淨蚊寶三入裝;0;1;400;333;1476;0.00%;0;110738990010;ml;3;box;59666666666666664;0;0;volume;月;4105394398408686;0;2763913412209601;35870589710300266;0;0;0.0
興家安速電蚊香液2入;日用生活;129;興家安速;規格：42ml毫升x2x1box盒;興家安速電蚊香液2入;0;1;420;600;1477;0.00%;0;110739000010;ml;2;box;645;0;0;volume;月;4182050142641207;0;4991171604543494;3667286494950146;0;0;3.759942698473276e-05
興家安速液體電蚊香組(器x1+42mlx1);日用生活;119;興家安速;規格：42ml毫升x1x1set組;興家安速電蚊香液+器組合 興家安速液+器;0;1;420;600;1478;0.00%;1;110739010010;ml;1;set;1190;0;0;volume;月;4787491742782046;0;4991171604543494;4300938688192147;0;0;3.759942698473276e-05
雷達液體電蚊香重裝超值組-無香精無染料41mlx4;日用生活;374;雷達;規格：41ml毫升x4x1box盒;雷達液體電蚊香無味重裝4入;394;1;410;360;1480;5.08%;1;110739020010;ml;4;box;935;985;50761421319796955;volume;月;4548599834499697;4600157644164547;2989141768737748;40509155949728104;49361704371402587;7684996056383603;1.8799713492366433e-05
雷達液電佳兒護柔光組裝45ml(電蚊香器+補充瓶45ml);日用生活;189;雷達;規格：45ml毫升x1x1pc盒;雷達佳兒護液體電蚊香組裝;192;1;450;360;1483;1.56%;1;110739060010;ml;1;pc;1890;1920;15625;volume;月;5247024072160486;5262690188904886;2989141768737748;4781882958140757;5647096847486032;23655378486055777;9.399856746183184e-05
