title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;capacity_normalized
潘婷奇蹟系列柔亮護色護髮精華素;美妝個清;329;Pantene潘婷;規格：500g克x1x1pc瓶;潘婷強韌減少斷裂潤髮精華素 強韌減少斷裂;355;1;5000;360;2376;7.32%;1;120020180010;g;1;pc;3290;3550;7323943661971831;weight;月;5799092654460526;587493073085203;2989141768737748;5359675214095826;6304057738252871;11088042197407552;0.26967811739248043
多芬直順亮澤潤髮乳700g;美妝個清;179;Dove 多芬;規格：700g克x1x1pc瓶;多芬直順亮澤潤髮乳;0;1;7000;360;2406;0.00%;1;120020840010;g;1;pc;1790;0;0;weight;月;519295685089021;0;2989141768737748;472529647096769;0;0;0.3778739518528537
麗仕柔亮強韌潤髮乳;美妝個清;189;Lux麗仕;規格：650g克x1x1pc瓶;麗仕柔亮強韌潤髮乳 麗仕強韌潤髮乳;0;1;6500;360;2413;0.00%;0;120021040010;g;1;pc;1890;0;0;weight;月;5247024072160486;0;2989141768737748;4781882958140757;0;0;0.3508249932377604
麗仕柔亮直順潤髮乳;美妝個清;189;Lux麗仕;規格：650g克x1x1pc瓶;麗仕柔亮直順潤髮乳 麗仕直順潤髮乳;0;1;6500;360;2414;0.00%;0;120021050010;g;1;pc;1890;0;0;weight;月;5247024072160486;0;2989141768737748;4781882958140757;0;0;0.3508249932377604
麗仕柔亮修護潤髮乳;美妝個清;189;Lux麗仕;規格：650g克x1x1pc瓶;麗仕柔亮修護潤髮乳;0;1;6500;360;2416;0.00%;0;120021070010;g;1;pc;1890;0;0;weight;月;5247024072160486;0;2989141768737748;4781882958140757;0;0;0.3508249932377604
多芬輕盈蓬鬆潤髮乳700g;美妝個清;179;Dove 多芬;規格：700g克x1x1pc瓶;多芬輕盈蓬鬆潤髮乳;0;1;7000;360;2419;0.00%;1;120021140010;g;1;pc;1790;0;0;weight;月;519295685089021;0;2989141768737748;472529647096769;0;0;0.3778739518528537
花香5原效潤絲精;美妝個清;129;花香5;規格：1100g克x1x1bottle瓶;花香5原效潤絲精;158;1;11000;333;2420;18.35%;0;120021180010;g;1;bottle;1290;1580;18354430379746837;weight;月;4867534450455582;50689042022202315;2763913412209601;43847109913483323;5439156004454646;277875838418478;0.5942656207736002
飛柔免沖洗瞬效柔順護髮精華380g;美妝個清;199;Pert飛柔;規格：380g克x1x1bottle瓶;飛柔免沖洗瞬效柔順護髮精華 瞬效柔順;242;1;3800;360;2440;17.77%;0;120030060010;g;1;bottle;1990;2420;17768595041322314;weight;月;5298317366548036;5493061443340548;2989141768737748;4835566267116747;5894295283642833;2690066181554773;0.20476061671625642
【Timotei蒂沐蝶】玫瑰保濕植萃護髮乳;美妝個清;263;Timotei 蒂沐蝶;規格：500g克x1x1pc瓶;蒂沐蝶玫瑰保濕植萃護髮乳;0;1;5000;360;2488;0.00%;1;120030840010;g;1;pc;2630;0;0;weight;月;5575949103146316;0;2989141768737748;5126134273623341;0;0;0.26967811739248043
麗仕髮的補給角蛋白胺基酸蓬鬆護髮乳;美妝個清;299;Lux麗仕;規格：450g克x1x1pc瓶;麗仕髮的補給角蛋白胺基酸護髮乳 角蛋白護髮乳;323;1;4500;360;2501;7.43%;0;120031040010;g;1;pc;2990;3230;7430340557275541;weight;月;5703782474656201;5780743515792329;2989141768737748;5259924049892291;6202990735228737;11249121162409186;0.24262915877738708
瑪宣妮珍珠光護髮優格;美妝個清;290;;規格：180g克x1x1pc個;瑪宣妮珍珠光護髮優格 珍珠光護髮優格;0;1;1800;600;2505;0.00%;1;120031110010;g;1;pc;2900;0;0;weight;月;5673323267171493;0;4991171604543494;5228045593534801;0;0;0.09656478225588315
