item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_quantity_order_unique_frequency,total_demand,daily_mean,daily_std,total_order_freq,daily_freq_mean,cv2,adi,composite_metric,index_class_priority,item_class,item_initial_inventory
10002919001,維大力白葡萄風味氣水2000ml,35.0,23.0,31.0,24955.0,13.46,6,4159.2,PCS,"[1, 2, 6, 12, 48]","[2, 1, 9, 2, 1]",130,9.285714285714286,12.412329920926776,15,1.0714285714285714,1.786800182066454,1.5,9.948979591836736,1,BZ,165
10002924001,英國Barr覆盆子風味無糖飲料,40.0,26.0,12.0,12480.0,8.43,24,520.0,PCS,"[1, 2]","[2, 1]",4,1.3333333333333333,0.5773502691896257,3,1.0,0.1874999999999999,7.0,1.3333333333333333,4,CY,12
10002942001,黑松CC氣泡飲蘋果口味330ml,40.0,28.0,12.0,13440.0,8.91,24,560.0,PCS,"[6, 12, 18, 24, 36, 72]","[25, 5, 4, 11, 1, 1]",654,15.951219512195122,13.787587206455298,47,1.146341463414634,0.7471172460230622,0.5121951219512195,18.28554431885782,0,AY,206
10002943001,維大力白葡萄風味氣水330ml,44.0,27.0,12.0,14256.0,8.82,24,594.0,PCS,"[12, 18, 24, 36, 48, 60, 72, 84]","[90, 1, 34, 5, 6, 1, 1, 1]",2598,21.121951219512194,15.25552056263388,139,1.1300813008130082,0.521658144928109,0.1707317073170731,23.869522109855247,0,AY,242
10002944001,維大力蘋果風味氣水330ml,44.0,27.0,12.0,14256.0,8.82,24,594.0,PCS,"[6, 12, 18, 24, 36, 48, 60, 204, 216]","[7, 85, 2, 29, 7, 5, 2, 1, 1]",2826,25.00884955752212,33.75978577052597,139,1.2300884955752212,1.822266687788616,0.1858407079646017,30.763098128279424,0,AY,448
10002990001,維他露大蘋果蘇打 330ml,41.0,27.0,12.0,13284.0,8.87,24,553.5,PCS,"[2, 6, 10, 14, 24, 48]","[1, 3, 1, 1, 7, 3]",356,27.384615384615383,23.30070979440491,16,1.2307692307692308,0.7239774018432016,1.6153846153846154,33.70414201183432,5,AZ,350
10002992001,黑松蘋安福氣組 460mlx12,27.0,19.0,23.0,11799.0,6.27,1,11799.0,PCS,"[1, 2, 3, 4, 5, 7]","[289, 58, 3, 7, 1, 1]",454,1.726235741444867,1.5186989376758733,359,1.365019011406844,0.774003936714507,0.0798479087452471,2.3563446052422328,1,BY,23
10010001001,波蜜一日蔬果100蔬果汁 250ml,32.0,17.0,14.0,7616.0,5.09,18,423.1,PCS,[6],[2],12,12.0,0.0,2,2.0,0.0,21.0,24.0,0,AY,48
10010002001,波蜜果菜汁TP250ml,35.0,20.0,11.0,7700.0,6.63,24,320.8,PCS,"[6, 12, 18, 24, 30, 36, 48, 54, 72, 96]","[115, 32, 7, 371, 3, 3, 155, 1, 9, 13]",19692,46.99761336515513,51.93193460300628,709,1.692124105011933,1.221004866172669,0.0501193317422434,79.52579445321,0,AY,723
10010004001,紅牌速纖纖維飲料TP250ml,35.0,20.0,11.0,7700.0,6.73,24,320.8,PCS,"[6, 12, 18, 24, 36, 48, 72, 96, 720]","[82, 21, 5, 206, 1, 91, 3, 6, 1]",11694,41.61565836298932,57.83172915275102,416,1.480427046263345,1.9311624858730885,0.0747330960854092,61.60894618862476,0,AY,763
10010007001,100紫色蔬果汁TP250ml,32.0,17.0,14.0,7616.0,5.09,18,423.1,PCS,"[6, 18]","[3, 1]",36,9.0,6.0,4,1.0,0.4444444444444444,5.25,9.0,1,BY,98
10010009001,波蜜BCE果菜汁Pet580ml,42.0,28.0,24.0,28224.0,15.9,24,1176.0,PCS,"[4, 8, 20, 24]","[11, 4, 3, 2]",184,11.5,8.748333174572933,20,1.25,0.5787019533711405,1.3125,14.375,0,AY,137
10010012001,波蜜果菜汁 Pet 580ml,42.0,28.0,24.0,28224.0,15.8,24,1176.0,PCS,"[4, 8, 12, 24, 48]","[9, 4, 1, 7, 2]",344,16.38095238095238,14.023110177404265,23,1.0952380952380951,0.7328420767982695,1.0,17.941043083900226,0,AY,210
10010018001,波蜜果菜汁Can240ml,40.0,27.0,10.0,10800.0,7.25,24,450.0,PCS,"[24, 48]","[14, 4]",528,33.0,24.59268183830304,18,1.125,0.5553719008264463,1.3125,37.125,0,AY,386
