item_code;cluster
12106055001;3
12106056001;3
12106063001;3
12106066001;3
12106067001;3
12106070001;3
12106086001;3
12106087001;3
12106088001;3
12106097001;1
12106098001;3
12106107001;3
12106113001;3
12106999001;3
12110003001;3
12110015001;3
12110016001;3
12110022001;3
12110037001;3
12110059001;3
12110068001;3
12110074001;3
12111014001;3
12111030001;3
12112002001;4
12112009001;3
12112026001;3
12120001001;5
12120004001;4
12120006001;1
12120007001;1
12120011001;4
12120013001;3
12120015001;4
12120024001;4
12120025001;7
12120026001;3
12120031001;3
12120034001;2
12120038001;2
12120039001;4
12120040001;3
12120041001;3
12120043001;3
12120044001;4
12120052001;5
12120053001;7
12120063001;1
12120064001;4
12120072001;4
12120075001;2
12120082001;4
12120083001;2
12120085001;3
12120086001;4
12120087001;3
12120088001;4
12120091001;3
12120093001;1
12120094001;7
12120898001;1
12121004001;5
12121005001;7
12121006002;3
12121007001;3
12121010001;4
12121016001;1
12121023001;1
12121024001;4
12121027001;3
12121032001;3
12121034001;2
12121036001;3
12121037001;4
12121038001;4
12121048001;4
12121050001;1
12121051001;4
12121056001;4
12121059001;4
12121066001;3
12121078001;3
12121082001;4
12121087001;4
12121103001;4
12122002002;4
12122005001;4
12122007001;4
12122008001;4
12122009001;4
12122012001;4
12122013001;7
12122014001;4
12122015001;3
12122021001;3
12122023002;4
12122030001;4
12122034001;2
12122037001;3
12122045001;3
12122050001;7
12122052001;1
12122055001;4
12123001001;4
12123005001;4
12123007001;2
12123008001;4
12123009001;4
12123013001;1
12123014001;4
12123015001;1
12123016002;4
12123017001;4
12123024001;3
12123025001;4
12123029001;1
12123031001;4
12123034001;2
12123035001;3
12123038001;4
12123042001;2
12123044001;3
12123055001;3
12123056001;4
12123057001;7
12123064001;5
12123066001;2
12123068001;4
12123070001;4
12123075001;4
12123079001;2
12123080001;2
12123085001;1
12123086001;7
12123092001;4
12123099001;3
12123102001;3
12123110001;4
12123111001;1
12123112001;4
12123127001;4
12123128001;3
12123131001;4
12123132001;2
12123133001;3
12123143001;4
12123144001;4
12123147001;1
12123151001;3
12123897001;4
12123898001;4
12123902001;4
12124001001;1
12125001001;4
12125002001;3
12125003001;4
12125004001;4
12125006001;3
12130001001;4
12130004001;2
12130006001;3
12130008001;5
12130010001;1
12130011001;3
12130012001;2
12130014001;4
12130016001;4
12130026001;1
12130031001;4
12130032001;4
12130035001;4
12130038001;3
12130039001;4
12130041001;3
12130045001;1
12130046001;3
12130047001;4
12130049001;3
12130051001;3
12130052001;4
12130071001;3
12130075001;1
12130084001;3
12130085001;3
12130086001;1
12130088001;3
12130089001;3
12130111001;3
12130112001;4
12150004001;3
12150005001;3
12150009001;4
12150016001;4
12151092001;3
12151096001;3
12151110001;3
12152004001;3
12152005001;3
12152062001;3
12200001001;8
12200002001;8
12200006001;8
12200017001;10
12201001001;8
12201005001;10
12201006001;3
12201013001;10
12201020001;10
12201022001;1
12201024001;8
12201030001;1
12201031001;8
12201035001;8
12201037001;8
12201038001;1
12201042001;9
12201046001;3
12201049001;8
12201051001;5
12201053001;3
12201059001;1
12201061001;3
12201064001;2
12201065001;8
12201067001;5
12201068001;7
12201077001;4
12201079001;9
12201080001;1
12201083001;10
12201086001;4
12201097001;4
12201098001;5
12201099001;3
12201101001;10
12201103001;8
12201104001;9
12201105001;10
12201108001;7
12201110001;2
12201111001;3
12201112001;4
12201116001;4
12201120001;7
12201123001;9
12201130001;4
12201896001;10
12201898001;8
12202002001;6
12202005001;1
12202006001;3
12202007001;5
12202038001;3
12202039001;7
12210003001;2
12210005001;7
12210018001;10
12210021001;4
12211001001;3
12211004001;3
12211005001;4
12211013001;3
12211017001;4
12212005001;5
12212006001;4
12212010001;3
12212011001;1
12212020001;4
12212027001;2
12212030001;3
12212033001;7
12212035001;1
12212036001;4
12212037001;3
12212040001;3
12212056001;3
12212057001;3
12212058001;3
12212061001;7
12212062001;4
12212069001;7
12212910001;2
12220002001;5
12220009001;3
12220010001;5
12220011001;4
12220013001;7
12220014001;3
12220015001;5
12220018001;7
12221001001;4
12221003001;2
12221008001;7
12221009001;5
12221012001;5
12230008001;3
12230999001;3
12231005001;4
12232010001;3
12232017001;3
12232999001;4
12233023001;1
12233028001;3
12233034001;3
12233035001;3
12234005001;3
12234029001;7
12234038001;3
12234915001;3
12234920001;3
12234921001;3
12234934001;3
12301001001;4
12301004001;3
12301010001;3
12301027001;1
12320030001;3
12321040001;3
12322054001;3
12323010001;3
12323109001;3
12324139001;3
12325047001;3
12326002001;3
12326005001;3
12326090001;3
12326152001;3
12326167001;4
12327002001;3
12327007001;3
12327014001;3
12327015001;3
12327023001;3
12327025001;3
12327027001;4
12327040001;4
12327048001;3
12327050001;3
12327052001;3
12327054001;3
12327057001;4
12327058001;3
12327059001;3
12327063001;3
12327064001;3
12327077001;3
12327088001;3
12343304001;3
12344036001;3
12344037001;3
14000002001;7
14000003001;2
14000008001;4
14000010001;7
14000011001;5
14000014001;5
14000015001;1
14000018001;1
14000020001;3
14000023001;3
14000025001;3
14000027001;7
14000032001;10
14000033001;7
14000036001;3
14000040001;7
14000041001;7
14000050001;1
14000055001;1
14000057001;10
14000060001;5
14000061001;1
14000066001;1
14000067001;3
14000071001;5
14000073001;10
14000075001;5
14000098001;3
14000099001;4
14000106001;4
14000123001;1
14000125001;3
14000131001;4
14000171001;1
14000196001;10
14000197001;10
14000219001;3
14000220001;1
14000322001;4
14001002001;7
14001003001;1
14001007001;7
14001008001;1
14001009001;7
14001010001;1
14001012001;5
14001014001;4
14001017001;5
14001018001;7
14001019001;1
14001029001;4
14001030001;7
14001031001;7
14001034001;7
14001035001;1
14001036001;7
14001044001;4
14001046001;5
14001050001;4
14001052001;5
14001058001;1
14001060001;7
14001066001;7
14001070001;3
14001074001;5
