item_code;cluster
14001075001;1
14001080001;3
14001084001;4
14001085001;2
14001086001;1
14001089001;4
14001090001;10
14001092001;7
14001093001;7
14001096001;4
14001104001;1
14001128001;4
14001136001;4
14001138001;7
14001143001;3
14001149001;4
14001150001;4
14001635001;1
14002002001;5
14002003001;1
14002008001;3
14002013001;1
14002021001;4
14002022001;4
14002024001;3
14002026001;4
14002027001;1
14002032001;3
14002040001;4
14002046001;3
14002052001;3
14003005001;3
14003009001;5
14003011001;1
14003013001;7
14003019001;5
14003029001;10
14003037001;5
14010002001;7
14010006001;7
14010011001;10
14010012001;1
14010019001;7
14010025001;7
14010027001;10
14010029001;1
14010031001;10
14010034001;10
14010036001;5
14010038001;7
14010040001;9
14010041001;1
14010047001;2
14010048001;4
14010049001;7
14010050001;10
14010060001;5
14010064001;7
14010071001;10
14010072001;7
14010079001;7
14010084001;5
14010088001;1
14010094001;7
14010097001;2
14010140001;4
14010142001;9
14010145001;2
14010149001;7
14010151001;1
14010173001;5
14010178001;5
14010187001;5
14010193001;5
14010194001;1
14010208001;1
14010210001;5
14010219001;2
14010247001;10
14010283001;3
14010284001;3
14010285001;3
14010897001;3
14010898001;3
14010899001;3
14011003001;10
14011004001;1
14011005001;7
14011006001;5
14011009001;7
14011010001;7
14011014001;1
14011015001;4
14011018001;3
14011027001;1
14011028001;10
14011029001;9
14011030001;1
14011031001;5
14011032001;10
14011034001;10
14011042001;7
14011045001;3
14011051001;7
14011052001;9
14011053001;9
14011059001;10
14011063001;4
14011065001;4
14011095001;5
14011929001;1
14012019001;5
14013001001;1
14013002001;1
14013004001;7
14013006001;3
14013007001;3
14013014001;1
14013022001;4
14013964001;4
14014005001;9
14014006001;8
14014011001;7
14014013001;1
14014014001;9
14014015001;9
14014018001;7
14020006001;5
14020008001;7
14020013001;7
14020030001;1
14020053001;10
14020926001;10
14020949001;4
14020951001;5
14020956001;4
14020960001;2
14020977001;2
14021005001;5
14021006001;7
14021010001;10
14021015001;4
14021017001;10
14021036001;1
14021055001;1
14021090001;3
14021091001;2
14021109001;4
14022001001;4
14022002001;7
14022003001;7
14022012001;1
14022019001;10
14022020001;4
14022027001;1
14022029001;7
14022032001;5
14022059001;3
14022086001;4
14022118001;1
14023003001;1
14023017001;1
14023019001;4
14023027001;5
14023028001;9
14023029001;10
14023032001;2
14023034001;1
14023044001;4
14023050001;5
14023083001;5
14023126001;1
14023127001;5
14023129001;1
14023132001;1
14023140001;3
14023194001;3
14023210001;4
14023212001;4
14023310001;2
14023503001;2
14100001001;7
14100003001;10
14100005001;4
14100007001;2
14100009001;1
14100012001;7
14100020001;4
14100027001;4
14101002001;3
14101004001;7
14101007001;1
14101016001;4
14101017001;4
14101021001;1
14101074001;1
14102007001;4
14102008001;4
14102025001;4
14102026001;1
14102040001;5
14102223001;3
14102238001;5
14102246001;10
14102250001;10
14102258001;10
14103009001;10
14103018001;7
14103030001;7
14103053001;1
14103057001;1
14103058001;3
14103084001;3
14104002001;10
14104012001;10
14104017001;5
14104028001;3
14104030001;2
14104042001;5
14104060001;1
14104067001;5
14104088001;3
14104090001;1
14104098001;4
14104101001;5
14104108001;7
14104113001;7
14104114001;1
14104117001;4
14104129001;10
14104139001;4
14104146001;1
14104148001;1
14104150001;7
14104151001;7
14104162001;2
14104169001;5
14104193001;4
14104200001;1
14105129001;7
14105130001;7
14110002001;4
14110003001;1
14110006001;5
14110010001;2
14110011001;4
14110015001;10
14110019001;2
14110028001;3
14110029001;5
14110054001;5
14110056001;7
14110074001;3
14110078001;4
14110081001;7
14110084001;5
14110106001;6
14110145001;3
14110154001;2
14110163001;1
14111001001;7
14111004001;4
14111005001;2
14111006001;1
14111007001;3
14111008001;1
14111010001;1
14111011001;7
14111012001;4
14111015001;1
14111017001;4
14111018001;3
14111020001;7
14111023001;2
14111034001;1
14111035001;3
14111036001;7
14111037001;1
14111038001;1
14111040001;3
14111041001;4
14111050001;1
14111053001;3
14111055001;4
14111067001;4
14111090001;3
14111098001;2
14111102001;4
14111107001;3
14111118001;7
14111119001;3
14111134001;7
14111230001;3
14112007001;7
14112009001;7
14112013001;9
14112014001;10
14112016001;5
14112021001;7
14112038001;1
14112054001;7
14113013001;4
14113066001;10
14120002001;2
14120017001;7
14120019001;5
14120020001;7
14120024001;3
14121014001;10
14121017001;7
14121019001;10
14121057001;5
14121059001;7
14121061001;4
14121062001;5
14121063001;10
14121064001;1
14121074001;10
14121075001;1
14121104001;7
14121112001;1
14121136001;7
14121143001;7
14121164001;7
14130001001;5
14130007001;10
14130009001;7
14130013001;1
14130015001;7
14130016001;5
14130017001;5
14130042001;7
14130054001;7
14131008001;7
14131020001;5
14131026001;1
14131040001;7
14131041001;10
14131043001;7
14131044001;4
14131047001;10
14131074001;1
14131075001;10
14131105001;5
14131121001;2
14132003001;7
14132015001;10
14132038001;7
14132071001;1
14132074001;1
14132116001;1
14132130001;3
14132131001;3
14132149001;4
14132153001;1
14133007001;1
14133013001;3
14133027001;1
14133028001;1
14133029001;5
14133030001;7
14133899001;3
14133914001;4
14200002001;4
14200006001;7
14200011001;2
14200012001;1
14200018001;1
14200019001;4
14200033001;2
14200046001;4
14200047001;1
14200049001;4
14200059001;3
14200060001;4
14200061001;3
14200069001;5
14200070001;3
14200086001;4
14200087001;1
14200088001;4
14200089001;4
14200090001;4
14200091001;4
14200092001;3
14200093001;4
14200096001;4
14200119001;7
14201003001;3
14201013001;1
14201019001;3
14201020001;4
14201021001;7
14201022001;4
14202001001;2
14202011001;3
14202013001;1
14202017001;1
14202018001;4
14202023001;4
14203001001;7
14203003001;4
14203004001;4
14203016001;4
14203017001;10
14203027001;1
14203032001;2
14203048001;1
14203053001;4
14203055001;4
14203058001;3
14203061001;3
14203062001;1
14203064001;4
14203065001;3
14203078001;5
14203080001;4
14203089001;4
14204004001;3
14204010001;7
14204022001;3
14204025001;2
14204041001;5
14204044001;4
14204051001;3
14204052001;4
14204053001;1
14204054001;5
14204055001;1
14204061001;5
14204062001;1
14204065001;7
14204066001;3
14204067001;4
14204070001;1
14204071001;7
14204073001;3
14204077001;3
14204078001;1
14204083001;7
14204086001;7
14204118001;4
14204125001;7
14204126001;1
14204127001;3
14204129001;7
14204131001;1
14204132001;7
14204135001;3
14204136001;1
14204148001;4
14204150001;4
14204197001;4
14204198001;4
14204892001;7
14210015001;3
14210019001;3
14210021001;3
14210025001;3
14210026001;3
14210029001;3
14210031001;3
14210034001;4
14210035001;3
14210045001;3
14210046001;4
14210047001;3
14210048001;4
14210051001;4
14210068001;3
14210084001;4
14210108001;4
14210110001;4
14210127001;3
14211055001;2
14213004001;4
14213008001;3
14213055001;3
14213092001;4
14220002001;1
14220005001;1
14220085001;3
14220086001;4
14220140001;1
14220141001;1
14220155001;3
14221113001;2
14222001001;3
14222005001;4
14222006001;3
14222019001;2
14222025001;4
14222036001;3
14222042001;1
14222043001;7
14222045001;3
14222046001;7
14222048001;2
14222049001;4
14222053001;1
14222068001;5
14222072001;7
14222087001;4
14222114001;7
14222119001;3
14222120001;4
14222121001;3
14222137001;3
14222141001;4
14222142001;5
14222896001;2
14222897001;5
14222898001;1
14222999001;4
14223005001;4
14223008001;3
14223018001;1
14223037001;7
14223039001;7
14223045001;5
14223046001;3
14223048001;3
14223065001;3
14223080001;1
14223094001;7
14223155001;3
14223176001;1
14223179001;7
14223247001;3
14224002001;4
14224003001;1
14225008001;3
14225014001;3
14225016001;3
14225023001;3
14225029001;4
14225030001;4
14225041001;3
14225045001;3
14225052001;3
14225056001;3
14225057001;3
14226003001;3
14226005001;2
14226007001;1
14226012001;2
14226016001;4
14226019001;4
14226020001;4
14226032001;3
14226046001;3
14226059001;4
14226063001;4
14226067001;4
14226100001;3
14227002001;3
14227005001;2
14230034001;7
14231003001;5
14232107001;2
14240001001;1
14240008001;4
14240014001;4
14241001001;3
14241002001;4
14241004001;4
14241025001;3
14241030001;1
14241032001;1
14241033001;4
14241035001;3
14241042001;7
14241043001;3
14241044001;3
14242003001;4
14242007001;4
14242010001;4
14242036001;2
14242039001;4
14242042001;1
14242045001;3
14242056001;1
14242072001;2
14242081001;4
14242105001;2
14242126001;3
14242131001;1
14242144001;3
14242145001;4
14242151001;1
14242154001;4
14242155001;1
14242164001;4
14242210001;3
14243006001;3
14243007001;4
14243009001;3
14243012001;3
14243013001;4
14243016001;4
14243017001;3
14243020001;2
14243021001;3
14243026001;3
14243028001;3
14243031001;3
14243036001;4
14243040001;1
14243042001;1
14243044001;1
14243045001;1
14243046001;1
14243053001;3
14243054001;3
14243055001;3
14243058001;7
14243061001;1
14243076001;3
14243081001;3
14243106001;3
14243107001;4
14243111001;3
14243120001;3
14243129001;1
14243166001;2
14244003001;10
14244005001;3
14244009001;4
14244012001;3
14244014001;7
14244016001;5
14244017001;7
14244021001;5
14244022001;4
14244025001;4
14244026001;4
14244027001;1
14244028001;1
14244031001;3
14244034001;3
14244039001;4
14244046001;3
14244049001;1
14244051001;3
14244052001;7
14244053001;1
14244056001;2
14244059001;7
14244062001;3
14244092001;4
14244898001;7
14244906001;2
14244918001;7
14244930001;3
14244999001;2
14300003001;3
14300008001;4
14300016001;3
14300025001;2
14300029001;4
14300046001;4
14300057001;3
14300070001;3
14300096001;3
14301013001;1
14301018001;3
14301023001;4
14301030001;4
14301108001;4
14301109001;3
14301110001;3
14302005001;1
14302006001;4
14302017001;4
14302018001;4
14302072001;3
14302079001;2
14302080001;3
14303015001;2
14303021001;4
14303022001;3
14303024001;3
14303026001;3
14303033001;3
14303034001;3
14303036001;3
14303037001;3
14303038001;3
14303039001;3
14303040001;3
14303048001;1
14303058001;4
14303897001;4
14303898001;4
14303899001;3
14303933001;1
14303934001;1
14304001001;3
14304003001;3
14304008001;3
14304009001;4
14304013001;3
14304014001;3
14304028001;4
14304047001;3
14304062001;3
14304064001;3
14304084001;3
14304128001;3
14304135001;3
14304157001;3
14304194001;4
14304230001;3
14304301001;3
14304302001;3
14310015001;4
14310016001;4
14310020001;3
14310028001;3
14310071001;3
14310096001;3
14310101001;3
14310111001;3
14310127001;3
14310128001;3
14310134001;3
14310139001;3
14310209001;3
14311002001;3
14311004001;5
14311005001;5
14311020001;4
14311022001;7
14311025001;3
14311031001;3
14311036001;3
14311041001;3
14311043001;1
14311044001;2
14311046001;3
14311054001;3
14311059001;4
14311065001;3
14311071001;3
14311076001;3
14311081001;4
14311086001;4
14311095001;3
14311112001;7
14311115001;3
14311117001;3
14311118001;4
14311119001;4
14311134001;3
14311158001;7
14311161001;4
14311220001;3
14311234001;3
14311235001;3
14311256001;3
14311258001;3
14311261001;3
14311262001;3
14311270001;4
14311898001;3
14312001001;3
14312003001;4
14312008001;3
14312011001;3
14312012001;3
14312016001;3
14312018001;3
14312032001;4
14312042001;3
14312045001;4
14312055001;4
14312068001;3
14312070001;4
14312999001;1
14313008001;3
14313011001;3
14313019001;4
14313021001;4
14313023001;3
14313024001;4
14313891001;3
14313892001;3
14313897001;3
14313899001;3
14313900001;3
14315008001;4
14315016001;1
14315017001;1
14320008001;3
14320899001;3
14321008001;3
14321009001;3
14321011001;4
14330003001;3
14330004001;4
14330006001;3
14330011001;4
14330015001;3
14330897001;3
14331004001;4
14331005001;3
14331020001;3
14331022001;2
14331026001;3
14331028001;1
14331029001;3
14331037001;4
14331039001;4
14331044001;4
14331898001;3
14331997001;4
14332004001;3
14332005001;3
14332007001;4
14332008001;1
14332010001;3
14332013001;4
14332014001;4
14332016001;4
14332018001;3
14333004001;3
14333006001;3
14340002001;3
14340006001;2
14340008001;3
14340026001;3
14340027001;3
14341019001;3
14341068001;3
14341079001;4
14342007001;3
14342010001;3
14342020001;3
14343012001;3
14343026001;4
14343027001;3
14343028001;4
14343036001;3
14344005001;4
14344010001;4
14350005001;7
14350007001;3
14350011001;4
14351007001;3
14351017001;3
14351024001;3
14351033001;4
14351034001;2
14351038001;3
14351041001;4
14351059001;3
14352027001;3
14352031001;3
14352058001;3
14352060001;7
14352069001;4
14352076001;3
14353001001;4
14353002001;3
14353003001;3
14353009001;3
14353010001;2
14353013001;4
14353016001;3
14353017001;4
14353019001;5
14353023001;3
14353024001;7
14353025001;1
14353030001;3
14353035001;3
14353036001;2
14353039001;7
14353040001;4
14353045001;2
14353047001;3
14353052001;4
14353073001;3
14353899001;1
14353900001;4
14360001001;3
14360007001;4
14360008001;1
14360019001;3
14360022001;1
14360044001;3
14360045001;1
14361002001;4
14361004001;3
14361007001;1
14361008001;4
14361009001;4
14361010001;1
14361011001;3
14361014001;3
14361015001;4
14361022001;3
14361034001;4
14361041001;2
14361044001;2
14361051001;3
14361054001;3
14361055001;4
14361061001;4
14361065001;4
14361070001;3
14361074001;3
14361081001;3
14361082001;1
14361083001;4
14361086001;4
14361093001;4
14361102001;3
14361104001;1
14361109001;4
14361112001;1
14361114001;2
14361115001;3
14361118001;4
14361120001;4
14361122001;3
14361124001;3
14361128001;4
14361129001;7
14361146001;3
14361149001;4
14361157001;3
14361158001;4
14361159001;4
14361160001;4
14361162001;4
14361170001;3
14361899001;4
14361902001;3
14362033001;3
14362902001;3
14364197001;3
14364198001;3
14370002001;1
14370003001;7
14370004001;10
14370007001;4
14370017001;4
14370020001;10
14370025001;1
14370029001;2
14370044001;3
14370045001;3
14370048001;3
14370069001;3
14370072001;2
14370073001;3
14370076001;4
14370077001;3
14411001001;3
14411015001;3
14411016001;3
14411023001;3
14411901001;3
14412023001;4
14412037001;3
14412060001;3
14413010001;3
14500000001;8
14500003001;6
14500005001;2
14500007001;10
14500008001;9
14500010001;9
14500012001;2
14500013001;8
14500017001;2
14500018001;1
14500023001;9
14500024001;10
14500026001;9
14500037001;10
14500042001;5
14500048001;1
14500051001;4
14500058001;4
14500059001;3
14500064001;6
14500066001;4
14501002001;5
14501004001;9
14501005001;10
14501007001;1
14501010001;9
14501011001;10
14501012001;9
14501013001;9
14501014001;8
14501016001;10
14501017001;2
14501022001;8
14501026001;10
14501029001;2
14501031001;6
14501037001;7
14501038001;10
14501045001;9
14501047001;9
14501058001;7
14501063001;8
14501065001;2
14501084001;5
14501086001;10
14501899001;7
14501902001;9
14501905001;3
14501926001;2
14501928001;5
14501929001;5
14501942001;10
14501944001;4
14502002001;10
14502003001;10
14502004001;9
14502006001;9
14502007001;10
14502008001;2
14502009001;8
14502011001;8
14502012001;9
14502014001;8
14502015001;9
14502018001;4
14502020001;7
14502021001;7
14502022001;10
14502023001;6
14502026001;10
14502029001;10
14502044001;3
14502054001;7
14502068001;3
14502077001;9
14502078001;10
14502080001;6
14502081001;8
14502111001;10
14503000001;8
14503002001;10
14503003001;8
14503005001;10
14503010001;7
14503013001;9
14503019001;9
14503024001;1
14503034001;10
14503047001;4
14503048001;1
14503049001;5
14504001001;10
14504002001;5
14504006001;9
14504008001;5
14504009001;10
14504012001;6
14504015001;9
14504027001;9
14504028001;10
14504055001;9
14504056001;3
14504076001;3
14505003001;2
14505005001;9
14505008001;2
14505011001;10
14505013001;8
14505014001;8
14505016001;8
14505020001;10
14505021001;9
14505031001;10
14505035001;3
14505039001;4
14505041001;8
14505043001;4
14505046001;7
14505048001;7
14505053001;4
14505059001;2
14505099001;10
14505105001;10
14505106001;5
14505115001;6
14505125001;6
14505138001;9
14505139001;7
14505148001;1
14505899001;8
14505911001;10
14505913001;3
14505917001;8
14505973001;3
14506001001;5
14506002001;7
14506005001;1
14506006001;3
14506012001;3
14506013001;4
14506014001;3
14506015001;1
14506021001;4
14506033001;4
14506036001;2
14506038001;4
14506041001;3
14506044001;4
14506049001;1
14506057001;4
14506060001;1
14506062001;4
14506065001;5
14506066001;1
14506067001;7
14506069001;4
14506070001;1
14506072001;5
14506074001;4
14506085001;1
14506087001;7
14506089001;2
14506090001;7
14506099001;1
14506103001;4
14506109001;2
14506111001;3
14506112001;3
14506122001;3
14506124001;4
14506127001;3
14506130001;4
14506131001;3
14506132001;3
14506135001;4
14506139001;4
14506141001;1
14506145001;3
14506150001;2
14506159001;4
14506164001;1
14506165001;3
14506171001;2
14506173001;4
14506174001;2
14506190001;1
14506199001;2
14506204001;1
14506222001;3
14506225001;1
14506248001;3
14506262001;3
14506264001;4
14506286001;1
14506313001;4
14506314001;1
14506315001;2
14506328001;3
14506329001;3
14506334001;3
14506352001;2
14506357001;3
14506358001;3
14506366001;3
14506372001;3
14506400001;4
14506488001;3
14506490001;7
14506887001;7
14507042001;3
14507044001;3
14507045001;3
14507047001;3
14507061001;3
14507076001;4
14507083001;4
14507085001;3
14507087001;3
14507202001;3
14508004001;5
14508013001;1
14508022001;3
14509001001;5
14509005001;3
14509007001;4
14509008001;7
14509015001;4
14509016001;1
14509021001;3
14509024001;3
14509026001;3
14509035001;3
14509036001;2
14509037001;3
14510004001;10
14510005001;4
14510007001;7
14510009001;1
14510015001;4
14510030001;4
14510034001;10
14510038001;3
14510041001;7
14510049001;1
14510050001;10
14510063001;3
14510068001;4
14510088001;7
14510100001;7
14510101001;1
14510103001;7
14510111001;7
14510121001;3
14510127001;2
14510133001;7
14510138001;3
14510139001;5
14510140001;7
14510148001;1
14510150001;5
14510153001;7
14510159001;1
14510167001;1
14510169001;4
14510175001;6
14510178001;3
14510194001;3
14510204001;7
14510205001;4
14510206001;3
14510210001;4
14510212001;5
14510217001;7
14510225001;3
14510233001;7
14510255001;3
14510294001;2
14510298001;1
14510300001;1
14510399001;3
14511005001;4
14511006001;4
14511014001;7
14511021001;3
14511023001;1
14511034001;3
14511051001;5
14511052001;5
14511057001;3
14511076001;2
14512015001;3
14512035001;3
14512123001;3
14512916001;4
14520044001;3
14520065001;10
14520067001;7
14520068001;5
14521148001;4
14521156001;7
14521157001;10
14521158001;10
14521178001;1
14521179001;1
14521180001;4
14521181001;1
14522044001;3
14522048001;1
14522049001;7
14522050001;7
14522051001;7
14522065001;1
14523106001;2
14524015001;3
14600005001;5
14600007001;4
14600010001;4
14600011001;1
14600013001;7
14600017001;2
14600020001;4
14600022001;3
14600023001;6
14600032001;4
14600898001;1
14600899001;4
14600907001;3
14600912001;4
14600999001;3
14601001001;2
14601003001;1
14601004001;7
14601009001;3
14601015001;3
14601016001;3
14601027001;4
14601028001;3
14601047001;4
14601051001;4
14601063001;3
14601065001;4
14601067001;3
14601073001;3
14601999001;1
14602013001;3
14602022001;3
14602033001;3
14602034001;3
14602035001;3
14602037001;3
14602049001;3
14602050001;4
14602052001;3
14602058001;3
14602060001;3
14602061001;3
14602063001;4
14602074001;3
14602085001;3
14602087001;3
14602089001;3
14602091001;3
14602092001;3
14602112001;3
14602113001;3
14602115001;4
14602116001;3
14602120001;3
14603001001;3
14603003001;7
14603004001;1
14603005001;4
14603010001;4
14603012001;4
14603013001;3
14603019001;1
14603026001;3
14603038001;3
14604001001;3
14604042001;3
14610001001;1
14610002001;5
14610008001;2
14610009001;2
14610010001;1
14610011001;7
14611002001;5
14611007001;3
14611010001;10
14611013001;4
14611014001;3
14611020001;4
14611022001;5
14611901001;4
14612005001;4
14612012001;4
14612018002;5
14612031001;3
14612034001;7
14612035001;3
14612059001;4
14612075001;2
14612088001;7
14612900001;7
14612922001;3
14612946001;3
14613007001;1
14613013001;3
14613017001;3
14613018001;3
14613019001;7
14613024001;1
14613026001;7
14613899001;4
14613900001;1
14613902001;5
14613904001;7
14613907001;7
14613908001;1
14613918001;4
14614001001;3
14615002001;4
14615009001;7
14615011001;4
14615012001;3
14615013001;3
14615019001;3
14615021001;3
14615030001;4
14615031001;3
14615035001;3
14615038001;2
14615041001;1
14615048001;4
14615052001;3
14615057001;3
14615059001;3
14615061001;3
14615063001;3
14615067001;3
14615070001;6
14615072001;3
14615076001;3
14615082001;1
14615083001;3
14615084001;5
14615107001;4
14615108001;1
14615114001;3
14615133001;6
14615897001;3
14615898001;3
14616002001;7
14616006001;5
14616009001;1
14616017001;1
14616019001;2
14616020001;3
14616021001;4
14616022001;4
14616033001;3
14616038001;3
14616044001;3
14616053001;3
14616054001;1
14616060001;3
14616075001;3
14616203001;3
14620001001;4
14620006001;5
14620007001;3
14620012001;3
14620014001;10
14620019001;2
14620021001;1
14620022001;3
14620028001;3
14620030001;7
14620035001;3
14620036001;4
14620042001;2
14620046001;4
14620051001;1
14620057001;1
14620060001;2
14620062001;7
14620063001;3
14620070001;1
14620072001;3
14620081001;3
14620083001;3
14620084001;4
14620092001;4
14620107001;3
14620110001;1
14620111001;4
14620112001;4
14620113001;3
14620114001;1
14620115001;3
14620119001;4
14620124001;3
14620133001;3
14620138001;3
14620149001;4
14620158001;2
14620168001;3
14620171001;3
14620178001;3
14620894001;1
14620907001;5
14620908001;7
14620909001;4
14620920001;4
14620922001;4
14620999001;1
14621005001;2
14621009001;3
14621012001;3
14621013001;1
14621017001;3
14621018001;3
14621021001;2
14621026001;3
14621034001;4
14621035001;3
14621044001;3
14621045001;1
14621048001;4
14621058001;2
14621062001;3
14621069001;5
14621070001;4
14621095001;4
14630050001;3
14630056001;4
14631013001;3
14631014001;3
14631018001;7
14631022001;3
14631026001;1
14631028001;3
14631042001;3
14631043001;3
14631047001;3
14631064001;4
14631082001;3
14631100001;3
14631925001;3
14631944001;3
14631948001;4
14631949001;3
14632005001;4
14632009001;4
14632014001;4
14632019001;3
14632022001;3
14632030001;3
14632044001;3
14632058001;4
14632059001;3
14632067001;3
14632071001;3
14632103001;3
14632186001;3
14632194001;3
14632215001;3
14632223001;4
14632295001;3
14632352001;3
14632449001;3
14632450001;3
14632482001;3
14633001001;1
14633039001;2
14633043001;3
14633046001;3
14633108001;3
14633896001;4
14633897001;4
14633900001;1
14633934001;4
14633935001;1
14633936001;3
14633937001;4
14633938001;4
14634023001;3
14634027001;4
14634047001;3
14700007001;4
14700008001;3
14700031001;3
14700035001;3
14700036001;3
14700037001;3
14700077001;3
14701008002;4
14701012001;3
14701022001;3
14701045001;3
14701067001;3
14710006001;3
14710007001;3
14711001001;3
14711008001;4
14711014001;4
14720003001;3
14720022001;4
14720029001;3
14721003001;3
14721943001;4
14721944001;4
14730041001;3
14730898001;3
14730900001;4
14740003001;3
14740006001;3
14740013001;3
14740016001;3
14740017001;3
14740018001;3
14740024001;4
14740035001;3
14740036001;4
14740037001;3
14740038001;1
14740050001;3
14740061001;3
14740074001;3
14741003001;4
14741008001;3
14741010001;4
14741015001;3
14741017001;4
14741026001;3
14741028001;3
14741049001;3
14741050001;3
14741051001;3
14742018001;3
14742048001;4
14801002001;10
14801003001;1
14801012001;3
14801020001;4
14802005001;1
14802010001;3
14804001001;10
14804002001;9
14804004001;9
14804005001;10
14804007001;8
14804010001;10
14804012001;5
14804013001;4
14804014001;1
14804016001;1
14805001001;1
14805002001;1
14805004001;9
14805005001;10
14805010001;7
14805012001;8
14805013001;10
14805016001;8
14805017001;10
14805023001;7
14805056001;7
14805059001;1
14805063001;3
14805899001;10
14810001001;10
14810002001;7
14810004001;10
14810005001;7
14810006001;9
14810012001;7
14810016001;9
14810017001;1
14810018001;4
14810023001;2
14810025001;2
14810030001;7
14810031001;4
14811004001;7
14811006001;7
14811007001;7
14820001001;4
14820004001;4
14820008001;9
14820012001;9
14820013001;9
14820014001;9
14820015001;2
14820017001;10
14820023001;2
14820028001;9
14820029001;1
14820035001;3
14820045001;10
14821001001;1
14821003001;8
14821006001;4
14821011001;3
14822008001;1
14822010001;4
14822014001;10
14822017001;3
14822018001;3
14822021001;4
14822024001;3
14822026001;2
14822037001;4
14822044001;3
14822046001;5
14822049001;1
14822050001;4
14822053001;3
14822062001;4
14822063001;10
14822095001;3
14822104001;3
14822112001;2
14822115001;3
14822899001;4
14822925001;3
14822926001;4
14822965001;4
14830001001;5
14830002001;7
14830005001;7
14830009001;9
14830010001;10
14830012001;2
14830013001;4
14830017001;1
14830018001;4
14830026001;7
14830029001;7
14830039001;3
14830045001;7
14830048001;1
14830069001;10
14830072001;5
14831002001;10
14831005001;3
14831007001;8
14831008001;7
14831009001;5
14831011001;10
14831013001;10
14831021001;10
14831022001;5
14832005001;1
14832009001;3
14832012001;10
14832018001;9
14832021001;8
14832024001;3
14832037001;2
14832043001;4
14832044001;3
14832052001;7
14832054001;7
14832057001;7
14832909001;2
14833003001;5
14833005001;3
14833011001;2
14833017001;3
14833024001;10
14833033001;3
14833035001;2
14833036001;4
14833040001;4
14833049001;1
14833051001;4
14833052001;7
14833056001;1
14833058001;2
14833059001;4
14833060001;4
14833063001;3
14833066001;1
14833069001;3
14833072001;1
14833075001;1
14833077001;4
14833078001;4
14833079001;3
14833086001;4
14840003001;8
14840005001;3
14840006001;8
14840017001;10
14840018001;5
14840022001;6
14841001001;7
14841002001;7
14841003001;1
14850001001;5
14850003001;3
14850010001;10
14850020001;3
14850034001;1
14850036001;3
14850042001;3
14850060001;3
14850082001;3
14850102001;2
14850103001;3
14850124001;4
14850125001;4
14850126001;4
14850133001;3
14850135001;4
14850175001;3
14850194001;4
14850195001;4
14851001001;3
14851006001;3
14851009001;3
14851010001;3
14851014001;3
14851023001;3
14851025001;7
14851032001;3
14851034001;1
14851063001;7
14851071001;1
14851072001;7
14851121001;4
14852005001;4
14852006001;3
14852008001;3
14852009001;3
14852011001;3
14852012001;3
14852016001;3
14852031001;3
14852044001;1
14852062001;3
14852064001;3
14852898001;3
14852899001;4
14853003001;7
14853031001;3
14853046001;1
14853047001;3
14853048001;3
14853049001;3
14854027001;3
15020001001;10
15020007001;4
15020010001;8
15020046001;9
15020047001;8
15020920001;6
15020922001;10
15020925001;2
15021001001;8
15021003001;10
15021035001;9
15021042001;2
15021047001;6
15021060001;7
15022004001;8
15022005001;6
15022013001;10
15022014001;4
15022017001;10
15022021001;7
15023001001;4
15023003001;5
15023004001;10
15023005001;10
15023008001;2
15023011001;10
15023012001;9
15023013001;10
15023017001;10
15023020001;10
15023035001;7
15023036001;3
15023038001;3
15024004001;9
15024011001;2
15081020001;3
30000004001;3
30001041001;3
30001907001;2
30002001001;3
30003001001;3
30005001001;3
30010002001;2
30011002001;2
30045079001;3
30071041001;3
30071043001;3
30071044001;3
30071051001;3
30073007001;3
30073017001;3
30073022001;3
30073068001;3
30430005001;3
30435004001;3
30450006001;3
30450010001;4
30450011001;4
30450013001;4
30450034001;3
30450039001;3
31042914001;3
31118021001;3
31118023001;3
31175002001;3
31182015001;3
31214010001;3
31215012001;3
31225014001;4
31226017001;3
31235015001;4
31235016001;1
31235904001;3
31235905001;3
31235906001;3
31236026001;4
31236027001;4
31236033001;3
31236034001;3
31240002001;3
31244001001;3
31244002001;4
31250003001;3
31251002001;3
31253001001;3
31253002001;3
31253004001;3
31254009001;3
31254899001;3
31255006001;3
31255010001;4
31258003001;3
31258006001;3
31268003001;3
31270006001;3
31271003001;3
31273002001;3
31401023001;3
31403064001;3
31420003001;3
31421003001;3
31421011001;4
31421034001;3
31421035001;3
31421039001;4
31421041001;3
31421049001;3
31422002001;3
31422011001;4
31422013001;3
31422014001;3
31422019001;3
31422021001;2
31422022001;4
31422023001;2
31422899001;3
31423001001;4
31423003001;3
31423013001;3
31423019001;2
31423896001;3
31423897001;3
31423902001;3
31424001001;4
31424002001;1
31425009001;2
31437078001;3
31455002001;3
31455003001;4
31455014001;3
31455016001;3
31466156001;1
31473004001;3
31473013001;7
31500003001;3
31500006001;7
31500008001;3
31500014001;2
31500015001;2
31500024001;4
31500025001;1
31500026001;3
31500030001;4
31500032001;3
31500033001;3
31501001001;4
31501003001;2
31501007001;4
31501010001;7
31501012001;4
31501025001;4
31501901003;4
31501903001;4
31501904001;4
31501907001;3
31502003001;3
31502006001;7
31502015001;4
31502022001;4
31502023001;1
31502034001;4
31502037001;4
31502041001;3
31503003001;3
31504009001;3
31510009001;3
31521003001;3
31521004001;3
31523019001;4
31530003001;3
31530005001;3
31530008001;3
31530011001;4
31530027001;3
31530043001;3
31530081001;3
31530082001;3
31530083001;3
