title;category;capacity_unit;item_code;cluster_local;cluster_global;mixed_cluster;cluster_size;allocation_type
白蘭新動力配方洗碗精補充包-活力鮮柚800g;日用生活;g;11050022001;3;50;50;89;common allocation
泡舒洗潔精-綠茶2.8L;日用生活;g;11050025001;3;50;50;89;common allocation
家樂福洗碗精-蘋果香2.8L;日用生活;g;11050029001;0;47;47;38;common allocation
毛寶小蘇打洗碗精-無香精1000g;日用生活;g;11050031001;6;53;53;45;common allocation
泡舒抗菌洗潔精--檸檬2.8L;日用生活;g;11050032001;1;48;48;53;common allocation
家樂福洗碗精-蘋果香2.8L;日用生活;g;11050033001;3;50;50;89;common allocation
白熊軟性洗碗精4Kg;日用生活;g;11050035001;6;53;53;45;common allocation
妙管家E護洗潔精3200g;日用生活;g;11050037001;0;47;47;38;common allocation
藍寶洗碗精3000g;日用生活;g;11050039001;6;53;53;45;common allocation
白熊軟性洗碗精4Kg;日用生活;g;11050052001;1;48;48;53;common allocation
一滴淨蘆薈多酚食品用洗潔精-柑橘精油1000g;日用生活;g;11050053001;3;50;50;89;common allocation
妙管家植萃酵素洗潔精補充包;日用生活;g;11050055001;3;50;50;89;common allocation
白蘭新動力配方洗碗精補充包-檸檬800g;日用生活;g;11050059001;0;47;47;38;common allocation
白蘭新動力配方洗碗精-活力鮮柚1kg;日用生活;g;11050061001;5;52;52;18;common allocation
白蘭新動力配方洗碗精檸檬1kg;日用生活;g;11050062001;0;47;47;38;common allocation
茶樹莊園茶樹超濃縮洗碗精-茶樹速淨;日用生活;g;11050063001;2;49;49;68;common allocation
白蘭新動力配方洗碗精-活力鮮柚-2.8kg;日用生活;g;11050064001;6;53;53;45;common allocation
妙管家植萃酵素洗潔精-檸檬清新(壓+重)1000gx2;日用生活;g;11050068001;2;49;49;68;common allocation
白蘭新動力配方洗碗精-清新檸檬-2.8kg;日用生活;g;11050076001;3;50;50;89;common allocation
家樂福超值洗潔精5000克;日用生活;g;11050077001;3;50;50;89;common allocation
清淨海環保洗碗精;日用生活;g;11050087001;0;47;47;38;common allocation
家樂福超值洗潔精5000克;日用生活;g;11050098001;2;49;49;68;common allocation
潔倍除菌生態洗衣粉4.5kg;日用生活;g;11050101001;3;50;50;89;common allocation
一滴淨蘆薈多酚食品用洗潔精補充包-檸檬精油800g;日用生活;g;11050102001;1;48;48;53;common allocation
一滴淨蘆薈多酚食品用洗潔精補充包-柑橘精油800g;日用生活;g;11050103001;5;52;52;18;common allocation
[淳安] 台塑生醫 洗寶 環保 洗潔精 洗碗精 (600g) (12瓶) 免運費;日用生活;g;11050111001;4;51;51;14;common allocation
妙管家植萃酵素洗潔精-檸檬清新3200g;日用生活;g;11050129001;6;53;53;45;common allocation
妙管家E護洗潔精3200g;日用生活;g;11050129002;1;48;48;53;common allocation
OP茶酚淨洗潔精-清雅茶香;日用生活;g;11050131001;1;48;48;53;common allocation
日星沙拉脫;日用生活;g;11050046001;5;52;52;18;common allocation
加倍潔小蘇打去汙粉;日用生活;g;11051002001;6;53;53;45;common allocation
毛寶熱水瓶洗淨劑;日用生活;g;11051003001;1;48;48;53;common allocation
藍寶洗衣槽去污劑;日用生活;g;11051004001;2;49;49;68;common allocation
毛寶洗衣槽專用去污劑;日用生活;g;11051006001;6;53;53;45;common allocation
家樂福小蘇打粉;日用生活;g;11051007001;3;50;50;89;common allocation
加倍潔香氛洗衣槽去汙劑;日用生活;g;11051009001;2;49;49;68;common allocation
家樂福洗碗機專用清潔鹽1kg;日用生活;g;11051012001;0;47;47;38;common allocation
妙管家洗衣槽專用清潔劑150gx4;日用生活;g;11051013001;6;53;53;45;common allocation
茶樹莊園-茶樹洗衣槽去汙劑250g*3;日用生活;g;11051016001;2;49;49;68;common allocation
妙管家中性浴廁清潔劑-玫瑰花香-750g;日用生活;g;11051019001;4;51;51;14;common allocation
橘子工坊食器妙用清潔粉-450g;日用生活;g;11051023001;6;53;53;45;common allocation
輕時代 小蘇打粉;日用生活;g;11051030001;2;49;49;68;common allocation
加倍潔小蘇打去汙粉;日用生活;g;11051032001;1;48;48;53;common allocation
天工去汙粉-600g;日用生活;g;11051037001;0;47;47;38;common allocation
清淨海巧檸酸檸檬酸;日用生活;g;11051039001;2;49;49;68;common allocation
AH小蘇打粉13.5lb;日用生活;g;11051044001;3;50;50;89;common allocation
毛寶電鍋專用清潔劑;日用生活;g;11051999001;2;49;49;68;common allocation
噴效水性噴霧殺蟲劑;日用生活;g;11070001001;3;50;50;89;common allocation
花仙子防蚊香膏-香茅薄荷;日用生活;g;11070030001;3;50;50;89;common allocation
噴效水性噴霧殺蟲劑;日用生活;g;11070034001;3;50;50;89;common allocation
噴效水性噴霧殺蟲劑;日用生活;g;11070045001;6;53;53;45;common allocation
速必效果蠅誘聚餌寶;日用生活;g;11070046001;2;49;49;68;common allocation
威滅滅蟑隊_超強誘食 12入;日用生活;g;11071001001;6;53;53;45;common allocation
威滅滅蟑隊_超強誘食 12入;日用生活;g;11071004001;1;48;48;53;common allocation
威滅 5X強效滅蟑凝膠 8g;日用生活;g;11071012001;2;49;49;68;common allocation
鱷魚點點殺蟑(加量不加價);日用生活;g;11071013001;2;49;49;68;common allocation
威滅滅蟑隊_居家防護6入;日用生活;g;11071018001;3;50;50;89;common allocation
威滅滅蟑隊_超強誘食 12入;日用生活;g;11071902001;3;50;50;89;common allocation
易克捷除蟻餌膠;日用生活;g;11071909001;3;50;50;89;common allocation
夜安寧廣效水蒸煙霧式殺蟲劑;日用生活;g;11072005001;3;50;50;89;common allocation
夜安寧廣效水蒸煙霧式殺蟲劑;日用生活;g;11072008001;1;48;48;53;common allocation
必安住水蒸式白蟻衣魚殺蹣滅蟑30g;日用生活;g;11072036001;1;48;48;53;common allocation
速必效頑強全釋型煙霧寶;日用生活;g;11072902001;1;48;48;53;common allocation
速必效清場水蒸寶;日用生活;g;11072906001;3;50;50;89;common allocation
威滅衣櫃除蟲片天然草本香2入;日用生活;g;11074007001;4;51;51;14;common allocation
Farcent香水衣物香氛袋-小蒼蘭&英國梨;日用生活;g;11074015001;6;53;53;45;common allocation
威滅衣櫃除蟲片spa舒緩香氛2入;日用生活;g;11074020001;0;47;47;38;common allocation
Farcent香水衣物香氛袋-小蒼蘭&英國梨;日用生活;g;11074059001;1;48;48;53;common allocation
天堂鼠;日用生活;g;11075006001;3;50;50;89;common allocation
妙管家活氧洗衣粉4.5Kg;日用生活;g;11100001001;3;50;50;89;common allocation
白蘭含熊寶貝馨香精華洗衣粉(花漾清新)4.25kg;日用生活;g;11100003001;6;53;53;45;common allocation
妙管家活氧洗衣粉4.5Kg;日用生活;g;11100007001;0;47;47;38;common allocation
白蘭洗衣粉-強效潔淨除蟎-4.25Kg;日用生活;g;11100008001;3;50;50;89;common allocation
白蘭洗衣粉-鮮豔護色4.5Kg;日用生活;g;11100010001;3;50;50;89;common allocation
白蘭洗衣粉-蘆薈親膚4.5Kg;日用生活;g;11100011001;1;48;48;53;common allocation
妙管家強效洗衣粉4.5Kg;日用生活;g;11100005001;0;47;47;38;common allocation
白蘭陽光馨香超濃縮洗衣精補包1.6 Kg;日用生活;g;11100015001;1;48;48;53;common allocation
白蘭含熊寶貝馨香精華洗衣粉-大自然馨香-4.25kg;日用生活;g;11100017001;6;53;53;45;common allocation
加倍潔制菌潔白洗衣粉4.5kg;日用生活;g;11100018001;2;49;49;68;common allocation
加倍潔防蹣潔白洗衣粉4.5kg;日用生活;g;11100019001;0;47;47;38;common allocation
白蘭含熊寶貝馨香精華洗衣精-純淨溫和2.5kg;日用生活;g;11100021001;1;48;48;53;common allocation
藍寶抗菌防蹣洗衣粉;日用生活;g;11100107001;2;49;49;68;common allocation
藍寶潔白除菌洗衣粉;日用生活;g;11100108001;3;50;50;89;common allocation
加倍潔殺菌洗衣粉10KG;日用生活;g;11100112001;1;48;48;53;common allocation
白蘭超濃縮洗衣粉-強效潔淨-1.9kg;日用生活;g;11101002001;0;47;47;38;common allocation
加倍潔防蹣潔白洗衣粉4.5kg;日用生活;g;11101013001;3;50;50;89;common allocation
[箱購]清淨海環保洗衣粉1.5Kg公斤x 6Box盒/箱;日用生活;g;11101014001;6;53;53;45;common allocation
一匙靈亮彩超濃縮洗衣粉;日用生活;g;11101021001;2;49;49;68;common allocation
加倍潔小蘇打制菌濃縮洗衣粉2KG補充包;日用生活;g;11101023001;2;49;49;68;common allocation
一匙靈制菌超濃縮洗衣粉補充包-1.7Kg;日用生活;g;11101028001;3;50;50;89;common allocation
一匙靈亮彩超濃縮洗衣精補充包-1.8Kg;日用生活;g;11101029001;6;53;53;45;common allocation
藍寶抗菌防蹣洗衣粉;日用生活;g;11101034001;4;51;51;14;common allocation
一匙靈制菌超濃縮洗衣粉補充包-1.7Kg;日用生活;g;11101036001;2;49;49;68;common allocation
一匙靈淨柔超濃縮洗衣粉-1.9Kg;日用生活;g;11101038001;0;47;47;38;common allocation
一匙靈Attack抗菌EX洗衣精補充-1.5Kg;日用生活;g;11101039001;2;49;49;68;common allocation
一匙靈Attack抗菌EX洗衣粉補充包-1.5g;日用生活;g;11101055001;3;50;50;89;common allocation
家樂福薰衣草天然洗衣皂150gx5;日用生活;g;11102003001;2;49;49;68;common allocation
家樂福檸檬天然洗衣皂150gx5;日用生活;g;11102004001;1;48;48;53;common allocation
泡舒天然肥皂160g*5;日用生活;g;11102007001;6;53;53;45;common allocation
水晶肥皂粉體-1.6kg;日用生活;g;11102012001;3;50;50;89;common allocation
皂福肥皂3入裝;日用生活;g;11102013001;3;50;50;89;common allocation
鷹王 護手洗衣皂-600g;日用生活;g;11102014001;2;49;49;68;common allocation
家樂福檸檬天然洗衣皂150gx5;日用生活;g;11102017001;6;53;53;45;common allocation
水晶肥皂絲絮1280g;日用生活;g;11102043001;5;52;52;18;common allocation
白帥帥超效能抗菌洗衣精;日用生活;g;11103001001;2;49;49;68;common allocation
白蘭香氛洗衣球 清恬藍風鈴x麝香230G;日用生活;g;11103002001;5;52;52;18;common allocation
白蘭含熊寶貝洗衣精補充包-純淨溫和-1.6kg;日用生活;g;11103005001;2;49;49;68;common allocation
一匙靈Attack抗菌EX洗衣精補充-1.5Kg;日用生活;g;11103007001;3;50;50;89;common allocation
藍寶衣留香洗衣精3000g;日用生活;g;11103008001;1;48;48;53;common allocation
白鴿防霉洗衣精補充包;日用生活;g;11103015001;6;53;53;45;common allocation
毛寶PM2.5洗衣精補充包-除霉防蹣;日用生活;g;11103018001;6;53;53;45;common allocation
全效光鮮柔軟洗衣精溫柔花香;日用生活;g;11103019001;3;50;50;89;common allocation
一匙靈Attack抗菌EX洗衣精補充-1.5Kg;日用生活;g;11103021001;3;50;50;89;common allocation
妙管家有酵洗衣精補充包-抗菌2000g;日用生活;g;11103022001;3;50;50;89;common allocation
妙管家中性有酵洗衣精-中性4000g;日用生活;g;11103023001;2;49;49;68;common allocation
白鴿防螨抗菌洗衣精補充包-天然尤加利-2000g;日用生活;g;11103035001;6;53;53;45;common allocation
南僑水晶肥皂洗衣用液體-葡萄柚籽抗菌NE;日用生活;g;11103039001;2;49;49;68;common allocation
皂福無香精洗衣皂精補充包-2000g;日用生活;g;11103040001;3;50;50;89;common allocation
一滴淨蘆薈多酚食品用洗潔精-檸檬精油1000g;日用生活;g;11103045001;0;47;47;38;common allocation
白帥帥超效能抗菌洗衣精補充包-1650g;日用生活;g;11103046001;5;52;52;18;common allocation
白帥帥超淨亮抗菌洗衣精補充包-1650g;日用生活;g;11103047001;3;50;50;89;common allocation
一匙靈Attack極速淨EX洗衣精補充包1.5kg;日用生活;g;11103051001;6;53;53;45;common allocation
[箱購]一匙靈幽谷鈴蘭洗衣精補充包1.5Kg公斤x 6Pack包/箱;日用生活;g;11103052001;1;48;48;53;common allocation
南僑水晶肥皂液體補充包-清爽型1400g;日用生活;g;11103054001;2;49;49;68;common allocation
一匙靈歡馨香氛洗衣精補充包- 幽谷鈴蘭-1.5kg;日用生活;g;11103058001;3;50;50;89;common allocation
南僑水晶肥皂洗衣用液體-葡萄柚籽抗菌NE;日用生活;g;11103062001;5;52;52;18;common allocation
毛寶低泡沫小蘇打洗衣液體皂;日用生活;g;11103065001;1;48;48;53;common allocation
白蘭含熊寶貝馨香精華洗衣精-大自然馨香2.5kg;日用生活;g;11103067001;3;50;50;89;common allocation
一匙靈歡馨香氛洗衣精補充包-蝶舞紫羅蘭-1.5kg;日用生活;g;11103068001;1;48;48;53;common allocation
白鴿防螨抗菌洗衣精補充包-天然尤加利-2000g;日用生活;g;11103069001;1;48;48;53;common allocation
白鴿防螨抗菌洗衣精補充包-天然尤加利-2000g;日用生活;g;11103070001;3;50;50;89;common allocation
毛寶小蘇打洗衣液體皂(補充包);日用生活;g;11103074001;1;48;48;53;common allocation
白帥帥超效能抗菌洗衣精補充包-1650g;日用生活;g;11103076001;3;50;50;89;common allocation
白帥帥超效能抗菌洗衣精補充包-1650g;日用生活;g;11103078001;1;48;48;53;common allocation
一匙靈歡馨香氛洗衣精補充包-蝶舞紫羅蘭-1.5kg;日用生活;g;11103084001;4;51;51;14;common allocation
白帥帥小蘇打抗菌洗衣精補充包-1650g;日用生活;g;11103085001;3;50;50;89;common allocation
毛寶天然植萃PM2.5洗衣精-補充包;日用生活;g;11103086002;0;47;47;38;common allocation
妙管家濃縮有酵洗衣精-抗菌4000g;日用生活;g;11103088001;3;50;50;89;common allocation
妙管家有酵洗衣精補充包-中性2000g;日用生活;g;11103090001;3;50;50;89;common allocation
清淨海環保洗衣精補充包;日用生活;g;11103092001;1;48;48;53;common allocation
清淨海環保洗衣精1800g;日用生活;g;11103094001;3;50;50;89;common allocation
全效強淨洗衣精 (補充包)1800g;日用生活;g;11103096001;3;50;50;89;common allocation
一匙靈制菌超濃縮洗衣精補充包-1.9Kg;日用生活;g;11103098001;3;50;50;89;common allocation
白鴿天然棉花籽護纖抗菌洗衣精補充包2000g;日用生活;g;11103100001;2;49;49;68;common allocation
白鴿防螨抗菌洗衣精補充包-天然尤加利-2000g;日用生活;g;11103102001;6;53;53;45;common allocation
OMO 極淨速溶高效洗衣精瞬淨除臭 瓶裝;日用生活;g;11103105001;2;49;49;68;common allocation
白蘭強效除蹣過敏洗衣精補充包;日用生活;g;11103106001;1;48;48;53;common allocation
加倍潔小蘇打制菌濃縮洗衣粉2KG補充包;日用生活;g;11103108001;1;48;48;53;common allocation
白蘭蘆薈親膚洗衣補充包1.6kg;日用生活;g;11103110001;2;49;49;68;common allocation
白蘭陽光馨香超濃縮洗衣精補包1.6 Kg;日用生活;g;11103111001;1;48;48;53;common allocation
白蘭超濃縮洗衣精-強效潔淨除蹣-2.7kg;日用生活;g;11103112001;1;48;48;53;common allocation
白蘭超濃縮洗衣精-蘆薈親膚-2.7Kg;日用生活;g;11103113001;1;48;48;53;common allocation
白鴿天然棉花籽護纖抗菌洗衣精補充包2000g;日用生活;g;11103114001;6;53;53;45;common allocation
白蘭濃縮洗衣精-陽光馨香-2.7kg;日用生活;g;11103115001;3;50;50;89;common allocation
白蘭洗衣精補充包-茶樹除菌;日用生活;g;11103118001;6;53;53;45;common allocation
毛寶低泡沫小蘇打洗衣液體皂;日用生活;g;11103123001;2;49;49;68;common allocation
一匙靈淨柔超濃縮洗衣精補充包-1.8kg;日用生活;g;11103128001;0;47;47;38;common allocation
毛寶小蘇打液體皂補充包-抗菌;日用生活;g;11103132001;2;49;49;68;common allocation
一匙靈制菌超濃縮洗衣精補充包-1.9Kg;日用生活;g;11103134001;3;50;50;89;common allocation
一匙靈亮彩超濃縮洗衣精補充包-1.8Kg;日用生活;g;11103135001;3;50;50;89;common allocation
一匙靈制菌超濃縮洗衣精補充包-1.9Kg;日用生活;g;11103136001;6;53;53;45;common allocation
一匙靈亮彩超濃縮洗衣精補充包-1.8Kg;日用生活;g;11103137001;3;50;50;89;common allocation
皂福無香精天然酵素肥皂精補充包-1500g;日用生活;g;11103155001;2;49;49;68;common allocation
皂福無香精天然酵素肥皂精補充包-1500g;日用生活;g;11103156001;0;47;47;38;common allocation
皂福冷壓橘油皂精補充包-1500g;日用生活;g;11103157001;4;51;51;14;common allocation
全植媽媽洗衣液體皂天然防森林香;日用生活;g;11103188001;2;49;49;68;common allocation
全植媽媽洗衣液體皂-橙花-1800g;日用生活;g;11103188002;2;49;49;68;common allocation
[淳安] 台塑生醫 防蹣抗菌洗衣粉補充包 (1.5kg) (12包) 免運費;日用生活;g;11103191001;2;49;49;68;common allocation
南僑水晶肥皂液體補充包-清爽型1400g;日用生活;g;11103196001;1;48;48;53;common allocation
白蘭4X抗病毒洗衣精抗菌抗補1.5KG;日用生活;g;11103206001;5;52;52;18;common allocation
白蘭4X極淨酵素抗病毒洗衣球室內晾曬補充包;日用生活;g;11103211001;0;47;47;38;common allocation
皂福無香精天然酵素肥皂精補充包-1500g;日用生活;g;11103212001;3;50;50;89;common allocation
一匙靈 ATTACK 抗菌EX防螨成分PLUS洗衣精(補充包)1.5kg;日用生活;g;11103220001;1;48;48;53;common allocation
白蘭含熊寶貝馨香精華洗衣精補充包-小蒼蘭1.6kg;日用生活;g;11103224001;6;53;53;45;common allocation
茶樹莊園茶樹洗衣精組(正加補);日用生活;g;11103233001;2;49;49;68;common allocation
白蘭4X抗病毒洗衣精抗菌抗瓶裝 1.85KG;日用生活;g;11103244001;3;50;50;89;common allocation
艾克博士酵素濃縮洗衣膏;日用生活;g;11103256001;0;47;47;38;common allocation
白蘭含熊寶貝馨香精華洗衣精-純淨溫和2.5kg;日用生活;g;11103262001;6;53;53;45;common allocation
白蘭4X抗病毒洗衣精抗菌抗補1.5KG;日用生活;g;11103270001;0;47;47;38;common allocation
南僑水晶肥皂液體皂-尤加利茶樹防霉1400g;日用生活;g;11103283001;2;49;49;68;common allocation
白蘭含熊寶貝洗衣精補充包-大自然馨香-1.6kg;日用生活;g;11103289001;0;47;47;38;common allocation
藍寶小蘇打洗衣精補充包-1800g;日用生活;g;11103296001;3;50;50;89;common allocation
一匙靈Attack抗菌EX3倍濃縮科技潔淨洗衣精補充包-500g;日用生活;g;11103313001;0;47;47;38;common allocation
一匙靈Attack抗菌EX3倍濃縮科技潔淨洗衣精補充包-500g;日用生活;g;11103314001;2;49;49;68;common allocation
一匙靈 ATTACK 抗菌EX防螨成分PLUS洗衣精(補充包)1.5kg;日用生活;g;11103317001;0;47;47;38;common allocation
毛寶天然植萃PM2.5洗衣精;日用生活;g;11103321001;0;47;47;38;common allocation
毛寶PM2.5洗衣精補充包-制臭;日用生活;g;11103321002;0;47;47;38;common allocation
毛寶天然植萃PM2.5洗衣精;日用生活;g;11103322001;2;49;49;68;common allocation
白帥帥小蘇打抗菌洗衣精-3150g;日用生活;g;11103323001;5;52;52;18;common allocation
白蘭含熊寶貝洗衣精補充包-花漾清新1.6kg;日用生活;g;11103346001;6;53;53;45;common allocation
茶樹莊園-茶樹天然濃縮抗菌洗衣精補充包;日用生活;g;11103350001;2;49;49;68;common allocation
茶樹莊園-茶樹天然濃縮抗菌洗衣精補充包;日用生活;g;11103354001;2;49;49;68;common allocation
加倍潔小蘇打制菌濃縮洗衣粉2KG補充包;日用生活;g;11103361001;2;49;49;68;common allocation
白鴿迷人小蒼蘭香氛抗菌洗衣精補充包-2000g;日用生活;g;11103375001;6;53;53;45;common allocation
白蘭4X抗病毒洗衣精室內晾曬補1.5KG;日用生活;g;11103377001;1;48;48;53;common allocation
白蘭4X抗病毒洗衣精室內晾曬補1.5KG;日用生活;g;11103380001;3;50;50;89;common allocation
南僑水晶肥皂洗衣用液體補充包-薰衣馬鞭草1400g;日用生活;g;11103884003;3;50;50;89;common allocation
毛寶除璊抗菌冷洗精補充包-2000g;日用生活;g;11104001001;3;50;50;89;common allocation
白鴿貼心衣物手洗精-1000g;日用生活;g;11104005001;6;53;53;45;common allocation
毛寶除蹣抗菌冷洗精手洗專用瓶1000 g克;日用生活;g;11104006001;1;48;48;53;common allocation
妙管家衣領精組裝包(淡雅花果香)噴槍660g+重裝660g;日用生活;g;11110007001;3;50;50;89;common allocation
毛寶柔軟精補充包 -溫暖花香;日用生活;g;11110013001;2;49;49;68;common allocation
白鴿衣物柔軟精薰衣草補充包;日用生活;g;11110014001;3;50;50;89;common allocation
白鴿防螨衣物柔軟精補充包-富士櫻-1800g;日用生活;g;11110016001;1;48;48;53;common allocation
白鴿防螨衣物柔軟精補充包-富士櫻-1800g;日用生活;g;11110018001;3;50;50;89;common allocation
白鴿衣物柔軟精薰衣草補充包;日用生活;g;11110028001;3;50;50;89;common allocation
白鴿防螨衣物柔軟補充包-幸福花香-1800g;日用生活;g;11110029001;3;50;50;89;common allocation
毛寶柔軟精補充包-防霉日光浴1900ml;日用生活;g;11110032001;0;47;47;38;common allocation
白鴿防螨衣物柔軟精補充包-高雅玫瑰香-1800g;日用生活;g;11110065001;0;47;47;38;common allocation
白鴿防螨衣物柔軟精補充包-高雅玫瑰香-1800g;日用生活;g;11110066001;2;49;49;68;common allocation
妙管家衣物殺菌液;日用生活;g;11111004001;2;49;49;68;common allocation
妙管家超強漂白水4000;日用生活;g;11111008001;3;50;50;89;common allocation
家樂福超值漂白水1000克;日用生活;g;11111013001;3;50;50;89;common allocation
家樂福超值漂白水;日用生活;g;11111017001;3;50;50;89;common allocation
家樂福超值增豔雙氧漂白水;日用生活;g;11111019001;5;52;52;18;common allocation
【安心價】白鴿殺菌漂白素1000g;日用生活;g;11111023001;0;47;47;38;common allocation
妙管家公道先生地板清潔劑(檸檬清香)2000g;日用生活;g;11111025001;6;53;53;45;common allocation
妙管家超強漂白水4000;日用生活;g;11111033001;3;50;50;89;common allocation
毛寶衣領精補充包-600g;日用生活;g;11112001001;1;48;48;53;common allocation
毛寶衣領精;日用生活;g;11112004001;2;49;49;68;common allocation
妙管家高級衣領精-2000g;日用生活;g;11112005001;3;50;50;89;common allocation
效達衣領去漬凝膠;日用生活;g;11112007001;1;48;48;53;common allocation
妙管家衣領精組裝包(淡雅花果香)噴槍660g+重裝660g;日用生活;g;11112008001;3;50;50;89;common allocation
家樂福白玫瑰集水袋除濕盒補充包;日用生活;g;31501021001;2;49;49;68;common allocation
家樂福吊掛式集水袋-活性碳;日用生活;g;31502025001;6;53;53;45;common allocation
白博士廚房去污濕巾60入;日用生活;pc;11021002001;1;55;55;74;common allocation
台糖酒精擦隨身包10PC;日用生活;pc;11021047001;4;58;58;76;common allocation
高樂氏-居家殺菌濕紙巾(檸檬香)75片;日用生活;pc;11021051001;2;56;56;86;common allocation
立得清酒精瞬潔擦濕巾50抽;日用生活;pc;11021071001;4;58;58;76;common allocation
高樂氏-居家殺菌濕紙巾(檸檬香)75片;日用生活;pc;11021095001;2;56;56;86;common allocation
優品水槽管路清潔錠;日用生活;pc;11042015001;6;60;60;15;common allocation
檸檬酸500g;日用生活;pc;11051056001;2;56;56;86;common allocation
百利潔力豆海綿菜瓜布;日用生活;pc;11061001001;2;56;56;86;common allocation
驅塵氏吸水膠棉拖補充包;日用生活;pc;11061005001;1;55;55;74;common allocation
家樂福植物性彩色海綿;日用生活;pc;11061008001;2;56;56;86;common allocation
OP茶樹抗菌海綿菜瓜布;日用生活;pc;11061011001;4;58;58;76;common allocation
楓康三效海棉菜瓜布4入;日用生活;pc;11061015001;1;55;55;74;common allocation
3M百利爐具專用木漿棉菜瓜布3片;日用生活;pc;11061016001;1;55;55;74;common allocation
OP柑橘除油海綿菜瓜布;日用生活;pc;11061023001;2;56;56;86;common allocation
3M百利不沾鍋專用木漿棉3片;日用生活;pc;11061024001;1;55;55;74;common allocation
百利天然木漿棉菜瓜布衛浴專用;日用生活;pc;11061027001;2;56;56;86;common allocation
百利衛浴專用海綿菜瓜布2片裝;日用生活;pc;11061028001;1;55;55;74;common allocation
3M百利細緻餐具專用木漿棉菜瓜布3片;日用生活;pc;11061030001;1;55;55;74;common allocation
百利衛浴專用海綿菜瓜布2片裝;日用生活;pc;11061031001;3;57;57;103;common allocation
百利天然木漿棉加大版(粉紅/萊姆綠/藍)隨機出貨;日用生活;pc;11061049001;6;60;60;15;common allocation
百利隨手掛架組爐廚專用補充;日用生活;pc;11061050001;1;55;55;74;common allocation
百利隨手掛架組餐具專用補充;日用生活;pc;11061051001;0;54;54;21;common allocation
百利隨手掛架組爐廚專用補充;日用生活;pc;11061052001;2;56;56;86;common allocation
百利隨手掛架組餐具專用補充;日用生活;pc;11061053001;1;55;55;74;common allocation
3M百利不沾鍋專用木漿棉3片;日用生活;pc;11061054001;2;56;56;86;common allocation
百利日系3層海綿菜瓜布細緻柔刷2片裝;日用生活;pc;11061055001;1;55;55;74;common allocation
百利不鏽鋼頑垢專用菜瓜布6片;日用生活;pc;11061070001;1;55;55;74;common allocation
百利細緻餐具專用好握型海綿菜瓜布5片裝;日用生活;pc;11061071001;4;58;58;76;common allocation
家樂福木漿棉菜瓜布6PC;日用生活;pc;11062004001;2;56;56;86;common allocation
百利不鏽鋼黑垢專用菜瓜布5片;日用生活;pc;11062015001;4;58;58;76;common allocation
百利不鏽鋼頑垢專用菜瓜布6片;日用生活;pc;11062019001;0;54;54;21;common allocation
百利爐具鍋具專用菜瓜布5片裝;日用生活;pc;11062023001;3;57;57;103;common allocation
百利細緻餐具專用好握型海綿菜瓜布5片裝;日用生活;pc;11062025001;2;56;56;86;common allocation
速必效驅蚊寶-60天;日用生活;pc;11070006001;1;55;55;74;common allocation
鱷魚門窗庭園防蚊片補充包;日用生活;pc;11070037001;5;59;59;43;common allocation
興家安速果蠅餌劑;日用生活;pc;11070050001;2;56;56;86;common allocation
優品除蟻膏80g;日用生活;pc;11071002001;1;55;55;74;common allocation
安德生蟑愛呷-粘蟑屋;日用生活;pc;11071005001;1;55;55;74;common allocation
優品別慌蟑捕蟑屋10入;日用生活;pc;11071008001;5;59;59;43;common allocation
雷達殺蟑堡8入;日用生活;pc;11071009001;2;56;56;86;common allocation
優品水槽管路清潔錠;日用生活;pc;11071011001;3;57;57;103;common allocation
安德生蟑愛呷-粘蟑屋;日用生活;pc;11071014001;6;60;60;15;common allocation
家家滅蟑螂8入;日用生活;pc;11071032001;2;56;56;86;common allocation
速必效連鎖殺蟑螂套餐堡;日用生活;pc;11071033001;4;58;58;76;common allocation
速必效螞蟻甜食性凝膠餌寶;日用生活;set;11071034001;1;55;55;74;common allocation
速必效蟑不拒聚殺餌寶;日用生活;bo;11071035001;6;60;60;15;common allocation
雷達殺蟑堡8入;日用生活;pc;11071898001;4;58;58;76;common allocation
速必效蟑不拒聚殺餌寶;日用生活;bo;11071911001;0;54;54;21;common allocation
【一點絕】2%凝膠餌劑 5公克;日用生活;pcs;11071916001;3;57;57;103;common allocation
滅飛新蚊香經濟包60卷;日用生活;pc;11072001001;4;58;58;76;common allocation
家家線體紙蚊香+燃燒盤;日用生活;pc;11072004001;5;59;59;43;common allocation
新鱷魚蚊香-優30卷鐵罐;日用生活;roll;11072011001;5;59;59;43;common allocation
鱷魚蚊香-30卷經濟包;日用生活;roll;11072012002;2;56;56;86;common allocation
速必效超煙霸強滲煙寶三入裝;日用生活;bo;11072013001;3;57;57;103;common allocation
速必效微煙黑蚊香;日用生活;pc;11072017001;2;56;56;86;common allocation
速必效超煙霸強滲煙寶三入裝;日用生活;bo;11072019001;2;56;56;86;common allocation
雷達煙霧殺蟲劑2+1入裝(42.5gx3);日用生活;pack;11072897001;4;58;58;76;common allocation
金龍蚊香;日用生活;roll;11072903001;4;58;58;76;common allocation
必安住紫丁蚊香40卷;日用生活;roll;11072905001;6;60;60;15;common allocation
新鱷魚液體電蚊香(無香料)45ml;日用生活;pc;11073006001;2;56;56;86;common allocation
新鱷魚液體電蚊香(無香料)45ml;日用生活;pc;11073012001;2;56;56;86;common allocation
新鱷魚130天防蚊片補充包;日用生活;pc;11073905001;5;59;59;43;common allocation
