title;category;capacity_unit;item_code;cluster_local;cluster_global;mixed_cluster;cluster_size;allocation_type
可口可樂纖維+600ml;飲料零食;ml;10000001001;1;1;1;86;common allocation
可口可樂2L;飲料零食;ml;10000002001;3;3;3;79;common allocation
百事可樂330ml;飲料零食;ml;10000003001;0;0;0;211;common allocation
百事可樂2L;飲料零食;ml;10000004001;0;0;0;211;common allocation
可口可樂330ml;飲料零食;ml;10000005001;3;3;3;79;common allocation
可口可樂 Zero 330ml;飲料零食;ml;10000007001;1;1;1;86;common allocation
可口可樂 1250ml;飲料零食;ml;10000008001;2;2;2;27;common allocation
可口可樂ZERO無糖零卡2L;飲料零食;ml;10000010001;0;0;0;211;common allocation
可口可樂 Can 250 ml;飲料零食;ml;10000011001;3;3;3;79;common allocation
可口可樂600ml;飲料零食;ml;10000012001;1;1;1;86;common allocation
可口可樂 1250ml;飲料零食;ml;10000022001;0;0;0;211;common allocation
百事可樂600ml;飲料零食;ml;10000023001;0;0;0;211;common allocation
可口可樂纖維+600ml;飲料零食;ml;10000027001;1;1;1;86;common allocation
可口可樂歡聚雙享組 350mlx12;飲料零食;ml;10000998001;0;0;0;211;common allocation
七喜汽水2L;飲料零食;ml;10001001001;0;0;0;211;common allocation
雪碧汽水2L;飲料零食;ml;10001004001;0;0;0;211;common allocation
七喜汽水330ml;飲料零食;ml;10001005001;0;0;0;211;common allocation
雪碧汽水330ml;飲料零食;ml;10001006001;0;0;0;211;common allocation
[限量]黑松沙士600 ml;飲料零食;ml;10001007001;0;0;0;211;common allocation
黑松汽水2L;飲料零食;ml;10001008001;0;0;0;211;common allocation
[限量]黑松沙士245ml;飲料零食;ml;10001009001;3;3;3;79;common allocation
美粒果柳橙汁Pet1250ml;飲料零食;ml;10001010001;2;2;2;27;common allocation
雪碧250ml;飲料零食;ml;10001012001;3;3;3;79;common allocation
雪碧600ml;飲料零食;ml;10001015001;0;0;0;211;common allocation
黑松CC檸檬氣泡飲can-330ml;飲料零食;ml;10001020001;0;0;0;211;common allocation
黑松C&C氣泡飲(檸檬)500ml;飲料零食;ml;10001022001;0;0;0;211;common allocation
黑松汽水Can 245ml;飲料零食;ml;10001025001;1;1;1;86;common allocation
黑松C&C氣泡飲(葡萄)500ml;飲料零食;ml;10001035001;1;1;1;86;common allocation
維他露P 250ml;飲料零食;ml;10002001001;1;1;1;86;common allocation
黑松加鹽沙士600ml;飲料零食;ml;10002003001;0;0;0;211;common allocation
蘋果西打330ml;飲料零食;ml;10002005001;1;1;1;86;common allocation
芬達橘子汽水330ml;飲料零食;ml;10002007001;0;0;0;211;common allocation
黑松加鹽沙士245ml;飲料零食;ml;10002008001;3;3;3;79;common allocation
[限量]黑松沙士600 ml;飲料零食;ml;10002009001;0;0;0;211;common allocation
金車麥根沙士PET-585ml;飲料零食;ml;10002011001;3;3;3;79;common allocation
維他露P 330 ml;飲料零食;ml;10002012001;0;0;0;211;common allocation
AW 麥根沙士;飲料零食;ml;10002013001;4;4;4;34;common allocation
維大力汽水Can330ml;飲料零食;ml;10002014001;0;0;0;211;common allocation
黑松沙士2L;飲料零食;ml;10002017001;0;0;0;211;common allocation
[限量]黑松沙士330mlX6入;飲料零食;ml;10002018001;3;3;3;79;common allocation
維大力加鹽沙士Can330 ml;飲料零食;ml;10002019001;1;1;1;86;common allocation
蘋果西打330ml;飲料零食;ml;10002021001;3;3;3;79;common allocation
黑松沙士1250 ml;飲料零食;ml;10002025001;0;0;0;211;common allocation
芬達汽水橘子口味600ml;飲料零食;ml;10002026001;2;2;2;27;common allocation
維大力汽水2L;飲料零食;ml;10002035001;0;0;0;211;common allocation
七星藍莓汽泡香檳飲料750ml;飲料零食;ml;10002037001;2;2;2;27;common allocation
七星紅葡萄氣泡香檳飲料750ml;飲料零食;ml;10002038001;2;2;2;27;common allocation
七星白葡萄汽泡香檳飲料750 ml;飲料零食;ml;10002039001;3;3;3;79;common allocation
芬達橘子汽水2L;飲料零食;ml;10002040001;0;0;0;211;common allocation
黑松加鹽沙士2L;飲料零食;ml;10002045001;1;1;1;86;common allocation
金車麥根沙士can-330ml;飲料零食;ml;10002046001;0;0;0;211;common allocation
維他露P 2L;飲料零食;ml;10002051001;3;3;3;79;common allocation
金車麥根沙士Pet 2000ml;飲料零食;ml;10002069001;1;1;1;86;common allocation
金車奧利多水Pet585ml;飲料零食;ml;10002071001;0;0;0;211;common allocation
金車奧利多水Pet2000ml;飲料零食;ml;10002072001;3;3;3;79;common allocation
微舒打葡萄can-320ml;飲料零食;ml;10002073001;0;0;0;211;common allocation
蘋果西打 1250ml;飲料零食;ml;10002074001;0;0;0;211;common allocation
金車冰淇淋汽水Pet 2000ml;飲料零食;ml;10002078001;0;0;0;211;common allocation
維大力零熱量汽水 330ml;飲料零食;ml;10002102001;1;1;1;86;common allocation
黑松加鹽沙士330mlx6;飲料零食;ml;10002899001;4;4;4;34;common allocation
美粒果零加糖蘋果蘇打500ml;飲料零食;ml;10002906001;0;0;0;211;common allocation
樹頂蘋果氣泡飲(320ml );飲料零食;ml;10002911001;3;3;3;79;common allocation
美粒果零加糖蘋果蘇打1250ml;飲料零食;ml;10002916001;1;1;1;86;common allocation
維大力蘋果風味氣水2000ml;飲料零食;ml;10002918001;3;3;3;79;common allocation
維大力白葡萄風味氣水2000ml;飲料零食;ml;10002919001;0;0;0;211;common allocation
黑松CC氣泡飲蘋果口味330ml;飲料零食;ml;10002942001;1;1;1;86;common allocation
維大力白葡萄風味氣水330ml;飲料零食;ml;10002943001;0;0;0;211;common allocation
維大力蘋果風味氣水330ml;飲料零食;ml;10002944001;0;0;0;211;common allocation
波蜜一日蔬果100蔬果汁 250ml;飲料零食;ml;10010001001;3;3;3;79;common allocation
波蜜BCE果菜汁TP250ml;飲料零食;ml;10010002001;3;3;3;79;common allocation
紅牌速纖纖維飲料TP250ml;飲料零食;ml;10010004001;1;1;1;86;common allocation
波蜜100%紫色蔬果汁;飲料零食;ml;10010007001;3;3;3;79;common allocation
波蜜BCE果菜汁Pet580ml;飲料零食;ml;10010009001;0;0;0;211;common allocation
波蜜果菜汁 Pet 580ml;飲料零食;ml;10010012001;0;0;0;211;common allocation
波蜜果菜汁Can240ml;飲料零食;ml;10010018001;3;3;3;79;common allocation
波蜜低卡果菜汁TP250ml;飲料零食;ml;10010019001;0;0;0;211;common allocation
一日蔬果100葡萄蔬果汁 160ml;飲料零食;ml;10010026001;0;0;0;211;common allocation
一日蔬果100蘋果柳橙蔬果 160ml;飲料零食;ml;10010027001;3;3;3;79;common allocation
波蜜BCE果菜汁TP250ml;飲料零食;ml;10010035001;1;1;1;86;common allocation
義美寶吉蔬果汁葡萄莓果125ml;飲料零食;ml;10010042001;4;4;4;34;common allocation
義美寶吉蔬果汁蘋果柳橙125ml;飲料零食;ml;10010043001;0;0;0;211;common allocation
光泉果汁時刻蘋果汁TP-250ml;飲料零食;ml;10011001001;0;0;0;211;common allocation
樹頂100%純蘋果汁200ml;飲料零食;ml;10011003001;0;0;0;211;common allocation
波蜜一日蔬果100蔬果汁 250ml;飲料零食;ml;10011004001;3;3;3;79;common allocation
囍瑞100純天然蘋果原汁1L;飲料零食;ml;10011007001;0;0;0;211;common allocation
黑松蘋果汁-TP300ml;飲料零食;ml;10011016001;0;0;0;211;common allocation
光泉果汁時刻100%蘋果綜合果汁200mlx6;飲料零食;ml;10011021001;0;0;0;211;common allocation
義美寶吉純果汁蘋果TP125ml;飲料零食;ml;10011023001;0;0;0;211;common allocation
樹頂100純蘋果汁 300ml毫升;飲料零食;ml;10011028001;1;1;1;86;common allocation
囍瑞100純天然柳橙原汁1L;飲料零食;ml;10012002001;3;3;3;79;common allocation
美粒果柳橙汁Pet1250ml;飲料零食;ml;10012004001;1;1;1;86;common allocation
義美寶吉純果汁柳橙TP125ml;飲料零食;ml;10012006001;0;0;0;211;common allocation
樹頂100%純柳橙汁1000ml;飲料零食;ml;10012009001;0;0;0;211;common allocation
美粒果柳橙汁450ml;飲料零食;ml;10012899001;0;0;0;211;common allocation
黑松葡萄汁-TP300ml;飲料零食;ml;10013003001;0;0;0;211;common allocation
囍瑞100純天然紅葡萄原汁1L;飲料零食;ml;10013004001;0;0;0;211;common allocation
光泉果汁時刻葡萄汁TP250ml;飲料零食;ml;10013005001;0;0;0;211;common allocation
光泉果汁時刻100%蘋果綜合果汁200mlx24;飲料零食;ml;10013007001;0;0;0;211;common allocation
波蜜一日蔬果100蔬果汁 250ml;飲料零食;ml;10013011001;3;3;3;79;common allocation
義美寶吉純果汁葡萄TP125ml;飲料零食;ml;10013012001;0;0;0;211;common allocation
樹頂100蜜桃綜合果汁1L公升;飲料零食;ml;10014006001;3;3;3;79;common allocation
崇德發天然黑麥汁Btl330ml;飲料零食;ml;10014009001;0;0;0;211;common allocation
太陽牌加州梅汁Pet 946ml;飲料零食;ml;10014018001;3;3;3;79;common allocation
崇德發天然黑麥汁Can330ml;飲料零食;ml;10014020001;0;0;0;211;common allocation
優鮮沛綜合果汁蔓越莓TP250ml;飲料零食;ml;10014023001;0;0;0;211;common allocation
酷椰嶼椰子水250ml;飲料零食;ml;10014024001;4;4;4;34;common allocation
台酒烏梅黑麥汁 Can 330ml;飲料零食;ml;10014027001;5;5;5;13;common allocation
光泉果汁時刻芭芒柳汁TP250ml;飲料零食;ml;10014028001;1;1;1;86;common allocation
椰活100純椰子水500ml;飲料零食;ml;10014029001;0;0;0;211;common allocation
優鮮沛蔓越莓綜合果汁Pet500ml;飲料零食;ml;10014030001;4;4;4;34;common allocation
黑松百香果C/TP300ml;飲料零食;ml;10014032001;0;0;0;211;common allocation
黑松蜜桃C/TP300ml;飲料零食;ml;10014033001;0;0;0;211;common allocation
好聖地100椰子水 350ml;飲料零食;ml;10014037001;2;2;2;27;common allocation
囍瑞100純天然蘋果原汁1L;飲料零食;ml;10014043001;4;4;4;34;common allocation
崇德發易開罐黑麥汁250ml;飲料零食;ml;10014051001;0;0;0;211;common allocation
鮮剖100%純椰子汁-500ml;飲料零食;ml;10014055001;4;4;4;34;common allocation
囍瑞純天然蔓越莓汁200ml;飲料零食;ml;10014062001;4;4;4;34;common allocation
愛之味莎莎亞椰奶TP250ml;飲料零食;ml;10014067001;3;3;3;79;common allocation
波蜜芭樂汁300ml;飲料零食;ml;10014069001;4;4;4;34;common allocation
台酒紅麴黑麥汁Can330 ml;飲料零食;ml;10014073001;3;3;3;79;common allocation
台酒原味黑麥汁 330ml;飲料零食;ml;10014075001;3;3;3;79;common allocation
樹頂100嚴選蔓越莓綜合果汁 200ml;飲料零食;ml;10014080001;1;1;1;86;common allocation
樹頂100石榴莓綜合果汁200ml;飲料零食;ml;10014081001;3;3;3;79;common allocation
波蜜多果汁TP250ml;飲料零食;ml;10014090001;0;0;0;211;common allocation
美粒果白葡萄加蘆薈Pet1250ml;飲料零食;ml;10014092001;1;1;1;86;common allocation
老北京酸梅湯Pet900ml;飲料零食;ml;10014097001;2;2;2;27;common allocation
樹頂100%石榴莓綜合果汁1000ml毫升;飲料零食;ml;10014103001;3;3;3;79;common allocation
噶瑪蘭麥汁Btl330ml;飲料零食;ml;10014106001;1;1;1;86;common allocation
鮮剖100%純天然椰子汁-520ml;飲料零食;ml;10014110001;2;2;2;27;common allocation
崇德發白麥檸檬汁Can 330ml;飲料零食;ml;10014111001;0;0;0;211;common allocation
崇德發減糖黑麥汁Can 330ml;飲料零食;ml;10014113001;0;0;0;211;common allocation
VICO 100%椰子水1000ml;飲料零食;ml;10014116001;3;3;3;79;common allocation
台酒原味黑麥汁 330ml;飲料零食;ml;10014126001;0;0;0;211;common allocation
崇德發白麥汁330ml;飲料零食;ml;10014130001;0;0;0;211;common allocation
美粒果白葡萄汁450ml;飲料零食;ml;10014898001;0;0;0;211;common allocation
津津蘆筍汁245mlx24;飲料零食;ml;10015007001;1;1;1;86;common allocation
光泉正庄蘆筍汁TP250ml;飲料零食;ml;10015011001;0;0;0;211;common allocation
可果美100蕃茄檸檬汁280ml;飲料零食;ml;10016002001;0;0;0;211;common allocation
愛之味鮮採蕃茄汁-Oligo保健-250ml;飲料零食;ml;10016006001;3;3;3;79;common allocation
可果美蕃茄汁(無添加食鹽)340ml;飲料零食;ml;10016011001;0;0;0;211;common allocation
統一嚴選素材番茄汁Can340ml;飲料零食;ml;10016014001;3;3;3;79;common allocation
波蜜紅蕃茄汁-250ml;飲料零食;ml;10016015001;0;0;0;211;common allocation
愛之味鮮採蕃茄汁-Oligo腸道保530ml;飲料零食;ml;10016018001;3;3;3;79;common allocation
鮮採蕃茄綜合蔬菜汁升級配方 530ml;飲料零食;ml;10016020001;0;0;0;211;common allocation
貝納頌榛果拿鐵咖啡TP375;飲料零食;ml;10020002001;1;1;1;86;common allocation
伯朗醇黑咖啡無糖;飲料零食;ml;10020003001;4;4;4;34;common allocation
貝納頌經典拿鐵咖啡Can210ml;飲料零食;ml;10020004001;0;0;0;211;common allocation
伯朗曼特寧咖啡二合一Can240ml;飲料零食;ml;10020006001;4;4;4;34;common allocation
伯朗咖啡原味Can240ml;飲料零食;ml;10020007001;0;0;0;211;common allocation
統一咖啡廣場TP300ml;飲料零食;ml;10020011001;0;0;0;211;common allocation
36法郎拿堤烘焙咖啡Can240ml;飲料零食;ml;10020012001;0;0;0;211;common allocation
[限量]伯朗曼特寧咖啡Can240mlX24入;飲料零食;ml;10020015001;0;0;0;211;common allocation
韋恩 Flash Brew閃萃黑咖啡-500ml;飲料零食;ml;10020016001;0;0;0;211;common allocation
曼仕德濃醇拿鐵咖啡Can235ml;飲料零食;ml;10020017001;4;4;4;34;common allocation
伯朗藍山咖啡Can240 mlx24入;飲料零食;ml;10020018001;1;1;1;86;common allocation
貝納頌經典曼特寧咖啡Can210ml;飲料零食;ml;10020019001;0;0;0;211;common allocation
貝納頌黑咖啡 Can 210ml;飲料零食;ml;10020024001;0;0;0;211;common allocation
貝納頌直火炭焙風味 Can 210ml;飲料零食;ml;10020025001;0;0;0;211;common allocation
貝納頌咖啡TP375ml;飲料零食;ml;10020027001;0;0;0;211;common allocation
韋恩特濃咖啡Can320ml;飲料零食;ml;10020033001;1;1;1;86;common allocation
午后時光重乳咖啡拿鐵TP330ml;飲料零食;ml;10020034001;0;0;0;211;common allocation
咖啡廣場奶香特調咖啡Pet600ml;飲料零食;ml;10020036001;0;0;0;211;common allocation
Asahi Wonda 早安咖啡179mlx6;飲料零食;ml;10020037001;5;5;5;13;common allocation
UCC無糖咖啡飲料Can184ml;飲料零食;ml;10020041001;0;0;0;211;common allocation
咖啡廣場調和式冰咖啡Pet600ml;飲料零食;ml;10020042001;0;0;0;211;common allocation
韋恩特濃黑咖Can210ml;飲料零食;ml;10020046001;1;1;1;86;common allocation
喬亞拿鐵咖啡350ml;飲料零食;ml;10020093001;3;3;3;79;common allocation
喬亞黑咖啡350ml;飲料零食;ml;10020094001;1;1;1;86;common allocation
【限量】舒跑(小)Can245ml x24入;飲料零食;ml;10021001001;3;3;3;79;common allocation
寶礦力水得Can340ml;飲料零食;ml;10021005001;0;0;0;211;common allocation
黑松FIN補給飲料Pet580ml;飲料零食;ml;10021006001;3;3;3;79;common allocation
寶礦力水得Pet1460ml;飲料零食;ml;10021007001;0;0;0;211;common allocation
舒跑S運補飲料TP250ml;飲料零食;ml;10021008001;3;3;3;79;common allocation
舒跑Pet1500ml;飲料零食;ml;10021009001;0;0;0;211;common allocation
寶礦力水得(低卡)Pet 580ml;飲料零食;ml;10021010001;1;1;1;86;common allocation
舒跑S補給飲料Pet590ml;飲料零食;ml;10021015001;1;1;1;86;common allocation
[限量]舒跑Pet590mlX4入;飲料零食;ml;10021016001;1;1;1;86;common allocation
寶礦力水得Pet580ml;飲料零食;ml;10021017001;1;1;1;86;common allocation
寶礦力水得Pet900ml;飲料零食;ml;10021018001;4;4;4;34;common allocation
寶礦力水得Pet345ml;飲料零食;ml;10021021001;0;0;0;211;common allocation
舒跑Pet975ml;飲料零食;ml;10021022001;0;0;0;211;common allocation
動元素運動飲料Pet1250ml;飲料零食;ml;10021023001;1;1;1;86;common allocation
黑松FIN健康補給飲料-300ml;飲料零食;ml;10021025001;3;3;3;79;common allocation
黑松FIN補給飲料Pet1460ml;飲料零食;ml;10021026001;0;0;0;211;common allocation
黑松FIN補給飲料Can240ml;飲料零食;ml;10021027001;0;0;0;211;common allocation
黑松FIN補給飲料Pet975ml;飲料零食;ml;10021034001;0;0;0;211;common allocation
舒跑TP250 6入;飲料零食;ml;10021035001;0;0;0;211;common allocation
動元素運動飲料Pet1250ml;飲料零食;ml;10021040001;2;2;2;27;common allocation
Red Bull 紅牛能量飲料355mlx24;飲料零食;ml;10022003001;2;2;2;27;common allocation
Red Bull 紅牛無糖能量飲料1入;飲料零食;ml;10022006001;0;0;0;211;common allocation
金車奧利多Btl150ml;飲料零食;ml;10022008001;3;3;3;79;common allocation
Red Bull 紅牛能量飲料-無糖250mlx4;飲料零食;ml;10022011001;1;1;1;86;common allocation
康貝特200P-180ml;飲料零食;ml;10022012001;2;2;2;27;common allocation
Red Bull 紅牛能量飲料-無糖250mlx4;飲料零食;ml;10022014001;4;4;4;34;common allocation
保力達水蠻牛維他命B補給飲料;飲料零食;ml;10022015001;4;4;4;34;common allocation
PowerBOMB活力爆發能量飲料-原味225mlx4;飲料零食;ml;10022016001;0;0;0;211;common allocation
魔爪ULTRA超越能量碳酸飲料355ml;飲料零食;ml;10022020001;0;0;0;211;common allocation
黃金康貝特能量飲料150ml;飲料零食;ml;10022024001;5;5;5;13;common allocation
金車奧利多Can240ml;飲料零食;ml;10022030001;0;0;0;211;common allocation
魔爪ULTRA超越能量碳酸飲料355ml;飲料零食;ml;10022908001;0;0;0;211;common allocation
魔爪芒果狂歡能量碳酸飲料355ml;飲料零食;ml;10022910001;3;3;3;79;common allocation
保力達蠻牛EX能量飲料Can250ml;飲料零食;ml;10022915001;2;2;2;27;common allocation
保力達蠻牛Slim維他命B Can250ml;飲料零食;ml;10022916001;2;2;2;27;common allocation
[限量]桂格蜜人蔘60mlx19;飲料零食;ml;10023002001;1;1;1;86;common allocation
歐典生機養身黑木耳180ml;飲料零食;ml;10023004001;3;3;3;79;common allocation
老協珍人蔘精無糖60mlx14入;飲料零食;ml;10023005001;4;4;4;34;common allocation
白蘭氏黑醋栗+金盞花葉黃素精華飲60mlx18;飲料零食;ml;10023008001;4;4;4;34;common allocation
【限量】桂格熬雞精52mlx9(無提袋);飲料零食;ml;10023017001;2;2;2;27;common allocation
老協珍熬雞精42ml毫升 x 14 x 1Box盒;飲料零食;ml;10023020001;1;1;1;86;common allocation
白蘭氏旭沛人蔘蜆精60ml*15;飲料零食;ml;10023023001;3;3;3;79;common allocation
台糖蜆精62mlx19;飲料零食;ml;10023025001;0;0;0;211;common allocation
[限量]桂格蜜人蔘60mlx19;飲料零食;ml;10023027001;2;2;2;27;common allocation
白蘭氏旭沛蜆精60ml*12;飲料零食;ml;10023031001;4;4;4;34;common allocation
愛健萬丹紅紅豆水Pet530ml;飲料零食;ml;10023035001;0;0;0;211;common allocation
天地合補葉黃素功能飲60mlx18;飲料零食;ml;10023044001;4;4;4;34;common allocation
白蘭氏雙認證雞精68mlx19(裸瓶裝);飲料零食;ml;10023049001;0;0;0;211;common allocation
桂格養氣人蔘雞精雙效滋補18入**隨機出貨不挑款，以實際出貨為準。**;飲料零食;ml;10023051001;2;2;2;27;common allocation
【限量】天地合補含鐵玫瑰四物飲 120mlx12入;飲料零食;ml;10023054001;4;4;4;34;common allocation
桂格雙效活靈芝盒裝16瓶;飲料零食;ml;10023055001;4;4;4;34;common allocation
白蘭氏強化型葉黃素精華飲60ml*14入;飲料零食;ml;10023058001;4;4;4;34;common allocation
白蘭氏冬蟲夏草雞精68mlx18;飲料零食;ml;10023063001;4;4;4;34;common allocation
白蘭氏養蔘飲60mlx18;飲料零食;ml;10023066001;2;2;2;27;common allocation
桂格冬蟲夏草養氣人蔘60mlx16;飲料零食;ml;10023068001;0;0;0;211;common allocation
白蘭氏兒童學進雞精41mlx6;飲料零食;ml;10023073001;5;5;5;13;common allocation
桂格5X人蔘濃縮精華飲盒裝15ml*18包;飲料零食;ml;10023075001;5;5;5;13;common allocation
白蘭氏關鍵活躍雞精69mlx15入;飲料零食;ml;10023078001;1;1;1;86;common allocation
白蘭氏冰糖燕窩68mlx6;飲料零食;ml;10023087001;3;3;3;79;common allocation
桂格高麗人蔘滋補液60ml*6;飲料零食;ml;10023093001;1;1;1;86;common allocation
桂格5X人蔘濃縮精華飲盒裝15ml*18包;飲料零食;ml;10023100001;3;3;3;79;common allocation
老協珍熬雞精42mlx7入;飲料零食;ml;10023103001;2;2;2;27;common allocation
老協珍人蔘精60mlx7入;飲料零食;ml;10023104001;2;2;2;27;common allocation
【限量】李時珍養氣人蔘精華飲35mlx18入(無提袋);飲料零食;ml;10023106001;2;2;2;27;common allocation
天地合補含鐵玫瑰四物 120ml*6;飲料零食;ml;10023110001;2;2;2;27;common allocation
老協珍熬雞精暖薑口味42mlx14入;飲料零食;ml;10023114001;0;0;0;211;common allocation
老協珍 人蔘精麥蘆卡蜂蜜口味 60ml x 14;飲料零食;ml;10023124001;4;4;4;34;common allocation
天地合補葡萄糖胺18入**隨機出貨不挑款，以實際出貨為準。**;飲料零食;ml;10023892001;1;1;1;86;common allocation
天地合補金盞花葉黃素濃縮飲15mlx16入;飲料零食;ml;10023998001;3;3;3;79;common allocation
健酪原味乳酸飲料 320ml;飲料零食;ml;10024001001;4;4;4;34;common allocation
【安心價】健酪乳酸飲料原味 1450ml;飲料零食;ml;10024003001;0;0;0;211;common allocation
開心成長可爾必思蘋果口味160ml;飲料零食;ml;10024004001;0;0;0;211;common allocation
開心成長可爾必思160mlx6;飲料零食;ml;10024007001;0;0;0;211;common allocation
可爾必思乳酸菌飲料Pet500ml;飲料零食;ml;10024011001;1;1;1;86;common allocation
健酪乳酸飲料原味Pet580ml;飲料零食;ml;10024014001;0;0;0;211;common allocation
開喜凍頂烏龍茶(無糖) 1.5L;飲料零食;ml;10030001001;0;0;0;211;common allocation
開喜凍頂烏龍茶有糖Pet-1500ml;飲料零食;ml;10030005001;0;0;0;211;common allocation
原萃包種烏龍茶580ml;飲料零食;ml;10030007001;1;1;1;86;common allocation
原萃冷萃金萱烏龍茶450ml;飲料零食;ml;10030008001;0;0;0;211;common allocation
開喜凍頂烏龍茶微糖TP 250ml;飲料零食;ml;10030013001;1;1;1;86;common allocation
茶裏王白毫烏龍茶微甜Pet 600ml;飲料零食;ml;10030014001;0;0;0;211;common allocation
茶裏王青心烏龍無糖Pet-600mlx4;飲料零食;ml;10030015001;0;0;0;211;common allocation
光泉冷泡茶茶王烏龍-1235ml;飲料零食;ml;10030017001;0;0;0;211;common allocation
悅氏黑烏龍茶-2000ml;飲料零食;ml;10030018001;0;0;0;211;common allocation
濃韻烏龍茶(無糖) 600ml;飲料零食;ml;10030019001;0;0;0;211;common allocation
茶裏王濃韻烏龍茶-975ml;飲料零食;ml;10030020001;3;3;3;79;common allocation
開喜凍頂烏龍茶(無糖)Pet575ml;飲料零食;ml;10030021001;0;0;0;211;common allocation
開喜凍頂烏龍茶(無糖)Pet575ml;飲料零食;ml;10030022001;1;1;1;86;common allocation
光泉冷泡茶茶王烏龍585ml;飲料零食;ml;10030046001;0;0;0;211;common allocation
原萃鐵觀音580ml;飲料零食;ml;10030048001;1;1;1;86;common allocation
原萃文山包種烏龍茶(無糖) 1250ml;飲料零食;ml;10030049001;0;0;0;211;common allocation
泰山冰鎮檸檬紅茶250ml;飲料零食;ml;10031001001;3;3;3;79;common allocation
KIRIN 午後紅茶-紅茶 500ml;飲料零食;ml;10031003001;0;0;0;211;common allocation
御茶園特上紅茶Pet 550ml;飲料零食;ml;10031004001;0;0;0;211;common allocation
茶裏王英式紅茶Pet600ml;飲料零食;ml;10031007001;0;0;0;211;common allocation
統一麥香阿薩姆紅茶1250ml;飲料零食;ml;10031011001;0;0;0;211;common allocation
泰山冰鎮檸檬紅茶Pet535ml;飲料零食;ml;10031012001;3;3;3;79;common allocation
統一麥香紅茶TP375ml;飲料零食;ml;10031013001;3;3;3;79;common allocation
生活日月潭無糖紅茶590ml;飲料零食;ml;10031015001;3;3;3;79;common allocation
阿薩姆紅茶-300mlx24;飲料零食;ml;10031017001;0;0;0;211;common allocation
統一麥香阿薩姆奶茶600ml;飲料零食;ml;10031019001;1;1;1;86;common allocation
光泉茉莉茶園蘋果紅茶-585ml;飲料零食;ml;10031023001;3;3;3;79;common allocation
泰山冰鎮紅茶1250ml;飲料零食;ml;10031026001;1;1;1;86;common allocation
義美錫蘭紅茶TP250ml;飲料零食;ml;10031031001;1;1;1;86;common allocation
原萃錫蘭紅茶(無糖) 580ml;飲料零食;ml;10031033001;0;0;0;211;common allocation
KIRIN午後紅茶-原味紅茶 1500ml;飲料零食;ml;10031899001;2;2;2;27;common allocation
御茶園特上紅茶 1250ml;飲料零食;ml;10031901001;0;0;0;211;common allocation
KIRIN 午後紅茶-無糖紅茶 500ml;飲料零食;ml;10031909001;4;4;4;34;common allocation
波蜜靠茶初茗紅茶 250ml;飲料零食;ml;10031910001;0;0;0;211;common allocation
午后時光錫蘭紅茶250ml;飲料零食;ml;10031911001;0;0;0;211;common allocation
【限量】原萃冷萃好運澎派組 450mlx12;飲料零食;ml;10031916001;0;0;0;211;common allocation
統一麥香阿薩姆奶茶Pet1250ml;飲料零食;ml;10032001001;3;3;3;79;common allocation
KIRIN 午後紅茶-奶茶 500ml;飲料零食;ml;10032004001;0;0;0;211;common allocation
立頓奶茶TP250ml;飲料零食;ml;10032006001;3;3;3;79;common allocation
立頓萃香奶綠-535ml;飲料零食;ml;10032007001;3;3;3;79;common allocation
立頓瑞士巧克力奶茶TP250ml;飲料零食;ml;10032008001;1;1;1;86;common allocation
阿薩姆草莓奶茶TP250ml;飲料零食;ml;10032011001;0;0;0;211;common allocation
統一麥香奶茶TP375ml;飲料零食;ml;10032013001;3;3;3;79;common allocation
御茶園特上紅茶Pet 550ml;飲料零食;ml;10032014001;0;0;0;211;common allocation
統一麥香阿薩姆紅茶Pet600ml;飲料零食;ml;10032015001;1;1;1;86;common allocation
午后時光阿薩姆奶茶250ml;飲料零食;ml;10032019001;0;0;0;211;common allocation
紅茶花伝皇家紅茶470ml;飲料零食;ml;10032020001;0;0;0;211;common allocation
紅牌蜂蜜奶茶 300ml;飲料零食;ml;10032023001;0;0;0;211;common allocation
阿薩姆蘋果奶茶TP250ml;飲料零食;ml;10032046001;0;0;0;211;common allocation
阿薩姆原味奶茶TP250ml;飲料零食;ml;10032047001;3;3;3;79;common allocation
立頓英式奶茶-535ml;飲料零食;ml;10032048001;0;0;0;211;common allocation
光泉午后時光重乳奶茶330ml;飲料零食;ml;10032055001;1;1;1;86;common allocation
伯朗絲絨奶茶580ml;飲料零食;ml;10032059001;0;0;0;211;common allocation
光泉午后時光伯爵奶茶250ml;飲料零食;ml;10032064001;0;0;0;211;common allocation
原萃冷萃日式深蒸綠茶450ml;飲料零食;ml;10033001001;0;0;0;211;common allocation
原萃日式綠茶-580ml;飲料零食;ml;10033004001;3;3;3;79;common allocation
黑松茶花綠茶(無糖)  1230ml;飲料零食;ml;10033010001;0;0;0;211;common allocation
悅氏油切綠茶(無糖) 550ml;飲料零食;ml;10033012001;0;0;0;211;common allocation
每朝健康綠茶無糖-650ml;飲料零食;ml;10033013001;1;1;1;86;common allocation
茶裏王台式綠茶Pet600ml;飲料零食;ml;10033014001;0;0;0;211;common allocation
茶裏王日式綠茶無糖600ml;飲料零食;ml;10033015001;0;0;0;211;common allocation
原萃綠茶玉露580ml;飲料零食;ml;10033018001;3;3;3;79;common allocation
悅氏梅子綠茶微甜Pet2000ml;飲料零食;ml;10033020001;0;0;0;211;common allocation
