title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized
麥典實作工坊麵包專用粉-1000g;米油沖泡;92;;規格：1000g克x1x1bag包;麥典實作工坊麵包專用粉;103;1;1000,0;12,166666666666666;8616;10.68%;1;14740061001,0;g;1;bag;92,0;103,0;10,679611650485436;weight;月;4,532599493153256;4,6443908991413725;0,0010010149179028737;0,4034169716618177;0,49836346552050614;0,16168336363284722
駱駝牌高筋麵粉(無添加)1000g;米油沖泡;64;駱駝牌;規格：1000g克x1x1pc包;駱駝牌高筋麵粉(無添加)1000g;75;1;1000,0;12,0;8617;14.67%;1;14740074001,0;g;1;pc;64,0;75,0;14,666666666666666;weight;月;4,174387269895637;4,330733340286331;0,0009871119329320005;0,3659266570120674;0,46470663701225134;0,22204515272244355
日正寶島地瓜粉 (木薯粉);米油沖泡;87;日正;規格：1000g克x1x1pack包;日正寶島地瓜粉 (木薯粉);96;1;1000,0;18,0;8618;9.38%;0;14741003001,0;g;1;pack;87,0;96,0;9,375;weight;月;4,477336814478207;4,574710978503383;0,0014876193918834373;0,39763320696201393;0,4908865051439017;0,14193227091633465
日正在來粉 500g;米油沖泡;64;日正;規格：500g克x1x1pack包;日正在來粉 500g;0;1;500,0;18,0;8620;0.00%;0;14741008001,0;g;1;pack;64,0;0,0;0,0;weight;月;4,174387269895637;0,0;0,0014876193918834373;0,3659266570120674;0,0;0,0
日正麵包粉;米油沖泡;32;日正;規格：100g克x1x1pack包;日正麵包粉;35;1;100,0;12,0;8622;8.57%;1;14741010001,0;g;1;pack;32,0;35,0;8,571428571428571;weight;月;3,4965075614664802;3,58351893845611;0,0009871119329320005;0,29498010099403654;0,38452726217716043;0,12976664769493454
日正-卡啦脆酥粉;米油沖泡;63;日正;規格：500g克x1x1pack包;日正-卡啦脆酥粉;69;1;500,0;18,0;8624;8.70%;0;14741015001,0;g;1;pack;63,0;69,0;8,695652173913043;weight;月;4,1588830833596715;4,248495242049359;0,0014876193918834373;0,36430399649441186;0,4558821292295903;0,1316473237484843
家福太白粉;米油沖泡;25;家樂福;規格：600g克x1x1pack包;家福太白粉;0;1;600,0;24,0;8625;0.00%;1;14741017001,0;g;1;pack;25,0;0,0;0,0;weight;月;3,258096538021482;0,0;0,001988126850834874;0,27002812084205313;0,0;0,0
日正起司脆酥粉 500g;米油沖泡;63;日正;規格：500g克x1x1pack包;日正黃金傳說起司脆酥粉500g;69;1;500,0;12,0;8628;8.70%;1;14741026001,0;g;1;pack;63,0;69,0;8,695652173913043;weight;月;4,1588830833596715;4,248495242049359;0,0009871119329320005;0,36430399649441186;0,4558821292295903;0,1316473237484843
鑫旺萊寶島木薯粉400g;米油沖泡;38;;規格：400g克x1x1pack包;鑫旺萊寶島木薯粉400g;41;1;400,0;18,0;8629;7.32%;1;14741028001,0;g;1;pack;38,0;41,0;7,317073170731707;weight;月;3,6635616461296463;3,7376696182833684;0,0014876193918834373;0,31246389911960737;0,4010683046258606;0,11077640656884655
真好家香酥麵包粉100g;米油沖泡;23;;規格：100g克x1x1bag包;真好家香酥麵包粉100g;28;1;100,0;18,0;8634;17.86%;1;14741049001,0;g;1;bag;23,0;28,0;17,857142857142858;weight;月;3,1780538303479458;3,367295829986474;0,0014876193918834373;0,26165089052643453;0,3613255765304019;0,2703471826977803
真好家炸排粉-110g;米油沖泡;29;;規格：110g克x1x1bag包;真好家炸排粉110g;35;1;110,0;18,0;8635;17.14%;1;14741050001,0;g;1;bag;29,0;35,0;17,142857142857142;weight;月;3,4011973816621555;3,58351893845611;0,0014876193918834373;0,28500498457368306;0,38452726217716043;0,2595332953898691
真好家炸雞粉-120g;米油沖泡;29;;規格：120g克x1x1bag包;真好家炸雞粉120g;35;1;120,0;18,0;8636;17.14%;0;14741051001,0;g;1;bag;29,0;35,0;17,142857142857142;weight;月;3,4011973816621555;3,58351893845611;0,0014876193918834373;0,28500498457368306;0,38452726217716043;0,2595332953898691
日正日式厚燒DIY鬆餅粉-240g;米油沖泡;75;日正;規格：240g克x1x1box盒;日正酵母發粉;0;1;240,0;12,0;8638;0.00%;1;14742018001,0;g;1;box;75,0;0,0;0,0;weight;月;4,330733340286331;0,0;0,0009871119329320005;0,3822897596440613;0,0;0,0
【純素】金錢豹 蘿蔔糕粉500g;米油沖泡;72;;規格：500g克x1x1pack包;金錢豹 蘿蔔糕粉500g;79;1;500,0;18,0;8640;8.86%;1;14742048001,0;g;1;pack;72,0;79,0;8,860759493670885;weight;月;4,290459441148391;4,382026634673881;0,0014876193918834373;0,3780747132195628;0,47021063193948043;0,1341469564778859
台鳳1/4鳳梨 227g;米油沖泡;109;台鳳牌;規格：227g克x1x3can罐;台鳳1/4鳳梨 227g;135;1;227,0;33,3;8642;19.26%;1;14801002001,0;g;3;can;36,333333333333336;45,0;19,259259259259252;weight;月;3,619886582626985;3,828641396489095;0,002763913412209601;0,30789288850982977;0,41082997448434533;0,29157444296886514
台鳳整片鳳梨 565g;米油沖泡;69;;規格：565g克x1x1can罐;台鳳整片鳳梨 565g;75;1;565,0;33,3;8643;8.00%;1;14801003001,0;g;1;can;69,0;75,0;8,0;weight;月;4,248495242049359;4,330733340286331;0,002763913412209601;0,3736827608346326;0,46470663701225134;0,12111553784860557
台糖整片鳳梨 565g;米油沖泡;171;台糖;規格：565g克x1x3can罐;台糖整片鳳梨 565g;338;1;565,0;33,3;8644;49.41%;0;14801012001,0;g;3;can;57,0;112,66666666666667;49,40828402366864;weight;月;4,060443010546419;4,733270188615407;0,002763913412209601;0,35400130701511123;0,5079006021821659;0,7480138617129116
飯友 新四分片鳳梨切片-227g;米油沖泡;115;飯友;規格：227g克x1x3can罐;飯友新四分片鳳梨切片227g;0;1;227,0;36,0;8645;0.00%;1;14801020001,0;g;3;can;38,333333333333336;0,0;0,0;weight;月;3,672072335797555;0,0;0,002989141768737748;0,3133546237035834;0,0;0,0
台鳳牌高纖鳳椰果 227g;米油沖泡;180;;規格：227g克x1x3can罐;台鳳牌高纖鳳椰果 227g;0;1;227,0;33,3;8648;0.00%;0;14802005001,0;g;3;can;60,0;0,0;0,0;weight;月;4,110873864173311;0,0;0,002763913412209601;0,35927937528797405;0,0;0,0
小磨坊椰漿 400ml;米油沖泡;55;小磨坊;規格：400ml毫升x1x1can罐;小磨坊椰漿 400ml;0;1;400,0;24,0;8649;0.00%;1;14802010001,0;ml;1;can;55,0;0,0;0,0;volume;月;4,02535169073515;0,0;0,001988126850834874;0,35032866678738406;0,0;0,0
泰山紫米薏仁255g;米油沖泡;144;泰山;規格：255g克x1x6can罐;泰山紫米薏仁 255g;156;1;255,0;24,0;8651;7.69%;1;14804001001,0;g;6;can;24,0;26,0;7,6923076923076925;weight;月;3,2188758248682006;3,295836866004329;0,001988126850834874;0,26592330034337724;0,35365771701857;0,11645724793135151
愛之味五穀開運八寶粥;米油沖泡;159;愛之味;規格：380g克x1x6can罐;愛之味甜八寶380g;204;1;380,0;24,0;8652;22.06%;1;14804002001,0;g;6;can;26,5;34,0;22,058823529411764;weight;月;3,3141860046725258;3,5553480614894135;0,001988126850834874;0,2758984167637308;0,3815044038138667;0,3339582845090227
泰山黑八寶 340g;米油沖泡;148;泰山;規格：340g克x1x6can罐;泰山黑八寶 340g;180;1;340,0;24,0;8653;17.78%;1;14804004001,0;g;6;can;24,666666666666668;30,0;17,77777777777777;weight;月;3,245193133185574;3,4339872044851463;0,001988126850834874;0,26867765685466594;0,36848185282954565;0,26914563966356786
愛之味妞妞甜八寶 260g;米油沖泡;119;愛之味;規格：260g克x1x6can罐;愛之味妞妞甜八寶 260g;132;1;260,0;24,0;8654;9.85%;1;14804005001,0;g;6;can;19,833333333333332;22,0;9,848484848484853;weight;月;3,036554268074246;3,1354942159291497;0,001988126850834874;0,24684161611307154;0,33645224906862176;0,14910056742726072
泰山八寶粥-375g;米油沖泡;165;泰山;規格：375g克x1x6can罐;泰山八寶粥 375g;178;1;375,0;24,0;8655;7.30%;1;14804007001,0;g;6;can;27,5;29,666666666666668;7,303370786516858;weight;月;3,349904087274605;3,4231762883809305;0,001988126850834874;0,2796366536760839;0,3673217942272122;0,11056896011459784
愛之味沖繩島黑八寶340g;米油沖泡;147;愛之味;規格：340g克x1x6can罐;愛之味沖繩島黑八寶340g;172;1;340,0;24,0;8658;14.53%;1;14804010001,0;g;6;can;24,5;28,666666666666668;14,534883720930235;weight;月;3,2386784521643803;3,39002408106403;0,001988126850834874;0,2679958335514124;0,36376441732098336;0,22005003242842586
泰山八寶粥禮盒-375gx12;米油沖泡;316;泰山;規格：375g克x12x1box盒;泰山八寶粥禮盒375g*12;384;1;375,0;24,0;8659;17.71%;1;14804012001,0;g;12;box;26,333333333333332;32,0;17,708333333333336;weight;月;3,3081069585961433;3,4965075614664802;0,001988126850834874;0,27526218679898723;0,37519056069833356;0,2680942895086322
泰山黑八寶禮盒340g*12;米油沖泡;279;泰山;規格：340g克x12x1box盒;泰山黑八寶禮盒340g*12;356;1;340,0;24,0;8660;21.63%;1;14804013001,0;g;12;box;23,25;29,666666666666668;21,62921348314607;weight;月;3,188416617383492;3,4231762883809305;0,001988126850834874;0,26273545470762827;0,3673217942272122;0,3274542280316935
【限量】愛之味沖繩黑八寶禮盒340gx12(無提袋);米油沖泡;338;愛之味;規格：340g克x12x1box盒;愛之味沖繩黑八寶禮盒340g*12;359;1;340,0;24,0;8661;5.85%;1;14804014001,0;g;12;box;28,166666666666668;29,916666666666668;5,8495821727019495;weight;月;3,373026504695459;3,431295412819435;0,001988126850834874;0,282056634481561;0,36819301180558467;0,08855941137955142
泰山十穀寶;米油沖泡;168;泰山;規格：330g克x1x6can罐;泰山十穀寶;192;1;330,0;24,0;8663;12.50%;1;14804016001,0;g;6;can;28,0;32,0;12,5;weight;月;3,367295829986474;3,4965075614664802;0,001988126850834874;0,28145686489234545;0,37519056069833356;0,1892430278884462
愛之味花生豆花-340g;米油沖泡;159;愛之味;規格：340g克x1x6set組;愛之味花生豆花;198;1;340,0;24,0;8665;19.70%;1;14805001001,0;g;6;set;26,5;33,0;19,696969696969695;weight;月;3,3141860046725258;3,5263605246161616;0,001988126850834874;0,2758984167637308;0,3783939142692145;0,29820113485452127
名屋紅豆蓮子湯320g;米油沖泡;142;名屋;規格：320g克x1x6can罐;名屋紅豆蓮子湯 320g;156;1;320,0;24,0;8666;8.97%;1;14805002001,0;g;6;can;23,666666666666668;26,0;8,974358974358971;weight;月;3,20545280453606;3,295836866004329;0,001988126850834874;0,26451845365437965;0,35365771701857;0,1358667892532434
愛之味妞妞珍珠圓 260g;米油沖泡;119;愛之味;規格：260g克x1x6can罐;愛之味妞妞珍珠圓 260g;138;1;260,0;24,0;8668;13.77%;1;14805004001,0;g;6;can;19,833333333333332;23,0;13,768115942028992;weight;月;3,036554268074246;3,1780538303479458;0,001988126850834874;0,24684161611307154;0,3410190819200273;0,20844159593510025
愛之味薏仁寶 340g;米油沖泡;147;愛之味;規格：340g克x1x6can罐;愛之味薏仁寶 340g;174;1;340,0;24,0;8669;15.52%;0;14805005001,0;g;6;can;24,5;29,0;15,517241379310345;weight;月;3,2386784521643803;3,4011973816621555;0,001988126850834874;0,2679958335514124;0,3649633613651665;0,23492237944772631
泰山自然就好系列-花生湯;米油沖泡;168;泰山;規格：330g克x1x6can罐;泰山台灣花生湯330g;210;1;330,0;24,0;8672;20.00%;1;14805010001,0;g;6;can;28,0;35,0;20,0;weight;月;3,367295829986474;3,58351893845611;0,001988126850834874;0,28145686489234545;0,38452726217716043;0,3027888446215139
愛之味牛奶花生-340g;米油沖泡;159;愛之味;規格：340g克x1x6can罐;愛之味牛奶花生340g;186;1;340,0;24,0;8673;14.52%;1;14805012001,0;g;6;can;26,5;31,0;14,516129032258066;weight;月;3,3141860046725258;3,4657359027997265;0,001988126850834874;0,2758984167637308;0,3718886270786177;0,21976609690271173
愛之味牛奶花生禮盒340g*12;米油沖泡;328;愛之味;規格：340g克x12x1box盒;愛之味牛奶花生禮盒340g*12;354;1;340,0;24,0;8674;7.34%;1;14805013001,0;g;12;box;27,333333333333332;29,5;7,344632768361587;weight;月;3,3440389678222067;3,417726683613366;0,001988126850834874;0,2790228131663182;0,3667370277903081;0,11119364350507581
泰山花生仁湯-320g;米油沖泡;148;泰山;規格：320g克x1x6can罐;泰山花生仁湯 320g;180;1;320,0;24,0;8675;17.78%;1;14805016001,0;g;6;can;24,666666666666668;30,0;17,77777777777777;weight;月;3,245193133185574;3,4339872044851463;0,001988126850834874;0,26867765685466594;0,36848185282954565;0,26914563966356786
愛之味妞妞紅豆粉粿260g;米油沖泡;119;愛之味;規格：260g克x1x6can罐;愛之味妞妞紅豆粉粿260g;138;1;260,0;24,0;8676;13.77%;0;14805017001,0;g;6;can;19,833333333333332;23,0;13,768115942028992;weight;月;3,036554268074246;3,1780538303479458;0,001988126850834874;0,24684161611307154;0,3410190819200273;0,20844159593510025
泰山珍珠薏仁饌 330g;米油沖泡;198;泰山;規格：330g克x1x6can罐;泰山珍珠薏仁饌 330g;0;1;330,0;24,0;8679;0.00%;0;14805023001,0;g;6;can;33,0;0,0;0,0;weight;月;3,5263605246161616;0,0;0,001988126850834874;0,298104497396624;0,0;0,0
愛之味綠豆意人爽-340g;米油沖泡;147;愛之味;規格：340g克x1x6can罐;愛之味綠豆意人爽340g;174;1;340,0;24,0;8681;15.52%;1;14805056001,0;g;6;can;24,5;29,0;15,517241379310345;weight;月;3,2386784521643803;3,4011973816621555;0,001988126850834874;0,2679958335514124;0,3649633613651665;0,23492237944772631
愛之味蒟蒻紅豆粉粿340g;米油沖泡;147;愛之味;規格：340g克x1x6can罐;愛之味蒟蒻紅豆粉粿340g;174;1;340,0;24,0;8682;15.52%;0;14805059001,0;g;6;can;24,5;29,0;15,517241379310345;weight;月;3,2386784521643803;3,4011973816621555;0,001988126850834874;0,2679958335514124;0,3649633613651665;0,23492237944772631
【純素】親親冰凍燒仙草 320g;米油沖泡;158;;規格：320g克x1x6can罐;親親紅豆蓮子320g;0;1;320,0;24,0;8683;0.00%;0;14805063001,0;g;6;can;26,333333333333332;0,0;0,0;weight;月;3,3081069585961433;0,0;0,001988126850834874;0,27526218679898723;0,0;0,0
名屋嚴選牛奶花生-320g;米油沖泡;154;名屋;規格：320g克x1x6can罐;名屋嚴選牛奶花生320g;168;1;320,0;24,0;8685;8.33%;1;14805899001,0;g;6;can;25,666666666666668;28,0;8,333333333333329;weight;月;3,283414346005772;3,367295829986474;0,001988126850834874;0,2726778701413403;0,3613255765304019;0,1261620185922974
綠巨人珍珠玉米粒易開罐340g;米油沖泡;180;綠巨人;規格：340g克x1x3can罐;綠巨人珍珠玉米粒易開罐340g;193;1;340,0;33,3;8689;6.74%;1;14810001001,0;g;3;can;60,0;64,33333333333333;6,735751295336781;weight;月;4,110873864173311;4,179502370562408;0,002763913412209601;0,35927937528797405;0,4484788922331513;0,10197551761864448
台鳳非基因改造玉米粒 340g;米油沖泡;99;台鳳牌;規格：340g克x1x3can罐;台鳳非基因改造玉米粒 340g;125;1;340,0;33,3;8690;20.80%;1;14810002001,0;g;3;can;33,0;41,666666666666664;20,799999999999997;weight;月;3,5263605246161616;3,7534179752515073;0,002763913412209601;0,298104497396624;0,40275817223720806;0,31490039840637446
台糖玉米粒(特級易開罐)340g;米油沖泡;99;台糖;規格：340g克x1x3can罐;台糖玉米粒(特級)340g;129;1;340,0;33,3;8691;23.26%;1;14810004001,0;g;3;can;33,0;43,0;23,25581395348837;weight;月;3,5263605246161616;3,784189633918261;0,002763913412209601;0,298104497396624;0,406060105856924;0,3520800518854813
綠巨人金玉雙色玉米粒易開罐198gx3;米油沖泡;139;綠巨人;規格：198g克x1x3can罐;綠巨人金玉雙色玉米粒;161;1;198,0;48,0;8692;13.66%;1;14810005001,0;g;3;can;46,333333333333336;53,666666666666664;13,664596273291918;weight;月;3,8572147689331513;4,001254139156089;0,003990156686640621;0,33273153946081596;0,4293520770585334;0,20687436589047525
綠巨人天然特甜玉米粒 340gx3;米油沖泡;169;綠巨人;規格：340g克x1x3can罐;綠巨人天然特甜玉米粒;183;1;340,0;48,0;8693;7.65%;1;14810006001,0;g;3;can;56,333333333333336;61,0;7,650273224043712;weight;月;4,048882188145344;4,127134385045092;0,003990156686640621;0,35279135704331893;0,4428595782452692;0,115820869527355
綠巨人天然特甜玉米粒198gx3;米油沖泡;139;綠巨人;規格：198g克x1x3can罐;綠巨人天然特甜玉米粒198g;179;1;198,0;48,0;8694;22.35%;1;14810012001,0;g;3;can;46,333333333333336;59,666666666666664;22,34636871508379;weight;月;3,8572147689331513;4,105394398408686;0,003990156686640621;0,33273153946081596;0,4405267825534829;0,3383115582363283
牛頭牌金鑽玉米粒340g;米油沖泡;99;牛頭牌;規格：340g克x1x3can罐;牛頭牌金鑽玉米粒340g;107;1;340,0;33,3;8697;7.48%;1;14810016001,0;g;3;can;33,0;35,666666666666664;7,476635514018685;weight;月;3,5263605246161616;3,6018680771243066;0,002763913412209601;0,298104497396624;0,3864962050449301;0,11319209144729483
綠巨人天然無鹽玉米粒3入;米油沖泡;149;綠巨人;規格：198g克x3x1set組;綠巨人天然無鹽玉米粒3入;167;1;198,0;48,0;8698;10.78%;1;14810017001,0;g;3;set;49,666666666666664;55,666666666666664;10,778443113772456;weight;月;3,9252682321781664;4,037186148382152;0,003990156686640621;0,339853981366507;0,43320773887294406;0,16317961686189375
永偉鮮嫩玉米粒 340g;米油沖泡;89;永偉;規格：340g克x1x3can罐;永偉鮮嫩玉米粒 340g;105;1;340,0;33,3;8699;15.24%;1;14810018001,0;g;3;can;29,666666666666668;35,0;15,238095238095234;weight;月;3,4231762883809305;3,58351893845611;0,002763913412209601;0,2873052861129518;0,38452726217716043;0,23069626256877246
牛頭牌金鑽玉米粒185g;米油沖泡;85;牛頭牌;規格：185g克x1x3can罐;牛頭牌185g金鑽玉米粒;99;1;185,0;36,0;8701;14.14%;1;14810023001,0;g;3;can;28,333333333333332;33,0;14,141414141414144;weight;月;3,378724525810097;3,5263605246161616;0,002989141768737748;0,2826529865616938;0,3783939142692145;0,21409312245965634
飯友牌KA玉米粒340g;米油沖泡;75;飯友牌;規格：340g克x1x3set組;飯友牌KA玉米粒340g;109;1;340,0;36,0;8702;31.19%;1;14810025001,0;g;3;set;25,0;36,333333333333336;31,19266055045872;weight;月;3,258096538021482;3,619886582626985;0,002989141768737748;0,27002812084205313;0,38842966952731794;0,4722394824372236
牛頭牌金色蔬菜特選玉米粒(易)340gx2;米油沖泡;95;牛頭牌;規格：340g克x1x2set組;牛頭牌金色蔬菜特選玉米粒-易(2入);126;1;340,0;36,0;8703;24.60%;1;14810030001,0;g;2;set;47,5;63,0;24,6031746031746;weight;月;3,8815637979434374;4,1588830833596715;0,002989141768737748;0,3352798968303941;0,44626635249434116;0,37247834060583057
綠巨人生機玉米粒150gx3入;米油沖泡;149;綠巨人;規格：150g克x3x1set組;綠巨人生機玉米粒150gx3入;185;1;150,0;48,0;8704;19.46%;1;14810031001,0;g;3;set;49,666666666666664;61,666666666666664;19,45945945945946;weight;月;3,9252682321781664;4,137829674161839;0,003990156686640621;0,339853981366507;0,44400722956590877;0,294605362334446
台鳳非基因改造玉米醬 410g;米油沖泡;99;台鳳牌;規格：410g克x1x3can罐;台鳳非基因改造玉米醬 410g;125;1;410,0;33,3;8705;20.80%;1;14811004001,0;g;3;can;33,0;41,666666666666664;20,799999999999997;weight;月;3,5263605246161616;3,7534179752515073;0,002763913412209601;0,298104497396624;0,40275817223720806;0,31490039840637446
台糖特級玉米醬425g(易開);米油沖泡;99;台糖;規格：425g克x1x3can罐;台糖特級玉米醬 425公克;129;1;425,0;33,3;8706;23.26%;1;14811006001,0;g;3;can;33,0;43,0;23,25581395348837;weight;月;3,5263605246161616;3,784189633918261;0,002763913412209601;0,298104497396624;0,406060105856924;0,3520800518854813
綠巨人珍珠玉米醬(3入組);米油沖泡;169;綠巨人;規格：425g克x3x1can罐;綠巨人珍珠玉米醬(3入組);186;1;425,0;36,0;8707;9.14%;0;14811007001,0;g;3;can;56,333333333333336;62,0;9,139784946236555;weight;月;4,048882188145344;4,143134726391533;0,002989141768737748;0,35279135704331893;0,4445764848829938;0,13837124619800362
【全素】金蘭脆瓜396g;米油沖泡;56;金蘭;規格：396g克x1x1bottle瓶;金蘭脆瓜396g;0;1;396,0;33,3;8709;0.00%;0;14820001001,0;g;1;bottle;56,0;0,0;0,0;weight;月;4,04305126783455;0,0;0,002763913412209601;0,35218109579884976;0,0;0,0
【全素】大茂黑瓜玻璃瓶375g;米油沖泡;55;大茂;規格：375g克x1x1can罐;大茂黑瓜玻璃瓶375g;0;1;375,0;33,3;8710;0.00%;1;14820004001,0;g;1;can;55,0;0,0;0,0;weight;月;4,02535169073515;0,0;0,002763913412209601;0,35032866678738406;0,0;0,0
大茂黑瓜 170g;米油沖泡;79;大茂;規格：170g克x1x3can罐;大茂黑瓜 170g;84;1;170,0;36,0;8711;5.95%;0;14820008001,0;g;3;can;26,333333333333332;28,0;5,952380952380957;weight;月;3,3081069585961433;3,367295829986474;0,002989141768737748;0,27526218679898723;0,3613255765304019;0,09011572756592684
【純素】愛之味鮮味脆瓜180g;米油沖泡;99;愛之味;規格：180g克x1x3can罐;愛之味鮮味脆瓜180g;108;1;180,0;24,0;8713;8.33%;1;14820012001,0;g;3;can;33,0;36,0;8,333333333333332;weight;月;3,5263605246161616;3,6109179126442243;0,001988126850834874;0,298104497396624;0,38746729199476687;0,12616201859229745
【純素】愛之味壺底蔭瓜140g;米油沖泡;99;愛之味;規格：140g克x1x3can罐;愛之味壺底蔭瓜140g;108;1;140,0;24,0;8714;8.33%;1;14820013001,0;g;3;can;33,0;36,0;8,333333333333332;weight;月;3,5263605246161616;3,6109179126442243;0,001988126850834874;0,298104497396624;0,38746729199476687;0,12616201859229745
【純素】愛之味青脆菜心180g;米油沖泡;99;愛之味;規格：180g克x1x3can罐;愛之味青脆菜心180g;108;1;180,0;24,0;8715;8.33%;0;14820014001,0;g;3;can;33,0;36,0;8,333333333333332;weight;月;3,5263605246161616;3,6109179126442243;0,001988126850834874;0,298104497396624;0,38746729199476687;0,12616201859229745
【全素】大茂小蔭瓜;米油沖泡;75;大茂;規格：110g克x1x3can罐;大茂小蔭瓜;0;1;110,0;33,3;8716;0.00%;1;14820015001,0;g;3;can;25,0;0,0;0,0;weight;月;3,258096538021482;0,0;0,002763913412209601;0,27002812084205313;0,0;0,0
【全素】大茂三合一;米油沖泡;79;大茂;規格：170g克x1x3can罐;大茂三合一;95;1;170,0;33,3;8718;16.84%;0;14820017001,0;g;3;can;26,333333333333332;31,666666666666668;16,842105263157904;weight;月;3,3081069585961433;3,4863551900024623;0,002763913412209601;0,27526218679898723;0,3741011668174277;0,254980079681275
大茂幼條瓜375g;米油沖泡;55;大茂;規格：375g克x1x1bottle瓶;大茂幼條瓜375g;0;1;375,0;36,0;8719;0.00%;1;14820023001,0;g;1;bottle;55,0;0,0;0,0;weight;月;4,02535169073515;0,0;0,002989141768737748;0,35032866678738406;0,0;0,0
大茂三寶組合罐 170g;米油沖泡;79;大茂;規格：170g克x1x3can罐;大茂三寶組合罐 170g;89;1;170,0;33,3;8720;11.24%;0;14820028001,0;g;3;can;26,333333333333332;29,666666666666668;11,235955056179783;weight;月;3,3081069585961433;3,4231762883809305;0,002763913412209601;0,27526218679898723;0,3673217942272122;0,17010609248399672
【全素】金蘭香菇麵筋396g;米油沖泡;56;金蘭;規格：396g克x1x1set組;金蘭香菇麵筋396g;0;1;396,0;33,3;8721;0.00%;0;14820029001,0;g;1;set;56,0;0,0;0,0;weight;月;4,04305126783455;0,0;0,002763913412209601;0,35218109579884976;0,0;0,0
【全素】大茂菜心375g;米油沖泡;55;大茂;規格：375g克x1x1bottle瓶;大茂菜心375g;0;1;375,0;36,0;8723;0.00%;1;14820035001,0;g;1;bottle;55,0;0,0;0,0;weight;月;4,02535169073515;0,0;0,002989141768737748;0,35032866678738406;0,0;0,0
愛之味醬菜三寶組合包;米油沖泡;105;愛之味;規格：530g克x1x1set組;愛之味醬菜三寶組合包;150;1;530,0;24,0;8724;30.00%;0;14820045001,0;g;1;set;105,0;150,0;30,0;weight;月;4,663439094112067;5,017279836814924;0,001988126850834874;0,41711057978044924;0,5383760801493926;0,4541832669322709
大茂幼筍玻璃瓶350g;米油沖泡;55;大茂;規格：350g克x1x1can罐;大茂幼筍玻璃瓶350g;0;1;350,0;33,3;8725;0.00%;1;14821001001,0;g;1;can;55,0;0,0;0,0;weight;月;4,02535169073515;0,0;0,002763913412209601;0,35032866678738406;0,0;0,0
愛之味珍保玉筍120g;米油沖泡;99;愛之味;規格：120g克x1x3can罐;愛之味珍保玉筍120g;108;1;120,0;24,0;8726;8.33%;0;14821003001,0;g;3;can;33,0;36,0;8,333333333333332;weight;月;3,5263605246161616;3,6109179126442243;0,001988126850834874;0,298104497396624;0,38746729199476687;0,12616201859229745
【全素】金蘭筍茸350g;米油沖泡;56;金蘭;規格：350g克x1x1can罐;金蘭筍茸350g;0;1;350,0;33,3;8727;0.00%;0;14821006001,0;g;1;can;56,0;0,0;0,0;weight;月;4,04305126783455;0,0;0,002763913412209601;0,35218109579884976;0,0;0,0
【全素】高慶泉蔭瓜420g;米油沖泡;89;高慶泉;規格：420g克x1x1bottle瓶;高慶泉蔭瓜420g;0;1;420,0;36,0;8728;0.00%;1;14821011001,0;g;1;bottle;89,0;0,0;0,0;weight;月;4,499809670330265;0,0;0,002989141768737748;0,39998520497400314;0,0;0,0
【純素】橘平屋海苔醬-昆布145g;米油沖泡;138;橘平屋;規格：145g克x1x2can罐;橘平屋海苔醬-昆布145g;158;1;145,0;20,0;8729;12.66%;0;14822008001,0;g;2;can;69,0;79,0;12,658227848101266;weight;月;4,248495242049359;4,382026634673881;0,0016544552115339162;0,3736827608346326;0,47021063193948043;0,19163850925412274
飯友#4草菇;米油沖泡;47;飯友牌;規格：425g克x1x1can罐;飯友#4草菇;0;1;425,0;36,0;8731;0.00%;0;14822010001,0;g;1;can;47,0;0,0;0,0;weight;月;3,871201010907891;0,0;0,002989141768737748;0,33419533264920037;0,0;0,0
愛之味 韓式泡菜190g;米油沖泡;104;愛之味;規格：190g克x1x3bottle瓶;愛之味 韓式泡菜190g;108;1;190,0;24,0;8733;3.70%;1;14822014001,0;g;3;bottle;34,666666666666664;36,0;3,7037037037037104;weight;月;3,574216545793796;3,6109179126442243;0,001988126850834874;0,3031130849750114;0,38746729199476687;0,05607200826324342
品香世家黃大目 麻油辣腐乳380g;米油沖泡;69;品香世家;規格：380g克x1x1bottle瓶;黃大目豆腐乳-麻油辣;75;1;380,0;24,0;8734;8.00%;1;14822017001,0;g;1;bottle;69,0;75,0;8,0;weight;月;4,248495242049359;4,330733340286331;0,001988126850834874;0,3736827608346326;0,46470663701225134;0,12111553784860557
品香世家黃大目 甜酒豆腐乳380g;米油沖泡;69;品香世家;規格：380g克x1x1bottle瓶;黃大目豆腐乳-甜酒香;75;1;380,0;24,0;8735;8.00%;0;14822018001,0;g;1;bottle;69,0;75,0;8,0;weight;月;4,248495242049359;4,330733340286331;0,001988126850834874;0,3736827608346326;0,46470663701225134;0,12111553784860557
御膳食堂剝皮辣椒 380g;米油沖泡;75;維義;規格：380g克x1x1bottle瓶;御膳食堂剝皮辣椒 380g;0;1;380,0;24,0;8737;0.00%;1;14822021001,0;g;1;bottle;75,0;0,0;0,0;weight;月;4,330733340286331;0,0;0,001988126850834874;0,3822897596440613;0,0;0,0
