title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized
安德生蟑愛呷-粘蟑屋;日用生活;77;安德生;規格：1pc個x1x10pc片;安德生蟑愛呷-粘蟑屋;0;1;1,0;33,3;1403;0.00%;0;11071005001,0;pc;10;pc;7,7;0,0;0,0;count;月;2,163323025660538;0,0;0,002763913412209601;0,15544966487711953;0,0;0,0
安德生蟑愛呷消蟑堡6入;日用生活;149;安德生;規格：6pc個x1x1set組;安德生蟑愛呷消蟑堡6入 蟑愛呷消蟑堡;0;1;6,0;36,0;1404;0.00%;0;11071006001,0;pc;1;set;149,0;0,0;0,0;count;月;5,0106352940962555;0,0;0,002989141768737748;0,4534479628664632;0,0;0,0
優品別慌蟑捕蟑屋10入;日用生活;89;優品;規格：10pc個x1x1pc包;優品別慌蟑捕蟑屋;0;1;10,0;60,0;1405;0.00%;0;11071008001,0;pc;1;pc;89,0;0,0;0,0;count;月;4,499809670330265;0,0;0,004991171604543494;0,39998520497400314;0,0;0,0
威滅 5X強效滅蟑凝膠 8g;日用生活;149;威滅;規格：8g克x1x1pc個;威滅滅蟑凝膠劑8g 威滅滅蟑凝膠劑;199;1;8,0;24,0;1408;25.13%;0;11071012001,0;g;1;pc;149,0;199,0;25,125628140703515;weight;月;5,0106352940962555;5,298317366548036;0,001988126850834874;0,4534479628664632;0,5685326368003432;0,3803879957556707
鱷魚點點殺蟑(加量不加價);日用生活;119;鱷魚;規格：10g克x1x1box盒;鱷魚點點殺蟑 鱷魚點點殺蟑;0;1;10,0;24,0;1409;0.00%;0;11071013001,0;g;1;box;119,0;0,0;0,0;weight;月;4,787491742782046;0,0;0,001988126850834874;0,4300938688192147;0,0;0,0
威滅滅蟑隊_居家防護6入;日用生活;139;威滅;規格：4.5g克x6x1box盒;威滅滅蟑隊居家裝潢;187;1;4,5;36,0;1413;25.67%;0;11071018001,0;g;6;box;23,166666666666668;31,166666666666668;25,66844919786096;weight;月;3,1849742731925192;3,4709307196768306;0,002989141768737748;0,26237518066203963;0,3724460536600229;0,3886060037923173
家家滅蟑螂8入;日用生活;135;家家;規格：8pc個x1x1box盒;家家滅蟑螂8入;0;1;8,0;33,3;1416;0.00%;1;11071032001,0;pc;1;box;135,0;0,0;0,0;count;月;4,912654885736052;0,0;0,002763913412209601;0,44319338164215566;0,0;0,0
速必效連鎖殺蟑螂套餐堡;日用生活;129;速必效;規格：6pc個x1x1pc個;速必效連鎖殺蟑螂套餐堡;144;1;6,0;60,0;1417;10.42%;1;11071033001,0;pc;1;pc;129,0;144,0;10,416666666666668;count;月;4,867534450455582;4,976733742420574;0,004991171604543494;0,43847109913483323;0,5340253068069882;0,15770252324037184
速必效螞蟻甜食性凝膠餌寶;日用生活;129;速必效;規格：1set組x1x1box盒;速必效螞蟻甜食性凝膠餌寶;145;1;1,0;60,0;1418;11.03%;1;11071034001,0;set;1;box;129,0;145,0;11,03448275862069;count;月;4,867534450455582;4,983606621708336;0,004991171604543494;0,43847109913483323;0,5347627968276035;0,16705591427393873
速必效蟑不拒聚殺餌寶;日用生活;89;速必效;規格：1box盒x1x1box盒;速必效蟑螂凝膠餌寶;139;1;1,0;60,0;1419;35.97%;0;11071035001,0;bo;1;box;89,0;139,0;35,97122302158273;count;月;4,499809670330265;4,941642422609304;0,004991171604543494;0,39998520497400314;0,5302598546453138;0,5445842529163919
蟑愛呷除蟑錠一號;日用生活;158;蟑愛呷;規格：3g克x6x1box盒;蟑愛呷除蟑錠一號 蟑愛呷除蟑錠;0;1;3,0;36,0;1420;0.00%;0;11071037001,0;g;6;box;26,333333333333332;0,0;0,0;weight;月;3,3081069585961433;0,0;0,002989141768737748;0,27526218679898723;0,0;0,0
雷達殺蟑堡8入;日用生活;159;雷達;規格：1pc個x1x1box盒;雷達殺蟑堡8入;0;1;1,0;33,3;1421;0.00%;1;11071898001,0;pc;1;box;159,0;0,0;0,0;count;月;5,075173815233827;0,0;0,002763913412209601;0,4602025326644262;0,0;0,0
噴效新殺蟑屋;日用生活;142;噴效;規格：2.4g克x6x1box盒;噴效新殺蟑屋 噴效新殺蟑屋;0;1;2,4;36,0;1425;0.00%;0;11071904001,0;g;6;box;23,666666666666668;0,0;0,0;weight;月;3,20545280453606;0,0;0,002989141768737748;0,26451845365437965;0,0;0,0
易克捷除蟻餌膠;日用生活;229;;規格：10g克x1x1pc支;易克捷除蟑餌膠 易克捷除蟑餌膠;0;1;10,0;36,0;1426;0.00%;1;11071909001,0;g;1;pc;229,0;0,0;0,0;weight;月;5,438079308923196;0,0;0,002989141768737748;0,49818404268328625;0,0;0,0
家家滅蟑凝膠餌劑(吊卡式)3gx4;日用生活;165;家家;規格：5g克x4x1box盒;家家滅蟑凝膠餌劑4入(吊卡式);0;1;5,0;36,0;1429;0.00%;1;11071913001,0;g;4;box;41,25;0,0;0,0;weight;月;3,7436043538031827;0,0;0,002989141768737748;0,32084112943522597;0,0;0,0
【一點絕】2%凝膠餌劑 5公克;日用生活;295;一點絕;規格：1入組;一點絕2凝膠餌劑;400;1;1,0;60,0;1431;26.25%;1;11071916001,0;pcs;1;;295,0;400,0;26,25;count;月;5,69035945432406;5,993961427306569;0,004991171604543494;0,5245875583002314;0,6431782883867488;0,39741035856573703
滅飛新蚊香經濟包60卷;日用生活;85;滅飛;規格：1pc包x1x1set組;滅飛新蚊香經濟包60卷;0;1;1,0;36,0;1434;0.00%;0;11072001001,0;pc;1;set;85,0;0,0;0,0;count;月;4,454347296253507;0,0;0,002989141768737748;0,39522713532087317;0,0;0,0
家家線體紙蚊香+燃燒盤;日用生活;189;家家;規格：20pc片x1x1box盒;家家線體紙蚊香+燃燒盤;0;1;20,0;36,0;1436;0.00%;0;11072004001,0;pc;1;box;189,0;0,0;0,0;count;月;5,247024072160486;0,0;0,002989141768737748;0,4781882958140757;0,0;0,0
夜安寧廣效水蒸煙霧式殺蟲劑;日用生活;99;夜安寧;規格：20g克x1x1box盒;夜安寧廣效水蒸煙霧式殺蟲劑;0;1;20,0;36,0;1439;0.00%;1;11072008001,0;g;1;box;99,0;0,0;0,0;weight;月;4,605170185988092;0,0;0,002989141768737748;0,411012184588909;0,0;0,0
新鱷魚蚊香-優30卷鐵罐;日用生活;69;鱷魚;規格：30roll捲x1x1can罐;新鱷魚蚊香-優30卷鐵罐;72;1;30,0;36,0;1441;4.17%;0;11072011001,0;roll;1;can;69,0;72,0;4,166666666666666;count;月;4,248495242049359;4,290459441148391;0,002989141768737748;0,3736827608346326;0,46038507141187995;0,06308100929614872
鱷魚蚊香-30卷經濟包;日用生活;59;鱷魚;規格：30roll捲x1x1pack包;鱷魚蚊香-30卷經濟包 鱷魚蚊香30卷;0;1;30,0;48,0;1442;0.00%;1;11072012002,0;roll;1;pack;59,0;0,0;0,0;count;月;4,0943445622221;0,0;0,003990156686640621;0,35754942669644885;0,0;0,0
噴立淨氣霧式殺蟲劑;日用生活;99;噴立淨;規格：42.5g克x1x1can罐;噴立淨氣霧式殺蟲劑;0;1;42,5;36,0;1444;0.00%;0;11072015001,0;g;1;can;99,0;0,0;0,0;weight;月;4,605170185988092;0,0;0,002989141768737748;0,411012184588909;0,0;0,0
速必效微煙黑蚊香;日用生活;99;速必效;規格：1pc包x1x1pack包;速必效微煙黑蚊香;0;1;1,0;60,0;1445;0.00%;1;11072017001,0;pc;1;pack;99,0;0,0;0,0;count;月;4,605170185988092;0,0;0,004991171604543494;0,411012184588909;0,0;0,0
速必效超煙霸強滲煙寶三入裝;日用生活;295;速必效;規格：1box盒x1x1box盒;速必效超煙霸強滲煙寶三入裝;329;1;1,0;33,3;1446;10.33%;0;11072019001,0;bo;1;box;295,0;329,0;10,33434650455927;count;月;5,69035945432406;5,799092654460526;0,002763913412209601;0,5245875583002314;0,6222680163906434;0,15645624190169413
必安住水蒸式白蟻衣魚殺蹣滅蟑30g;日用生活;236;必安住;規格：30g克x1x1box盒;必安住水蒸式白蟻衣魚殺蹣滅蟑 水蒸式白蟻衣魚;0;1;30,0;48,0;1451;0.00%;0;11072036001,0;g;1;box;236,0;0,0;0,0;weight;月;5,4680601411351315;0,0;0,003990156686640621;0,5013218217988764;0,0;0,0
雷達煙霧殺蟲劑2+1入裝(42.5gx3);日用生活;199;雷達;規格：1pack包x1x1box盒;雷達煙霧殺蟲劑3入;0;1;1,0;33,3;1452;0.00%;0;11072044001,0;pack;1;box;199,0;0,0;0,0;count;月;5,298317366548036;0,0;0,002763913412209601;0,4835566267116747;0,0;0,0
興家安速水煙殺蟲劑盒裝;日用生活;169;興家安速;規格：20g克x1x1box盒;興家安速水煙殺蟲劑盒裝;0;1;20,0;48,0;1454;0.00%;1;11072900001,0;g;1;box;169,0;0,0;0,0;weight;月;5,135798437050262;0,0;0,003990156686640621;0,4665474756894042;0,0;0,0
速必效頑強全釋型煙霧寶;日用生活;150;速必效;規格：45g克x2x1box盒;速必效頑強全釋型煙霧寶;176;1;45,0;60,0;1455;14.77%;0;11072902001,0;g;2;box;75,0;88,0;14,772727272727273;weight;月;4,330733340286331;4,48863636973214;0,004991171604543494;0,3822897596440613;0,48165032299384;0,22365085114089098
金龍蚊香;日用生活;59;金龍;規格：60roll捲x1x1bag包;金龍蚊香;0;1;60,0;36,0;1456;0.00%;0;11072903001,0;roll;1;bag;59,0;0,0;0,0;count;月;4,0943445622221;0,0;0,002989141768737748;0,35754942669644885;0,0;0,0
必安住優木炭蚊香40卷;日用生活;129;必安住;規格：40roll捲x1x1box盒;必安住優木炭蚊香40卷 優木炭蚊香;0;1;40,0;36,0;1457;0.00%;0;11072904001,0;roll;1;box;129,0;0,0;0,0;count;月;4,867534450455582;0,0;0,002989141768737748;0,43847109913483323;0,0;0,0
必安住紫丁蚊香40卷;日用生活;105;必安住;規格：40roll捲x1x1box盒;必安住紫丁蚊香40卷 紫丁蚊香;0;1;40,0;36,0;1458;0.00%;1;11072905001,0;roll;1;box;105,0;0,0;0,0;count;月;4,663439094112067;0,0;0,002989141768737748;0,41711057978044924;0,0;0,0
速必效清場水蒸寶;日用生活;169;速必效;規格：20g克x1x1pc盒;速必效清場水蒸寶 清場水蒸寶;199;1;20,0;60,0;1459;15.08%;1;11072906001,0;g;1;pc;169,0;199,0;15,07537688442211;weight;月;5,135798437050262;5,298317366548036;0,004991171604543494;0,4665474756894042;0,5685326368003432;0,22823279745340244
雷達薄型液體電蚊香無味組裝;日用生活;186;雷達;規格：41ml毫升x1x1box盒;雷達薄型液體電蚊香無味組裝;192;1;41,0;33,3;1460;3.13%;0;11073001001,0;ml;1;box;186,0;192,0;3,125;volume;月;5,231108616854587;5,262690188904886;0,002763913412209601;0,4765225921097576;0,5647096847486032;0,04731075697211155
雷達智慧型液體電蚊香(2器2液超值組)無香精無染料-41mlx2;日用生活;329;雷達;規格：41ml毫升x2x1box盒;雷達液電無味2器2液超值組;0;1;41,0;33,3;1462;0.00%;1;11073002001,0;ml;2;box;164,5;0,0;0,0;volume;月;5,1089711948171175;0,0;0,002763913412209601;0,46373974974594206;0,0;0,0
雷達超智慧薄型液體電蚊香組裝-清新配方-41ml;日用生活;186;雷達;規格：41ml毫升x1x1box盒;雷達薄型液體電蚊香清新組裝;192;1;41,0;33,3;1463;3.13%;0;11073004001,0;ml;1;box;186,0;192,0;3,125;volume;月;5,231108616854587;5,262690188904886;0,002763913412209601;0,4765225921097576;0,5647096847486032;0,04731075697211155
新鱷魚液體電蚊香(無香料)45ml;日用生活;85;鱷魚;規格：1pc個x1x1box盒;新鱷魚液體電蚊香(無香料)45ml;0;1;1,0;33,3;1466;0.00%;0;11073012001,0;pc;1;box;85,0;0,0;0,0;count;月;4,454347296253507;0,0;0,002763913412209601;0,39522713532087317;0,0;0,0
鱷魚隨身風扇電蚊香器劑組合;日用生活;398;鱷魚;規格：1pc個x1x1pc個;鱷魚隨身風扇電蚊香器劑組合;0;1;1,0;33,3;1468;0.00%;0;11073016001,0;pc;1;pc;398,0;0,0;0,0;count;月;5,988961416889864;0,0;0,002763913412209601;0,5558390924601194;0,0;0,0
新鱷魚隨身風扇電蚊香劑(補充包);日用生活;125;鱷魚;規格：1pc個x1x1pc個;新鱷魚隨身風扇電蚊香劑;0;1;1,0;33,3;1469;0.00%;1;11073018001,0;pc;1;pc;125,0;0,0;0,0;count;月;4,836281906951478;0,0;0,002763913412209601;0,4352002233424926;0,0;0,0
雷達薄型液電尤加利組裝;日用生活;186;雷達;規格：41ml毫升x1x1set組;雷達薄型液電尤加利組裝 雷達液電-天然;192;1;41,0;36,0;1470;3.13%;1;11073019001,0;ml;1;set;186,0;192,0;3,125;volume;月;5,231108616854587;5,262690188904886;0,002989141768737748;0,4765225921097576;0,5647096847486032;0,04731075697211155
雷達薄型液體電蚊香重裝-無香精無染料-41mlx2;日用生活;188;雷達;規格：41ml毫升x2x1set組;雷達薄型液電重裝無味2入;219;1;41,0;33,3;1471;14.16%;1;11073025001,0;ml;2;set;94,0;109,5;14,15525114155251;volume;月;4,553876891600541;4,705015520957808;0,002763913412209601;0,40564385369130984;0,504868752711103;0,21430260692390252
速必效無味型電熱蚊液寶45mlx4(補充液四入裝+贈加熱器);日用生活;255;速必效;規格：45ml毫升x4x1box盒;速必效無味型電熱蚊片寶 無味型電熱蚊片;299;1;45,0;60,0;1472;14.72%;1;11073032001,0;ml;4;box;63,75;74,75;14,715719063545151;volume;月;4,1705337005796475;4,327438444389479;0,004991171604543494;0,3655233443476719;0,4643530802653401;0,22278777865128116
雷達薄型液體電蚊香重裝-尤加利精油-41mlx2;日用生活;188;雷達;規格：41ml毫升x2x1set組;雷達薄型液電重裝尤加利2入;219;1;41,0;36,0;1473;14.16%;1;11073038001,0;ml;2;set;94,0;109,5;14,15525114155251;volume;月;4,553876891600541;4,705015520957808;0,002989141768737748;0,40564385369130984;0,504868752711103;0,21430260692390252
雷達薄型液體電蚊香重裝-植物清新-41mlx2;日用生活;188;雷達;規格：41ml毫升x2x1set組;雷達薄型液電重裝植物清新2入;219;1;41,0;33,3;1474;14.16%;0;11073039001,0;ml;2;set;94,0;109,5;14,15525114155251;volume;月;4,553876891600541;4,705015520957808;0,002763913412209601;0,40564385369130984;0,504868752711103;0,21430260692390252
速必效無味型電熱淨蚊寶三入裝;日用生活;179;速必效;規格：40ml毫升x3x1box盒;速必效無味型電熱淨蚊寶三入裝;0;1;40,0;33,3;1476;0.00%;0;11073899001,0;ml;3;box;59,666666666666664;0,0;0,0;volume;月;4,105394398408686;0,0;0,002763913412209601;0,35870589710300266;0,0;0,0
興家安速電蚊香液2入;日用生活;129;興家安速;規格：42ml毫升x2x1box盒;興家安速電蚊香液2入;0;1;42,0;60,0;1477;0.00%;0;11073900001,0;ml;2;box;64,5;0,0;0,0;volume;月;4,182050142641207;0,0;0,004991171604543494;0,3667286494950146;0,0;0,0
興家安速液體電蚊香組(器x1+42mlx1);日用生活;119;興家安速;規格：42ml毫升x1x1set組;興家安速電蚊香液+器組合 興家安速液+器;0;1;42,0;60,0;1478;0.00%;1;11073901001,0;ml;1;set;119,0;0,0;0,0;volume;月;4,787491742782046;0,0;0,004991171604543494;0,4300938688192147;0,0;0,0
雷達液體電蚊香重裝超值組-無香精無染料41mlx4;日用生活;374;雷達;規格：41ml毫升x4x1box盒;雷達液體電蚊香無味重裝4入;394;1;41,0;36,0;1480;5.08%;1;11073902001,0;ml;4;box;93,5;98,5;5,0761421319796955;volume;月;4,548599834499697;4,600157644164547;0,002989141768737748;0,40509155949728104;0,49361704371402587;0,07684996056383603
新鱷魚130天防蚊片補充包;日用生活;322;鱷魚;規格：2pc片x1x1pc盒;新鱷魚130天防蚊片;350;1;2,0;48,0;1482;8.00%;1;11073905001,0;pc;1;pc;322,0;350,0;8,0;count;月;5,777652323222656;5,860786223465865;0,003990156686640621;0,5337235869145709;0,6288880062919056;0,12111553784860557
雷達液電佳兒護柔光組裝45ml(電蚊香器+補充瓶45ml);日用生活;189;雷達;規格：45ml毫升x1x1pc盒;雷達佳兒護液體電蚊香組裝;192;1;45,0;36,0;1483;1.56%;1;11073906001,0;ml;1;pc;189,0;192,0;1,5625;volume;月;5,247024072160486;5,262690188904886;0,002989141768737748;0,4781882958140757;0,5647096847486032;0,023655378486055777
雷達佳兒護液體電蚊香薰衣草重裝45*2ML;日用生活;239;雷達;規格：45ml毫升x2x1pc盒;雷達佳兒護液體電蚊香重裝;245;1;45,0;36,0;1484;2.45%;0;11073907001,0;ml;2;pc;119,5;122,5;2,4489795918367347;volume;月;4,791649752930709;4,816241156068032;0,002989141768737748;0,4305290441110364;0,5168037500384163;0,037076185055695585
金龍液體電蚊香;日用生活;69;金龍;規格：45ml毫升x1x1box盒;金龍液體電蚊香 金龍液體電蚊香;0;1;45,0;36,0;1485;0.00%;0;11073909001,0;ml;1;box;69,0;0,0;0,0;volume;月;4,248495242049359;0,0;0,002989141768737748;0,3736827608346326;0,0;0,0
熊寶貝衣物香氛袋草本清新;日用生活;83;Snuggle熊寶貝;規格：1pc片x3x1box盒;熊寶貝衣物香氛袋草本清新;0;1;1,0;24,0;1487;0.00%;0;11074001001,0;pc;3;box;27,666666666666668;0,0;0,0;count;月;3,355735007585398;0,0;0,001988126850834874;0,2802469149205531;0,0;0,0
威滅衣櫃除蟲片天然草本香2入;日用生活;147;威滅;規格：3g克x1x1bag袋;威滅衣櫃除蟲片天然草本香2入;155;1;3,0;24,0;1492;5.16%;0;11074007001,0;g;1;bag;147,0;155,0;5,161290322580645;weight;月;4,997212273764115;5,049856007249537;0,001988126850834874;0,45204311617746556;0,5418716457776392;0,07813905667651971
【安心價】優品木之薈樟腦油-噴式;日用生活;149;優品;規格：525ml毫升x1x1bottle瓶;優品木之薈樟腦油-噴式 優品木之薈樟腦;0;1;525,0;60,0;1496;0.00%;0;11074012001,0;ml;1;bottle;149,0;0,0;0,0;volume;月;5,0106352940962555;0,0;0,004991171604543494;0,4534479628664632;0,0;0,0
Farcent香水衣物香氛袋-小蒼蘭&英國梨;日用生活;55;Farcent 香水;規格：10g克x3x1box盒;花仙子香氛袋;0;1;10,0;36,0;1500;0.00%;1;11074015001,0;g;3;box;18,333333333333332;0,0;0,0;weight;月;2,9618307218783095;0,0;0,002989141768737748;0,23902108661479116;0,0;0,0
熊寶貝衣物香氛袋芬芳香音勺;日用生活;83;Snuggle熊寶貝;規格：1pc片x3x1box盒;熊寶貝衣物香氛袋芬芳香音勺;0;1;1,0;24,0;1503;0.00%;1;11074019001,0;pc;3;box;27,666666666666668;0,0;0,0;count;月;3,355735007585398;0,0;0,001988126850834874;0,2802469149205531;0,0;0,0
威滅衣櫃除蟲片spa舒緩香氛2入;日用生活;147;威滅;規格：3g克x1x1bag袋;威滅衣櫃除蟲片spa舒緩香氛2入;179;1;3,0;24,0;1504;17.88%;0;11074020001,0;g;1;bag;147,0;179,0;17,877094972067038;weight;月;4,997212273764115;5,19295685089021;0,001988126850834874;0,45204311617746556;0,5572269924537467;0,2706492465890627
【安心價】優品木之薈樟腦油-補充瓶-525ml;日用生活;139;優品;規格：525ml毫升x1x1bottle瓶;優品木之薈樟腦油-補充瓶;0;1;525,0;33,3;1506;0.00%;0;11074022001,0;ml;1;bottle;139,0;0,0;0,0;volume;月;4,941642422609304;0,0;0,002763913412209601;0,4462272029573983;0,0;0,0
【安心價】優品森之萃香茅油-噴槍;日用生活;149;優品;規格：525ml毫升x1x1bottle瓶;優品森之萃香茅油-噴槍;0;1;525,0;33,3;1509;0.00%;1;11074027001,0;ml;1;bottle;149,0;0,0;0,0;volume;月;5,0106352940962555;0,0;0,002763913412209601;0,4534479628664632;0,0;0,0
速必效真沒防墊二入裝;日用生活;349;速必效;規格：1pc片x1x1pc盒;速必效真沒防墊二入裝;399;1;1,0;60,0;1510;12.53%;0;11074028001,0;pc;1;pc;349,0;399,0;12,531328320802004;count;月;5,857933154483459;5,991464547107982;0,004991171604543494;0,5421257391274127;0,6429103622160667;0,18971732119142476
【安心價】優品森之萃香茅油-補充瓶-525ml;日用生活;149;優品;規格：525ml毫升x1x1bottle瓶;優品森之萃香茅油-補充瓶;0;1;525,0;33,3;1513;0.00%;1;11074031001,0;ml;1;bottle;149,0;0,0;0,0;volume;月;5,0106352940962555;0,0;0,002763913412209601;0,4534479628664632;0,0;0,0
安德生香氛樂防蟲劑(薰衣草香)270g;日用生活;79;安德生;規格：270g克x1x1pack包;安德生香芬樂防蟲劑-薰衣草 香芬樂薰衣草;0;1;270,0;24,0;1515;0.00%;0;11074034001,0;g;1;pack;79,0;0,0;0,0;weight;月;4,382026634673881;0,0;0,001988126850834874;0,38765809054166034;0,0;0,0
熊寶貝衣物香氛袋花漾香氣;日用生活;83;Snuggle熊寶貝;規格：1pc片x3x1pc片;熊寶貝衣物香氛袋花漾香氣;0;1;1,0;24,0;1521;0.00%;0;11074046001,0;pc;3;pc;27,666666666666668;0,0;0,0;count;月;3,355735007585398;0,0;0,001988126850834874;0,2802469149205531;0,0;0,0
熊寶貝衣物香氛袋繽紛花果香;日用生活;83;SNUGGLE熊寶貝;規格：1pc片x3x1box盒;熊寶貝衣物香氛袋繽紛花果香;0;1;1,0;24,0;1522;0.00%;0;11074047001,0;pc;3;box;27,666666666666668;0,0;0,0;count;月;3,355735007585398;0,0;0,001988126850834874;0,2802469149205531;0,0;0,0
熊寶貝衣物香氛袋清新晨露香;日用生活;83;Sngggle熊寶貝;規格：1pc片x3x1box盒;熊寶貝衣物香氛袋清新晨露香;0;1;1,0;24,0;1523;0.00%;0;11074048001,0;pc;3;box;27,666666666666668;0,0;0,0;count;月;3,355735007585398;0,0;0,001988126850834874;0,2802469149205531;0,0;0,0
安德生香氛樂防蟲劑(檸檬果香)270g;日用生活;79;;規格：270g克x1x1pack包;安德生香芬樂防蟲劑-檸檬 香芬樂檸檬;0;1;270,0;24,0;1524;0.00%;0;11074050001,0;g;1;pack;79,0;0,0;0,0;weight;月;4,382026634673881;0,0;0,001988126850834874;0,38765809054166034;0,0;0,0
Farcent香水衣物香氛袋-真我星夜;日用生活;55;Farcent 香水;規格：10g克x3x1box盒;Farcent香水衣物香袋真我星夜;0;1;10,0;36,0;1532;0.00%;0;;g;3;box;18,333333333333332;0,0;0,0;weight;月;2,9618307218783095;0,0;0,002989141768737748;0,23902108661479116;0,0;0,0
鱷魚黏鼠板(大);日用生活;99;鱷魚;規格：2pc片x1x1set組;鱷魚黏鼠板(大);0;1;2,0;33,3;1540;0.00%;0;11075003001,0;pc;1;set;99,0;0,0;0,0;count;月;4,605170185988092;0,0;0,002763913412209601;0,411012184588909;0,0;0,0
鱷魚黏鼠板;日用生活;45;鱷魚;規格：2pc片x1x1set組;鱷魚黏鼠板;0;1;2,0;33,3;1541;0.00%;0;11075004001,0;pc;1;set;45,0;0,0;0,0;count;月;3,828641396489095;0,0;0,002763913412209601;0,3297410643905061;0,0;0,0
鱷王粘鼠板(小);日用生活;59;鱷魚;規格：2pc片x1x1box盒;鱷王粘鼠板(小) 鱷王粘鼠板(小);0;1;2,0;33,3;1542;0.00%;0;11075005001,0;pc;1;box;59,0;0,0;0,0;count;月;4,0943445622221;0,0;0,002763913412209601;0,35754942669644885;0,0;0,0
天堂鼠;日用生活;55;;規格：200g克x1x1box盒;天堂鼠 天堂鼠;0;1;200,0;24,0;1543;0.00%;0;11075006001,0;g;1;box;55,0;0,0;0,0;weight;月;4,02535169073515;0,0;0,001988126850834874;0,35032866678738406;0,0;0,0
鱷魚粘蠅紙-5 PC片;日用生活;41;鱷魚;規格：5pc片x1x1set組;鱷魚粘蠅紙 鱷魚粘蠅紙;0;1;5,0;33,3;1545;0.00%;1;11075011001,0;pc;1;set;41,0;0,0;0,0;count;月;3,7376696182833684;0,0;0,002763913412209601;0,3202200029421725;0,0;0,0
優品黏牢鼠環保黏鼠板(大)2PC;日用生活;149;優品;規格：2pc片x1x1box盒;優品黏牢鼠環保黏鼠板(大);0;1;2,0;33,3;1548;0.00%;0;11075039001,0;pc;1;box;149,0;0,0;0,0;count;月;5,0106352940962555;0,0;0,002763913412209601;0,4534479628664632;0,0;0,0
叮寧有機精油小黑蚊防蚊液-Baby-80ml;日用生活;300;叮寧;規格：80ml毫升x1x1bottle瓶;叮寧小黑蚊防蚊液;0;1;80,0;48,0;1550;0.00%;0;11076883001,0;ml;1;bottle;300,0;0,0;0,0;volume;月;5,707110264748875;0,0;0,003990156686640621;0,526340689859377;0,0;0,0
叮嚀柚香長效防蚊液-可倒噴;日用生活;219;叮寧;規格：120ml毫升x1x1bottle瓶;叮嚀柚香長效防蚊液-可倒噴 防蚊液可倒噴;0;1;120,0;48,0;1551;0.00%;0;11076886001,0;ml;1;bottle;219,0;0,0;0,0;volume;月;5,393627546352362;0,0;0,003990156686640621;0,49353174313202836;0,0;0,0
叮嚀柚香長效防蚊液-可倒噴;日用生活;219;叮寧;規格：120ml毫升x1x1bottle瓶;叮嚀清新長效防蚊液;0;1;120,0;48,0;1554;0.00%;0;11076890001,0;ml;1;bottle;219,0;0,0;0,0;volume;月;5,393627546352362;0,0;0,003990156686640621;0,49353174313202836;0,0;0,0
叮寧清新長效滾珠防蚊液-50ml;日用生活;135;叮寧;規格：50ml毫升x1x1bottle瓶;叮嚀清新長效滾珠防蚊液 叮嚀滾珠防蚊液;0;1;50,0;48,0;1555;0.00%;0;11076891001,0;ml;1;bottle;135,0;0,0;0,0;volume;月;4,912654885736052;0,0;0,003990156686640621;0,44319338164215566;0,0;0,0
小鹿山丘有機精油驅蚊貼片-12PC;日用生活;189;eggshell 小鹿山丘;規格：12pc枚x1x1box盒;小鹿山丘有機精油驅蚊貼片 小鹿驅蚊貼蚊;0;1;12,0;36,0;1560;0.00%;0;11076910001,0;pc;1;box;189,0;0,0;0,0;count;月;5,247024072160486;0,0;0,002989141768737748;0,4781882958140757;0,0;0,0
小鹿山丘雙效防蚊液-甜橙精油;日用生活;429;eggshell 小鹿山丘;規格：120g克x1x1bottle瓶;小鹿山丘雙效防蚊液-甜橙精油;0;1;120,0;36,0;1562;0.00%;0;11076914001,0;g;1;bottle;429,0;0,0;0,0;weight;月;6,063785208687608;0,0;0,002989141768737748;0,5636701136136534;0,0;0,0
小鹿山丘雙效防蚊液-迷迭香精油-120g;日用生活;429;eggshell 小鹿山丘;規格：120g克x1x1bottle瓶;小鹿山丘雙效防蚊液-迷迭香精油;0;1;120,0;36,0;1563;0.00%;0;11076915001,0;g;1;bottle;429,0;0,0;0,0;weight;月;6,063785208687608;0,0;0,002989141768737748;0,5636701136136534;0,0;0,0
叮寧小黑蚊超長效防蚊液-90ml;日用生活;229;叮寧;規格：90ml毫升x1x1bottle瓶;叮寧小黑蚊超長效防蚊液_90ml;232;1;90,0;48,0;1567;1.29%;1;11076928001,0;ml;1;bottle;229,0;232,0;1,293103448275862;volume;月;5,438079308923196;5,4510384535657;0,003990156686640621;0,49818404268328625;0,5849202776852335;0,019576864953977195
妙管家活氧洗衣粉4.5Kg;日用生活;119;妙管家;規格：4.5kg公斤x1x1pack包;妙管家活氧洗衣粉4.5Kg;149;1;4500,0;33,3;1573;20.13%;1;11100001001,0;g;1;pack;119,0;149,0;20,13422818791946;weight;月;4,787491742782046;5,0106352940962555;0,002763913412209601;0,4300938688192147;0,5376630916417527;0,3048209845183026
