item_code;註記;(箱)長cm;(箱)寬cm;(箱)高cm;(箱)重量;箱入數;板入數;庫存量;庫存單位;庫存換算(箱);目前庫存(PCS)
30010001001;Panasonic碳鋅(黑猛)電池 4 號 14 入;23;17;17;7.61;60;100;594;PCS;9.9;40
30010002001;永備碳鋅4號電池16入量販包;30;26;5;3;30;288;358;PCS;12;3
30010005001;MAGICELL碳鋅環保電池4號20入;25;15;13;3;30;525;#N/A;PCS;#N/A;21
30010006001;小小兵碳鋅電池4號4入;24;9;7;1.81;50;440;81;PCS;1.7;87
30011001001;Panasonic 黑碳鋅(黑錳) 電池3 號 14 入;30;22;18;15.23;60;64;685;PCS;11.5;15
30011002001;永備碳鋅3號電池16入量販包;30;13;19;6;30;135;465;PCS;15.5;25
30011005001;MAGICELL碳鋅環保電池3號20入;28;20;16;6;30;240;170.3333333;PCS;5.7;#N/A
30012005001;Panasonic 碳鋅(錳乾)2號4入;33;15;13;6.126;30;144;47;PCS;1.6;47
30013002001;永備碳鋅1號電池4入量販包;41;17;20;6;45;108;33;PCS;0.8;74
30013004001;Panasonic 碳鋅(錳乾)1號4入;42;19;15;13.026;30;72;134.6666667;PCS;4.5;2
30021041001;鎳氫充電電池3號4入;15;6;8;0.63;6;2100;10;PCS;1.7;#N/A
30021042001;鎳氫充電電池4號4入;13;5;8;0.34;6;2520;12;PCS;2;#N/A
30043012001;東亞7W小燈泡(清光);24;18;15;1;25;520;#N/A;PCS;#N/A;32
30045021001;Glolux13瓦LED廣角高亮度燈泡-白光;42;34;32;4.6;60;30;813;PCS;13.6;239
30045025001;家樂福LED燈泡16W;32;25;16;1.6;12;160;31;PCS;2.6;21
30045056001;東亞10W LED球型燈泡;35;29;15;1.932;20;120;27;PCS;1.4;23
30045056002;東亞10W LED球型燈泡;35;29;15;1.966;20;110;20;PCS;1;56
30045057001;家樂福LED燈泡10w;26;21;14;0.9;12;252;240.3333333;PCS;20.1;15
30045057002;家樂福LED燈泡10w;26;21;14;0.9;12;252;64;PCS;5.4;6
30045058001;家樂福LED燈泡13W;32;25;16;1.5;12;150;88;PCS;7.4;1
30045058002;家樂福LED燈泡13W;32;25;16;1.5;12;150;43;PCS;3.6;21
30045065001;大同16W LED 節能燈泡;37;30;16;2.164;20;80;18;PCS;0.9;13
30045073001;Glolux16瓦LED燈泡白光;42;36;32;5.2;60;30;50;PCS;0.9;117
30045076001;旭光(超高效能 )LED16W球泡燈;39;31;15;2.4;20;99;2;PCS;0.1;33
30045077001;旭光(超高效能) LED10W球泡燈;32;26;13;1.5;20;182;155.3333333;PCS;7.8;102
30045077002;旭光(超高效能) LED10W球泡燈;32;26;13;1.5;20;182;90.66666667;PCS;4.6;56
30045078001;旭光(超高效能 )LED13W球泡燈;35;28;16;1.9;20;132;65.33333333;PCS;3.3;79
30045078002;旭光(超高效能 )LED13W球泡燈;35;28;16;1.9;20;132;36;PCS;1.8;41
30045079001;Glolux10瓦LED廣角高亮度燈泡-白;38;32;26;4;60;54;105;PCS;1.8;0
30045084001;(舞光)12W LED驅蚊燈泡;34;14;13;0.9;10;300;0;PCS;0;20
30052112001;大同23W節能燈;28;23;18;1.8;20;170;473.6666667;PCS;23.7;160
30052112002;大同23W節能燈;28;23;18;1.8;20;170;178.3333333;PCS;9;#N/A
30052113001;旭光 23W螺旋省電燈泡;35;29;15;2.292;20;121;459.6666667;PCS;23;3
30052113002;旭光 23W螺旋省電燈泡;35;29;15;2.284;20;121;192;PCS;9.6;0
30061026001;旭光30W三波長環型燈管-晝光色;36;25;25;2.202;10;70;19;PCS;1.9;29
30065029001;(舞光)LED16W星鑽吸頂燈;56;32;35;4;5;24;0;PCS;0;10
30065029002;(舞光)LED16W星鑽吸頂燈;56;32;35;4;5;24;0;PCS;0;10
30071041001;BOSS  4開3插2P高溫斷電延長線-1.8米;14;23;29;2;6;222;12.33333333;PCS;2.1;12
30071043001;TY-S139三開三插3P 延長線6尺;34;28;25;12.6;10;30;66;PCS;6.6;40
30071044001;TY-S123三開三插2P 延長線6尺;33;33;26;4.23;10;54;22;PCS;2.2;27
30071047001;太星電工一開三插延長線2P15A4尺;33;25;27;3.5;12;84;8;PCS;0.7;21
30071050001;BOSS 1開3插2P高溫斷電正側插延長線-1.5米;50;40;23;6.91;24;40;52;PCS;2.2;72
30071051001;4開3插3P高溫斷電延長線-2.7米;35;15;27;4.558;8;132;14;PCS;1.8;22
30071053001;TY-S903-6尺三開三插3P+2USB延長線;43;35;25;6.8;10;56;9;PCS;0.9;18
30072058001;TY-S134四開四插3P延長線6尺;38;33;25;7.21;10;63;71;PCS;7.1;31
30072062001;BOSS5開4插3P高溫斷電USB延長線1.8米 K-53;51;32;36;13;22;35;209;PCS;9.5;29
30073007001;BOSS  7開6插3P高溫斷電延長線-1.8米;50;31;40;14;22;28;55;PCS;2.5;20
30073017001;BOSS  7開6插2P高溫斷電延長線-1.8米;39;24;15;4.194;6;132;8;PCS;1.4;15
30073018001;TY-S133六開六插3P 延長線6尺;43;35;26;7.15;10;48;39;PCS;3.9;0
30073022001;TY-S122六開六插2P 延長線6尺;40;25;28;5.53;10;54;9;PCS;0.9;28
30073068001;7開6插3P高溫斷電延長線-2.7米;32;15;38;5.47;8;100;29.66666667;PCS;3.8;178
30083019001;BOSS2開2插3P分接式高溫斷電USB插座R-52;27;5;23;1.2;6;616;8;PCS;1.4;12
30093108001;(舞光)LED 感應層板燈60CM;72;18;6;0.476;1;232;0;PCS;0;20
30430005001;棉紗工作手套2雙;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;29;PCS;#N/A;18
30430012002;3M耐用型多用途DIY手套;33;14;25;1.07;20;175;35;PCS;1.8;44
30430012003;3M耐用型多用途DIY手套;33;14;25;1.07;20;175;27.66666667;PCS;1.4;39
30435004001;千輝電子式防風打火機;13;7;9;0.84;25;1900;36;PCS;1.5;65
30450006001;PVC棕色易撕膠帶;59;41;30;10;24;30;52;PCS;2.2;103
30450010001;6入-OPP膠帶48mm*35M;51;51;32;14.4;25;20;321.6666667;PCS;12.9;111
30450011001;6入-OPP透明膠帶48mm*70m;54;45;31;25;20;20;73;PCS;3.7;91
30450013001;3M Scotch 超透明封箱膠帶40Yd;57;40;30;15.13;24;30;103.6666667;PCS;4.4;45
30450023001;3M 3037-4 透明封箱膠帶 48mm X 70M;43;22;30;5.6;12;50;351;PCS;29.3;28
30450034001;PVC布紋膠帶-1入;32;22;21;2.44;24;144;53;PCS;2.3;53
30450039001;OPP透明膠帶-1入;33;22;21;2.42;24;144;47;PCS;2;66
30450043001;超值OPP透明膠帶 1入;33;22;21;2.42;24;144;#N/A;PCS;#N/A;71
30450045001;3M Scocth 超強透明膠帶;29;24;30;2.5;36;144;36;PCS;1;136
30471017001;WD-40MUP多功能防鏽潤滑劑-12.9FL.OZ;41;28;23;10.7;24;63;18;PCS;0.8;112
31040059001;BH歐亞耐熱玻璃水壺1400ml;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;31;PCS;#N/A;106
31042914001;樂扣樂扣PET水壺1.5L;50;43;28;3.6;24;24;74;PCS;3.1;93
31102061001;小四方馬克杯300cc;27;20;10;1.2;6;510;#N/A;PCS;#N/A;5
31111007001;立體沖茶袋36入;16;11;9;0.25;12;1400;40;PCS;3.4;16
31118021001;良燒101扇形濾紙-無漂白;35;18;14;1.1;12;228;#N/A;PCS;#N/A;14
31118023001;良燒102扇形濾紙-無漂白;23;22;19;1.22;12;180;27;PCS;2.3;14
31170002001;台式湯匙2入;17;5;10;0.3;12;1500;#N/A;PCS;#N/A;23
31175002001;23cm 不鏽鋼筷;33;14;10;1.5;12;180;16;PCS;1.4;34
31182015001;KIYODO氣壓連續噴霧油瓶170ml;25;19;17;2.9;12;216;#N/A;PCS;#N/A;23
31214010001;自然風環保植纖湯碗350ml;28;15;32;2.5;12;140;165;PCS;13.8;43
31215012001;自然風環保植纖飯碗(大)500ml;32;12;19;1.556;12;270;57;PCS;4.8;55
31215013001;自然風環保植纖飯碗(小)225ml;24;12;28;1.67;12;200;45;PCS;3.8;1
31225014001;自然風環保植纖圓紙盤 7吋;18;18;11;1.14;12;525;126;PCS;10.5;33
31226016001;自然風環保植纖圓紙盤 9吋;24;24;14;1.83;12;240;41;PCS;3.5;31
31226017001;自然風環保植纖圓紙盤 8吋;21;21;9;1.47;12;375;30;PCS;2.5;20
31227009001;自然風環保植纖圓紙盤10吋;26;26;14;2.2;12;180;108;PCS;9;14
31230005001;免洗塑膠杯 170cc;71;34;40;4;60;20;55.33333333;PCS;1;187
31230007001;怡家寶免洗塑膠杯170cc;75;32;43;5;60;20;203.3333333;PCS;3.4;191
31235015001;家福7盎司紙杯50入;59;37;34;9.95;40;25;249;PCS;6.3;115
31235016001;家福7盎司紙杯200入;60;38;34;9.97;10;25;280;PCS;28;55
31235904001;沛旺7盎司冷熱飲紙杯120入;62;32;51;9.97;16;15;53;PCS;3.4;34
31235905001;沛旺6.5盎司冷熱飲紙杯60入;58;31;50;8.2;32;18;92;PCS;2.9;118
31235906001;沛旺6.5盎司冷熱飲紙杯120入;58;31;50;8.1;16;18;50;PCS;3.2;55
31236026001;家福9盎司紙杯50入;62;39;38;10.8;40;12;186;PCS;4.7;102
31236027001;家福9盎司紙杯200入;63;40;37;10.8;10;12;269;PCS;26.9;48
31236033001;沛旺9盎司冷熱飲紙杯60入;65;33;55;11.3;32;12;37;PCS;1.2;125
31236034001;沛旺9盎司冷熱飲紙杯120入;65;33;55;11.5;16;12;46;PCS;2.9;62
31240002001;自然風餐巾紙;47;30;32;2.1;48;40;128;PCS;2.7;136
31240899001;優質大餐巾紙;52;34;38;5.84;24;35;28;PCS;1.2;105
31244001001;萬用PE手套;37;28;28;8.4;100;66;106.3333333;PCS;1.1;257
31244002001;手扒雞手套-50入;30;25;13;1.21;36;180;128.3333333;PCS;3.6;132
31250003001;西式塑膠湯匙;25;17;21;1;24;270;65;PCS;2.8;85
31251002001;西式塑膠叉子;34;12;21;2;24;270;25.33333333;PCS;1.1;59
31253001001;免洗筷#666;38;70;21;24.65;70;40;64;PCS;1;228
31253002001;自然風超值免洗筷;63;33;21;17.6;70;48;227;PCS;3.3;89
31253004001;紙包日式圓筷;42;21;33;13.6;30;50;23;PCS;0.8;111
31254001001;耐熱袋-半斤;33;28;10;4;20;320;66;PCS;3.3;35
31254009001;背心袋(2斤);27;25;13;3;20;225;54;PCS;2.7;36
31254899001;耐熱袋-1斤;26;18;13;4;20;150;37;PCS;1.9;40
31255005001;透明可彎吸管100入;27;21;30;1.392;25;120;176;PCS;7.1;24
31255006001;自然風塑包透明直吸管;52;23;49;9;50;30;63;PCS;1.3;82
31255010001;塑包可彎吸管;40;27;32;2.33;50;50;82;PCS;1.7;110
31258003001;自然風紙包木質咖啡拌條;24;16;15;2;24;330;34;PCS;1.5;30
31258006001;自然風咖啡調味棒;26;23;16;1;24;220;57;PCS;2.4;35
31260001001;簡易實用型烤肉架;43;25;41;4.4;8;40;111;PCS;13.9;39
31261037001;94烤不鏽鋼高腳烤肉架;49;16;34;3.52;1;70;2;PCS;2;5
31264013001;大波浪網;56;23;32;13.28;50;32;11;PCS;0.3;96
31264035001;合家歡不鏽鋼無毒烤肉網;46;30;11;6.83;30;120;23;PCS;0.8;57
31264036001;菱形烤肉網;47;33;18;10.61;60;63;189;PCS;3.2;83
31266002001;竹串8寸;30;25;9;3.01;24;240;62;PCS;2.6;68
31267002001;烤肉夾3入;25;22;8;2.5;24;300;152;PCS;6.4;42
31267017001;全鋼9寸料理夾;24;17;11;1.4;24;450;#N/A;PCS;#N/A;136
31268003001;烤肉刷3入;25;18;8;0.96;24;500;155;PCS;6.5;54
31269014001;自然風烤肉配件組合包;45;32;26;11.5;16;42;11;PCS;0.7;32
31270006001;自然風環保椰子炭2公斤超值包;47;32;30;17.17;8;42;31;PCS;3.9;15
31270009001;紅樹林炭1.2KG;62;44;24;24.06;20;24;79;PCS;4;32
31271003001;環保椰子炭;48;19;19;8.6;10;108;124;PCS;12.4;39
31271007001;自然風環保炭7公斤重量包;28;21;23;8;1;108;21;PCS;21;6
31271016001;高級木炭 3公斤;70;44;23;23.58;8;21;58;PCS;7.3;23
31272003001;火種-30粒;30;6;30;1;30;390;54;PCS;1.8;42
31273002001;自然風免火種燒烤專用炭;30;27;28;13.95;12;60;39;PCS;3.3;59
31300014001;法國特福輕食光24CM不沾平底鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;PCS;#N/A;0
31301005001;特福太陽28CM不沾平底鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;PCS;#N/A;0
31301016001;特福銀河28CM不沾平底鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;PCS;#N/A;0
31301067001;特福新手紅26CM不沾平底鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;87;PCS;#N/A;0
31302079001;特福新手紅30CM不沾平底鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;130;PCS;#N/A;0
31302098001;特福銀河30CM不沾平底鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;PCS;#N/A;0
31303091001;特福銀河32CM不沾平底鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;PCS;#N/A;0
31303092001;特福太陽32CM不沾平底鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;PCS;#N/A;0
31306037001;特福極巧不沾鍋具組;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;PCS;#N/A;0
31307104001;特福礦物元素IH28cm不沾深平鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;36;PCS;#N/A;7
31313016001;特福新手紅32CM不沾炒鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;PCS;#N/A;0
31313036001;法國特福星辰灰系列28公分不沾小炒鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;5;PCS;#N/A;4
31313051001;特福太陽28CM不沾小炒鍋;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0;PCS;#N/A;0
31401023001;樂扣4.5L長方保鮮盒827;25;18;30;1.5;2;120;#N/A;PCS;#N/A;4
31401143001;法國特福PP保鮮盒0.55L;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;PCS;#N/A;6
31401146001;法國特福PP保鮮盒1L;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;19;PCS;#N/A;24
31403064001;樂扣長形耐熱玻璃1+1超值組;50;43;18;9.635;6;36;34;PCS;5.7;79
31403114001;特福玻璃保鮮盒方 0.9L;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;10;PCS;#N/A;31
31403159001;特福玻璃保鮮盒圓形 0.6L;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;82;PCS;#N/A;29
31403163001;特福玻璃保鮮盒方形 0.2L;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;6;PCS;#N/A;5
31403164001;特福玻璃保鮮盒長方形 0.7L;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;29;PCS;#N/A;12
31409021001;BRITA FillGo 隨身濾水瓶600m;32;26;8;0.84;4;252;#N/A;PCS;#N/A;0
31409021003;BRITA FillGo 隨身濾水瓶600m;32;26;8;0.84;4;252;#N/A;PCS;#N/A;0
31409021004;BRITA FillGo 隨身濾水瓶600m;32;26;8;0.84;4;252;#N/A;PCS;#N/A;0
31409091001;BRITA fill  go 運動濾水瓶600毫升;32;26;8;0.84;4;252;#N/A;PCS;#N/A;0
31409091002;BRITA fill  go 運動濾水瓶600毫升;32;26;8;0.84;4;252;#N/A;PCS;#N/A;0
31409091003;BRITA fill  go 運動濾水瓶600毫升;32;26;8;0.84;4;252;#N/A;PCS;#N/A;0
31414020001;史丹利真空不鋼保溫壺1.9L;30;27;41;5.66;4;48;171.6666667;PCS;43;27
31420001001;OP安全無毒鋁箔-(150吋);40;30;34;7;48;50;251;PCS;5.3;129
31420003001;南亞美食鋁箔30cm*7.5M*2支;47;30;33;11;30;35;55.66666667;PCS;1.9;41
31420006001;妙潔鋁箔30cm*6M;51;32;34;10;60;35;665.3333333;PCS;11.1;96
31420007001;楓康鋁箔30cm*6m(2入);#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;133;PCS;#N/A;12
31420009001;妙潔鋁箔 30CM*14M;51;32;34;18;60;35;274;PCS;4.6;10
31420014001;OP安全無毒鋁箔600cm;39;30;33;8.52;48;50;202;PCS;4.3;26
31421003001;妙潔PE密實袋 (大);45;24;31;5;24;50;119;PCS;5;24
31421011001;妙潔PE密實袋 (中);38;21;23;4;24;112;442;PCS;18.5;88
31421022001;3M立體密實袋中型25入;29;26;23;3.54;24;105;35;PCS;1.5;74
31421024001;密保諾大袋20入;24;21;31;2.44;12;115;75;PCS;6.3;34
31421028001;密保諾超值經濟包中袋100入;47;25;23;5.61;12;70;197;PCS;16.5;18
31421034001;妙潔立體密實袋-大24入;40;33;27;5.36;24;48;20;PCS;0.9;61
31421035001;妙潔立體密實袋-小42入;42;29;22;5.6;24;63;43;PCS;1.8;127
31421038001;OP生物分解抗菌密封袋 L;50;48;31;12.2;48;20;276.3333333;PCS;5.8;111
31421039001;OP生物分解抗菌密封袋 M;50;48;23;10.99;48;24;440.6666667;PCS;9.2;135
31421040001;OP生物分解抗菌立體密封袋 M;50;48;23;12.99;48;24;338.6666667;PCS;7.1;116
31421041001;OP生物分解抗菌立體密封袋 L;50;48;31;12.01;48;20;319.6666667;PCS;6.7;96
31421049001;橘之屋6號夾鏈袋-100入;30;20;7;1.13;6;500;25;PCS;4.2;32
31422001001;OP 蔬果保鮮袋(小)18*25cm;49;41;23;11;48;32;54;PCS;1.2;117
31422002001;妙潔耐熱袋量販包一斤135入;41;32;30;8.42;24;48;450.6666667;PCS;18.8;126
31422007001;妙潔PE袋(大) 38*25CM;56;38;35;14;48;25;400.6666667;PCS;8.4;38
31422008001;妙潔 PE 袋 (小) 18*25CM;45;27;42;12.1;48;36;500;PCS;10.5;6
31422009001;楓康保鮮袋(小);#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;PCS;#N/A;41
31422011001;妙潔耐熱袋量販包半斤265入;39;25;34;8.06;24;60;647.3333333;PCS;27;178
31422013001;台塑保鮮耐熱袋20*30cm250袋;53;40;23;20;48;30;47;PCS;1;58
31422014001;台塑保鮮耐熱袋28*41cm100袋;49;38;31;20;48;30;61.66666667;PCS;1.3;71
31422016001;3M食物保鮮袋大100入;49;49;35;12.7;48;20;59;PCS;1.3;63
31422017001;3M食物保鮮袋小100入;37;34;35;6.52;48;45;240;PCS;5;80
31422018001;3M食物保鮮袋量販包小180入;38;37;46;6.5;48;36;54;PCS;1.2;132
31422019001;妙潔耐熱袋六兩345入;42;31;22;10.5;24;64;420;PCS;17.5;130
31422021001;楓康耐熱袋中280入;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;687.6666667;PCS;#N/A;158
31422022001;楓康耐熱袋小365入;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;613.3333333;PCS;#N/A;146
31422023001;楓康耐熱袋大140入;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;491;PCS;#N/A;102
31422898001;妙潔 PE 袋-中;51;35;29;10.24;48;36;90;PCS;1.9;70
31422899001;OP蔬果保鮮袋 (大);49;28;49;13.1;48;24;74;PCS;1.6;0
31422900001;3M食物保鮮袋中150入;42;45;36;11.9;48;24;53;PCS;1.2;65
31423001001;妙潔PE保鮮膜 30CM*55M;42;33;35;11.4;48;40;30.66666667;PCS;0.7;102
31423002001;妙潔保鮮膜組合促銷包;42;32;34;9.38;16;40;93;PCS;5.9;30
31423003001;楓康PE保鮮膜30cm*20M;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;PCS;#N/A;86
31423009001;OP生物分解保鮮膜-補充包(200;45;28;37;13.9;60;40;67;PCS;1.2;143
31423010001;楓康PE保鮮膜30cm*45M;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;454.3333333;PCS;#N/A;147
31423011001;楓康PE保鮮膜30cm*65M;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;641;PCS;#N/A;143
31423013001;妙潔 PE保鮮膜22cm*30M;26;19;26;2.5;24;168;154;PCS;6.5;3
31423019001;妙潔PE保鮮膜 30CM*30M;51;32;34;10.53;60;35;144;PCS;2.4;9
31423896001;南亞PE保鮮膜3入(30cm*62M);47;30;33;15.6;20;40;51;PCS;2.6;39
31423897001;南亞PE保鮮膜30cm*62M;47;30;33;15.6;60;40;140;PCS;2.4;63
31423898001;OP生物分解保鮮膜(400台尺);33;32;36;12.8;25;36;43;PCS;1.8;39
31423899001;OP生物分解保鮮膜(600台尺);35;30;36;13.52;20;50;119;PCS;6;0
31423902001;OP生物分解抗菌保鮮膜500尺;38;32;37;13.24;20;36;142;PCS;7.1;21
31423903001;妙潔輕鬆黏保鮮膜(隨手撕)30X50M;29;19;34;5.23;24;100;#N/A;PCS;#N/A;43
31424001001;南亞保鮮膜真省包 3支/組;48;30;33;15;20;35;192;PCS;9.6;20
31424002001;南亞保鮮膜  30*60+2m;48;30;33;20.09;60;35;177;PCS;3;79
31425004001;楓康吳羽保鮮膜15Cm*20m*2入;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;88;PCS;#N/A;2
31425007001;楓康吳羽保鮮膜(中)22cm*50m;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;319.6666667;PCS;#N/A;0
31425008001;楓康吳羽保鮮膜30cm*30M;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;54;PCS;#N/A;149
31425009001;楓康吳羽保鮮膜量販包30cm*60m;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;606.3333333;PCS;#N/A;5
31425011001;楓康吳羽保鮮膜30cmx20M;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;32;PCS;#N/A;118
31426001001;妙潔耐高溫保鮮膜 30cm*20m;49;25;33;6.9;50;40;87;PCS;1.8;102
31437078001;抗菌砧板Q218;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;45;PCS;#N/A;2
31455002001;妙潔萬用料理紙(小烤箱適用)22*7M;27;19;26;2.8;24;147;75;PCS;3.2;129
31455003001;妙潔萬用料理紙 30CM*5M;30;23;34;2;24;102;212;PCS;8.9;9
31455014001;楓康烘焙料理紙10M;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;196;PCS;#N/A;0
31455016001;優得氣炸鍋專用紙20.4cm-15入;23;23;3;0.39;12;2000;26;PCS;2.2;4
31462014001;鋁箔411方盤4入;28;17;26;0.94;12;150;#N/A;PCS;#N/A;26
31462016001;鋁箔403便當深盤4入;16;24;27;0.76;12;180;46;PCS;3.9;15
31466156001;OP無雙酚A萬用烘焙紙8M;34;15;20;2.4;12;144;201;PCS;16.8;29
31472025001;森活電蚊拍(三層網);49;22;12;1.5;6;154;104;PCS;17.4;29
31473004001;排水口濾網-200入 X008-5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;495;PCS;#N/A;7
31473013001;OP生物分解抗菌防蟲濾水網170入;48;39;30;9.13;24;25;410.3333333;PCS;17.1;38
31476039001;3M萬用料理手套盒裝;53;33;21;6;50;48;97;PCS;2;27
31490026001;BRITA On Tap濾菌龍頭式濾水器;35;16;28;3.35;6;66;18;PCS;3;18
31490028001;BRITA 濾菌龍頭式濾水器兩芯組;46;33;25;3.7;4;49;8;PCS;2;8
31491046001;BRITA FLOW 濾水箱(藍);46;33;26;4.19;2;42;25;PCS;12.5;16
31491050001;BRITA濾水壺 愛奴娜白色3.5L;64;28;29;4.88;4;36;#N/A;PCS;#N/A;0
31491061001;BRITA馬利拉濾水壺;63;27;30;4.5;4;30;0;PCS;0;4
31491061002;BRITA馬利拉濾水壺;63;27;30;4.5;4;30;0;PCS;0;4
31491063001;BRITA馬利拉濾水壺-(共7芯) 全效+去水垢;51;40;58;10.2;6;15;12;PCS;2;0
31491063002;BRITA馬利拉濾水壺-(共7芯) 全效+去水垢;51;40;57;10.2;6;15;12;PCS;2;12
31491064001;BRITA馬利拉濾水壺-(共5芯) 去水垢;51;40;58;10.2;6;15;#N/A;PCS;#N/A;0
31491064002;BRITA馬利拉濾水壺-(共5芯) 去水垢;51;40;58;10.2;6;15;#N/A;PCS;#N/A;0
31491065001;BRITA純淨濾水壺;64;28;30;6.1;4;30;#N/A;PCS;#N/A;0
31491065002;BRITA純淨濾水壺;64;28;30;6.1;4;30;#N/A;PCS;#N/A;0
31491066001;BRITA馬利拉濾水壺;64;28;30;6.1;4;30;8;PCS;2;8
31491066002;BRITA馬利拉濾水壺;64;28;30;6.1;4;30;0;PCS;0;12
31491068001;BRITA純淨濾水壺-(共5芯) 全效型;51;40;58;10.2;6;15;#N/A;PCS;#N/A;0
31491068002;BRITA純淨濾水壺-(共5芯) 全效型;51;40;58;9.5;6;15;#N/A;PCS;#N/A;0
31491070001;BRITA好水防護超有感禮盒(共4芯);57;33;58;10.2;4;18;#N/A;PCS;#N/A;0
31491071001;BRITA 馬利拉粉彩壺(共7芯)-去水垢藍;51;40;58;10.2;6;15;0;PCS;0;6
31492002001;BRITA MAXTRA+ 濾芯-去水垢專家 9入;49;26;27;6.1;4;54;32;PCS;8;0
31492002002;BRITA MAXTRA+ 濾芯-去水垢專家 9入;49;26;27;6.1;4;54;0;PCS;0;0
31492003001;BRITA MAXTRA+ 雙效濾芯組合(共6芯);64;27;29;8.68;8;36;#N/A;PCS;#N/A;16
31492014001;BRITA 隨身瓶濾芯片 3入裝;19;16;12;1;8;546;16;PCS;2;16
31492022001;BRITA MAXTRA Plus 濾芯-全效型 4入;34;24;25;4.528;8;98;55;PCS;6.9;18
31492023001;BRITA MAXTRA Plus 濾芯-去水垢專家 6入;50;25;25;6.97;8;48;254;PCS;31.8;14
31492024001;BRITA MAXTRA Plus 濾芯-去水垢專家 3入;50;30;13;4.64;10;78;49.66666667;PCS;5;23
31494003001;Brita龍頭式濾芯3入;37;32;16;3;5;80;#N/A;PCS;#N/A;9
31494008001;BRITA 濾菌龍頭式濾芯3入;20;13;20;1.63;4;360;#N/A;PCS;#N/A;0
31497007001;BRITA LED P1000型濾水器共2芯;66;18;34;8.412;2;50;4;PCS;2;4
31497028001;BRITA超微濾菌櫥下濾水系統;33;21;42;7.11;2;68;#N/A;PCS;#N/A;0
31497032001;BRITA超濾四階段過濾系統X6 硬水軟化型;40;25;56;9.7;1;24;#N/A;PCS;#N/A;0
31497052001;BRITA LED A1000型濾水器共2芯;66;18;34;8.412;2;50;4;PCS;2;4
31497070001;BRITA超微濾四階段過濾系統X9 硬水軟化型;40;24;57;10;1;24;#N/A;PCS;#N/A;0
31497071001;BRITA超微濾三階段過濾系統V9;30;25;57;7.03;1;32;#N/A;PCS;#N/A;0
31498002001;BRITA A1000櫥下型濾水器濾芯;29;25;11;2;3;240;#N/A;PCS;#N/A;0
31498004001;BRITA P1000櫥下型濾水器濾芯;35;28;13;3.5;3;120;#N/A;PCS;#N/A;0
31498014001;BRITA-P3000硬水軟化長效濾芯;44;25;14;4.23;2;120;#N/A;PCS;#N/A;0
31498021001;BRITA超微濾菌專用前置濾芯;23;24;39;2.79;4;84;#N/A;PCS;#N/A;0
31498022001;BRITA超微濾菌前置+濾芯組合;42;24;39;6.3;4;44;#N/A;PCS;#N/A;0
31498032001;BRITA超微濾三階段過濾系統V9濾芯組;30;20;46;7.1;3;60;#N/A;PCS;#N/A;0
31498033001;BRITA超濾四階段過濾系統X6 濾芯組;31;21;47;8.138;2;48;#N/A;PCS;#N/A;0
31498034001;BRITA超微濾四階段過濾系統X9 濾芯組;31;21;47;10.25;2;42;#N/A;PCS;#N/A;0
