item_code;註記;(箱)長cm;(箱)寬cm;(箱)高cm;(箱)重量;箱入數;板入數;庫存量;庫存單位;庫存換算(箱);目前庫存(PCS)
12000445001;多芬深層修護洗髮乳;35;29;26;10.25;12;66;54;PCS;4.5;4
12000446001;多芬輕潤保濕洗髮乳;35;29;26;10.31;12;66;48;PCS;4;#N/A
12000451001;Mdmmd.海洋香水安瓶精油洗髮精蓬鬆健髮 洗髮精蓬鬆健髮;36;23;23;10.26;12;84;24;PCS;2;20
12000468001;可瑞絲蜂膠光澤活力洗髮精;35;19;28;9.4;8;90;16;PCS;2;16
12000469001;蒂沐蝶金盞花修護植萃洗髮精;31;19;22;7.97;12;133;#N/A;PCS;#N/A;25
12000476001;朵蔓頭皮淨化洗髮精-髮根強健;28;15;20;3.922;8;216;16;PCS;2;12
12000480001;潘婷水潤滋養洗髮乳700ml;29;17;25;4.93;6;168;26.33333333;PCS;4.4;0
12000485001;BTANIST植物性洗髮精清爽順滑 清爽順滑;31;24;21;7.47;12;112;24;PCS;2;24
12000494001;多芬去屑修護洗髮乳;25;17;25;4.9;6;150;0;PCS;0;3
12000495001;多芬清爽淨化洗髮乳;25;17;25;4.9;6;150;0;PCS;0;2
12000496001;多芬輕潤保濕洗髮乳;25;17;25;4.9;6;150;0;PCS;0;17
12000497001;多芬直順亮澤洗髮乳;25;17;25;4.9;6;150;0;PCS;0;2
12000498001;多芬輕盈蓬鬆洗髮乳;25;17;25;4.9;6;150;0;PCS;0;3
12000502001;美吾髮草本主義馬鞭草清爽豐盈洗髮精;28;23;26;8.08;12;90;24;PCS;2;0
12000504001;美吾髮草本主義金盞花保水柔順洗髮精;28;23;26;8.08;12;90;24;PCS;2;4
12000505001;美吾髮草本主義洋甘菊舒緩修護洗髮精;28;23;26;8.08;12;90;24;PCS;2;4
12000507001;美吾髮草本主義咖啡因強健髮根洗髮精;28;23;26;8.08;12;90;24;PCS;2;0
12000999001;潘婷淨化極潤蓬鬆洗髮露500ml 潘婷蓬鬆洗髮露;22;22;24;5.84;9;140;18;PCS;2;16
12001001001;Alpecin雙效抗頭皮屑洗髮露 雙效抗頭皮屑;36;28;23;12.15;6;66;12;PCS;2;12
12001004001;海倫仙度絲去屑止癢呵護洗髮乳;22;19;23;5.25;6;175;91;PCS;15.2;70
12001006001;思波綺豐盈潤髮乳(軟塌髮用) 豐盈潤髮軟塌髮;29;20;22;5.5;9;126;9;PCS;1;5
12001007001;566強健髮根洗髮乳 566彈力豐盈洗髮;38;22;24;9.76;12;91;24;PCS;2;19
12001008001;Drs Formula控油抗屑洗髮精 控油抗屑洗髮精;33;25;24;8.44;12;98;24;PCS;2;22
12001010001;妮維雅男士抗屑健髮洗髮精 男士抗屑洗髮精;23;9;23;2.74;6;399;12;PCS;2;12
12001011001;台鹽絲易康60植萃健髮洗髮精柔順輕盈;29;23;22;5.4;12;112;14;PCS;1.2;14
12001013001;綠的菲那絲健髮洗髮精抗屑配方 綠的健髮洗髮精;55;24;23;11.21;12;63;24;PCS;2;23
12001015001;絲蘊無矽靈抗屑洗髮乳 絲蘊無矽抗屑洗;31;22;26;8.074;9;80;18;PCS;2;17
12001017001;Plantur咖啡因洗髮露細 植物洗髮露細;17;12;20;1.984;6;464;12;PCS;2;9
12001018001;Plantur咖啡因洗髮露染 植物洗髮露染;17;12;20;1.978;6;464;12;PCS;2;11
12001019001;曼秀雷敦抗屑冰涼洗髮精 抗屑冰涼洗髮精;33;19;22;8.1;12;105;24;PCS;2;17
12001020001;一家人益生菌養髮洗髮精 一家人養髮洗;23;17;24;3.16;6;210;12;PCS;2;12
12001022001;566 抗屑柔順洗髮乳 566抗屑保濕洗髮;39;23;24;9.75;12;91;24;PCS;2;21
12001023001;海倫男士根源健髮去屑洗髮乳 海倫根源;22;19;23;5.25;6;175;6;PCS;1;10
12001025001;綠的菲那絲健髮洗髮精控油配方 綠的健髮洗髮精;56;24;22;11.36;12;63;24;PCS;2;24
12001026001;Men s Biore抗屑潔味洗髮精;38;22;25;10.82;12;72;28.33333333;PCS;2.4;176
12001027001;落建頭皮洗髮露-潔淨健髮400ml雙入組;19;15;23;3.1;3;280;71;PCS;23.7;11
12001028001;海倫０％矽靈洗髮乳微米淨透;36;18;24;7.51;12;90;32;PCS;2.7;27
12001029001;飛柔去頭皮屑熱油洗髮乳;26;22;23;7.007;6;140;117;PCS;19.5;0
12001031001;落建洗髮露潔淨健髮配方200ml 潔淨健髮;30;26;18;6.46;24;135;48;PCS;2;48
12001037001;澎澎MAN強效控油去屑洗髮乳;37;22;25;9.91;12;91;17;PCS;1.5;11
12001038001;花王洗髮精清新順滑屑型750ML;41;21;24;10.65;12;84;356;PCS;29.7;33
12001039001;沙宣保濕去屑洗髮乳 沙宣保濕去屑洗;27;21;24;7.5;12;120;24;PCS;2;24
12001041001;Men s Biore頭皮調理洗髮精;42;21;24;10.5;12;70;45;PCS;3.8;7
12001042001;Clear淨男士去屑洗髮乳冰爽薄荷止癢1200g;35;20;28;8.2;6;102;12;PCS;2;37
12001043001;Clear淨植萃頭皮煥活系列洗髮露控油淨化 控油淨化洗;26;25;23;6.75;12;96;24;PCS;2;21
12001047001;海倫絲滑柔順去屑洗髮乳;26;22;24;7.16;6;120;107;PCS;17.9;19
12001048001;Seborin 三效咖啡因抗屑洗髮乳 三效咖啡因抗屑;19;10;19;1.64;6;540;12;PCS;2;11
12001049001;海倫薄荷舒爽去屑洗髮乳;26;22;24;7.16;6;114;223;PCS;37.2;111
12001050001;絲蘊抗屑控油洗髮乳 絲蘊抗屑洗;32;31;29;10.6;9;72;18;PCS;2;18
12001051001;566去屑專用洗髮乳;39;26;23;11.2;12;80;16;PCS;1.4;31
12001053001;Seborin 薑萃取頭髮液 薑萃取頭髮液;19;10;19;1.64;5;540;10;PCS;2;10
12001054001;Alpecin 運動型咖啡因洗髮露;29;7;20;1.56;6;448;#N/A;PCS;#N/A;11
12001055001;Alpecin 雙動力咖啡因洗髮露;29;7;19;1.874;6;448;17;PCS;2.9;10
12001056001;566抗屑柔順洗髮乳-補充包;37;28;26;6.86;12;60;38;PCS;3.2;19
12001057001;海倫仙度絲去屑潔淨保濕洗髮乳 海倫仙度絲去屑;22;19;23;5.25;6;175;12;PCS;2;10
12001058001;海倫仙度絲去屑薄荷舒爽洗髮乳;22;18;23;5.35;6;175;41;PCS;6.9;2
12001059001;海倫仙度絲去屑檸檬草洗髮乳 海倫仙度絲去屑;22;19;23;5.39;6;162;10;PCS;1.7;68
12001060001;海倫仙度絲去屑海洋活力洗髮乳 海倫仙度絲去屑;22;18;23;5.25;6;175;12;PCS;2;10
12001061001;Fresh Up萌髮甦活洗髮精-調理養護 調理養護;22;15;24;3.7;6;203;12;PCS;2;12
12001062001;淨女士去屑洗髮乳冰恬薄荷止癢 淨女去屑洗冰恬;29;17;26;5.2;6;138;12;PCS;2;10
12001063001;海倫仙度絲去屑絲柔順洗髮乳 海倫仙度絲去屑;22;19;23;5.25;6;175;12;PCS;2;12
12001064001;Seborin 咖啡因洗髮露 咖啡因洗髮露;19;10;19;1.77;6;464;6;PCS;1;7
12001065001;淨男士去屑洗髮乳冰爽薄荷止癢 淨男去屑洗冰爽;29;17;26;5.2;6;138;9;PCS;1.5;10
12001067001;Alpecin咖啡因頭髮液 咖啡因頭髮液;29;7;16;1.56;6;570;12;PCS;2;12
12001068001;海倫檸檬草去屑洗髮乳;26;22;24;7.16;6;114;54.66666667;PCS;9.2;5
12001070001;Alpecin咖啡因洗髮露;29;7;19;1.89;6;456;22;PCS;3.7;13
12001071001;淨男士去屑洗髮乳清爽控油型 淨男去屑洗清爽;29;17;26;5.2;6;138;15;PCS;2.5;12
12001076001;淨男士去屑洗髮乳強韌健髮淨爽型 淨男士強韌洗髮;29;17;25;5.18;6;161;12;PCS;2;9
12001077001;淨女士去屑洗髮乳控油平衡型 淨女去屑洗控油;29;17;26;5.2;6;138;12;PCS;2;7
12001078001;淨女士去屑洗髮乳多效水護型 淨女去屑洗多效;29;11;26;5.2;6;138;6;PCS;1;11
12001079001;Fresh Up萌髮甦活洗髮精-調理抗屑 調理抗屑;22;15;24;3.7;6;203;12;PCS;2;12
12001080001;海倫仙度絲去屑洗髮乳薄荷舒爽1.2L;35;17;30;8.468;6;90;37;PCS;6.2;22
12001081001;淨男士去屑洗髮乳深層淨碳型 淨男去屑洗深層;29;17;26;5.2;6;138;12;PCS;2;12
12001083001;台鹽絲易康60植萃健髮洗髮精控油抗屑;29;23;22;5.4;12;112;28.33333333;PCS;2.4;7
12001084001;海倫仙度絲去屑洗髮乳絲滑柔順1.2L;34;17;30;8.52;6;90;27;PCS;4.5;3
12001085001;呂 韓方頭皮養護洗髮精去屑止癢 呂去屑洗髮精;25;19;26;5.17;8;144;11;PCS;1.4;12
12001086001;呂韓方頭皮養護洗髮精營養潤澤 呂營養洗髮精;25;19;26;5.12;8;144;16;PCS;2;15
12001087001;海倫仙度絲去屑洗髮乳檸檬清爽1.2L;35;17;30;8.468;6;90;7;PCS;1.2;2
12001088001;呂 韓方頭皮養護洗髮精清爽控油 呂清爽控油洗髮;20;19;26;3.8;8;180;17;PCS;2.2;16
12001090001;呂韓方頭皮養護洗髮精染燙受損 呂染燙受損洗髮;20;19;26;3.8;8;180;9;PCS;1.2;14
12001091001;落建頭皮洗髮乳保濕豐厚 保濕豐量;19;16;24;3.2;6;240;6;PCS;1;9
12001092001;落建頭皮洗髮露潔淨健髮;19;15;24;3.1;6;294;31.66666667;PCS;5.3;2
12001093001;海倫男士去屑洗髮乳淨爽控油;22;19;23;5.25;6;175;57;PCS;9.5;1
12001094001;海倫男士去屑洗髮乳活力酷爽 活力酷爽;22;19;24;5.25;6;175;12;PCS;2;9
12001108001;海倫仙度絲茉莉花香氛去屑洗髮乳750ml 海倫茉莉花洗髮;22;20;24;5.406;6;156;30;PCS;5;24
12001109001;海倫仙度絲小蒼蘭香氛去屑洗髮乳750ml;20;22;24;5.49;6;156;145.3333333;PCS;24.3;14
12001110001;絲蘊無矽靈強健髮根洗髮乳750ml 絲蘊無矽靈強健;31;22;27;7.8;9;96;18;PCS;2;18
12001111001;沛特斯救髮B頭皮洗髮精(稀疏) PF救髮B稀疏;26;18;27;6.44;6;154;12;PCS;2;8
12001112001;麗仕柔亮去屑止癢洗髮乳 麗仕去屑洗髮乳;25;17;26;5.31;6;125;9;PCS;1.5;17
12001113001;Mdmmd.琥珀香水安瓶精油洗髮精去屑止癢 洗髮精去屑止癢;36;23;23;10.27;12;84;24;PCS;2;17
12001114001;Clear淨植萃頭皮煥活系列洗髮露水潤平衡 水潤平衡洗;26;25;23;6.82;12;112;24;PCS;2;24
12001119001;台鹽絲易康60植萃健髮洗髮精-蓬鬆豐盈;29;23;22;5.9;12;112;24;PCS;2;10
12001999001;澎澎MAN咖啡因洗髮露 澎澎咖啡因洗髮;38;20;25;9.74;12;90;24;PCS;2;23
12002002001;絲蘊無矽靈水潤潤髮乳 無矽靈水潤潤髮;31;23;28;8.24;9;96;18;PCS;2;15
12002003001;566長效保濕潤髮乳 566長效保濕潤髮;23;39;24;9.74;12;91;24;PCS;2;22
12002005001;TRES.沙龍級維他命E潤澤護髮素 TRES.沙龍級維;25;18;25;5.42;6;140;12;PCS;2;11
12002006001;脫普柔順滋養潤髮乳800ML;39;22;25;10.93;12;78;149;PCS;12.5;93
12002008001;Mods Hair 熱感修護潤髮乳 熱感修護潤髮乳;32;19;22;7.11;12;114;24;PCS;2;18
12002009001;魅尚萱 完美深層修護潤髮乳680ml 魅尚萱修護潤;21;19;28;5.1;6;120;12;PCS;2;12
12002010001;566 護色增亮潤髮乳 染燙受損髮;39;22;24;9.688;12;91;24;PCS;2;15
12002013001;多芬深層修護潤髮乳;25;17;25;4.9;6;150;0;PCS;0;18
12002014001;巴黎美妝洋甘菊小麥潤髮乳 200ML 巴黎美妝洋甘菊;27;17;17;2.87;12;125;24;PCS;2;23
12002016001;BOTANIST 植物性潤髮乳黑炭潔淨 BOTANIST黑炭潤;31;24;22;7.47;12;112;24;PCS;2;24
12002018001;潘婷強韌減少斷裂潤髮精華素 強韌減少斷裂;29;17;25;4.93;6;168;8;PCS;1.4;0
12002019001;思波綺瞬亮潤澤潤髮乳 思波綺瞬亮潤潤;27;18;21;5.226;9;192;18;PCS;2;0
12002020001;呂韓方頭皮養護潤髮乳營養潤澤 呂營養潤髮乳;25;19;26;5.03;8;144;16;PCS;2;0
12002021001;飛柔橄欖油柔潤潤髮乳1000毫升;25;21;22;7;6;126;45;PCS;7.5;0
12002023001;花王潤髮乳;41;21;24;10.7;12;84;193;PCS;16.1;40
12002024001;花王植萃弱酸潤髮乳長效潔味型 花王植萃潤潔味;42;23;26;10.8;12;50;24;PCS;2;18
12002026001;BOTANIST植物性潤髮乳受損護理 受損護理潤髮;31;23;22;7.27;12;112;24;PCS;2;24
12002030001;Mods Hair 輕感淨潤潤髮乳 輕感淨潤潤髮乳;32;19;22;7.11;12;114;24;PCS;2;23
12002035001;潘婷水潤滋養潤髮精華素700ml 潘婷水潤精華素;29;17;25;4.98;6;144;7;PCS;1.2;9
12002036001;BTANIST植物性潤髮乳滋潤保濕 滋潤保濕;31;24;21;7.316;12;112;24;PCS;2;24
12002037001;飛柔熱油滋潤潤髮乳;26;22;23;7;6;140;86;PCS;14.4;2
12002040001;美國箭牌馬潤絲精 箭牌馬潤絲精;26;18;26;6.326;6;110;12;PCS;2;12
12002041001;飛柔甜心滋養香氛潤髮530ML 飛柔甜心潤髮;30;23;24;8;12;112;24;PCS;2;19
12002042001;魅萱 完美修護精油潤髮乳 680ml 魅萱精油潤;21;19;28;5.1;6;120;12;PCS;2;11
12002044001;思波綺瞬亮修護潤髮乳 思波綺瞬亮修潤;27;18;21;5.262;9;192;18;PCS;2;9
12002045001;566護色增亮潤髮乳補充包510ML;36;29;26;6.88;12;60;#N/A;PCS;#N/A;0
12002050001;逸萱秀潤澤防斷裂潤髮乳 潤澤防斷裂潤髮;41;21;25;9.57;12;70;24;PCS;2;22
12002051001;思波綺植萃柔順潤髮乳;25;20;21;5.088;9;192;98.66666667;PCS;11;0
12002052001;逸萱秀柔亮零毛燥潤髮乳 柔亮零毛燥潤髮;41;21;25;9.61;12;70;24;PCS;2;15
12002054001;思波綺植萃保濕潤髮乳;25;20;21;5.088;9;192;85.66666667;PCS;9.6;#N/A
12002056001;阿葵亞淨水賦活潤髮乳 阿葵亞潤髮乳;29;20;25;7.05;6;120;8;PCS;1.4;0
12002057001;施華蔻Gliss極致精油修護潤髮乳 極致精油修護;17;12;20;1.45;6;464;16;PCS;2.7;11
12002062001;花王潤髮乳山茶花;40;24;22;10.4;12;84;151;PCS;12.6;37
12002064001;ES輕甜花語奢華香水潤髮乳 輕甜花語潤髮乳;29;22;28;8.39;12;100;24;PCS;2;24
12002066001;沙宣深層滋潤潤髮乳;27;21;24;7.5;12;120;31;PCS;2.6;19
12002068001;呂 韓方頭皮養護潤髮乳去屑止癢 呂去屑潤髮乳;25;19;26;5.11;8;144;16;PCS;2;16
12002071001;呂韓方頭皮養護潤髮乳染燙受損 呂染燙受損潤髮;20;19;26;3.8;8;180;16;PCS;2;14
12002074001;一家人益生菌極緻護髮膜 一家人護髮膜;23;17;24;3.15;6;210;12;PCS;2;12
12002075001;潘婷奇蹟系列煥活根源護髮精華素500G 潘婷煥活護髮素;22;22;24;5.8;9;140;18;PCS;2;17
12002078001;麗仕蓮花保濕香氛護髮精華 麗仕蓮花保濕護;30;23;27;9.83;12;80;24;PCS;2;0
12002084001;多芬直順亮澤潤髮乳;25;17;25;4.9;6;150;0;PCS;0;5
12002089001;沛特斯有機薰衣草潤絲精 有機薰衣草;23;16;20;3.4;6;240;12;PCS;2;11
12002090001;沛特斯有機茶樹潤絲精 有機茶樹;23;16;20;3.4;6;240;12;PCS;2;12
12002093001;阿葵亞瞬護賦活潤髮乳;29;20;26;7.13;6;108;22;PCS;3.7;0
12002096001;潘婷奇蹟系列柔亮護色護髮精華素 潘婷奇蹟護色潤;22;23;24;5.63;9;140;18;PCS;2;15
12002100001;多芬輕潤保濕潤髮乳;25;17;25;4.9;6;150;0;PCS;0;17
12002103001;多芬日本植萃蜂蜜輕盈柔亮潤髮乳 多芬蜂蜜潤髮乳;30;23;24;7.35;12;119;24;PCS;2;20
12002104001;麗仕柔亮強韌潤髮乳 麗仕強韌潤髮乳;25;17;26;4.5;6;125;12;PCS;2;9
12002105001;麗仕柔亮直順潤髮乳 麗仕直順潤髮乳;25;17;26;4.5;6;125;7;PCS;1.2;8
12002106001;麗仕柔亮絲滑潤髮乳 麗仕絲滑潤髮乳;25;17;26;4.5;6;125;7;PCS;1.2;3
12002107001;麗仕柔亮修護潤髮乳;25;17;26;4.5;6;125;24.66666667;PCS;4.2;19
12002109001;E.M 摩洛哥油滋養潤髮乳 摩洛哥油滋養潤;33;26;24;10.727;12;77;24;PCS;2;24
12002112001;Mdmmd.海洋香水安瓶精油潤髮乳蓬鬆健髮 潤髮乳蓬鬆健髮;36;23;23;9.93;12;84;24;PCS;2;24
12002114001;多芬輕盈蓬鬆潤髮乳;25;17;25;4.9;6;150;0;PCS;0;6
12002118001;花香5原效潤絲精;47;28;25;15;12;54;32;PCS;2.7;9
12002119001;芙夏妮水水亮澤潤髮乳;38;22;25;7.98;12;84;151;PCS;12.6;11
12002124001;潘婷絲質滑順潤髮精華素700ml;29;17;25;4.91;6;168;28;PCS;4.7;0
12002125001;潘婷乳液修護潤髮精華素700ml;29;17;25;4.91;6;168;68;PCS;11.4;3
12002126001;潘婷染燙修護潤髮素700ml;29;17;25;4.92;6;168;33;PCS;5.5;5
12002127001;巴黎美妝石榴保濕潤髮乳 櫻桃柔亮潤髮乳;27;16;17;1.88;12;250;24;PCS;2;24
12002134001;海倫仙度絲絲滑柔順潤髮乳 海倫仙度絲絲滑;22;19;23;5.18;6;175;12;PCS;2;9
12002155001;絲蘊深層修護潤髮乳750 深層修護潤髮乳;31;23;28;8.24;9;96;20;PCS;2.3;18
12002158001;Elastine香水潤髮乳-永恆珍愛;27;23;27;8.5;12;102;19;PCS;1.6;24
12002159001;Elastine香水潤髮乳-甜蜜愛戀;27;23;27;8.62;12;102;#N/A;PCS;#N/A;23
12002160001;Drs Formula 水律輕盈潤絲乳;32;25;24;7.648;12;105;24;PCS;2;21
12002948001;瑪宣妮莓果珍珠潤髮乳-蓬鬆感;27;20;22;5;9;154;24;PCS;2.7;0
12002949001;瑪宣妮蜜桃珍珠潤髮乳-絲潤感 珍珠潤髮-絲潤;27;20;22;5;9;154;29;PCS;3.3;1
12002996001;飛柔豐盈飄逸微米潤髮乳530ML 飛柔豐盈潤髮乳;29;23;24;8.2;12;112;24;PCS;2;19
12002997001;飛柔淨油柔順微米潤髮乳530ML 飛柔淨油潤髮乳;29;23;24;7.996;12;112;24;PCS;2;23
12002998001;ES大馬士革玫瑰香水潤髮乳 玫瑰香水潤髮乳;28;24;27;8.348;12;96;24;PCS;2;24
12002999001;魅尚萱 完美造型持久潤髮乳680ml 魅尚萱造型潤;21;19;28;5.1;6;120;12;PCS;2;12
12003003001;阿葵亞水分髮梢修護凝露 阿葵亞修護凝;40;26;20;6.12;36;80;4;PCS;0.2;6
12003004001;潘婷三分鐘護髮精華素-乳液 乳液修護;25;23;23;2.85;12;120;24;PCS;2;24
12003005001;麗仕璐咪可舒緩空氣感護髮乳 璐咪可舒緩護;39;22;23;7.2;12;96;24;PCS;2;24
12003006001;飛柔免沖洗瞬效柔順護髮精華 瞬效柔順;20;13;22;2.846;6;322;16;PCS;2.7;0
12003008001;潘婷高濃保濕膠囊髮膜(密集修護型)X6 潘婷髮膜密集型;33;32;10;2.26;12;153;24;PCS;2;21
12003012001;潘婷高濃保濕膠囊髮膜(輕盈水潤型)X6 潘婷髮膜輕盈型;33;32;10;2.26;12;153;24;PCS;2;19
12003013001;麗仕髮的補給乳木果萃取胺基酸護髮乳;34;22;23;6.7;12;112;24;PCS;2;24
12003014001;Plantur咖啡因頭髮液 頭髮液;16;11;21;1.54;6;512;12;PCS;2;10
12003015001;魅尚萱完美修護 3分鐘沙龍級髮膜300ml 3分鐘髮膜;20;19;27;2.93;8;120;16;PCS;2;14
12003016001;呂滋養韌髮蔘層髮膜_清爽型 呂滋養清爽霜;19;15;23;1.62;6;294;12;PCS;2;11
12003017001;魅萱完美修護護髮霜 330ml 完美護髮霜;20;19;27;3.2;8;120;16;PCS;2;16
12003021001;美國箭牌馬髮質復活霜 髮質復活霜;23;16;10;1.478;6;150;12;PCS;2;10
12003023001;魅萱完美修護護髮精油噴霧 150ml;19;16;19;1.65;8;252;16;PCS;2;16
12003025001;黛絲恩完美奇蹟雙護護髮素;25;26;33;6.72;12;64;0;PCS;0;6
12003028001;澳寶一分鐘焗油-經典護理;24;18;24;3.21;12;175;28;PCS;2.4;47
12003030001;韓國isLeaf香氛順盈護髮油-茉氣十足 isLeaf髮油茉氣;21;18;10;1.082;6;510;12;PCS;2;12
12003031001;蒂沐蝶金盞花修護植萃護髮乳 蒂沐蝶金盞花護;31;19;22;7.16;12;114;24;PCS;2;24
12003032001;沙宣清盈柔順高效護髮精華 沙宣清盈護髮;34;20;20;2.3;12;136;24;PCS;2;23
12003034001;黛絲恩完美修補極潤修護護髮素 完美修補護髮素;37;31;22;7;12;70;24;PCS;2;0
12003035001;潘婷乳液修護深層滋養髮膜 乳液修護髮膜;39;30;9;4.42;12;171;24;PCS;2;24
12003038001;思波綺瞬亮潤澤護髮霜 思波綺瞬亮潤護;20;8;21;0.61;3;560;6;PCS;2;6
12003039001;潘婷染燙修護深層滋養髮膜 染燙修護髮膜;39;30;9;4.35;12;171;24;PCS;2;22
12003040001;巴黎萊雅金緻護髮精油玫瑰精華迷你版 玫瑰精華迷你版;23;16;18;2.2;12;270;24;PCS;2;24
12003042001;Hair Recipe生薑蘋果護髮精華素;22;22;24;6;9;140;18;PCS;2;5
12003043001;思波綺瞬亮修護護髮霜 思波綺瞬亮修護;21;8;21;0.62;3;560;6;PCS;2;5
12003044001;潘婷3分鐘水潤護髮精華180ML 潘婷3分鐘水潤;25;20;24;2.82;12;168;24;PCS;2;22
12003045001;FINO高效滲透護髮膜 高效滲透護髮膜;55;30;20;12.1;36;42;56;PCS;1.6;0
12003046001;潘婷3分鐘燙染護髮精華180ML 潘婷3分鐘燙染;25;20;24;2.822;12;168;24;PCS;2;22
12003048001;阿葵亞瞬效水光髮膜 阿葵亞瞬效髮膜;27;9;10;1;3;490;6;PCS;2;6
12003051001;潘婷淨化極潤淨澈護髮精華素500g 潘婷淨澈護髮素;22;22;24;5.84;9;140;18;PCS;2;18
12003054001;潘婷淨化極潤蓬鬆護髮精華素500g 潘婷蓬鬆護髮素;22;22;24;5.84;9;140;18;PCS;2;18
12003055001;Farcent香水奇蹟護髮素-微醺小蒼蘭;36;21;24;8.6;12;105;18;PCS;1.5;42
12003056001;Farcent香水奇蹟護髮素-真我星夜 花仙子護髮真我;36;21;24;8.6;12;105;24;PCS;2;24
12003058001;朵蔓頭皮淨化噴霧 朵蔓頭皮噴霧;19;12;17;1.8;8;384;24;PCS;3;18
12003059001;多芬深層修護一分鐘護髮精華 角蛋白修護因子;23;17;23;2.652;12;186;31;PCS;2.6;23
12003062001;金緻護髮精油 迷你版 棕色 迷你棕色;22;16;23;1.624;12;210;24;PCS;2;24
12003063001;麗仕璐咪可小確幸柔順護髮乳 璐咪可小確幸護;39;22;23;7.2;12;96;24;PCS;2;24
12003064001;多芬輕潤保濕一分鐘護髮精華;23;17;23;2.65;12;186;17;PCS;1.5;24
12003065001;蒂沐蝶薰衣草豐盈植萃護髮乳 蒂沐蝶薰衣草護;31;19;23;8.05;12;133;24;PCS;2;24
12003068001;魅尚萱完美造型護髮精油 完美造型;21;18;18;1.7;12;279;24;PCS;2;24
12003069001;潘婷三分鐘護髮精華素-多效 多效損傷修護;28;23;23;2.85;12;120;24;PCS;2;20
12003071001;魅萱完美修護護髮精油-一般 完美修護;21;18;18;1.7;12;279;24;PCS;2;24
12003072001;潘婷淨化極潤順澤護髮精華素500g 潘婷護色護髮素;22;22;24;5.84;9;140;18;PCS;2;15
12003073001;朵蔓頭皮淨化角質霜;20;20;19;3.058;16;240;#N/A;PCS;#N/A;9
12003074001;魅尚萱完美修護水漾精油 完美修護水漾;21;18;18;1.7;12;279;24;PCS;2;24
12003075001;多芬植萃藍風鈴豐盈蓬鬆護髮乳 藍風鈴豐盈蓬鬆;28;22;24;6.8;12;126;24;PCS;2;24
12003076001;多芬日本植萃蜂蜜柔亮安瓶精華護髮油;31;17;21;2.1;12;168;#N/A;PCS;#N/A;22
12003077001;Hair Recipe 蜂蜜保濕營養護髮精華素;22;22;24;6;9;140;15;PCS;1.7;17
12003080001;沙宣防斷髮護髮精華素180ML 沙宣防斷護髮素;27;17;24;2.9;12;150;24;PCS;2;0
12003082001;Farcent香水奇蹟護髮素-同名花語 花仙子護髮同名;36;21;24;8.6;12;105;24;PCS;2;24
12003083001;巴黎萊雅金緻護髮精油草本植萃迷你 草本植萃迷你版;22;16;23;1.62;12;210;24;PCS;2;24
12003084001;蒂沐蝶玫瑰保濕植萃護髮乳;31;18;23;7.14;12;133;17.33333333;PCS;1.5;14
12003085001;Farm Recipe萃進化酪梨修護潤澤護髮膜 修護潤澤護髮膜;22;16;22;3.48;6;210;12;PCS;2;8
12003086001;樂絲朵-L摩洛哥護髮精華油 摩洛哥精華油;17;6;14;0.54;3;960;3;PCS;1;5
12003089001;萊雅金緻護髮精油 紅色版 萊雅金緻護髮精;27;21;28;3.94;12;114;24;PCS;2;24
12003090001;潘婷深層損傷修護精華乳;17;16;20;1.2;12;660;#N/A;PCS;#N/A;117
12003093001;沙宣護色亮澤護髮精華素180ML 沙宣護色護髮素;27;17;24;2.9;12;150;24;PCS;2;24
12003094001;萊雅金緻護髮精油 金色版 萊雅金緻護髮精;27;21;28;3.93;12;114;24;PCS;2;24
12003096001;美吾髮鼠尾草海鹽玻尿酸植萃髮膜 鼠尾草植萃髮膜;32;26;24;3.09;12;98;24;PCS;2;24
12003097001;美吾髮小蒼蘭梨萃玻尿酸植萃髮膜 小蒼蘭植萃髮膜;32;26;24;3.09;12;98;24;PCS;2;24
12003098001;Hair Recipe 奇異果控油營養護髮精華素;22;22;24;6;9;140;12;PCS;1.4;13
12003099001;KAFEN極致護髮素;24;17;27;5.092;6;174;12;PCS;2;12
12003100001;麗仕髮的補給營養胺基酸深層修護髮膜 胺基酸髮膜;22;17;23;2.6;12;203;24;PCS;2;23
12003103001;Farcent香水奇蹟護髮素-療癒鼠尾草 花仙子護髮鼠尾;36;21;24;8.6;12;105;24;PCS;2;23
12003104001;麗仕髮的補給角蛋白胺基酸護髮乳 角蛋白護髮乳;34;21;23;6.7;12;112;24;PCS;2;22
12003105001;瑪宣妮蜜桃珍珠護髮霜-絲潤感;17;4;20;0.61;3;1200;6;PCS;2;0
12003106001;Hair Recipe蜂蜜高濃度營養修護髮膜 HR蜂蜜護髮膜;28;23;23;2.8;12;120;24;PCS;2;21
12003108001;施華蔻金緻潤澤護髮精油 潤澤護髮精油;24;17;20;1.65;12;224;24;PCS;2;24
12003111001;瑪宣妮珍珠光護髮優格 珍珠光護髮優格;20;10;17;1.64;6;480;12;PCS;2;11
12003113001;麗仕髮的補給膠原蛋白胺基酸護髮乳 膠原蛋白護髮;34;21;23;6.7;12;112;24;PCS;2;20
12003115001;萊雅金緻護髮精油 棕色版 金緻護髮精油;27;21;28;3.95;12;114;24;PCS;2;23
12003117001;呂 森活舒氧護髮素 森活舒氧護髮素;23;20;26;4.316;8;156;16;PCS;2;16
12003120001;韓國isLeaf香氛順盈護髮油-拈花惹草 isLeaf髮油拈花;21;18;10;1.076;6;510;12;PCS;2;11
