sku,product_name,observations,nonzero_observations,zero_value_pct,avg_nonzero_demand,std_nonzero_demand,cv_nonzero_demand_pct
11040018001,威猛先生潔廁劑-柑橘:威猛潔廁劑柑橘,21,6,71.4286,3.3333,1.9664,58.9915
11040020001,馬桶草本消臭更替瓶,21,5,76.1905,1.6000,0.8944,55.9017
11040023001,馬桶清潔草本消臭噴槍:馬桶草本噴槍,21,3,85.7143,1.3333,0.5774,43.3013
11040025001,威猛先生變色威力潔廁劑,21,4,80.9524,1.5000,1.0000,66.6667
11040026001,威猛先生潔廁劑加崙裝:威猛潔廁劑加崙,21,13,38.0952,3.9231,2.5318,64.5373
11040027001,威猛先生除臭威力潔廁劑:除臭威力潔廁劑,21,2,90.4762,3.5000,3.5355,101.0153
11040029001,威猛先生潔廁劑:防汙膜潔廁劑,21,1,95.2381,1.0000,0.0000,0.0000
11040029002,威猛先生潔廁劑:泡沫淨白凝膠,21,4,80.9524,1.5000,0.5774,38.4900
11040030001,家福超值浴廁清潔劑:家福超值浴廁清,21,18,14.2857,6.6111,7.2204,109.2159
11040035001,潔霜芳香浴廁清潔劑-清新皂香,21,21,0.0000,15.8095,8.2378,52.1068
11040039001,魔術靈高密泡馬桶清潔劑-柑橘消臭:魔術靈高密泡噴,21,15,28.5714,2.1333,0.9904,46.4264
11040040001,魔術靈高密泡馬桶清潔劑更替瓶-柑橘高密泡補充瓶,21,9,57.1429,2.6667,1.0000,37.5000
11040044001,魔術靈雙重淨力馬桶清潔劑森林:魔術靈森林清香,21,7,66.6667,2.1429,2.2678,105.8301
11040046001,魔術靈殺菌瞬潔馬桶漂潔劑檸檬:殺菌瞬潔檸檬,21,13,38.0952,3.4615,2.4703,71.3653
11040047001,魔術靈殺菌瞬潔馬桶漂潔劑:魔術靈馬桶漂潔,21,6,71.4286,2.3333,2.1602,92.5820
11040060001,家福尤加利馬桶清潔劑,21,5,76.1905,1.8000,1.3038,72.4356
11040062001,高樂氏馬桶殺菌清潔凝膠,21,2,90.4762,4.5000,4.9497,109.9944
11041002001,家福固體馬桶潔廁劑:固體馬桶潔廁劑,21,9,57.1429,2.4444,1.5899,65.0413
11041005001,威猛先生潔廁清香凍清新:威猛清香凍海洋,21,8,61.9048,1.3750,0.7440,54.1108
11041007001,威猛先生潔廁清香凍補充管:清香凍海洋補充,21,10,52.3810,1.5000,0.7071,47.1405
11041009001,威猛先生潔廁清香凍檸檬補充管:清香凍檸檬補充,21,3,85.7143,2.6667,1.5275,57.2822
11041013001,藍藍香馬桶清廁劑:65g*4,21,2,90.4762,1.5000,0.7071,47.1405
11041014001,優品馬桶自動清潔劑,21,4,80.9524,4.5000,1.9149,42.5523
11041017001,妙管家馬桶自動清潔劑,21,13,38.0952,1.8462,1.1435,61.9420
11041019001,Bref妙力懸掛式馬桶清潔球,21,10,52.3810,2.5000,2.7588,110.3530
11041024001,威猛先生潔廁清香凍重裝薰衣草:清香凍薰衣草,21,6,71.4286,4.5000,7.6092,169.0934
11041027001,妙管家馬桶自動清潔劑-薰衣草:薰衣草,21,18,14.2857,2.0000,1.3284,66.4211
11041031001,威猛先生潔廁清香凍活力柑橘重:威猛先生潔廁清,21,4,80.9524,1.7500,0.9574,54.7101
11041999001,Bref妙力懸掛式馬桶清潔球50g:清潔球薰衣草,21,5,76.1905,1.2000,0.4472,37.2678
11042001001,通樂-馬桶疏通劑:通樂-馬桶疏通,21,6,71.4286,1.5000,0.5477,36.5148
11042002001,妙管家水管疏通劑,21,6,71.4286,1.5000,0.5477,36.5148
11042003001,花仙子小通排水管疏通定量包:小通疏通定量包,21,2,90.4762,3.5000,3.5355,101.0153
11042005001,莊臣馬桶通樂（圓瓶）:圓瓶,21,12,42.8571,2.5833,1.5050,58.2597
11042006001,家福水管疏通劑,21,7,66.6667,1.2857,0.7559,58.7945
11042007001,妙管家管路疏通劑,21,10,52.3810,2.1000,1.7288,82.3257
11042008001,通樂超濃疏通膠:通樂超濃疏通膠,21,17,19.0476,2.4706,1.9078,77.2205
11042009001,通樂激泡排水管清洗劑:通樂水管清洗劑,21,8,61.9048,2.3750,1.3025,54.8408
11042010001,家福馬桶疏通劑:家福馬桶疏通劑,21,6,71.4286,1.6667,1.2111,72.6636
11042011001,妙管家快速疏通劑,21,10,52.3810,3.8000,3.6757,96.7302
11042015001,優品水槽管路清潔錠,21,7,66.6667,2.7143,1.9760,72.8017
11042017001,快速通樂:快速通樂,21,10,52.3810,1.6000,0.6992,43.7004
11042020001,魔術靈水管清潔劑噴槍瓶:魔術靈水管清潔,21,9,57.1429,1.5556,0.7265,46.7025
11042022001,浴室通樂:浴室通樂,21,5,76.1905,1.4000,0.8944,63.8877
11042023001,魔術靈水管疏通劑500G:水管魔術靈瓶裝,21,8,61.9048,2.0000,1.0690,53.4522
11042027001,威猛先生水管疏通劑:威猛水管疏通劑,21,6,71.4286,1.8333,0.9832,53.6287
11042028001,小通水管疏通膠:小通水管疏通膠,21,2,90.4762,1.0000,0.0000,0.0000
11042030001,家福速效水管疏通劑,21,2,90.4762,1.0000,0.0000,0.0000
11050002001,毛寶洗碗精-擠壓瓶:植物性配方,21,9,57.1429,1.8889,1.2693,67.1980
11050003001,毛寶小蘇打洗碗精-無香精:毛寶小蘇打洗碗,21,11,47.6190,1.8182,1.4709,80.9012
11050004001,泡舒洗潔精-綠茶2.8L,21,19,9.5238,10.3684,6.0847,58.6848
11050005001,易洗樂洗潔精:易洗樂洗潔精,21,13,38.0952,2.7692,2.0475,73.9380
11050006001,易洗樂洗潔精-補充包,21,3,85.7143,14.0000,14.1774,101.2675
11050008001,皂福無香精洗潔精補充包:無香精洗潔補充,21,2,90.4762,1.0000,0.0000,0.0000
11050009001,Pril淨麗小蘇打高效洗碗精:淨麗洗碗精草本,21,4,80.9524,1.0000,0.0000,0.0000
11050010001,毛寶洗碗精:植物性配方,21,4,80.9524,1.7500,1.5000,85.7143
11050011001,沙拉脫,21,17,19.0476,8.7059,10.9987,126.3360
11050017001,泡舒抗菌洗潔精--檸檬2.8L,21,20,4.7619,5.5000,3.3166,60.3023
11050019001,毛寶洗碗精補充包:潔淨強化配方,21,1,95.2381,1.0000,0.0000,0.0000
11050020001,泡舒檸檬抗菌精油洗潔精補充包,21,20,4.7619,6.8500,4.8480,70.7730
11050022001,白蘭新動力配方洗碗精鮮柚補充:動力補充包鮮柚,21,7,66.6667,1.5714,0.9759,62.1027
11050025001,泡舒洗潔精-綠茶,21,20,4.7619,6.7500,5.3496,79.2536
11050029001,家福洗碗精-蘋果香,21,15,28.5714,2.2667,1.5337,67.6653
11050031001,毛寶小蘇打洗碗精按壓瓶無香精:毛寶小蘇打洗碗,21,14,33.3333,2.8571,2.6270,91.9448
11050032001,泡舒抗菌洗潔精檸檬抗菌精油,21,10,52.3810,2.8000,4.0497,144.6318
11050033001,家福洗碗精-蘋果香 2.8L,21,15,28.5714,3.3333,2.5542,76.6252
11050035001,白熊軟性洗碗精4Kg,21,21,0.0000,8.5714,4.3425,50.6623
11050037001,妙管家E護洗潔精:E護洗潔精,21,2,90.4762,1.5000,0.7071,47.1405
11050038001,水晶肥皂無添加食器洗滌液體:水晶肥皂食器用,21,15,28.5714,2.0667,1.4376,69.5608
11050039001,藍寶洗碗精3000g:除菌洗碗精,21,12,42.8571,3.0000,2.1320,71.0669
11050046001,日星沙拉脫,21,14,33.3333,3.9286,2.2690,57.7563
11050047001,水晶肥皂食器洗滌液体-補充包:食器洗滌液体Re,21,11,47.6190,3.0909,2.4271,78.5245
11050049001,家福ECO環保無香氛洗碗精,21,8,61.9048,1.2500,0.4629,37.0328
11050052001,白熊PLUS洗碗精:白熊PLUS洗碗精,21,4,80.9524,1.5000,0.5774,38.4900
11050053001,一滴淨蘆薈多酚食品用洗潔精檸檬橘子,21,6,71.4286,1.8333,0.7528,41.0603
11050055001,妙管家植萃酵素洗潔精補充包:洗潔精補充包,21,1,95.2381,1.0000,0.0000,0.0000
11050059001,白蘭新動力配方洗碗精檸檬補充:動力補充包檸檬,21,14,33.3333,2.7857,3.1908,114.5422
11050061001,白蘭新動力配方洗碗精鮮柚1kg:洗碗精鮮柚1kg,21,2,90.4762,1.5000,0.7071,47.1405
11050062001,白蘭新動力配方洗碗精檸檬1kg:洗碗精檸檬1kg,21,2,90.4762,2.0000,1.4142,70.7107
11050063001,茶樹莊園茶樹超濃縮洗碗精:茶樹濃縮洗碗精,21,4,80.9524,1.7500,0.9574,54.7101
11050064001,白蘭新動力配方洗碗精柚2.8kg:洗碗鮮柚2.8kg,21,9,57.1429,2.7778,2.4889,89.5991
11050068001,妙管家植萃酵素洗潔精(壓+重):植萃酵素洗潔精,21,5,76.1905,2.0000,1.0000,50.0000
11050074001,OP苦茶籽洗潔精:OP苦茶籽洗潔精,21,4,80.9524,1.2500,0.5000,40.0000
11050076001,白蘭新動力配方洗碗精檸2.8kg:洗碗檸檬2.8kg,21,15,28.5714,4.2667,3.3905,79.4640
11050077001,家福超值洗潔精5000克:家福超值洗碗精,21,13,38.0952,17.8462,12.0059,67.2743
11050078001,Pril淨麗小蘇打洗碗精補充草本,21,9,57.1429,1.4444,0.7265,50.2950
11050087001,清淨海環保洗碗精,21,10,52.3810,2.2000,1.6193,73.6058
11050088001,橘子工坊溫和護手碗盤洗滌液補充包,21,2,90.4762,6.5000,7.7782,119.6642
11050093001,橘子工坊淨味碗盤洗滌液補充包,21,6,71.4286,4.3333,2.0656,47.6675
11050097001,妙管家植萃酵素洗潔精加侖桶,21,2,90.4762,1.0000,0.0000,0.0000
11050098001,超值洗潔精:超值洗潔精,21,11,47.6190,4.6364,6.9177,149.2053
11050101001,潔倍茶籽粉:潔倍茶籽粉,21,8,61.9048,2.5000,0.9258,37.0328
11050102001,一滴淨蘆薈多酚食品用洗潔精補充包檸檬,21,8,61.9048,2.2500,1.9821,88.0917
11050103001,一滴淨蘆薈多酚食品用洗潔精補充包柑橘,21,9,57.1429,1.4444,0.7265,50.2950
11050104001,鷹王檸檬洗潔精:鷹王蘆薈洗潔精,21,1,95.2381,1.0000,0.0000,0.0000
11050111001,洗寶環保洗潔精:洗寶環保洗潔精,21,1,95.2381,3.0000,0.0000,0.0000
11050123001,易洗樂洗潔精超值大包裝,21,7,66.6667,3.4286,3.0472,88.8780
11050129001,妙管家洗潔精:植萃酵素洗潔精,21,8,61.9048,1.1250,0.3536,31.4270
11050129002,妙管家洗潔精:E護洗潔精,21,3,85.7143,1.0000,0.0000,0.0000
11050131001,OP茶酚洗潔精 (零添加):茶酚洗潔精,21,12,42.8571,2.9167,2.5746,88.2735
11050140002,珂珂透超濃縮洗碗凝露:洗碗凝露葡萄,21,2,90.4762,1.0000,0.0000,0.0000
11051002001,加倍潔小蘇打去汙粉:加倍潔小蘇打粉,21,18,14.2857,8.8333,5.5967,63.3594
11051003001,毛寶熱水瓶洗淨劑:熱水瓶洗淨劑,21,5,76.1905,1.6000,0.8944,55.9017
11051004001,藍寶洗衣槽去污劑:藍寶洗衣槽去污,21,5,76.1905,1.6000,0.8944,55.9017
11051006001,毛寶洗衣槽專用去污劑,21,21,0.0000,3.7619,2.6059,69.2695
11051007001,家樂福小蘇打粉:家樂福小蘇打粉,21,8,61.9048,2.0000,1.3093,65.4654
11051009001,加倍潔洗衣槽專用去污劑:茶樹+小蘇打,21,5,76.1905,2.0000,1.4142,70.7107
11051012001,家福洗碗機專用清潔鹽,21,2,90.4762,5.5000,0.7071,12.8565
11051013001,妙管家洗衣槽專用清潔劑,21,18,14.2857,2.5556,1.3382,52.3654
11051016001,茶樹莊園-茶樹洗衣槽去汙劑250g*3:茶樹洗衣去汙劑,21,1,95.2381,2.0000,0.0000,0.0000
11051019001,妙管家除垢劑750g:妙管家除垢劑,21,6,71.4286,4.0000,4.3818,109.5445
11051023001,橘子工坊食器妙用清潔粉,21,6,71.4286,1.5000,0.8367,55.7773
11051030001,輕時代 小蘇打粉,21,1,95.2381,1.0000,0.0000,0.0000
11051032001,加倍潔小蘇打粉:加倍潔小蘇打粉,21,2,90.4762,1.0000,0.0000,0.0000
11051037001,天工去汙粉,21,3,85.7143,5.6667,3.5119,61.9744
11051039001,清淨海巧檸酸檸檬酸:清淨海巧檸酸,21,2,90.4762,1.0000,0.0000,0.0000
11051044001,AH小蘇打粉13.5lb,21,11,47.6190,2.8182,1.8340,65.0782
11051056001,白象萬用檸檬酸,21,1,95.2381,2.0000,0.0000,0.0000
11051999001,毛寶電鍋專用清潔劑:毛寶電鍋清潔劑,21,4,80.9524,1.5000,0.5774,38.4900
11061001001,百利潔力豆海綿菜瓜布:潔力豆綠4片,21,7,66.6667,1.0000,0.0000,0.0000
11061005001,家福海綿3入,21,3,85.7143,1.0000,0.0000,0.0000
11061008001,家福植物性彩色海綿,21,4,80.9524,2.5000,1.9149,76.5942
11061011001,OP茶樹抗菌海綿菜瓜布:茶樹海棉菜瓜布,21,12,42.8571,1.5833,0.6686,42.2247
11061015001,家福木漿棉菜瓜布3入,21,4,80.9524,1.5000,0.5774,38.4900
11061016001,百利天然木漿棉菜瓜布-爐具:爐具專用2片裝,21,5,76.1905,1.4000,0.5477,39.1230
11061023001,OP柑橘除油海綿菜瓜布:柑橘海棉菜瓜布,21,14,33.3333,2.5714,1.5046,58.5111
11061024001,百利天然木漿棉菜瓜布細緻鍋具:鍋具專用2片裝,21,1,95.2381,2.0000,0.0000,0.0000
11061027001,百利天然木漿棉菜瓜布衛浴專用:衛浴專用2片裝,21,1,95.2381,1.0000,0.0000,0.0000
11061028001,家福海棉菜瓜布衛浴專用2入,21,4,80.9524,1.5000,1.0000,66.6667
11061030001,百利天然木漿棉菜瓜布細緻餐具:餐具好握2片裝,21,6,71.4286,2.8333,1.9408,68.4985
11061031001,百利衛浴專用海綿菜瓜布2片裝:百利衛浴海棉,21,5,76.1905,1.4000,0.8944,63.8877
11061049001,百利天然木漿棉加大版:百利天然木漿棉,21,4,80.9524,4.0000,2.4495,61.2372
11061050001,百利隨手掛架組爐廚專用:爐廚專用,21,1,95.2381,2.0000,0.0000,0.0000
11061051001,百利隨手掛架組餐具專用:餐具專用,21,2,90.4762,1.5000,0.7071,47.1405
11061052001,百利隨手掛架組爐廚專用補充:爐廚專用補充,21,5,76.1905,1.2000,0.4472,37.2678
11061053001,百利隨手掛架組餐具專用補充:餐具專用補充,21,7,66.6667,2.5714,2.8785,111.9413
11061054001,百利多用途細緻菜瓜布_木漿棉:木漿棉兩片裝紫,21,6,71.4286,1.3333,0.5164,38.7298
11061055001,百利多用途細緻菜瓜布海棉:雙面四片裝紫,21,3,85.7143,1.3333,0.5774,43.3013
11061070001,百利不鏽鋼/頑垢專用鋼絨海綿菜瓜布6:鋼絨海綿,21,13,38.0952,2.8462,2.2303,78.3628
11061071001,百利細緻餐具海綿菜瓜布6片裝:小黃海綿,21,20,4.7619,7.7000,3.6143,46.9389
11062004001,超值菜瓜布:超值菜瓜布,21,7,66.6667,1.4286,0.7868,55.0757
11062015001,百利不鏽鋼黑垢專用菜瓜布5片:黑鋼絨5片裝,21,9,57.1429,3.0000,3.2787,109.2906
11062019001,百利不鏽鋼頑垢專用菜瓜布6片:鋼絨6片裝,21,13,38.0952,1.4615,0.7763,53.1118
11062023001,3M百利爐具-鍋具專用菜瓜布:特厚版4片,21,8,61.9048,2.6250,2.2638,86.2418
11062025001,百利細緻餐具/茶杯專用菜瓜布6片裝:小黃菜瓜布,21,12,42.8571,3.1667,1.8007,56.8634
11070001001,噴效水性噴霧殺蟲劑,21,19,9.5238,14.1053,9.4157,66.7529
11070003001,雷達天然植物噴霧殺蟲劑:雷達天然植物,21,14,33.3333,3.4286,2.3440,68.3677
11070004001,噴效新蟑螂螞蟻藥,21,20,4.7619,35.1000,99.9252,284.6871
11070006001,速必效驅蚊寶-60天,21,1,95.2381,4.0000,0.0000,0.0000
11070007001,噴效新油性噴霧殺蟲劑,21,19,9.5238,36.0526,94.4672,262.0258
11070011001,雷達雙效殺蟲劑,21,14,33.3333,3.5714,3.2037,89.7038
11070012001,鱷魚水性蟑螂螞蟻藥,21,3,85.7143,5.0000,6.0828,121.6553
11070013001,必安住跳蚤蟑螂藥600ml:跳蚤蟑螂藥,21,4,80.9524,4.5000,5.0662,112.5828
11070014001,雷達蟑螂藥-天然尤加利精油:雷達蟑螂藥-天,21,11,47.6190,1.6364,1.5015,91.7592
11070015001,噴效快速殺蟑液--水性配方:水性配方,21,8,61.9048,4.5000,7.9102,175.7825
11070016001,雷達殺菌型蟑螂螞蟻藥:雷達殺菌型,21,10,52.3810,2.3000,1.1595,50.4131
11070018001,雷達廣用殺蟲劑:雷達廣用殺蟲劑,21,4,80.9524,2.0000,1.1547,57.7350
11070019001,家家蟑螂螞蟻跳蚤噴霧殺蟲劑:蟑螂螞蟻殺蟲劑,21,1,95.2381,6.0000,0.0000,0.0000
11070027001,必安住白蟻蟑螂跳蚤藥600ml:白蟻蟑螂跳蚤藥,21,2,90.4762,2.5000,2.1213,84.8528
11070029001,雷達快速蟑螂螞蟻藥柑橘精油:雷達蟑蟻藥柑橘,21,14,33.3333,3.3571,3.0027,89.4435
11070030001,花仙子防蚊香膏-香茅薄荷:花仙子防蚊香膏,21,5,76.1905,1.2000,0.4472,37.2678
11070034001,噴效新水性噴霧殺蟲劑,21,1,95.2381,1.0000,0.0000,0.0000
11070037001,鱷魚門窗庭園防蚊片補充包:鱷魚防蚊片補充,21,1,95.2381,2.0000,0.0000,0.0000
11070040001,金龍自動噴霧殺蟲劑:自動噴霧殺蟲劑,21,1,95.2381,6.0000,0.0000,0.0000
11070042001,金龍蟑螂螞蟻殺蟲劑:蟑螂螞蟻殺蟲劑,21,1,95.2381,6.0000,0.0000,0.0000
11070045001,噴效通用水性噴霧殺蟲劑,21,16,23.8095,4.1875,4.4903,107.2303
11070046001,速必效果蠅誘聚餌寶,21,1,95.2381,6.0000,0.0000,0.0000
11070050001,興家安速果蠅餌劑,21,5,76.1905,5.6000,4.0373,72.0951
11070051001,康朵 防蟑螂螞蟻噴劑-500ML:防蟑螂螞蟻噴,21,2,90.4762,1.0000,0.0000,0.0000
11070054001,鱷魚水性快速殺蹣滅蟑劑:快速殺蹣滅蟑劑,21,1,95.2381,1.0000,0.0000,0.0000
11070062001,速必效蚊子蒼蠅跳蚤水性氣霧寶,21,2,90.4762,1.5000,0.7071,47.1405
11070063001,速必效蟑螂螞蟻跳蚤水性氣霧寶:蟑蟻跳蚤氣霧寶,21,2,90.4762,1.5000,0.7071,47.1405
11071001001,威滅滅蟑隊,21,17,19.0476,3.8235,3.3211,86.8584
11071002001,優品除蟻膏80g,21,8,61.9048,1.3750,0.7440,54.1108
11071004001,威滅滅蟻隊,21,10,52.3810,3.3000,5.6578,171.4496
11071005001,安德生蟑愛呷-粘蟑屋:蟑愛呷-粘蟑屋,21,5,76.1905,18.0000,10.9545,60.8581
11071008001,優品別慌蟑捕蟑屋,21,11,47.6190,5.2727,5.9345,112.5507
11071009001,雷達殺蟑堡:雷達殺蟑堡,21,10,52.3810,4.8000,4.1042,85.5041
11071011001,優品除蟑錠:除蟑錠,21,1,95.2381,1.0000,0.0000,0.0000
11071012001,威滅滅蟑凝膠劑8g:威滅滅蟑凝膠劑,21,2,90.4762,1.0000,0.0000,0.0000
11071013001,鱷魚點點殺蟑:鱷魚點點殺蟑,21,2,90.4762,1.5000,0.7071,47.1405
11071014001,家福黏蟑屋:家福黏蟑屋,21,4,80.9524,3.0000,3.3665,112.2167
11071018001,威滅滅蟑隊居家裝潢:威滅滅蟑隊,21,7,66.6667,2.5714,1.9881,77.3134
11071032001,家家滅蟑螂8入:家家滅蟑螂8入,21,5,76.1905,1.8000,0.4472,24.8452
11071033001,速必效連鎖殺蟑螂套餐堡:連鎖殺蟑套餐堡,21,12,42.8571,1.7500,0.9653,55.1604
11071034001,速必效螞蟻甜食性凝膠餌寶:螞蟻凝膠餌寶-A,21,11,47.6190,2.5455,1.6949,66.5858
11071035001,速必效蟑螂凝膠餌寶:蟑螂凝膠餌寶,21,5,76.1905,2.0000,2.2361,111.8034
11071898001,雷達殺蟑堡8入:雷達殺蟑堡8入,21,17,19.0476,6.1176,5.0110,81.9109
11071902001,威滅滅蟑隊12入,21,13,38.0952,3.1538,4.0997,129.9911
11071909001,易克捷除蟑餌膠:易克捷除蟑餌膠,21,1,95.2381,1.0000,0.0000,0.0000
11071911001,速必效蟑不拒聚殺餌寶:蟑不拒聚殺餌寶,21,3,85.7143,1.0000,0.0000,0.0000
11071916001,一點絕2凝膠餌劑:一點絕2凝膠,21,12,42.8571,3.7500,3.0189,80.5035
11072001001,滅飛新蚊香經濟包60卷,21,15,28.5714,8.3333,7.3743,88.4921
11072004001,家家線體紙蚊香+燃燒盤,21,1,95.2381,2.0000,0.0000,0.0000
11072005001,鱷魚水蒸式殺蹣滅蟑劑20g*3罐:水蒸式殺蟲劑,21,5,76.1905,1.0000,0.0000,0.0000
11072008001,夜安寧廣效水蒸煙霧式殺蟲劑,21,7,66.6667,2.1429,1.3452,62.7753
11072011001,新鱷魚蚊香-優30卷鐵罐:新鱷魚蚊香-優,21,1,95.2381,16.0000,0.0000,0.0000
11072012002,鱷魚蚊香-30卷經濟包:鱷魚蚊香30卷,21,10,52.3810,4.1000,4.7947,116.9432
11072013001,速必效超煙霸強滲煙寶:速必效強滲煙寶,21,1,95.2381,1.0000,0.0000,0.0000
11072017001,速必效微煙黑蚊香,21,3,85.7143,1.3333,0.5774,43.3013
11072019001,速必效超煙霸強滲煙寶三入裝,21,1,95.2381,1.0000,0.0000,0.0000
11072036001,必安住水蒸式白蟻衣魚殺蹣滅蟑,21,5,76.1905,3.6000,3.7815,105.0426
11072897001,雷達強效煙霧殺蟲劑2入42.5g:雷達煙霧2入,21,6,71.4286,2.6667,2.8752,107.8193
11072902001,速必效頑強全釋型煙霧寶:頑強全釋煙霧寶,21,3,85.7143,5.3333,3.7859,70.9864
11072903001,金龍蚊香,21,7,66.6667,1.2857,0.4880,37.9517
11072905001,必安住紫丁蚊香40卷:紫丁蚊香,21,3,85.7143,1.6667,1.1547,69.2820
11072906001,速必效清場水蒸寶:清場水蒸寶,21,1,95.2381,1.0000,0.0000,0.0000
11073001001,雷達薄型液體電蚊香無味組裝:+電蚊器,21,1,95.2381,1.0000,0.0000,0.0000
11073002001,雷達液電無味2器2液超值組:液電無味2,21,2,90.4762,3.0000,2.8284,94.2809
11073006001,鱷魚液體電蚊香,21,11,47.6190,3.1818,2.2724,71.4171
11073012001,新鱷魚液體電蚊香(無香料)45ml:液體電蚊香,21,4,80.9524,2.0000,1.4142,70.7107
11073025001,雷達薄型液電重裝無味2入:雷達液體重無味,21,8,61.9048,1.5000,0.5345,35.6348
11073032001,速必效無味型電熱蚊片寶:無味型電熱蚊片,21,1,95.2381,2.0000,0.0000,0.0000
11073039001,雷達薄型液電重裝植物清新2入:液電重裝清新味,21,2,90.4762,1.0000,0.0000,0.0000
11073899001,速必效無味型電熱淨蚊寶三入裝,21,1,95.2381,2.0000,0.0000,0.0000
11073900001,興家安速電蚊香液2入:電蚊香液2入,21,3,85.7143,1.3333,0.5774,43.3013
11073901001,興家安速電蚊香液+器組合:興家安速液+器,21,2,90.4762,1.0000,0.0000,0.0000
11073902001,雷達液體電蚊香無味重裝4入:液體無味重4入,21,17,19.0476,4.0588,4.0384,99.4973
11073905001,新鱷魚130天防蚊片,21,3,85.7143,1.0000,0.0000,0.0000
11073907001,雷達佳兒護液體電蚊香重裝:佳兒護液電重裝,21,11,47.6190,2.6364,1.3618,51.6551
11074001001,熊寶貝衣物香氛袋草本清新:草本清新香氛袋,21,2,90.4762,1.0000,0.0000,0.0000
11074003001,花仙子衣物香氛袋-晨露香氛:晨露香氛香氛袋,21,19,9.5238,5.1053,3.6346,71.1938
11074007001,威滅衣櫃除蟲片天然草本香2入,21,8,61.9048,2.0000,1.4142,70.7107
11074012001,優品木之薈樟腦油-噴式:優品木之薈樟腦,21,2,90.4762,1.0000,0.0000,0.0000
11074015001,花仙子香氛袋:天使玫瑰香,21,19,9.5238,5.4737,4.4643,81.5590
11074019001,熊寶貝衣物香氛袋芬芳香音勺:熊袋芬芳香,21,4,80.9524,1.5000,0.5774,38.4900
11074020001,威滅衣櫃除蟲片spa舒緩香氛2入,21,10,52.3810,2.7000,1.2517,46.3580
11074022001,優品木之薈樟腦油-補充瓶:優品木之薈樟腦,21,3,85.7143,3.0000,2.6458,88.1917
11074027001,優品森之萃香茅油-噴槍:優品森之萃香茅,21,4,80.9524,1.0000,0.0000,0.0000
11074031001,優品森之萃香茅油-補充瓶,21,8,61.9048,2.2500,0.8864,39.3958
11074046001,熊寶貝衣物香氛袋花漾香氣:熊寶貝衣物香氛,21,7,66.6667,1.0000,0.0000,0.0000
11074047001,熊寶貝衣物香氛袋繽紛花果香:熊寶貝衣物香氛,21,3,85.7143,1.3333,0.5774,43.3013
11074048001,熊寶貝衣物香氛袋清新晨露香:熊寶貝衣物香氛,21,11,47.6190,3.7273,2.5334,67.9696
11074059001,Farcent香水衣物香氛袋:香氛袋-小蒼蘭,21,6,71.4286,1.8333,0.7528,41.0603
11074060004,熊寶貝衣物香氛袋21G:香氛袋山茶花香,21,2,90.4762,4.5000,2.1213,47.1405
11075001001,家福黏鼠板,21,6,71.4286,3.6667,2.1602,58.9158
11075002001,粘牢鼠粘鼠板,21,2,90.4762,3.0000,1.4142,47.1405
11075003001,鱷魚黏鼠板(大):鱷魚黏鼠板(大),21,7,66.6667,4.8571,2.3401,48.1791
11075004001,鱷魚黏鼠板:鱷魚黏鼠板,21,4,80.9524,5.2500,0.9574,18.2367
11075006001,天堂鼠:天堂鼠,21,1,95.2381,1.0000,0.0000,0.0000
11075039001,優品黏牢鼠環保黏鼠板(大),21,1,95.2381,1.0000,0.0000,0.0000
11076883001,叮寧小黑蚊防蚊液,21,3,85.7143,1.3333,0.5774,43.3013
11076886001,叮嚀柚香長效防蚊液-可倒噴:防蚊液可倒噴,21,2,90.4762,1.0000,0.0000,0.0000
11076890001,叮嚀清新長效防蚊液,21,2,90.4762,2.0000,1.4142,70.7107
11076896001,綠油精叮寧防蚊液,21,6,71.4286,1.3333,0.5164,38.7298
11076928001,叮寧小黑蚊超長效防蚊液_90ml,21,4,80.9524,1.5000,0.5774,38.4900
11100001001,妙管家活氧洗衣粉4.5Kg,21,17,19.0476,21.2353,26.1714,123.2447
11100003001,白蘭含熊寶貝馨香精華粉花漾:精華粉花漾,21,7,66.6667,2.7143,2.3604,86.9616
11100005001,妙管家強效洗衣粉,21,16,23.8095,2.5000,1.4606,58.4237
11100007001,妙管家活氧洗衣粉,21,3,85.7143,8.6667,13.2791,153.2199
11100008001,白蘭強效潔淨洗衣粉:白蘭潔淨洗衣粉,21,21,0.0000,5.6667,4.0042,70.6617
11100010001,白蘭鮮豔護色洗衣粉,21,11,47.6190,2.2727,1.3484,59.3296
11100011001,白蘭蘆薈親膚洗衣粉,21,13,38.0952,3.1538,2.4781,78.5742
11100015001,白蘭陽光馨香洗衣粉,21,12,42.8571,1.6667,1.4355,86.1289
11100017001,白蘭含熊寶貝大自然馨香洗衣粉,21,11,47.6190,2.3636,1.8586,78.6348
11100018001,加倍潔制菌潔白洗衣粉4.5kg,21,12,42.8571,2.5000,1.6787,67.1498
11100019001,加倍潔防蹣潔白洗衣粉4.5kg:尤加利+小蘇打,21,12,42.8571,1.6667,0.6513,39.0803
11100021001,白蘭含熊寶貝純淨溫和洗衣粉:純淨溫和洗衣粉,21,6,71.4286,1.1667,0.4082,34.9927
11100107001,藍寶抗菌防蹣洗衣粉:抗菌防蹣洗衣粉,21,4,80.9524,2.5000,3.0000,120.0000
11100108001,藍寶潔白除菌洗衣粉:潔白除菌洗衣粉,21,6,71.4286,2.1667,1.1690,53.9559
