商品名称;count
義美美味蘇打餅乾-紫菜;120
多力多滋超濃起司;120
健司法式薄片40入:健司法式薄片;120
桂格鮮榖王鮮蔬多穀飲;120
家樂福超值捲筒式花紋衛生紙;120
皇家榖堡皇家台東米(圓ㄧ)3Kg;120
多喝水微鹼性竹炭離子水Pet2000ml:微鹼竹炭離子水;120
工研白醋 600ml;119
悅氏Light鹼性水6000ml;119
麗滋起士夾心餅乾:麗滋起士夾心餅;119
春風柔膚感抽取式衛生紙;119
波貝仙:波貝仙;119
龍口新竹炊粉200g;119
蒲公英環保抽取衛生紙;119
百利細緻餐具海綿菜瓜布6片裝:小黃海綿;119
奇而思 Cheers EX 強氣泡水 500ml;119
一百份芒果QQ糖:芒果QQ糖;118
卡迪那全天然芋頭片原味80G:卡迪那芋頭片;118
家樂福香氛清潔袋(中);118
紅茶花伝皇家奶茶Pet 470ml;118
大茂三合一:大茂三合一;118
寶礦力水得Pet1460ml;118
花王洗髮精清新沁涼型;118
茶裏王台式綠茶微甜Pet600ml;118
台酒麵攤三杯雞風味乾麵105g;118
迷你Oreo隨手包-香草原味:Oreo隨手包;117
LOTTE Pepero杏仁巧克力棒分享盒:杏仁巧克力;117
可家芬抗蟑驅蠅清潔袋(中):53* 63cm(20L);116
元本山味付對切海苔:味付對切海苔;116
波爾茶葡萄柚口味320ml;116
西螺金農禾選米(圓三)3kg;116
青葉Q彈花生麵筋 170G;115
義美夾心酥(咖啡);115
家樂福環保抽取式衛生紙 100抽X12包;115
原萃日式綠茶Pet1250ml:原萃日式綠茶Pe;115
御茶園特上紅茶 1250ml:特上紅茶Pet;115
萊瑞100％玄米油1L;115
77蜜蘭諾-醇黑千層:蜜蘭諾-醇黑;115
檸檬酸500g;115
味王原汁牛肉包麵75g(特規):味王原汁牛肉包;115
SIMPLY GOOD 樂事海鹽味洋芋片:樂事海鹽;114
盛香珍手工綠藻煎餅;114
妙管家有酵洗衣精補充包-護色;114
愛之味妞妞甜八寶 260g:妞妞甜八寶;114
77經典綜合箱541g:77綜合箱;114
舒潔4層抽取衛生紙乳木果90抽;114
珍珍魷魚絲;113
維力媽媽麵-蛤蜊海鮮(包)80g:維力媽媽麵海鮮;113
樂天小熊餅乾家庭號--草莓風味;113
泡舒洗潔精-綠茶2.8L;113
五月花超強韌廚房紙巾;113
湖池屋平切洋芋片-海苔口味:海苔鹽洋芋片;112
五月花清膚柔潤抽取衛生紙;112
雀巢茶品翡翠檸檬蜜茶300ml;112
遠洋三明治鮪魚 110g;112
五木純麵煮意(原味)504g;112
綠巨人珍珠玉米醬(3入組);112
盛香珍 零卡果凍-綜合口味:零卡綜合果凍;112
池上多力池上鮮米(圓一)2.5Kg;112
舒潔捲筒衛生紙;112
義美小蛋捲-芝麻;111
恰好香香豆;111
義美糙米奶;111
悅氏四季春茶2000ml:悅氏四季春茶2L;111
家福咖啡脆捲:家福咖啡;111
有田製果雪屋 (輕辣);110
泰國小老板厚片海苔-原味;110
盛香珍蒜香青豆;110
一百份綜合水果味QQ軟糖:綜合水果味;110
龜甲萬珍釀醬油 1.6L;109
光泉高鈣牛乳-無加糖200ml;109
農心爽口海鮮烏龍麵超值包120g x5:爽口海鮮烏龍麵;108
台酒花雕東坡肉麵(包)200g;108
福樂蘋果牛乳(保久乳)200ml:蘋果保久乳;108
立頓茶佐茶無糖烏龍紅 535ml;108
悅氏日式綠茶無糖Pet2000ml;108
台酒麻辣酒香豚肉麵(包)200g;108
美粒果柳橙汁450mlPet:美粒果柳橙汁45;107
77新貴派18片盒裝-焦糖海鹽;107
義美美味蘇打餅乾-原味;107
家樂福泰國香米1kg;107
御茶園台灣四季春 1250ml:四季春1250ml;107
ACE原味蘇打餅乾:ACE竹鹽蘇打;107
光泉正庄蘆筍汁TP250ml;107
樂事九州岩燒海苔好康夾鏈包:樂事海苔夾鏈包;106
卡辣姆久厚切洋芋片勁辣唐辛子口味:卡辣姆久厚切;106
三好履歷契作台灣越光米1.5kg;106
維力素飄香-素紅燒牛肉 85g:素飄香-素紅燒牛;106
可果美蕃茄醬(柔軟瓶)500g;106
潔霜S浴廁清潔劑;105
蘋果西打1250ml;105
可口上賓蛋捲組合:可口上賓蛋捲禮;105
義美美味蘇打餅乾-鮮蔥;105
泰山超值不飽和調合油 2L;105
克寧高鈣全家人營養奶粉 DHA 2.2kg;105
愛之味麥仔茶1480ml;105
保力達蠻牛160 ml;105
波爾茶檸檬口味 320ml;105
三好ㄧ等壽司米(圓一)2.7kg;105
乖乖QQ 水果軟糖量販包:水果軟糖經濟包;104
素飄香麻辣燙風味碗麵100g:素飄香麻辣燙;104
Dr.Q百香果蒟蒻265g;104
美粒果蘋果蘇打Pet 500ml:蘋果蘇打500ml;104
御茶園特撰冰釀綠茶550ml:御茶園特選冰釀;104
本味誠現牛奶餅:本味誠現牛奶餅;103
味丹青草茶Pet560ml:味丹青草茶;103
冷泡茶茶王烏龍585ml;103
萬歲牌綜合纖果盒裝;102
義美低糖豆奶250ml;102
紅鷹牌日式蒲燒鰻100g;102
家樂福花蓮富里壽司米(圓一);102
乖乖QQ熱帶水果軟糖:QQ熱帶水果軟糖;102
茶裏王英式紅茶Pet600ml;102
五木特級營養麵條經濟包 2000g;101
七喜汽水330ml;101
黑松沙士1250 ml:黑松沙士;101
奧利奧夾心餅乾隨手包-巧克力:奧利奧夾心餅乾;101
可家芬抗蟑驅蠅清潔袋(小):43*56cm(15L);101
波卡話匣子-勁爆香辣:波卡勁爆香辣;101
義美法蘭酥(咖啡):義美法蘭酥咖啡;101
家福沙琪瑪500g:家福沙琪瑪;101
橘平屋岩燒海苔禮盒:橘平屋岩燒海苔;101
舒潔威象大尺寸家用紙巾;100
依必朗抗菌洗手露:依必朗洗手露;100
味味A排骨雞乾麵XL重量包123g:排骨雞乾麵;100
義美寶吉純果汁柳橙TP125ml:小寶吉柳橙汁;100
義美煎餅-杏仁:義美煎餅-杏仁;100
味王小王子麵;100
水晶肥皂新4入:水晶肥皂新4入;100
阿薩姆蘋果奶茶TP250ml;100
家福藍苺風味夾心酥:家福藍苺夾心酥;99
萬家香大吟釀醬油1L:進口黃豆;99
水事紀麥飯石礦泉水5000ml;99
飛想茶檸檬紅茶300ml:飛想茶檸檬紅茶;99
花東產銷履歷生態米;98
波的多洋芋片派對包-蚵仔煎;98
麥香阿薩姆紅茶1250ml;98
華元古早味真魷味:華元古早味真魷;98
慶讚中元-祈福金澎派箱:祈福金澎派箱;98
卡滋爆米花-綜合包;97
義美葡萄QQ巧克球量販盒:葡萄QQ巧克球盒;97
愛之味妞妞紅豆粉粿260g;97
西雅圖大地原始拿鐵無加糖2合1咖啡;97
妙管家活氧洗衣粉4.5Kg;97
佛蒙特咖哩塊-甜味 230g;97
金農一等西螺米(圓ㄧ)2.8Kg;97
福味手工麻花捲(原味):原味麻花捲;97
得意廚房紙巾;96
家福巧克力捲:家福巧克力捲;96
味丹多喝水1500ml;96
中興履歷無洗米1.5Kg;96
KAKA魷魚捲片-台式鹽酥:KA魷魚鹽酥;96
巷口乾麵炸醬風味(袋) 100g:炸醬風味;95
泰山健康好理由純芥花油 2L;95
得意的一天100％純芥花油5L;95
皇家榖堡莊園紫米1kg;95
可麗舒抽取衛生紙;95
泰山純水600ml;95
可爾必思乳酸菌飲料Pet500ml;95
Yu-Ki 花生夾心餅:YUKI花生夾心餅;95
崇德發減糖黑麥汁Can 330ml:崇德發減糖黑麥;95
福樂巧克力牛乳(保久乳)200ml:巧克力保久乳;95
妙管家超強漂白水4L:妙管家超強漂白;95
盛香珍法式奶油千層酥:*法式奶油千層;95
統一咖啡廣場TP300ml:統一咖啡廣場;94
御茶園綠茶-研磨綠茶入550ml;94
森永牛奶糖家庭號;94
台東關山鎮農會經典香米(圓二);94
家福竹炭水600ml;94
悅氏健茶到油切綠無糖Pet 2000ml;94
黑松CC氣泡飲葡萄 500ml;94
不倒翁海鮮烏龍拉麵(袋)120g:不倒翁海鮮拉麵;93
綠巨人天然特甜玉米粒198g;93
家福巧克力夾心酥:巧克力夾心酥;93
盛香珍手製煎餅-芝麻口味:盛香珍手製煎餅;93
OREO 吉利慶中元:吉利慶中元;93
光泉冷泡茶英倫無糖紅茶585ml;93
家福超值洗潔精5000克:家福超值洗碗精;93
生活運動飲料TP250ml:生活運動飲料;92
崇德發天然黑麥汁Can330ml;92
Gery厚醬起司蘇打餅:起司蘇打餅;92
卡賀黑糖沙琪瑪(盒裝);92
掬水軒營養口糧140g;92
悅氏黃金烏龍茶無糖Pet2000ml:悅氏烏龍茶-無糖;92
滿天星原味40g;92
農心辛辣白菜風味拉麵超值包120g x5;92
掬水軒迷你口糧棒 70g/包;92
可樂果老朋友;92
新奇漂白水 1500ml瓶裝;91
盛香珍法國薄酥 -維也那咖啡:盛香珍法國薄酥;91
黑松百香果C/TP300ml:黑松百香果C;91
奇比樂起司餅乾;91
掬水軒奇福餅乾:掬水軒奇福餅乾;91
池上農會池上米餅-椒鹽口味;91
萬歲牌杏仁小魚:萬歲牌杏仁小魚;91
麗滋餅乾300g:麗滋餅乾;91
茶裏王日式綠茶無糖Pet1250 ml;91
原味巡禮原味地瓜酥:原味巡禮原味地;91
可樂果檸檬玫瑰鹽口味240G:可樂果玫瑰鹽;91
日清合味道海鮮味杯麵:海鮮味;90
波蜜紅蕃茄汁TP250ml:波蜜紅蕃茄汁;90
桂格鮮榖王莓果多穀飲;90
皇家穀堡一等特賞糙米(圓ㄧ)2.5Kg;90
味王小王子麵-韓國泡菜口味;90
泰山純水5L;89
盛香珍拿鐵咖啡脆捲 210g:拿鐵咖啡脆捲;89
悅氏黑烏龍茶 2000ml:悅氏黑烏龍茶2L;89
利全五香豆乾 210g:利全五香豆乾 2;89
統一H2O純水1500ml;89
泡舒抗菌洗潔精--檸檬2.8L;89
樂事波樂香烤肋排洋芋片;89
愛之味薏仁寶 340g;89
囍瑞100％特級純葡萄籽油;89
味丹 老北京炸醬麵84g:老北京炸醬麵;89
白鴿防蹣洗衣精補充包:天然尤加利;89
臺灣好物岡山香辣豆瓣拌麵84g:香辣豆瓣拌麵;89
寶礦力水得Pet580ml;88
芬達橘子汽水2L:芬達橘子汽水;88
TTL酒粕養生薄餅;88
農心 安城湯麵超值包125g x5:農心安城湯麵;88
滿漢大餐麻辣鍋牛肉(碗) 204g;88
可樂果酷辣;88
唯潔雅潔淨柔感抽取式衛生紙:唯潔雅抽取衛生;88
福味手工麻花捲(黑糖口味):黑糖麻花捲;87
悅氏Light鹼性水隨手瓶Pet330ml:鹼性水;87
綠巨人金玉雙色玉米粒易開198g:金玉雙色玉米;87
家福超值盒裝面紙;87
家樂福泰國香米(長二)4Kg;87
可口奶滋葡萄量販包;87
可口可樂纖維+ Can330ml:可樂纖維+Can;87
可樂果原味超值分享包:可樂果原味超值;87
西雅圖極品深焙二合一咖啡;87
可口可樂纖維+ Pet 600ml;86
裕榮綜合包:蝦味先;86
正福堂香港桃酥;86
Yu-Ki 巧克力夾心餅:YUKI巧克力夾心;86
健司天然酵母餅乾21入;86
味全高鮮味精 500g;86
KAKA醬燒蝦餅-炙烤原味:醬燒蝦餅原味;86
好麗友烏龜玉米脆片:好麗友烏龜脆片;86
OP生物分解抗菌防蟲濾水網170入;86
五月花厚棒抽取式衛生紙;86
光泉調味乳-珍穀堅果牛乳:珍穀堅果牛乳;86
一匙靈制菌超濃縮洗衣精;85
春風柔韌感山茶花抽取衛生紙;85
真爽黑胡椒牛肉風味麵80g:真爽黑胡椒牛肉;85
味王素食(包)82g;85
主廚精選第一道冷壓橄欖油;84
味味一品原汁珍味牛肉(袋)185g;84
中祥自然之顏紫菜蘇打;84
喜瑞爾蔓越莓果麥;84
泰山紫米薏仁 255g:泰山紫米薏仁;84
可麗舒除臭抽取衛生紙;84
台酒花雕酸菜牛肉麵(碗)200g;84
員山農會養生豆奶250ml;83
一匙靈亮彩超濃縮洗衣精補充包;83
遠洋水煮鮪魚 90g;83
家樂福香氛清潔袋(大);83
一日蔬果100葡萄蔬果汁 160ml;83
味丹多喝水MORE氣泡水檸檬風味Pet560:多喝水氣泡水;83
可樂果川霸麻辣口味220G:可樂果麻辣;83
台酒米酒麻油雞麵(碗)200g;83
韓式小雞麵(香辣味)袋裝28g*3:韓式小雞麵香辣;83
白蘭漂白水;82
統一蜜豆奶(草莓):統一蜜豆奶(草莓;82
可口上賓蛋捲量販包蛋香口味:上賓蛋捲蛋香;82
茶之初台灣四季春 535ml:茶之初四季春Pet;82
白鴿防霉洗衣精補充包;82
統一中元拜拜組合套餐組;82
旺仔雪餅-慶讚中元六六大順箱:旺仔雪餅大順箱;82
多力多滋美式辣雞翅玉米片:多力多滋美式辣;81
悅氏天然水2200ml;81
得意的一天五珍寶健康油600ml:得意的一天五珍;81
家福竹炭水6000ml;81
卡辣姆久厚切洋芋片-極辛口味:卡辣姆久厚切;81
盛香珍綜合蒟蒻小椰果;81
鄉傳經濟包麵條1600g;81
家福蜂蜜蜜麻花;81
台鹽減鈉含碘鹽300g;80
金蘭甘醇醬油膏 590ml:甘醇醬油膏;80
味丹多喝水600ml;80
蘇菲瞬吸加長護墊17.5cm無香;80
可口奶滋原味隨手包;80
金蘭醬油2L;80
三好花蓮優質米(圓二)2Kg;80
台鹽護牙齦抗敏感牙膏;79
萬歲牌珍珠開心果:萬歲牌珍珠開心;79
阿舍食堂外省乾麵油蔥95g;79
可口美酥吮指椒鹽口味240g:可口美酥椒鹽;79
清淨海環保洗衣粉:清淨海洗衣粉;79
茶裏王青心烏龍無糖Pet600ml;79
波爾天然水6000ml;79
好勁道-千羽拉麵320g;79
台鹽護牙齦益牙周牙膏;79
OP花香環保袋(小);79
金農履歷一等台灣越光米1.8Kg;79
家樂氏東尼香甜玉米片;79
福樂香蕉牛乳:福樂香蕉牛乳;79
潔霜浴廁噴槍;79
家福牛奶脆捲:家福牛奶脆捲;79
好麗友烏龜玉米脆片(麻辣味):烏龜脆片;79
同榮辣味燒鰻(易開罐) 100g;78
真爽麻辣鍋豬肉風味麵80g:真爽麻辣鍋豬肉;78
麥香阿薩姆紅茶Pet600ml;78
統一蜜豆奶(牛奶):統一蜜豆奶(牛奶;78
悅氏綠茶微甜Pet2000ml;78
LOTTE Pepero 白巧克力棒分享盒:Pepero 白巧克力;78
家福香芋夾心酥:家福香芋夾心酥;77
三好花蓮新米6Kg;77
義美蘇打餅夾心檸檬口味;77
遠洋牌鮪魚片(水煮)185g;77
維他露P 330 ml:維他露P;77
丸什綜合豆果子:丸什綜合果子;77
OREO  RITZ迷你經典箱:迷你經典箱;77
來復易復健照護成人紙尿褲M:來復易復健褲 M;77
加倍潔小蘇打去汙粉:加倍潔小蘇打粉;77
農心辛香菇味杯麵68g:農心辛香菇味杯;77
義美烘焙夏威夷綜合果:烘焙夏威夷綜合;77
可爾必思乳酸菌飲料Can335ml;77
福味手工麻花捲(黑糖撞奶口味):黑糖撞奶麻花捲;77
茱蒂絲雷蒙德巧克力夾心餅:茱蒂絲雷蒙德巧;76
樂事大波浪椒香嫩雞:樂事大波浪嫩雞;76
比利時蓮花薄脆餅(家庭號);76
家福迷你原味蘇打餅乾:家福迷你原味蘇;76
百利爐鍋專用海綿菜瓜布6片裝:海綿菜瓜布;76
多力多滋派對分享包超濃起司:多力多滋派對分;76
湖池屋海苔鹽洋芋條:海苔鹽洋芋條;76
孔雀香酥脆4包入香魚:孔雀香酥脆4包;76
味王小王子麵--海苔:海苔;75
義美桂圓紅棗茶TP250ml;75
寶礦力水得Pet345ml:寶礦力水得;75
AirCorn空氣玉米脆餅-經典海鹽:AirCorn海鹽;75
御茶園冰釀綠茶微甜Pet1250ml:御茶園冰釀綠茶;75
美粒果白葡萄加蘆薈Pet1250ml;75
湖池屋平切洋芋片玉米濃湯味:湖池屋玉米濃湯;75
Perrier 汽泡礦泉水330ml:汽泡礦泉水(小);75
卡賀沙琪瑪;74
白鴿迷人小蒼蘭香氛抗菌洗衣精補充包;74
天生好米嚴選黃金比例6kg;74
百家珍紅葡萄醋600ml:百家珍紅葡萄醋;74
好麗友烏龜玉米脆片 (韓國烤麻糬風味:烏龜脆片麻糬;74
一匙靈制菌超濃縮洗衣粉補充包;74
萬歲牌香脆杏仁小魚:香脆杏仁小魚;74
家福竹炭水280ml;74
元本山(90束)海苔經濟包:保鮮拉鏈袋;74
ACE 起司夾心餅乾:ACE 起司;74
家樂福蔬菜蘇打;74
超值薰衣草沐浴乳;74
悅氏Light鹼性水720ml;73
滿天星原味90g;73
古道梅子綠茶微甜Pet600ml;73
Lay s 樂事瑞士香濃起司;73
雀巢美祿經典原味袋裝;73
奇多玉米棒-2倍濃起司;73
崇德發易開罐黑麥汁250ml:崇德發易開罐黑;73
味味一品原汁珍味爌肉(袋)190g:爌肉袋麵;73
RTS_HK家居 萬用擦拭布:抹布40X40CM;73
一度贊-老甕牛肉麵(碗) 185g:老甕牛肉(碗);73
卡迪那全天然地瓜片原味:卡那地瓜片;72
北田蒟蒻糙米捲 -巧克力口味:北田糙米捲-巧克;72
家樂福香氛清潔袋(小);72
泰山健康好理由純芥花油:泰山純芥花油;72
西塢黑糖沙琪瑪;72
百家珍蔓越莓醋600ml;72
花仙子香氛袋:粉戀櫻花;71
西塢原味沙琪瑪;71
大茂黑瓜素肉醬 180g;71
巷口乾麵麻醬風味(袋) 100g;71
可樂果酷辣超值分享包:可樂果酷辣超值;71
奧利奧減甜香草夾心餅乾量販包399g:奧利奧減甜香草;71
雋品HiBs三切岩燒海苔-戀之梅口味:岩燒海苔-戀梅;71
蘇菲彈力貼身夜用超薄潔翼28cm12P;71
可樂果原味140g;71
天生好米月之米(圓二)2kg;71
Dr.Q檸檬鹽蒟蒻;71
義美威化卷 (桶) 巧克力;71
開喜凍頂烏龍茶有糖Pet575ml:開喜烏龍茶低糖;70
樂天小熊餅乾家庭號-牛奶風味;70
妙管家衣物柔軟精補充包淡雅;70
蘇菲彈力超熟睡夜用潔翼衛生棉;70
雀巢美祿巧克力麥芽飲品TP;70
妙管家衣物柔軟精補充包-果漾清香;70
麥香阿薩姆奶茶Pet600ml;70
品客麻辣鍋風味洋芋片:品客麻辣鍋;70
萬歲牌綜合纖果罐400克:萬歲牌綜合纖果;69
泰國小老板厚片海苔-辣味;69
盛香珍濃厚哈密瓜法國酥:盛香珍哈密瓜酥;69
靠得住茶樹舒涼護墊瞬吸加長17.5cm;69
貝納頌榛果拿鐵咖啡TP375;69
統一 PH9.0鹼性離子水800ml;69
維力手打包麵-清香雞汁75g;69
真爽精燉豬肉風味麵80g:真爽精燉豬肉;69
營多珍饌系列印尼極品炒麵80g:營多印尼極品炒;69
不倒翁泡菜拉麵(袋)120g:不倒翁泡菜拉麵;69
華元卡辣姆久洋芋條:卡辣姆久洋芋條;68
可口可樂1250ml:可口可樂;68
蘇菲超熟睡夜用35-細緻棉柔;68
真爽蔥辣牛肉風味麵75g:真爽蔥辣牛肉;68
舒味思氣泡水萊姆口味Pet500ml;68
噴效新蟑螂螞蟻藥;68
金車奧利多水Pet2000ml;68
家福迷你蔬菜蘇打餅乾;68
一匙靈Attack抗菌EX濃縮洗衣精;68
池上壹等特賞米6kg;68
韋恩特濃咖啡Can320ml:韋恩特濃咖啡;68
噴效水性噴霧殺蟲劑;68
綠巨人金玉雙色玉米粒;68
中祥蔬菜餅乾(透明包):中祥蔬菜餅乾;68
盛香珍蔥蒜花生100g:盛香珍蔥蒜花生;68
菲力家族棉花棒600支;67
家福麻油風味朝鮮海苔50g;67
蘇菲彈力貼身量少潔翼;67
味丹多喝水2000ml;67
雪碧汽水600ml:雪碧汽水寶特瓶;67
遠洋鮪魚片 185g;67
雪碧纖維+ Pet 600ml;67
卡迪那95度C玉米濃湯風味薯條:玉米濃湯薯條;67
可家芬抗蟑驅蠅清潔袋(大):63* 80cm(45L);67
新東陽蜜汁豬肉乾:蜜汁豬肉乾;67
嬌生嬰兒純水柔濕巾- 一般型;66
光泉冷泡茶春釀綠茶微甜Pet585;66
主廚精選葡萄籽油1L:主廚精選葡萄籽;66
金車麥根沙士Pet 2000ml:麥根沙士2000ml;66
小老板海苔棒棒捲-辣味3.0g*9;66
可樂果古早味超值分享包;66
泡舒洗潔精-綠茶;66
桂格三合一麥片--麥香原味:麥香原味;66
卡那95薯條帝王蟹濃湯風味:帝王蟹濃湯風味;66
貝納頌經典拿鐵咖啡Can210ml;66
康寶濃湯-自然原味川式酸辣50.2g;66
樂米穀場-台東池上競賽履歷米2kg;66
德昌沙茶豆乾;66
白蘭強效潔淨洗衣粉:白蘭潔淨洗衣粉;66
滿意寶寶濕毛巾棉柔厚型補充包;66
天然屋燕麥芝麻蘇打餅:燕麥芝麻蘇打;66
超值玫瑰沐浴乳;66
水晶肥皂200g 8入;66
可樂果炒海瓜子口味200G:可樂果炒海瓜子;65
花王洗髮精溫和柔潤型;65
花東產銷履歷生態糙米;65
樹頂100純蘋果汁1000ml:樹頂100純蘋果;65
義美多穀物蘇打餅乾-芝麻燕麥;65
麗滋巧克力三明治餅乾隨手包243g:麗滋巧克力;65
中祥自然之顏蔬菜蘇打;65
天生好米花東生態台灣越光米1.5Kg;65
多力多滋美式辣起士:多力多滋辣起士;65
克寧國小生牛奶198ML;65
馬玉山山藥黑芝麻糊:山藥黑芝麻糊;65
可樂果山葵(哇沙米)口味:哇齋芥末;65
御茶園特上奶茶550ml:御茶園特上奶茶;65
台酒麵攤-酒燉排骨風味湯麵95g:台酒-酒燉排骨;65
微舒打葡萄can320ml:微舒打葡萄;65
VICO 100 椰子水 1000ml:Vico 椰子水1L;65
四季釀造醬油870ml;64
野川經典蛋黃派;64
白人牙膏特特號;64
Konomi相撲手脆紫菜海苔-原味:相撲手-原味;64
奧利奧黑白巧克力餅乾量販包:奧利奧夾心餅乾;64
開心成長可爾必思蘋果口味160ml:蘋果;64
楓康海棉菜瓜布;64
泰山綠豆椰果湯330g;64
海底雞鮮之味片狀 150g:海底雞鮮之味片;64
茶之初烏龍茶 535ml:茶之初烏龍茶;64
天生好米履歷鷺巡一等糙米2.2kg;64
泰山仙草蜜茶500ml;64
義美無加糖元氣豆奶250ml;63
來復易復健照護成人紙尿褲XL:來復易復健褲 XL;63
原味巡禮菜脯餅:原味巡禮菜脯餅;63
黑松FIN補給飲料Pet975ml;63
味丹冬瓜茶Pet560ml;63
卡迪那德州薯條茄汁;63
康乃馨超薄透氣護墊;63
