title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
雷達薄型液體電蚊香無味組裝;日用生活;186;雷達;規格：41ml毫升x1x1box盒;雷達薄型液體電蚊香無味組裝;192;1;41,0;33,3;1460;3.13%;0;11073001001;ml;1;box;186,0;192,0;3,125;volume;月;5,231108616854587;5,262690188904886;0,0027639134122096;0,4765225921097576;0,5647096847486032;0,0473107569721115;1
威猛先生地板瓶裝-芬多精;日用生活;119;威猛先生;規格：2000ml毫升x1x1bottle瓶;威猛先生地板瓶裝-芬多精;134;1;2000,0;33,3;741;11.19%;1;11010001001;ml;1;bottle;119,0;134,0;11,194029850746269;volume;月;4,787491742782046;4,90527477843843;0,0027639134122096;0,4300938688192147;0,5263574472951563;0,16947136825831;0
清淨海環保地板清潔劑;日用生活;190;清淨海;規格：2000ml毫升x1x1bottle瓶;清淨海環保地板清潔劑;0;1;2000,0;33,3;744;0.00%;1;11010007001;ml;1;bottle;190,0;0,0;0,0;volume;月;5,25227342804663;0,0;0,0027639134122096;0,4787376908126335;0,0;0,0;0
威猛先生地板清潔劑完美花香;日用生活;119;威猛先生;規格：2000ml毫升x1x1bottle瓶;威猛先生地板清潔劑完美花香;157;1;2000,0;33,3;746;24.20%;1;11010012001;ml;1;bottle;119,0;157,0;24,203821656050955;volume;月;4,787491742782046;5,062595033026967;0,0027639134122096;0,4300938688192147;0,5432385989845644;0,3664323597330423;0
地板魔術靈除菌EX草本香補充包;日用生活;89;魔術靈;規格：1800ml毫升x1x1pc包;魔術靈地板清潔劑;109;1;1800,0;36,0;748;18.35%;1;11010013001;ml;1;pc;89,0;109,0;18,34862385321101;volume;月;4,499809670330265;4,700480365792417;0,0029891417687377;0,3999852049740031;0,5043821107177868;0,2777879308454256;0
威猛先生地板清潔劑-清新早晨;日用生活;199;威猛先生;規格：3785ml毫升x1x1bottle瓶;威猛先生地板清潔劑清新早晨;259;1;3785,0;33,3;753;23.17%;1;11010019001;ml;1;bottle;199,0;259,0;23,16602316602317;volume;月;5,298317366548036;5,560681631015528;0,0027639134122096;0,4835566267116747;0,5966854703813689;0,350720669445769;0
威猛先生地板補充包完美花香;日用生活;82;威猛先生;規格：1800ml毫升x1x1pc包;威猛先生地板補充包完美花香;122;1;1800,0;33,3;754;32.79%;1;11010020001;ml;1;pc;82,0;122,0;32,78688524590164;volume;月;4,418840607796598;4,812184355372417;0,0027639134122096;0,3915110228155139;0,5163684375727996;0,4963751551172359;0
威猛先生地板補充包-芬多精;日用生活;82;威猛先生;規格：1800ml毫升x1x1pack包;威猛先生地板補充包-芬多精;95;1;1800,0;33,3;757;13.68%;1;11010022001;ml;1;pack;82,0;95,0;13,684210526315791;volume;月;4,418840607796598;4,564348191467836;0,0027639134122096;0,3915110228155139;0,4897745327514743;0,2071713147410358;0
威猛先生地板補充包-檸檬;日用生活;82;威猛先生;規格：1800ml毫升x1x1pack包;威猛先生地板補充包-檸檬;95;1;1800,0;33,3;758;13.68%;1;11010023001;ml;1;pack;82,0;95,0;13,684210526315791;volume;月;4,418840607796598;4,564348191467836;0,0027639134122096;0,3915110228155139;0,4897745327514743;0,2071713147410358;0
威猛先生地板瓶裝-檸檬;日用生活;119;威猛先生;規格：2000ml毫升x1x1bottle瓶;威猛先生檸檬地板清潔  2000ML;134;1;2000,0;33,3;760;11.19%;1;11010025001;ml;1;bottle;119,0;134,0;11,194029850746269;volume;月;4,787491742782046;4,90527477843843;0,0027639134122096;0,4300938688192147;0,5263574472951563;0,16947136825831;0
