title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
森永嗨啾軟糖家庭包(特選);飲料零食;95;森永;規格：260g克x1x1bag袋;森永嗨啾軟糖家庭包(好多多)300g;0;1;260,0;12,0;6440;0.00%;1;森永嗨啾軟糖家庭包(好多多)300g;14223215001;g;1;bag;95,0;0,0;0,0;weight;月;0
UCC BLACK無糖黑咖啡飲料275g;飲料零食;41;UCC;規格：275g克x1x1can罐;UCC BLACK無糖黑咖啡飲料275g;48;1;275,0;12,0;247;14.58%;1;UCCBLACK無糖黑咖啡飲料275g;10020028001;g;1;can;41,0;48,0;14,583333333333334;weight;月;0
白蘭氏葉黃素精華凍15Gx21入;飲料零食;895;白蘭氏;規格：15g克x21x1box盒;白蘭氏葉黃素精華凍15Gx21入;0;1;15,0;18,0;324;0.00%;0;白蘭氏葉黃素精華凍15Gx21入;10023011001;g;21;box;42,61904761904762;0,0;0,0;weight;月;0
天地合補純正官燕窩;飲料零食;1299;天地合補;規格：70g克x6x1box盒;天地合補純正官燕窩;0;1;70,0;24,0;333;0.00%;0;天地合補純正官燕窩;10023032001;g;6;box;216,5;0,0;0,0;weight;月;0
泰山仙草凍255g;飲料零食;115;泰山;規格：255g克x1x6can罐;泰山仙草凍255g;120;1;255,0;24,0;588;4.17%;1;泰山仙草凍255g;10035041001;g;6;can;19,166666666666668;20,0;4,166666666666661;weight;月;0
旺旺厚燒鹽味;飲料零食;59;旺旺;規格：150g克x1x1pack包;厚燒鹽味;0;1;150,0;6,0;5199;0.00%;1;厚燒鹽味;14000002001;g;1;pack;59,0;0,0;0,0;weight;月;0
旺旺仙貝經濟包;飲料零食;107;旺旺;規格：350g克x1x1pack包;旺旺仙貝經濟包;112;1;350,0;6,0;5200;4.46%;0;旺旺仙貝經濟包;14000003001;g;1;pack;107,0;112,0;4,464285714285714;weight;月;0
旺仔雪餅;飲料零食;27;旺旺;規格：75g克x1x1pack包;雪餅;30;1;75,0;6,0;5202;10.00%;1;雪餅;14000006001;g;1;pack;27,0;30,0;10,0;weight;月;0
瑞花經濟包-輕辣;飲料零食;109;旺旺;規格：350g克x1x1bag袋;瑞花經濟包-輕辣;135;1;350,0;6,0;5203;19.26%;1;瑞花經濟包-輕辣;14000008001;g;1;bag;109,0;135,0;19,25925925925926;weight;月;0
波貝仙;飲料零食;109;旺旺;規格：350g克x1x1pack包;波貝仙;135;1;350,0;6,0;5204;19.26%;1;波貝仙;14000010001;g;1;pack;109,0;135,0;19,25925925925926;weight;月;0
旺旺金澎派;飲料零食;109;旺旺;規格：343g克x1x1pack包;旺旺金澎派;128;1;343,0;6,0;5205;14.84%;1;旺旺金澎派;14000011001;g;1;pack;109,0;128,0;14,84375;weight;月;0
米豆;飲料零食;109;旺旺;規格：350g克x1x1pack包;米豆;135;1;350,0;9,0;5206;19.26%;1;米豆;14000014001;g;1;pack;109,0;135,0;19,25925925925926;weight;月;0
旺旺岩塚仙貝經濟包;飲料零食;109;旺旺;規格：350g克x1x1pack包;旺旺岩塚仙貝經濟包;112;1;350,0;6,0;5207;2.68%;0;旺旺岩塚仙貝經濟包;14000015001;g;1;pack;109,0;112,0;2,6785714285714284;weight;月;0
旺旺起司米餅;飲料零食;66;旺旺;規格：105g克x1x1pack包;旺旺起司米餅;0;1;105,0;6,0;5209;0.00%;1;旺旺起司米餅;14000018001;g;1;pack;66,0;0,0;0,0;weight;月;0
厚燒海苔經濟包350g;飲料零食;109;旺旺;規格：350g克x1x1pack包;厚燒海苔經濟包;128;1;350,0;6,0;5210;14.84%;1;厚燒海苔經濟包;14000020001;g;1;pack;109,0;128,0;14,84375;weight;月;0
北田蒟蒻糙米捲(綜合口味);飲料零食;77;北田;規格：320g克x1x1bag袋;北田蒟蒻糙米捲 -巧克力口味;94;1;320,0;12,0;5211;18.09%;1;北田蒟蒻糙米捲-巧克力口味;14000021001;g;1;bag;77,0;94,0;18,08510638297873;weight;月;0
旺旺仙貝經濟包;飲料零食;107;旺旺;規格：350g克x1x1pack包;旺旺仙貝;112;1;350,0;6,0;5212;4.46%;1;旺旺仙貝;14000022001;g;1;pack;107,0;112,0;4,464285714285714;weight;月;0
旺仔雪餅;飲料零食;27;旺旺;規格：75g克x1x1pack包;旺仔雪餅;30;1;75,0;6,0;5213;10.00%;1;旺仔雪餅;14000023001;g;1;pack;27,0;30,0;10,0;weight;月;0
黑豆米果;飲料零食;73;旺旺;規格：160g克x1x1pack包;黑豆米果;76;1;160,0;9,0;5214;3.95%;1;黑豆米果;14000025001;g;1;pack;73,0;76,0;3,947368421052632;weight;月;0
旺旺米起司厚脆片經濟包;飲料零食;108;旺旺;規格：350g克x1x1pack包;旺旺米起司厚脆片經濟包;112;1;350,0;6,0;5215;3.57%;1;旺旺米起司厚脆片經濟包;14000027001;g;1;pack;108,0;112,0;3,571428571428571;weight;月;0
旺旺燒米屋;飲料零食;109;旺旺;規格：350g克x1x1pack包;旺旺燒米屋;135;1;350,0;6,0;5216;19.26%;1;旺旺燒米屋;14000031001;g;1;pack;109,0;135,0;19,25925925925926;weight;月;0
北田蒟蒻糙米捲(綜合口味);飲料零食;77;北田;規格：320g克x1x1bag袋;北田蒟蒻糙米捲(綜合口味);94;1;320,0;12,0;5217;18.09%;0;北田蒟蒻糙米捲(綜合口味);14000032001;g;1;bag;77,0;94,0;18,08510638297873;weight;月;0
