title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
歐嘉特級冷壓初榨橄欖油-莊園職人款;米油沖泡;520;皇嘉Oro;規格：500ml毫升x1x1pc瓶;歐嘉-特級冷壓初榨橄欖油(專業款);595;1;500,0;24,0;8178;12.61%;0;14612922001,0;ml;1;pc;520,0;595,0;12,605042016806722;volume;月;6,255750041753367;6,39024066706535;0,0019881268508348;0,5837610583834143;0,6857007847762169;0,1908333054337272;1
統一大豆沙拉油760ml;米油沖泡;75;統一;規格：760ml毫升x1x1bottle瓶;統一沙拉油760ml;79;1;760,0;12,0;8133;5.06%;1;14610001001,0;ml;1;bottle;75,0;79,0;5,063291139240507;volume;月;4,330733340286331;4,382026634673881;0,000987111932932;0,3822897596440613;0,4702106319394804;0,0766554037016491;0
【限量】台糖大豆沙拉油2L;米油沖泡;128;台糖;規格：2l公升x1x1bottle瓶;台糖大豆沙拉油2L;138;1;2000,0;12,0;8134;7.25%;1;14610002001,0;ml;1;bottle;128,0;138,0;7,246376811594203;volume;月;4,859812404361672;4,934473933130692;0,000987111932932;0,4376629135984274;0,5294906443577454;0,1097061031237369;0
福壽不飽和大豆沙拉油2L;米油沖泡;126;福壽;規格：2l公升x1x1bottle瓶;福壽不飽和大豆沙拉油2L;138;1;2000,0;24,0;8137;8.70%;0;14610008001,0;ml;1;bottle;126,0;138,0;8,695652173913043;volume;月;4,844187086458591;4,934473933130692;0,0019881268508348;0,4360275755316201;0,5294906443577454;0,1316473237484843;0
福壽大豆沙拉油 600cc;米油沖泡;50;福壽;規格：600ml毫升x1x1bottle瓶;福壽大豆沙拉油600cc;0;1;600,0;12,0;8138;0.00%;0;14610009001,0;ml;1;bottle;50,0;0,0;0,0;volume;月;3,9318256327243257;0,0;0,000987111932932;0,3405402756741782;0,0;0,0;0
泰山沙拉油600ml;米油沖泡;59;泰山;規格：600ml毫升x1x1bottle瓶;泰山沙拉油600ml;0;1;600,0;12,0;8139;0.00%;1;14610010001,0;ml;1;bottle;59,0;0,0;0,0;volume;月;4,0943445622221;0,0;0,000987111932932;0,3575494266964488;0,0;0,0;0
【限量】台糖大豆沙拉油 3L;米油沖泡;169;台糖;規格：3l公升x1x1bottle瓶;台糖大豆沙拉油 3L;189;1;3000,0;12,0;8140;10.58%;0;14610011001,0;ml;1;bottle;169,0;189,0;10,582010582010582;volume;月;5,135798437050262;5,247024072160486;0,000987111932932;0,4665474756894042;0,5630286418731141;0,1602057378949809;0
得意的一天100％葵花油1L;米油沖泡;143;得意的一天;規格：1l公升x1x1bottle瓶;得意的一天100％葵花油1L;0;1;1000,0;24,0;8142;0.00%;0;14611002001,0;ml;1;bottle;143,0;0,0;0,0;volume;月;4,969813299576001;0,0;0,0019881268508348;0,4491755530495204;0,0;0,0;0
得意的一天單元純葵花油;米油沖泡;341;得意的一天;規格：2.4l公升x1x1bottle瓶;得意的一天單元純葵花油;0;1;2400,0;24,0;8144;0.00%;1;14611007001,0;ml;1;bottle;341,0;0,0;0,0;volume;月;5,834810737062605;0,0;0,0019881268508348;0,5397057583219357;0,0;0,0;0
得意的一天100％葵花油3.5L;米油沖泡;371;得意的一天;規格：3.5l公升x1x1bottle瓶;得意的一天100％葵花油3.5L;434;1;3500,0;24,33333333333333;8147;14.52%;1;14611010001,0;ml;1;bottle;371,0;434,0;14,516129032258066;volume;月;5,918893854273146;6,075346031088684;0,0020159328207766;0,5485058559073493;0,651911212479845;0,2197660969027117;0
