title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
美國箭牌馬洗髮精;美妝個清;355;箭牌馬;規格：946ml毫升x1x1bottle瓶;美國箭牌馬洗髮精 箭牌馬洗髮精;359;1;946,0;33,3;2087;1.11%;1;美國箭牌馬洗髮精箭牌馬洗髮精;12000075001;ml;1;bottle;355,0;359,0;1,1142061281337048;volume;月;1
魅尚萱 完美修護精油洗髮精;美妝個清;359;魅尚萱;規格：680ml毫升x1x1pc瓶;魅萱 完美修護精油洗髮精 680ml 魅萱精油洗;420;1;680,0;36,0;2042;14.52%;1;魅萱完美修護精油洗髮精680ml魅萱精油洗;12000010001;ml;1;pc;359,0;420,0;14,523809523809526;volume;月;0
美吾髮琥珀檀香雪松精油洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮琥珀檀香雪松精油洗髮露;150;1;700,0;36,0;2043;7.33%;1;美吾髮琥珀檀香雪松精油洗髮露;12000011001;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;0
魅尚萱 完美深層修護洗髮精;美妝個清;359;魅尚萱;規格：680ml毫升x1x1pc瓶;魅尚萱 完美深層修護洗髮精680ml 魅尚萱修護洗;420;1;680,0;36,0;2052;14.52%;0;魅尚萱完美深層修護洗髮精680ml魅尚萱修護洗;12000023001;ml;1;pc;359,0;420,0;14,523809523809526;volume;月;0
美吾髮白茶茉莉馨香洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮白茶茉莉馨香洗髮露;150;1;700,0;36,0;2065;7.33%;1;美吾髮白茶茉莉馨香洗髮露;12000045001;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;0
思波綺瞬亮潤澤洗髮乳N;美妝個清;255;思波綺;規格：450ml毫升x1x1pc瓶;思波綺瞬亮潤澤洗髮乳 思波綺瞬亮潤洗;275;1;450,0;36,0;2066;7.27%;1;思波綺瞬亮潤澤洗髮乳思波綺瞬亮潤洗;12000046001;ml;1;pc;255,0;275,0;7,272727272727272;volume;月;0
美吾髮鼠尾草海鹽沁香洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮鼠尾草沁香洗髮露;150;1;700,0;36,0;2074;7.33%;0;美吾髮鼠尾草沁香洗髮露;12000057001;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;0
英國製皂-斑比液態皂 玫瑰與牡丹;美妝個清;560;英國製皂;規格：500ml毫升x1x1pc瓶;超值玫瑰洗髮乳;0;1;500,0;36,0;2076;0.00%;1;超值玫瑰洗髮乳;12000059001;ml;1;pc;560,0;0,0;0,0;volume;月;0
Drs Formula髮根強化洗髮精-清爽(三代);美妝個清;289;Dr's Formula;規格：580ml毫升x1x1pc瓶;Drs Formula髮根強化洗髮精清;323;1;580,0;36,0;2081;10.53%;1;DrsFormula髮根強化洗髮精清;12000067001;ml;1;pc;289,0;323,0;10,526315789473683;volume;月;0
美國箭牌馬洗髮精;美妝個清;355;箭牌馬;規格：946ml毫升x1x1bottle瓶;美國箭牌馬洗髮精;359;1;946,0;33,3;2088;1.11%;0;美國箭牌馬洗髮精;12000076001;ml;1;bottle;355,0;359,0;1,1142061281337048;volume;月;0
Farcent香水奇蹟洗髮露-同名花語;美妝個清;369;Farcent 香水;規格：600ml毫升x1x1box箱;Farcent香水奇蹟洗髮露-同名花語;0;1;600,0;36,0;2090;0.00%;0;Farcent香水奇蹟洗髮露-同名花語;12000080001;ml;1;box;369,0;0,0;0,0;volume;月;0
美吾髮藍風鈴奢香蓬鬆洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮藍風鈴奢香蓬鬆洗髮露;150;1;700,0;36,0;2106;7.33%;1;美吾髮藍風鈴奢香蓬鬆洗髮露;12000108001;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;0
美吾髮晨霧玫瑰奢香柔順洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮晨霧玫瑰奢香柔順洗髮露;150;1;700,0;36,0;2117;7.33%;0;美吾髮晨霧玫瑰奢香柔順洗髮露;12000128001;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;0
芙夏妮水水亮澤潤髮乳;美妝個清;149;芙夏妮;規格：550ml毫升x1x1bottle瓶;芙夏妮水水亮澤洗髮乳;0;1;550,0;33,3;2129;0.00%;1;芙夏妮水水亮澤洗髮乳;12000150001;ml;1;bottle;149,0;0,0;0,0;volume;月;0
美吾髮小蒼蘭梨萃香水洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮小蒼蘭梨萃香水洗髮露;150;1;700,0;36,0;2130;7.33%;1;美吾髮小蒼蘭梨萃香水洗髮露;12000152001;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;0
瑪宣妮輕巧旅行組150ml;美妝個清;109;瑪宣妮;規格：150ml毫升x1x1set組;瑪宣妮輕巧旅行組 瑪宣妮旅行組;150;1;150,0;60,0;2131;27.33%;0;瑪宣妮輕巧旅行組瑪宣妮旅行組;12000154001;ml;1;set;109,0;150,0;27,33333333333333;volume;月;0
花王植萃弱酸洗髮精酷爽去屑型750ml;美妝個清;139;花王;規格：750ml毫升x1x1pc瓶;花王植萃弱酸洗髮精保濕去屑型;150;1;750,0;36,0;2136;7.33%;0;花王植萃弱酸洗髮精保濕去屑型;12000165001;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;0
瑪宣妮莓果珍珠洗髮精-蓬鬆感450ml;美妝個清;199;瑪宣妮;規格：450ml毫升x1x1bottle瓶;瑪宣妮莓果珍珠洗髮精-蓬鬆感;0;1;450,0;36,0;2138;0.00%;0;瑪宣妮莓果珍珠洗髮精-蓬鬆感;12000167001;ml;1;bottle;199,0;0,0;0,0;volume;月;0
花王植萃弱酸洗髮精涼感控油型750ml;美妝個清;139;花王;規格：750ml毫升x1x1pc瓶;花王植萃弱酸洗髮精涼感控油型;150;1;750,0;36,0;2140;7.33%;0;花王植萃弱酸洗髮精涼感控油型;12000170001;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;0
花王洗髮精清新沁涼型750ml;美妝個清;109;花王;規格：750ml毫升x1x1bottle瓶;花王洗髮精清新沁涼型;0;1;750,0;33,3;2143;0.00%;0;花王洗髮精清新沁涼型;12000178001;ml;1;bottle;109,0;0,0;0,0;volume;月;0
花王洗髮精溫和柔潤型750ml;美妝個清;109;花王;規格：750ml毫升x1x1bottle瓶;花王洗髮精溫和柔潤型;0;1;750,0;33,3;2144;0.00%;1;花王洗髮精溫和柔潤型;12000179001;ml;1;bottle;109,0;0,0;0,0;volume;月;0
花王洗髮精深層柔潤型;美妝個清;109;花王;規格：750ml毫升x1x1pc瓶;花王洗髮精深層柔潤型;0;1;750,0;36,0;2153;0.00%;1;花王洗髮精深層柔潤型;12000193001;ml;1;pc;109,0;0,0;0,0;volume;月;0
潘婷絲質順滑洗髮乳700ml;美妝個清;229;Pantene潘婷;規格：700ml毫升x1x1bottle瓶;潘婷絲質順滑洗髮乳700ml;0;1;700,0;33,3;2161;0.00%;1;潘婷絲質順滑洗髮乳700ml;12000205001;ml;1;bottle;229,0;0,0;0,0;volume;月;0
Hair Recipe生薑蘋果滋養洗髮露;美妝個清;279;Hair recipe髮的食譜;規格：530ml毫升x1x1pc瓶;Hair Recipe生薑蘋果滋養洗髮露;323;1;530,0;36,0;2162;13.62%;0;HairRecipe生薑蘋果滋養洗髮露;12000206001;ml;1;pc;279,0;323,0;13,622291021671826;volume;月;0
花王植萃弱酸洗髮精酷爽去屑型750ml;美妝個清;139;花王;規格：750ml毫升x1x1pc瓶;花王植萃弱酸洗髮精酷爽去屑型 花王植萃洗酷爽;150;1;750,0;36,0;2164;7.33%;0;花王植萃弱酸洗髮精酷爽去屑型花王植萃洗酷爽;12000208001;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;0
逸萱秀柔亮零毛燥洗髮乳-700ml;美妝個清;179;逸萱秀Essential;規格：700ml毫升x1x1pc瓶;逸萱秀柔亮零毛燥洗髮乳 柔亮零毛燥洗髮;0;1;700,0;36,0;2168;0.00%;0;逸萱秀柔亮零毛燥洗髮乳柔亮零毛燥洗髮;12000214001;ml;1;pc;179,0;0,0;0,0;volume;月;0
逸萱秀清爽防油光洗髮精-700ml;美妝個清;179;逸萱秀Essential;規格：700ml毫升x1x1pc瓶;逸萱秀清爽防油光洗髮精 清爽防油光洗髮;0;1;700,0;36,0;2170;0.00%;1;逸萱秀清爽防油光洗髮精清爽防油光洗髮;12000217001;ml;1;pc;179,0;0,0;0,0;volume;月;0
阿葵亞瞬護賦活洗髮精;美妝個清;199;阿葵亞;規格：600ml毫升x1x1pc瓶;阿葵亞瞬護賦活洗髮精;250;1;600,0;36,0;2172;20.40%;1;阿葵亞瞬護賦活洗髮精;12000220001;ml;1;pc;199,0;250,0;20,4;volume;月;0
Drs Formula恆采固色洗髮精(波光水潤);美妝個清;279;Dr's Formula;規格：580ml毫升x1x1pc瓶;Drs Formula恆采固色洗髮精;301;1;580,0;36,0;2173;7.31%;0;DrsFormula恆采固色洗髮精;12000221001;ml;1;pc;279,0;301,0;7,308970099667775;volume;月;0
沛特斯有機薰衣草洗髮精475ml;美妝個清;229;沛特斯;規格：475ml毫升x1x1bottle瓶;沛特斯有機薰衣草洗髮精 有機薰衣草;319;1;475,0;48,0;2177;28.21%;1;沛特斯有機薰衣草洗髮精有機薰衣草;12000225001;ml;1;bottle;229,0;319,0;28,213166144200624;volume;月;0
沛特斯有機茶樹洗髮精475ml;美妝個清;229;沛特斯;規格：475ml毫升x1x1bottle瓶;沛特斯有機茶樹洗髮精;319;1;475,0;48,0;2178;28.21%;0;沛特斯有機茶樹洗髮精;12000226001;ml;1;bottle;229,0;319,0;28,213166144200624;volume;月;0
逸萱秀速乾空氣感洗髮精-700ml;美妝個清;179;逸萱秀Essential;規格：700ml毫升x1x1pc瓶;逸萱秀速乾空氣感洗髮精 速乾空氣感洗髮;0;1;700,0;36,0;2182;0.00%;0;逸萱秀速乾空氣感洗髮精速乾空氣感洗髮;12000232001;ml;1;pc;179,0;0,0;0,0;volume;月;0
瑪宣妮蜜桃珍珠洗髮精450ml 日本進口;美妝個清;199;瑪宣妮;規格：450ml毫升x1x1bottle瓶;瑪宣妮蜜桃珍珠洗髮精-絲潤感;0;1;450,0;60,0;2186;0.00%;0;瑪宣妮蜜桃珍珠洗髮精-絲潤感;12000241001;ml;1;bottle;199,0;0,0;0,0;volume;月;0
曼秀雷敦頭皮活力洗髮精550ml;美妝個清;149;曼秀雷敦;規格：550ml毫升x1x1bottle瓶;曼秀雷敦咖啡因頭皮活力洗髮精;173;1;550,0;36,0;2190;13.87%;0;曼秀雷敦咖啡因頭皮活力洗髮精;12000246001;ml;1;bottle;149,0;173,0;13,872832369942197;volume;月;0
Farm Recipe萃進化紅石榴保水柔順洗髮精-480ml;美妝個清;299;FarmRecipe 萃進化;規格：480ml毫升x1x1pc瓶;Farm Recipe萃進化紅石榴保水柔順洗髮精;0;1;480,0;36,0;2192;0.00%;1;FarmRecipe萃進化紅石榴保水柔順洗髮精;12000248001;ml;1;pc;299,0;0,0;0,0;volume;月;0
脫普清涼潔淨洗髮精800ml;美妝個清;95;脫普;規格：800ml毫升x1x1bottle瓶;脫普清涼潔淨洗髮精;96;1;800,0;33,3;2196;1.04%;1;脫普清涼潔淨洗髮精;12000261001;ml;1;bottle;95,0;96,0;1,0416666666666663;volume;月;0
美吾髮馬鞭草清新水漾洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮馬鞭草清新水漾洗髮露;150;1;700,0;36,0;2217;7.33%;0;美吾髮馬鞭草清新水漾洗髮露;12000317001;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;0
