title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
統一布丁※實際到貨效期約4天以上;生鮮冷凍;30;統一布丁;規格：100g克x1x3cup杯;高露潔清香薄荷牙膏;0;1;100,0;0,5333333333333333;3924;0.00%;1;高露潔清香薄荷牙膏;12100019001;g;3;cup;10,0;0,0;0,0;weight;月;1
統一布丁※實際到貨效期約4天以上;生鮮冷凍;30;統一布丁;規格：100g克x1x3cup杯;高露潔特涼薄荷牙膏;0;1;100,0;0,5333333333333333;3923;0.00%;0;高露潔特涼薄荷牙膏;12100018001;g;3;cup;10,0;0,0;0,0;weight;月;0
良農新社黑皮厚肉香菇130g;生鮮冷凍;440;良農食品;規格：130g克x1x1pack包;良農新社黑皮厚肉香菇130g;489;1;130,0;12,0;8561;10.02%;1;良農新社黑皮厚肉香菇130g;14710006001;g;1;pack;440,0;489,0;10,020449897750511;weight;月;0
新泰皇新社高山香菇-100g;生鮮冷凍;342;;規格：100g克x1x1pack包;新泰皇新社高山香菇100g;380;1;100,0;12,0;8562;10.00%;1;新泰皇新社高山香菇100g;14710007001;g;1;pack;342,0;380,0;10,0;weight;月;0
登豐 油蔥300g;生鮮冷凍;89;;規格：300g克x1x1pack包;登豐 油蔥300g;99;1;300,0;12,0;8565;10.10%;1;登豐油蔥300g;14711001001;g;1;pack;89,0;99,0;10,1010101010101;weight;月;0
日正油蔥酥;生鮮冷凍;49;日正;規格：120g克x1x1pack包;日正油蔥酥;55;1;120,0;12,0;8567;10.91%;1;日正油蔥酥;14711014001;g;1;pack;49,0;55,0;10,909090909090908;weight;月;0
登豐海帶芽120g;生鮮冷凍;122;;規格：120g克x1x1pack包;登豐海帶芽120g;135;1;120,0;12,0;8592;9.63%;0;登豐海帶芽120g;14730041001;g;1;pack;122,0;135,0;9,62962962962963;weight;月;0
橘平屋特選燒海苔20.8g;生鮮冷凍;79;橘平屋;規格：20.8g克x1x1pack包;橘平屋特選燒海苔20.8g;0;1;20,8;10,0;8594;0.00%;0;橘平屋特選燒海苔20.8g;14730898001;g;1;pack;79,0;0,0;0,0;weight;月;0
惠昇寒天特級洋菜粉10g;生鮮冷凍;20;;規格：10g克x1x1pc包;惠昇寒天特級洋菜粉10g;0;1;10,0;24,0;8595;0.00%;0;惠昇寒天特級洋菜粉10g;14730900001;g;1;pc;20,0;0,0;0,0;weight;月;0
福記日式素豆乾原味;生鮮冷凍;105;福記;規格：152g克x1x1pack包;福記日式素豆乾原味;110;1;152,0;12,166666666666666;9074;4.55%;1;福記日式素豆乾原味;15081020001;g;1;pack;105,0;110,0;4,545454545454546;weight;月;0
