title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
[箱購]滿意寶寶瞬潔乾爽輕巧褲XL號38片x4袋(新舊包裝,以實際出貨為主);嬰童保健;1340;滿意寶寶;規格：38pc片x1x4pc包;滿意寶寶瞬潔乾爽輕巧褲XL號38片;1596;1;38,0;36,0;5036;16.04%;1;12234920001;pc;4;pc;335,0;399,0;16,040100250626566;count;月;5,817111159963204;5,991464547107982;0,0029891417687377;0,53785332931047;0,6429103622160667;0,2428381711250236;1
來復易漏尿專用棉墊中量型80cc20片;嬰童保健;90;來復易;規格：20pc片x1x1pc包;來復易瞬吸安心漏尿專用棉墊中量型;97;1;20,0;36,0;4409;7.22%;0;12120041001;pc;1;pc;90,0;97,0;7,216494845360824;count;月;4,51085950651685;4,584967478670572;0,0029891417687377;0,4011416753805569;0,4919870724902844;0,1092537068221957;0
康乃馨替換式紙尿片32片;嬰童保健;129;康乃馨;規格：32pc片x1x1pack包;康乃馨替換式紙尿片32片;139;1;32,0;33,3;4679;7.19%;1;12130001001;pc;1;pack;129,0;139,0;7,194244604316546;count;月;4,867534450455582;4,941642422609304;0,0027639134122096;0,4384710991348332;0,5302598546453138;0,1089168505832783;0
來復易整夜一片安心成人紙尿片;嬰童保健;209;來復易;規格：33pc片x1x1pack包;來復易整夜一片安心成人紙尿片;222;1;33,0;36,0;4682;5.86%;1;12130004001;pc;1;pack;209,0;222,0;5,855855855855856;count;月;5,3471075307174685;5,407171771460119;0,0029891417687377;0,4886629812349526;0,5802131907518177;0,088654391443236;0
來復易防漏安心復健褲L;嬰童保健;329;來復易;規格：14pc片x1x1pack包;來復易復健照護成人紙尿褲M;349;1;14,0;33,3;4686;5.73%;1;12130008001;pc;1;pack;329,0;349,0;5,730659025787966;count;月;5,799092654460526;5,857933154483459;0,0027639134122096;0,5359675214095826;0,6285818595061765;0,0867589812669094;0
來復易防漏安心復健褲L;嬰童保健;329;來復易;規格：14pc片x1x1pack包;來復易復健照護成人紙尿褲L;349;1;14,0;33,3;4688;5.73%;1;12130010001;pc;1;pack;329,0;349,0;5,730659025787966;count;月;5,799092654460526;5,857933154483459;0,0027639134122096;0,5359675214095826;0,6285818595061765;0,0867589812669094;0
[安親]輕鬆好固定看護墊XXL號 60x90CM(8+1片x12包/箱);嬰童保健;1140;安親;規格：9片x12包;安親乾爽抑菌看護墊XXL 安親看護墊XXL;1620;1;9,0;36,0;4689;29.63%;1;12130011001;pcs;12;;95,0;135,0;29,629629629629623;count;月;4,564348191467836;4,912654885736052;0,0029891417687377;0,4067397747719661;0,5271493651006616;0,4485760661059465;0
安安看護墊XXL-60x90cm;嬰童保健;99;安安;規格：8pc片x1x1pack包;安安看護墊XXL;107;1;8,0;36,0;4690;7.48%;1;12130012001;pc;1;pack;99,0;107,0;7,476635514018691;count;月;4,605170185988092;4,68213122712422;0,0029891417687377;0,411012184588909;0,5024131678500171;0,1131920914472949;0
來復易防漏安心復健褲M;嬰童保健;329;來復易;規格：16pc片x1x1pack包;來復易防漏安心紙尿褲 M;349;1;16,0;33,3;4691;5.73%;1;12130014001;pc;1;pack;329,0;349,0;5,730659025787966;count;月;5,799092654460526;5,857933154483459;0,0027639134122096;0,5359675214095826;0,6285818595061765;0,0867589812669094;0
安安立體抽換式尿片乾爽柔膚型;嬰童保健;139;安安;規格：30pc片x1x1box箱;安安立體抽換式尿片乾爽柔膚型;140;1;30,0;36,0;4692;0.71%;1;12130016001;pc;1;box;139,0;140,0;0,7142857142857143;count;月;4,941642422609304;4,948759890378168;0,0029891417687377;0,4462272029573983;0,5310235900801751;0,0108138873079112;0
