title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
桂格養氣人蔘禮盒60mlx8;飲料零食;478;桂格;規格：1box盒x1x1box盒;桂格養氣人蔘滋補大禮盒60ml*8;509;1;1,0;24,0;734;6.09%;0;桂格養氣人蔘滋補大禮盒60ml*8;10904021001;bo;1;box;478,0;509,0;6,090373280943026;count;月;1
【半天水】鮮剖100%純椰汁24瓶〈含果肉/520ml/瓶/易開罐〉免運;飲料零食;1050;半天水;規格：520ml/瓶;鮮剖100椰子汁含椰肉520ml;1440;1;520,0;24,0;135;27.08%;1;鮮剖100椰子汁含椰肉520ml;10014005001;pcs;1;;1050,0;1440,0;27,08333333333333;count;月;0
【限量】白蘭氏雙認證雞精禮盒68mlx12(獨立包裝);飲料零食;759;白蘭氏;規格：1box盒x1x1box盒;白蘭氏雙認證雞精 68mlX12;0;1;1,0;33,3;356;0.00%;1;白蘭氏雙認證雞精68mlX12;10023083001;bo;1;box;759,0;0,0;0,0;count;月;0
桂格活靈芝禮盒 60mlx8;飲料零食;439;桂格;規格：1box盒x1x1box盒;桂格活靈芝禮盒 60mlx8;499;1;1,0;24,0;728;12.02%;1;桂格活靈芝禮盒60mlx8;10904005001;bo;1;box;439,0;499,0;12,024048096192384;count;月;0
桂格養氣人蔘雞精禮盒68ml*8;飲料零食;525;桂格;規格：1box盒x1x1box盒;桂格養氣人蔘雞精禮盒68ml*8;0;1;1,0;33,3;736;0.00%;1;桂格養氣人蔘雞精禮盒68ml*8;10904028001;bo;1;box;525,0;0,0;0,0;count;月;0
【亞尼克菓子工房】亞尼克起司磚-草莓 7入/盒(5個工作日出貨);飲料零食;525;亞尼克菓子工房;規格：7入/盒;奧利奧草莓起司蛋糕口味夾心餅乾;0;1;7,0;0,1666666666666666;5956;0.00%;0;奧利奧草莓起司蛋糕口味夾心餅乾;14120026001;pcs;1;;525,0;0,0;0,0;count;月;0
大地花生工坊 原味花生片200g(常溫);飲料零食;209;;規格：1pack包x1x1pack包;家福無鹽花生 200g;220;1;1,0;10,0;6049;5.00%;1;家福無鹽花生200g;14131066001;pack;1;pack;209,0;220,0;5,0;count;月;0
【山海屯】自然果實-愛文芒果乾110g;飲料零食;160;山海屯;規格：1包;台灣愛文芒果乾;0;1;1,0;12,0;6269;0.00%;1;台灣愛文芒果乾;14210019001;pcs;1;;160,0;0,0;0,0;count;月;0
懷舊復刻茶食 澎湖特產 (大蒜花生160g/鹹酥花生(全素)170g) 口味任選 [6包免運組];飲料零食;420;4乘6;規格：160-170g;四乘六大蒜花生;600;1;160,0;8,0;6507;30.00%;0;四乘六大蒜花生;14240014001;pcs;1;;420,0;600,0;30,0;count;月;0
[帕莎蒂娜] 咖啡核桃吐司 (6片);飲料零食;168;帕莎蒂娜PASADENA;規格：1顆;豆之家健康果仁;178;1;1,0;999,0;6637;5.62%;0;豆之家健康果仁;14244012001;pcs;1;;168,0;178,0;5,617977528089887;count;冷藏;0
