title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
帕皮思比利時焦糖脆餅;飲料零食;234;帕皮思;規格：300g克x1x1bag包;帕皮思比利時焦糖脆餅;0;1;300,0;12,166666666666666;5780;0.00%;1;14104028001,0;g;1;bag;234,0;0,0;0,0;weight;月;5,459585514144159;0,0;0,0010010149179028;0,5004348715168858;0,0;0,0;1
UCC BLACK無糖黑咖啡飲料275g;飲料零食;41;UCC;規格：275g克x1x1can罐;UCC BLACK無糖黑咖啡飲料275g;48;1;275,0;12,0;247;14.58%;1;10020028001,0;g;1;can;41,0;48,0;14,583333333333334;weight;月;3,737669618283368;3,8918202981106265;0,000987111932932;0,3202200029421725;0,4176093470745608;0,2207835325365205;0
白蘭氏葉黃素精華凍15Gx21入;飲料零食;895;白蘭氏;規格：15g克x21x1box盒;白蘭氏葉黃素精華凍15Gx21入;0;1;15,0;18,0;324;0.00%;0;10023011001,0;g;21;box;42,61904761904762;0,0;0,0;weight;月;3,7754939269507073;0,0;0,0014876193918834;0,3241786764359242;0,0;0,0;0
天地合補純正官燕窩;飲料零食;1299;天地合補;規格：70g克x6x1box盒;天地合補純正官燕窩;0;1;70,0;24,0;333;0.00%;0;10023032001,0;g;6;box;216,5;0,0;0,0;weight;月;5,382198850528739;0,0;0,0019881268508348;0,4923356214626799;0,0;0,0;0
泰山仙草凍255g;飲料零食;115;泰山;規格：255g克x1x6can罐;泰山仙草凍255g;120;1;255,0;24,0;588;4.17%;1;10035041001,0;g;6;can;19,166666666666668;20,0;4,166666666666661;weight;月;3,004031076368686;3,044522437723423;0,0019881268508348;0,24343775490653;0,3266905792101371;0,0630810092961486;0
旺旺厚燒鹽味;飲料零食;59;旺旺;規格：150g克x1x1pack包;厚燒鹽味;0;1;150,0;6,0;5199;0.00%;1;14000002001,0;g;1;pack;59,0;0,0;0,0;weight;月;4,0943445622221;0,0;0,0004866044739805;0,3575494266964488;0,0;0,0;0
旺旺仙貝經濟包;飲料零食;107;旺旺;規格：350g克x1x1pack包;旺旺仙貝經濟包;112;1;350,0;6,0;5200;4.46%;0;14000003001,0;g;1;pack;107,0;112,0;4,464285714285714;weight;月;4,68213122712422;4,727387818712341;0,0004866044739805;0,4190668892043089;0,5072693981526111;0,067586795674445;0
瑞花經濟包-輕辣;飲料零食;109;旺旺;規格：350g克x1x1bag袋;瑞花經濟包-輕辣;135;1;350,0;6,0;5203;19.26%;1;14000008001,0;g;1;bag;109,0;135,0;19,25925925925926;weight;月;4,700480365792417;4,912654885736052;0,0004866044739805;0,4209873010092624;0,5271493651006616;0,2915744429688652;0
波貝仙;飲料零食;109;旺旺;規格：350g克x1x1pack包;波貝仙;135;1;350,0;6,0;5204;19.26%;1;14000010001,0;g;1;pack;109,0;135,0;19,25925925925926;weight;月;4,700480365792417;4,912654885736052;0,0004866044739805;0,4209873010092624;0,5271493651006616;0,2915744429688652;0
旺旺金澎派;飲料零食;109;旺旺;規格：343g克x1x1pack包;旺旺金澎派;128;1;343,0;6,0;5205;14.84%;1;14000011001,0;g;1;pack;109,0;128,0;14,84375;weight;月;4,700480365792417;4,859812404361672;0,0004866044739805;0,4209873010092624;0,5214791356311077;0,2247260956175298;0
米豆;飲料零食;109;旺旺;規格：350g克x1x1pack包;米豆;135;1;350,0;9,0;5206;19.26%;1;14000014001,0;g;1;pack;109,0;135,0;19,25925925925926;weight;月;4,700480365792417;4,912654885736052;0,0007368582034562;0,4209873010092624;0,5271493651006616;0,2915744429688652;0
旺旺岩塚仙貝經濟包;飲料零食;109;旺旺;規格：350g克x1x1pack包;旺旺岩塚仙貝經濟包;112;1;350,0;6,0;5207;2.68%;0;14000015001,0;g;1;pack;109,0;112,0;2,6785714285714284;weight;月;4,700480365792417;4,727387818712341;0,0004866044739805;0,4209873010092624;0,5072693981526111;0,040552077404667;0
