title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
桂格完膳營養素白藜蘆醇24入;嬰童保健;1540;桂格;規格：237ml毫升x24x1box箱;桂格完膳營養素-均衡6入 完膳營養素均衡;0;1;237,0;12,0;5160;0.00%;1;桂格完膳營養素-均衡6入完膳營養素均衡;12327022001;ml;24;box;64,16666666666667;0,0;0,0;volume;月;1
依必朗兒童抗菌洗髮乳;嬰童保健;125;依必朗;規格：700ml毫升x1x1bottle瓶;依必朗嬰兒洗髮精 依必朗嬰兒洗髮;0;1;700,0;60,0;4738;0.00%;1;依必朗嬰兒洗髮精依必朗嬰兒洗髮;12150003001;ml;1;bottle;125,0;0,0;0,0;volume;月;0
嬌生嬰兒柔亮洗髮露500ml;嬰童保健;139;嬌生;規格：500ml毫升x1x1pc瓶;嬌生嬰兒柔亮洗髮露 柔亮;147;1;500,0;36,0;4740;5.44%;1;嬌生嬰兒柔亮洗髮露柔亮;12150005001;ml;1;pc;139,0;147,0;5,442176870748299;volume;月;0
嬌生嬰兒牛奶純米沐浴乳;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒溫和洗髮露;187;1;750,0;36,0;4742;20.32%;0;嬌生嬰兒溫和洗髮露;12150007001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;0
花王兒童洗髮精;嬰童保健;109;花王;規格：750ml毫升x1x1bottle瓶;花王兒童洗髮精;0;1;750,0;33,3;4744;0.00%;0;花王兒童洗髮精;12150009001;ml;1;bottle;109,0;0,0;0,0;volume;月;0
依必朗兒童抗菌洗髮乳;嬰童保健;125;依必朗;規格：700ml毫升x1x1bottle瓶;依必朗兒童抗菌洗髮乳;0;1;700,0;60,0;4745;0.00%;1;依必朗兒童抗菌洗髮乳;12150016001;ml;1;bottle;125,0;0,0;0,0;volume;月;0
嬌生嬰兒活力亮澤洗髮露;嬰童保健;169;嬌生;規格：500ml毫升x1x1pc瓶;嬌生嬰兒活力清新洗髮露 活力清新;209;1;500,0;36,0;4747;19.14%;0;嬌生嬰兒活力清新洗髮露活力清新;12150039001;ml;1;pc;169,0;209,0;19,138755980861244;volume;月;0
博寶兒植萃洗髮沐浴露-佩佩豬;嬰童保健;219;PROBO博寶兒;規格：650ml毫升x1x1pc瓶;博寶兒植萃洗髮沐浴露-佩佩豬 洗髮沐浴;265;1;650,0;60,0;4749;17.36%;0;博寶兒植萃洗髮沐浴露-佩佩豬洗髮沐浴;12151002001;ml;1;pc;219,0;265,0;17,358490566037734;volume;月;0
依必朗兒童抗菌洗髮乳;嬰童保健;125;依必朗;規格：700ml毫升x1x1bottle瓶;依必朗兒童抗菌沐浴乳;0;1;700,0;60,0;4753;0.00%;1;依必朗兒童抗菌沐浴乳;12151015001;ml;1;bottle;125,0;0,0;0,0;volume;月;0
嬌生嬰兒牛奶純米沐浴乳;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒牛奶純米沐浴乳 牛奶純米;187;1;750,0;36,0;4758;20.32%;1;嬌生嬰兒牛奶純米沐浴乳牛奶純米;12151088001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;0
嬌生嬰兒甜夢沐浴露;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒甜夢沐浴露 甜夢;187;1;750,0;36,0;4759;20.32%;1;嬌生嬰兒甜夢沐浴露甜夢;12151089001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;0
嬌生嬰兒牛奶純米沐浴乳;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒牛奶純米沐浴乳;187;1;750,0;36,0;4761;20.32%;1;嬌生嬰兒牛奶純米沐浴乳;12151092001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;0
嬌生嬰兒活力亮澤洗髮露;嬰童保健;169;嬌生;規格：500ml毫升x1x1pc瓶;嬌生嬰兒洗髮沐浴露;209;1;500,0;36,0;4762;19.14%;1;嬌生嬰兒洗髮沐浴露;12151093001;ml;1;pc;169,0;209,0;19,138755980861244;volume;月;0
嬌生嬰兒蜜桃水嫩沐浴露;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒溫和沐浴露;187;1;750,0;36,0;4763;20.32%;1;嬌生嬰兒溫和沐浴露;12151091001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;0
嬌生嬰兒甜夢沐浴露;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒甜夢沐浴露;187;1;750,0;36,0;4765;20.32%;1;嬌生嬰兒甜夢沐浴露;12151096001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;0
嬌生嬰兒蜜桃水嫩沐浴露;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒蜜桃水嫩沐浴露;187;1;750,0;36,0;4769;20.32%;0;嬌生嬰兒蜜桃水嫩沐浴露;12151110001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;0
嬌生嬰兒潤膚油 (清爽配方);嬰童保健;239;嬌生;規格：300ml毫升x1x1bottle瓶;嬌生嬰兒潤膚油 (清爽配方) 嬌生嬰兒潤膚油;0;1;300,0;33,3;4770;0.00%;1;嬌生嬰兒潤膚油(清爽配方)嬌生嬰兒潤膚油;12152004001;ml;1;bottle;239,0;0,0;0,0;volume;月;0
嬌生嬰兒潤膚油 (滋養配方);嬰童保健;179;嬌生;規格：125ml毫升x1x1bottle瓶;嬌生嬰兒潤膚油 (滋養配方) 滋養配方嬰兒油;180;1;125,0;33,3;4771;0.56%;1;嬌生嬰兒潤膚油(滋養配方)滋養配方嬰兒油;12152005001;ml;1;bottle;179,0;180,0;0,5555555555555556;volume;月;0
嬌生嬰兒牛奶純米沐浴乳;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒牛奶純米潤膚乳;187;1;750,0;36,0;4773;20.32%;0;嬌生嬰兒牛奶純米潤膚乳;12152061001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;0
嬌生嬰兒甜夢潤膚乳;嬰童保健;199;嬌生;規格：500ml毫升x1x1pc瓶;嬌生嬰兒甜夢潤膚乳;0;1;500,0;36,0;4774;0.00%;0;嬌生嬰兒甜夢潤膚乳;12152062001;ml;1;pc;199,0;0,0;0,0;volume;月;0
紐力活葡萄糖胺液(液態食品);嬰童保健;1049;紐力活;規格：946ml毫升x1x1can罐;紐力活葡萄糖胺液態食品 946ML;1152;1;946,0;24,0;5113;8.94%;1;紐力活葡萄糖胺液態食品946ML;12322054001;ml;1;can;1049,0;1152,0;8,940972222222223;volume;月;0
【限量】桂格完膳營養素白藜蘆醇237mlx6入;嬰童保健;409;桂格;規格：237ml毫升x6x1box盒;桂格完膳營養素白藜蘆醇6入 完膳白藜蘆醇;0;1;237,0;12,0;5145;0.00%;0;桂格完膳營養素白藜蘆醇6入完膳白藜蘆醇;12327002001;ml;6;box;68,16666666666667;0,0;0,0;volume;月;0
【保健食品】桂格完膳營養素_纖穀口味;嬰童保健;490;桂格;規格：250ml毫升x8x1box盒;桂格完膳營養素_纖穀口味 桂格完膳_纖穀;0;1;250,0;15,0;5147;0.00%;1;桂格完膳營養素_纖穀口味桂格完膳_纖穀;12327005001;ml;8;box;61,25;0,0;0,0;volume;月;0
【保健食品】桂格完膳營養素_纖穀口味;嬰童保健;490;桂格;規格：250ml毫升x8x1box盒;桂格完膳營養素纖穀口味;0;1;250,0;15,0;5150;0.00%;0;桂格完膳營養素纖穀口味;12327009001;ml;8;box;61,25;0,0;0,0;volume;月;0
【保健食品】桂格完膳營養素糖尿病適用8入;嬰童保健;655;桂格;規格：250ml毫升x8x1box箱;桂格完膳營養素- 糖尿病適用 糖尿病配方-水;668;1;250,0;15,0;5152;1.95%;1;桂格完膳營養素-糖尿病適用糖尿病配方-水;12327012001;ml;8;box;81,875;83,5;1,9461077844311376;volume;月;0
【保健食品】桂格完膳營養素_含纖原味;嬰童保健;490;桂格;規格：250ml毫升x8x1box盒;桂格完膳營養素_含纖原味 桂格完膳_含纖;0;1;250,0;15,0;5159;0.00%;0;桂格完膳營養素_含纖原味桂格完膳_含纖;12327021001;ml;8;box;61,25;0,0;0,0;volume;月;0
桂格完膳營養素糖尿病適用無糖100鉻-250mlx8;嬰童保健;655;桂格;規格：250ml毫升x8x1box盒;桂格完膳營養素糖尿病適用8入 完膳糖尿病;668;1;250,0;15,0;5161;1.95%;1;桂格完膳營養素糖尿病適用8入完膳糖尿病;12327023001;ml;8;box;81,875;83,5;1,9461077844311376;volume;月;0
亞培安素升級配方草莓減甜口味24入;嬰童保健;1700;亞培;規格：237ml毫升x24x1box箱;亞培安素草莓減甜24入;1760;1;237,0;18,0;5162;3.41%;1;亞培安素草莓減甜24入;12327025001;ml;24;box;70,83333333333333;73,33333333333333;3,4090909090909096;volume;月;0
【限量】亞培葡勝納SR菁選禮盒-香草口味200mlx8;嬰童保健;795;亞培;規格：200ml毫升x8x1box盒;亞培葡勝納SR菁選禮盒 SR菁選;0;1;200,0;12,0;5166;0.00%;1;亞培葡勝納SR菁選禮盒SR菁選;12327031001;ml;8;box;99,375;0,0;0,0;volume;月;0
桂格完膳營養素香草口味(低糖少甜)250mlx24;嬰童保健;1390;桂格;規格：250ml毫升x24x1box箱;桂格完膳營養素香草口味(低糖少甜)24入;1650;1;250,0;15,0;5170;15.76%;0;桂格完膳營養素香草口味(低糖少甜)24入;12327048001;ml;24;box;57,91666666666666;68,75;15,75757575757576;volume;月;0
