title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
彎彎全效控油皂-白麝香-100g;美妝個清;149;美琪;規格：100g克x1x3pc個;彎彎全效控油皂-白麝香;0;1;100,0;60,0;2770;0.00%;1;12010058001,0;g;3;pc;49,66666666666666;0,0;0,0;weight;月;3,9252682321781664;0,0;0,0049911716045434;0,339853981366507;0,0;0,0;1
566護色增亮洗髮乳700g;美妝個清;99;566;規格：700g克x1x1bottle瓶;566護色增亮洗髮乳-補充包;107;1;700,0;33,3;2038;7.48%;1;12000002001,0;g;1;bottle;99,0;107,0;7,476635514018691;weight;月;4,605170185988092;4,68213122712422;0,0027639134122096;0,411012184588909;0,5024131678500171;0,1131920914472949;0
566洗潤雙效洗髮乳800g;美妝個清;105;566;規格：800g克x1x1bottle瓶;566洗潤雙效洗髮乳;124;1;800,0;33,3;2047;15.32%;0;12000016001,0;g;1;bottle;105,0;124,0;15,32258064516129;weight;月;4,663439094112067;4,8283137373023015;0,0027639134122096;0,4171105797804492;0,518099190829759;0,2319753245084179;0
麗仕柔亮直順洗髮乳;美妝個清;189;Lux麗仕;規格：750g克x1x1pc瓶;麗仕柔亮直順洗髮乳 麗仕直順洗髮乳;0;1;750,0;36,0;2062;0.00%;1;12000042001,0;g;1;pc;189,0;0,0;0,0;weight;月;5,247024072160486;0,0;0,0029891417687377;0,4781882958140757;0,0;0,0;0
麗仕柔亮清爽洗髮乳;美妝個清;189;Lux麗仕;規格：750g克x1x1pc瓶;麗仕柔亮清爽洗髮乳 麗仕清爽洗髮乳;0;1;750,0;36,0;2091;0.00%;1;12000081001,0;g;1;pc;189,0;0,0;0,0;weight;月;5,247024072160486;0,0;0,0029891417687377;0,4781882958140757;0,0;0,0;0
566薄荷淨屑洗髮露800g;美妝個清;115;566;規格：800g克x1x1pc瓶;566 薄荷淨屑洗髮露;124;1;800,0;60,0;2096;7.26%;1;12000089001,0;g;1;pc;115,0;124,0;7,258064516129033;weight;月;4,7535901911063645;4,8283137373023015;0,0049911716045434;0,4265457491378771;0,518099190829759;0,1098830484513558;0
566蛋黃素洗髮乳800g;美妝個清;105;566;規格：800g克x1x1bottle瓶;566蛋黃素洗髮乳;124;1;800,0;33,3;2101;15.32%;0;12000097001,0;g;1;bottle;105,0;124,0;15,32258064516129;weight;月;4,663439094112067;4,8283137373023015;0,0027639134122096;0,4171105797804492;0,518099190829759;0,2319753245084179;0
飛柔控油去屑洗髮露組;美妝個清;215;飛柔;規格：1000g克x1x1set組;超值薄荷洗髮乳;0;1;1000,0;36,0;2104;0.00%;1;12000101001,0;g;1;set;215,0;0,0;0,0;weight;月;5,375278407684165;0,0;0,0029891417687377;0,4916113313270747;0,0;0,0;0
麗仕柔亮修護洗髮乳;美妝個清;189;Lux麗仕;規格：750g克x1x1pc瓶;麗仕柔亮修護洗髮乳 麗仕修護洗髮乳;0;1;750,0;36,0;2118;0.00%;1;12000129001,0;g;1;pc;189,0;0,0;0,0;weight;月;5,247024072160486;0,0;0,0029891417687377;0,4781882958140757;0,0;0,0;0
潘婷奇蹟系列柔亮護色護髮精華素;美妝個清;329;Pantene潘婷;規格：500g克x1x1pc瓶;潘婷奇蹟系列柔亮護色洗髮露 潘婷奇蹟護色洗;355;1;500,0;36,0;2121;7.32%;0;12000135001,0;g;1;pc;329,0;355,0;7,323943661971831;weight;月;5,799092654460526;5,87493073085203;0,0029891417687377;0,5359675214095826;0,6304057738252871;0,1108804219740755;0
花香5原效洗髮乳-櫻花香;美妝個清;129;花香5;規格：1100g克x1x1bottle瓶;花香5原效洗髮乳-櫻花香;158;1;1100,0;33,3;2126;18.35%;1;12000147001,0;g;1;bottle;129,0;158,0;18,35443037974684;weight;月;4,867534450455582;5,068904202220232;0,0027639134122096;0,4384710991348332;0,5439156004454646;0,277875838418478;0
麗仕柔亮強韌洗髮乳;美妝個清;189;Lux麗仕;規格：750g克x1x1pc瓶;麗仕柔亮強韌洗髮乳 麗仕強韌洗髮乳;0;1;750,0;36,0;2135;0.00%;1;12000163001,0;g;1;pc;189,0;0,0;0,0;weight;月;5,247024072160486;0,0;0,0029891417687377;0,4781882958140757;0,0;0,0;0
麗仕柔亮絲滑潤髮乳;美妝個清;189;Lux麗仕;規格：650g克x1x1pc瓶;麗仕柔亮絲滑洗髮乳 麗仕絲滑洗髮乳;0;1;650,0;36,0;2139;0.00%;1;12000169001,0;g;1;pc;189,0;0,0;0,0;weight;月;5,247024072160486;0,0;0,0029891417687377;0,4781882958140757;0,0;0,0;0
566潤澤抗菌香氛洗髮精-白麝香800g;美妝個清;108;566;規格：800g克x1x1bottle瓶;566潤澤抗菌香氛洗髮精-白麝香 潤澤抗菌白麝香;119;1;800,0;60,0;2145;9.24%;0;12000182001,0;g;1;bottle;108,0;119,0;9,243697478991598;weight;月;4,691347882229144;4,787491742782046;0,0049911716045434;0,4200314997828075;0,5137188121966135;0,1399444239847333;0
