title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
亞培葡勝納SR菁選糖尿病營養品原味24入;嬰童保健;2165;亞培;規格：200ml毫升x24x1box箱;亞培葡勝納菁選30入 葡勝納菁選30入;2193;1;200,0;12,0;5177;1.28%;1;12327058001;ml;24;box;90,20833333333331;91,375;1,2767897856817196;volume;月;4,513146267174918;4,525856379268366;0,000987111932932;0,4013810066234161;0,485644192877318;0,0193298852015559;1
嬌生嬰兒柔亮洗髮露500ml;嬰童保健;139;嬌生;規格：500ml毫升x1x1pc瓶;嬌生嬰兒柔亮洗髮露 柔亮;147;1;500,0;36,0;4740;5.44%;1;12150005001;ml;1;pc;139,0;147,0;5,442176870748299;volume;月;4,941642422609304;4,997212273764115;0,0029891417687377;0,4462272029573983;0,5362227428262138;0,0823915223459901;0
花王兒童洗髮精;嬰童保健;109;花王;規格：750ml毫升x1x1bottle瓶;花王兒童洗髮精;0;1;750,0;33,3;4744;0.00%;0;12150009001;ml;1;bottle;109,0;0,0;0,0;volume;月;4,700480365792417;0,0;0,0027639134122096;0,4209873010092624;0,0;0,0;0
依必朗兒童抗菌洗髮乳;嬰童保健;125;依必朗;規格：700ml毫升x1x1bottle瓶;依必朗兒童抗菌洗髮乳;0;1;700,0;60,0;4745;0.00%;1;12150016001;ml;1;bottle;125,0;0,0;0,0;volume;月;4,836281906951478;0,0;0,0049911716045434;0,4352002233424926;0,0;0,0;0
博寶兒植萃洗髮沐浴露-佩佩豬;嬰童保健;219;PROBO博寶兒;規格：650ml毫升x1x1pc瓶;博寶兒植萃洗髮沐浴露-佩佩豬 洗髮沐浴;265;1;650,0;60,0;4749;17.36%;0;12151002001;ml;1;pc;219,0;265,0;17,358490566037734;volume;月;5,393627546352362;5,583496308781699;0,0049911716045434;0,4935317431320283;0,5991335851338082;0,2627978651432007;0
嬌生嬰兒牛奶純米沐浴乳;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒牛奶純米沐浴乳;187;1;750,0;36,0;4761;20.32%;1;12151092001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;5,010635294096256;5,236441962829949;0,0029891417687377;0,4534479628664632;0,5618931352387655;0,3076464196689178;0
嬌生嬰兒甜夢沐浴露;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒甜夢沐浴露;187;1;750,0;36,0;4765;20.32%;1;12151096001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;5,010635294096256;5,236441962829949;0,0029891417687377;0,4534479628664632;0,5618931352387655;0,3076464196689178;0
嬌生嬰兒蜜桃水嫩沐浴露;嬰童保健;149;嬌生;規格：750ml毫升x1x1pc瓶;嬌生嬰兒蜜桃水嫩沐浴露;187;1;750,0;36,0;4769;20.32%;0;12151110001;ml;1;pc;149,0;187,0;20,32085561497326;volume;月;5,010635294096256;5,236441962829949;0,0029891417687377;0,4534479628664632;0,5618931352387655;0,3076464196689178;0
嬌生嬰兒潤膚油 (清爽配方);嬰童保健;239;嬌生;規格：300ml毫升x1x1bottle瓶;嬌生嬰兒潤膚油 (清爽配方) 嬌生嬰兒潤膚油;0;1;300,0;33,3;4770;0.00%;1;12152004001;ml;1;bottle;239,0;0,0;0,0;volume;月;5,480638923341991;0,0;0,0027639134122096;0,5026383109419805;0,0;0,0;0
嬌生嬰兒潤膚油 (滋養配方);嬰童保健;179;嬌生;規格：125ml毫升x1x1bottle瓶;嬌生嬰兒潤膚油 (滋養配方) 滋養配方嬰兒油;180;1;125,0;33,3;4771;0.56%;1;12152005001;ml;1;bottle;179,0;180,0;0,5555555555555556;volume;月;5,19295685089021;5,198497031265826;0,0027639134122096;0,472529647096769;0,5578214780497182;0,0084108012394864;0
嬌生嬰兒甜夢潤膚乳;嬰童保健;199;嬌生;規格：500ml毫升x1x1pc瓶;嬌生嬰兒甜夢潤膚乳;0;1;500,0;36,0;4774;0.00%;0;12152062001;ml;1;pc;199,0;0,0;0,0;volume;月;5,298317366548036;0,0;0,0029891417687377;0,4835566267116747;0,0;0,0;0
紐力活葡萄糖胺液(液態食品);嬰童保健;1049;紐力活;規格：946ml毫升x1x1can罐;紐力活葡萄糖胺液態食品 946ML;1152;1;946,0;24,0;5113;8.94%;1;12322054001;ml;1;can;1049,0;1152,0;8,940972222222223;volume;月;6,956545443151569;7,050122520269059;0,0019881268508348;0,6571059595277329;0,7565089950105217;0,1353613324479858;0
【限量】桂格完膳營養素白藜蘆醇237mlx6入;嬰童保健;409;桂格;規格：237ml毫升x6x1box盒;桂格完膳營養素白藜蘆醇6入 完膳白藜蘆醇;0;1;237,0;12,0;5145;0.00%;0;12327002001;ml;6;box;68,16666666666667;0,0;0,0;volume;月;4,236519051002643;0,0;0,000987111932932;0,3724293385852081;0,0;0,0;0
【保健食品】桂格完膳營養素_纖穀口味;嬰童保健;490;桂格;規格：250ml毫升x8x1box盒;桂格完膳營養素_纖穀口味 桂格完膳_纖穀;0;1;250,0;15,0;5147;0.00%;1;12327005001;ml;8;box;61,25;0,0;0,0;volume;月;4,131158535344817;0,0;0,0012373656624077;0,3614023589703022;0,0;0,0;0
【保健食品】桂格完膳營養素糖尿病適用8入;嬰童保健;655;桂格;規格：250ml毫升x8x1box箱;桂格完膳營養素- 糖尿病適用 糖尿病配方-水;668;1;250,0;15,0;5152;1.95%;1;12327012001;ml;8;box;81,875;83,5;1,9461077844311376;volume;月;4,417333448506026;4,436751534363128;0,0012373656624077;0,391353284267351;0,4760828531309475;0,0294629863778419;0
