title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
波蜜芭樂汁300ml;飲料零食;48;波蜜;規格：300ml毫升x1x6bottle瓶;波蜜芭樂汁300ml;0;1;300,0;12,0;168;0.00%;1;10014069001;ml;6;bottle;8,0;0,0;0,0;volume;月;2,19722457733622;0,0;0,000987111932932;0,1589977845584571;0,0;0,0;1
可口可樂纖維+600ml;飲料零食;120;CocaCola 可口可樂;規格：600ml毫升x1x4bottle瓶;可口可樂Zero 600ml;0;1;600,0;9,0;2;0.00%;1;10000001001;ml;4;bottle;30,0;0,0;0,0;volume;月;3,4339872044851463;0,0;0,0007368582034562;0,2884367512614976;0,0;0,0;0
可口可樂2L;飲料零食;230;CocaCola 可口可樂;規格：2000ml毫升x1x6bottle瓶;可口可樂2L;296;1;2000,0;9,0;3;22.30%;1;10000002001;ml;6;bottle;38,333333333333336;49,333333333333336;22,2972972972973;volume;月;3,672072335797555;3,918667548146815;0,0007368582034562;0,3133546237035834;0,4204901744765359;0,3375686443415527;0
百事可樂330ml;飲料零食;77;百事可樂;規格：330ml毫升x1x6bottle瓶;百事可樂330ml;90;1;330,0;12,0;4;14.44%;1;10000003001;ml;6;bottle;12,833333333333334;15,0;14,44444444444444;volume;月;2,627081138568543;2,772588722239781;0,000987111932932;0,2039863602924279;0,2975109016628941;0,2186808322266488;0
百事可樂2L;飲料零食;36;百事可樂;規格：2000ml毫升x1x1bottle瓶;百事可樂2L;52;1;2000,0;12,0;5;30.77%;1;10000004001;ml;1;bottle;36,0;52,0;30,76923076923077;volume;月;3,610917912644224;3,970291913552122;0,000987111932932;0,3069542319319339;0,426029694772608;0,465828991725406;0
可口可樂330ml;飲料零食;83;CocaCola 可口可樂;規格：330ml毫升x1x6bottle瓶;可口可樂330ml;95;1;330,0;12,0;6;12.63%;1;10000005001;ml;6;bottle;13,833333333333334;15,833333333333334;12,63157894736842;volume;月;2,6968769005040847;2,8233610476132047;0,000987111932932;0,2112911503199326;0,3029589943353503;0,1912350597609561;0
可口可樂 Zero 330ml;飲料零食;83;CocaCola 可口可樂;規格：330ml毫升x1x6bottle瓶;可口可樂 Zero 330ml;94;1;330,0;9,0;8;11.70%;0;10000007001;ml;6;bottle;13,833333333333334;15,666666666666666;11,702127659574462;volume;月;2,6968769005040847;2,8134107167600364;0,0007368582034562;0,2112911503199326;0,3018912802960394;0,1771636856828006;0
可口可樂 1250ml;飲料零食;31;CocaCola 可口可樂;規格：1250ml毫升x1x1bottle瓶;可口可樂纖維+ 1250ml;0;1;1250,0;9,0;9;0.00%;1;10000008001;ml;1;bottle;31,0;0,0;0,0;volume;月;3,4657359027997265;0,0;0,0007368582034562;0,2917595543716461;0,0;0,0;0
可口可樂ZERO無糖零卡2L;飲料零食;230;CocaCola 可口可樂;規格：2000ml毫升x1x6bottle瓶;可口可樂 Zero 2L;296;1;2000,0;9,0;10;22.30%;1;10000010001;ml;6;bottle;38,333333333333336;49,333333333333336;22,2972972972973;volume;月;3,672072335797555;3,918667548146815;0,0007368582034562;0,3133546237035834;0,4204901744765359;0,3375686443415527;0
可口可樂 Can 250 ml;飲料零食;239;CocaCola 可口可樂;規格：250ml毫升x1x24bottle瓶;可口可樂 Can 250 ml;259;1;250,0;12,0;11;7.72%;1;10000011001;ml;24;bottle;9,958333333333334;10,791666666666666;7,722007722007712;volume;月;2,394100201829819;2,467393067295292;0,000987111932932;0,1796026903375179;0,2647620724702318;0,1169068898152561;0
