title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
桂格完膳營養素糖尿病穩健配方900g;嬰童保健;790;桂格;規格：900g克x1x1can罐;桂格完膳營養素50鉻配方;1057;1;900,0;24,0;5165;25.26%;0;桂格完膳營養素50鉻配方;12327028001;g;1;can;790,0;1057,0;25,26017029328288;weight;月;1
台糖大豆卵磷脂200g;嬰童保健;173;台糖;規格：200g克x1x1pc盒;三多顆粒卵磷脂;275;1;200,0;12,0;5109;37.09%;1;三多顆粒卵磷脂;12321040001;g;1;pc;173,0;275,0;37,09090909090909;weight;月;0
三多魚膠原蛋白C-盒裝28入;嬰童保健;309;三多;規格：3g克x28x1box盒;三多魚膠原蛋白C-盒裝28入 三多魚膠原蛋白;339;1;3,0;33,3;5119;8.85%;0;三多魚膠原蛋白C-盒裝28入三多魚膠原蛋白;12323109001;g;28;box;11,035714285714286;12,107142857142858;8,849557522123892;weight;月;0
台糖寡醣乳酸菌-3gx30;嬰童保健;449;台糖;規格：3g克x30x1box盒;台糖寡醣乳酸菌30包 台糖寡醣乳酸菌;464;1;3,0;24,0;5127;3.23%;1;台糖寡醣乳酸菌30包台糖寡醣乳酸菌;12325040001;g;30;box;14,966666666666669;15,466666666666669;3,2327586206896552;weight;月;0
台塑生醫-舒暢益生菌;嬰童保健;668;台塑生醫;規格：4g克x30x1box盒;台塑生醫-舒暢益生菌 台塑舒暢益生菌;700;1;4,0;24,0;5128;4.57%;1;台塑生醫-舒暢益生菌台塑舒暢益生菌;12325047001;g;30;box;22,266666666666666;23,33333333333333;4,571428571428571;weight;月;0
紅牛聰勁即溶乳清蛋白-曼特寧;嬰童保健;999;紅牛;規格：2lb磅x1x1pc瓶;紅牛聰勁即溶乳清蛋白-曼特寧 紅牛乳清曼特寧;1350;1;907,184;18,0;5148;26.00%;0;紅牛聰勁即溶乳清蛋白-曼特寧紅牛乳清曼特寧;12327006001;g;1;pc;999,0;1350,0;26,0;weight;月;0
【保健食品】三多補體健;嬰童保健;612;三多;規格：750g克x1x1can罐;三多補體健;0;1;750,0;33,3;5149;0.00%;0;三多補體健;12327007001;g;1;can;612,0;0,0;0,0;weight;月;0
三多奶蛋白-S P93 500g/罐;嬰童保健;720;三多;規格：500g克x1x1can罐;三多奶蛋白P93/500g;0;1;500,0;33,3;5151;0.00%;1;三多奶蛋白P93/500g;12327010001;g;1;can;720,0;0,0;0,0;weight;月;0
桂格完膳營養素糖尿病穩健配方900g;嬰童保健;790;桂格;規格：900g克x1x1can罐;桂格完膳營養素 穩健配方;1057;1;900,0;24,0;5153;25.26%;0;桂格完膳營養素穩健配方;12327013001;g;1;can;790,0;1057,0;25,26017029328288;weight;月;0
桂格完膳營養素全新均衡營養配方;嬰童保健;650;桂格;規格：850g克x1x1can罐;桂格完膳營養素雙效營養配方;669;1;850,0;24,0;5164;2.84%;1;桂格完膳營養素雙效營養配方;12327027001;g;1;can;650,0;669,0;2,8400597907324365;weight;月;0
桂格機能燕麥片700g;嬰童保健;199;桂格;規格：700g克x1x1can罐;桂格機能燕麥片700g;228;1;700,0;24,0;5168;12.72%;1;桂格機能燕麥片700g;12327040001;g;1;can;199,0;228,0;12,719298245614036;weight;月;0
[正光藥局]三多-偉力健-綜合優蛋白粉 500g;嬰童保健;803;三多-偉力健;規格：500g;三多綜合優蛋白500g 綜合優蛋白;836;1;500,0;36,0;5173;3.95%;1;三多綜合優蛋白500g綜合優蛋白;12327052001;g;1;;803,0;836,0;3,947368421052632;weight;月;0
亞培安素優能基香草少甜2入促銷組;嬰童保健;1660;亞培;規格：1600g克x1x1set組;亞培安素優能基均衡營養配方(香草少甜);1918;1;1600,0;24,0;5174;13.45%;1;亞培安素優能基均衡營養配方(香草少甜);12327054001;g;1;set;1660,0;1918,0;13,451511991657975;weight;月;0
桂格完膳營養素全新均衡營養配方;嬰童保健;650;桂格;規格：850g克x1x1can罐;桂格完膳營養素均衡營養;669;1;850,0;24,0;5175;2.84%;1;桂格完膳營養素均衡營養;12327056001;g;1;can;650,0;669,0;2,8400597907324365;weight;月;0
亞培安素優能基香草少甜2入促銷組;嬰童保健;1660;亞培;規格：1600g克x1x1set組;亞培安素優能基2入促銷組;1918;1;1600,0;24,0;5181;13.45%;1;亞培安素優能基2入促銷組;12327062001;g;1;set;1660,0;1918,0;13,451511991657975;weight;月;0
台糖大豆卵磷脂200g;嬰童保健;173;台糖;規格：200g克x1x1pc盒;台糖大豆卵磷脂200g 大豆卵磷脂;275;1;200,0;12,0;5190;37.09%;1;台糖大豆卵磷脂200g大豆卵磷脂;12327086001;g;1;pc;173,0;275,0;37,09090909090909;weight;月;0
桂格成長奶粉三益菌配方1.5kg;嬰童保健;761;桂格;規格：1500g克x1x1can罐;桂格成長奶粉三益菌配方1.5kg;909;1;1500,0;33,3;7273;16.28%;1;桂格成長奶粉三益菌配方1.5kg;14411001001;g;1;can;761,0;909,0;16,28162816281628;weight;月;0
豐力富Nature 3-7歲兒童奶粉;嬰童保健;779;豐力富;規格：1500g克x1x1can罐;豐力富Nature 3-7歲兒童奶粉;780;1;1500,0;24,0;7274;0.13%;0;豐力富Nature3-7歲兒童奶粉;14411015001;g;1;can;779,0;780,0;0,1282051282051282;weight;月;0
豐力富Nature 1-3歲幼兒成長奶;嬰童保健;799;豐力富;規格：1500g克x1x1can罐;豐力富Nature 1-3歲幼兒成長奶;0;1;1500,0;24,0;7275;0.00%;1;豐力富Nature1-3歲幼兒成長奶;14411016001;g;1;can;799,0;0,0;0,0;weight;月;0
桂格三益菌小朋友奶粉-1500g;嬰童保健;669;桂格;規格：1500g克x1x1can桶;桂格三益菌小朋友奶粉;709;1;1500,0;33,3;7277;5.64%;0;桂格三益菌小朋友奶粉;14411023001;g;1;can;669,0;709,0;5,6417489421720735;weight;月;0
桂格敏兒HA麥精纖果順暢配方;嬰童保健;299;桂格;規格：700g克x1x1can罐;桂格敏兒HA麥精纖果順暢配方;329;1;700,0;24,0;7281;9.12%;0;桂格敏兒HA麥精纖果順暢配方;14412023001;g;1;can;299,0;329,0;9,118541033434653;weight;月;0
子母牌愛美斯900g;嬰童保健;159;子母牌;規格：900g克x1x1can罐;愛美斯;0;1;900,0;18,0;7282;0.00%;1;愛美斯;14412037001;g;1;can;159,0;0,0;0,0;weight;月;0
桂格有機米精300G;嬰童保健;299;桂格;規格：300g克x1x1can罐;桂格有機米精300G;329;1;300,0;24,0;7283;9.12%;1;桂格有機米精300G;14412060001;g;1;can;299,0;329,0;9,118541033434653;weight;月;0
桂格幼兒多力羊奶;嬰童保健;469;桂格;規格：1350g克x1x1can罐;桂格幼兒多力羊奶;509;1;1350,0;18,0;7286;7.86%;1;桂格幼兒多力羊奶;14413010001;g;1;can;469,0;509,0;7,858546168958743;weight;月;0
