title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
蘭韻化妝棉*限量包裝,恕不指定(以實際出貨為主);美妝個清;99;蘭韻;規格：180pc片x1x3box盒;蘭韻化妝棉;118;1;180,0;33,3;3865;16.10%;1;蘭韻化妝棉;12034075001;pc;3;box;33,0;39,333333333333336;16,101694915254242;count;月;0
GATSBY 超強力吸油面紙-70 PC;美妝個清;108;;規格：70pc包x1x1pc包;GATSBY超強力吸油面紙 GATSBY超強吸油;117;1;70,0;36,0;3869;7.69%;0;GATSBY超強力吸油面紙GATSBY超強吸油;12034083001;pc;1;pc;108,0;117,0;7,6923076923076925;count;月;0
GATSBY潔面濕紙巾(冰爽型);美妝個清;69;GATSBY;規格：15pc張x1x1pc包;GATSBY潔面濕紙巾大包裝 潔面濕巾-大;0;1;15,0;33,3;3870;0.00%;1;GATSBY潔面濕紙巾大包裝潔面濕巾-大;12034085001;pc;1;pc;69,0;0,0;0,0;count;月;0
Biore頂級深層卸妝棉-補充包44片;美妝個清;129;Biore;規格：44pc片x1x1box盒;Biore頂級深層卸棉-補充包;130;1;44,0;36,0;3879;0.77%;1;Biore頂級深層卸棉-補充包;12034100001;pc;1;box;129,0;130,0;0,7692307692307693;count;月;0
Biore頂級深層卸妝棉-補充包44片;美妝個清;129;Biore;規格：44pc片x1x1box盒;Biore頂級深層卸棉;130;1;44,0;36,0;3880;0.77%;0;Biore頂級深層卸棉;12034101001;pc;1;box;129,0;130,0;0,7692307692307693;count;月;0
絲花潤澤化妝棉;美妝個清;47;絲花;規格：40pc片x1x1pc盒;絲花潤澤化妝棉;51;1;40,0;33,3;3882;7.84%;0;絲花潤澤化妝棉;12034104001;pc;1;pc;47,0;51,0;7,84313725490196;count;月;0
GATSBY蜜粉清爽吸油面紙;美妝個清;107;GATSBY;規格：70pc包x1x1pc包;GATSBY蜜粉清爽吸油面紙 GATSBY蜜粉吸油;0;1;70,0;36,0;3883;0.00%;1;GATSBY蜜粉清爽吸油面紙GATSBY蜜粉吸油;12034106001;pc;1;pc;107,0;0,0;0,0;count;月;0
cosmos多功能抗菌香皂袋;美妝個清;25;cosmos;規格：1pc個x1x1pc個;cosmos 多功能抗菌香皂袋 香皂袋;0;1;1,0;120,0;3892;0.00%;1;cosmos多功能抗菌香皂袋香皂袋;12034154001;pc;1;pc;25,0;0,0;0,0;count;月;0
美娜多原色化妝棉180枚;美妝個清;110;;規格：180pc片x1x1pc包;美娜多原色化妝棉180枚 原色棉180枚;0;1;180,0;60,0;3897;0.00%;1;美娜多原色化妝棉180枚原色棉180枚;12034201001;pc;1;pc;110,0;0,0;0,0;count;月;0
絲花極柔化妝棉66片;美妝個清;49;絲花;規格：66pc片x1x1pc盒;絲花 極柔化妝棉 66片 極柔化妝棉;53;1;66,0;36,0;3899;7.55%;1;絲花極柔化妝棉66片極柔化妝棉;12034206001;pc;1;pc;49,0;53,0;7,547169811320755;count;月;0
【ITO日本伊藤】棉感抽取式洗臉巾(100抽)x1入｜增量增厚 卸妝巾 卸妝棉 拋棄式 免洗毛巾 一次性 旅行出;美妝個清;189;ITO日本伊藤;規格：100抽;家福進口100純棉化妝棉 家福進口100純;388;1;100,0;60,0;3901;51.29%;0;家福進口100純棉化妝棉家福進口100純;12034211001;pcs;1;;189,0;388,0;51,28865979381443;count;月;0
Bobo美姬-花瓣型矽膠胸貼;美妝個清;80;cosmos;規格：1pc個x1x1pc個;Bobo美姬-花瓣型矽膠胸貼 花瓣型矽膠胸貼;0;1;1,0;60,0;3902;0.00%;0;Bobo美姬-花瓣型矽膠胸貼花瓣型矽膠胸貼;12034228001;pc;1;pc;80,0;0,0;0,0;count;月;0
Pink Lady打薄眉剪梳;美妝個清;40;cosmos;規格：1pc個x1x1pc個;Pink Lady打薄眉剪梳 打薄眉剪梳;0;1;1,0;120,0;3903;0.00%;0;PinkLady打薄眉剪梳打薄眉剪梳;12034229001;pc;1;pc;40,0;0,0;0,0;count;月;0
cosmos 75ml按壓瓶;美妝個清;40;;規格：1pc件x1x1pc件;cosmos 75ml按壓瓶 75ml按壓瓶;0;1;1,0;120,0;3904;0.00%;0;cosmos75ml按壓瓶75ml按壓瓶;12034238001;pc;1;pc;40,0;0,0;0,0;count;月;0
cosmos 50ml按壓瓶;美妝個清;35;;規格：1pc件x1x1pc件;cosmos 50ml按壓瓶 50ml按壓瓶;0;1;1,0;120,0;3905;0.00%;1;cosmos50ml按壓瓶50ml按壓瓶;12034239001;pc;1;pc;35,0;0,0;0,0;count;月;0
我的心機玻尿酸深層保濕卸妝棉;美妝個清;75;我的心機;規格：48pc片x1x1pc包;我的心機玻尿酸深層保濕卸妝棉;85;1;48,0;36,0;3907;11.76%;0;我的心機玻尿酸深層保濕卸妝棉;12034327001;pc;1;pc;75,0;85,0;11,76470588235294;count;月;0
好來超氟強化琺瑯質200gx2+亮白牙膏140gx1超值組;美妝個清;189;Darlie 好來;規格：1set組x1x1set組;黑人超氟強化琺瑯質+亮白牙膏2+1超值組;280;1;1,0;36,0;3933;32.50%;1;黑人超氟強化琺瑯質+亮白牙膏2+1超值組;12100039001;set;1;set;189,0;280,0;32,5;count;月;0
保麗淨假牙清潔錠潔淨柔細3分鐘108片;美妝個清;482;保麗淨;規格：108pc片x1x1pc盒;保麗淨假牙清潔錠;553;1;108,0;36,0;3992;12.84%;1;保麗淨假牙清潔錠;12102016001;pc;1;pc;482,0;553,0;12,839059674502712;count;月;0
保麗淨假牙清潔錠潔淨柔細局部專用72片;美妝個清;359;保麗淨;規格：72pc片x1x1pc盒;保麗淨假牙清潔錠72片;388;1;72,0;36,0;4019;7.47%;1;保麗淨假牙清潔錠72片;12102059001;pc;1;pc;359,0;388,0;7,474226804123711;count;月;0
保麗淨假牙清潔錠潔淨柔細局部專用72片;美妝個清;359;保麗淨;規格：72pc片x1x1pc盒;保麗淨局部假牙清潔錠72片 保麗淨局部式;388;1;72,0;36,0;4052;7.47%;1;保麗淨局部假牙清潔錠72片保麗淨局部式;12102116001;pc;1;pc;359,0;388,0;7,474226804123711;count;月;0
舒酸定專業修復抗敏牙刷超軟毛 3入;美妝個清;129;舒酸定;規格：1set組x1x1set組;舒酸定牙齦護理-抗敏軟毛牙刷3入;183;1;1,0;60,0;4079;29.51%;1;舒酸定牙齦護理-抗敏軟毛牙刷3入;12103004001;set;1;set;129,0;183,0;29,508196721311474;count;月;0
高露潔強效潔淨牙刷超值組;美妝個清;90;Colgate 高露潔;規格：9pc支x1x1set組;高露潔強效潔淨牙刷超值組;119;1;9,0;120,0;4081;24.37%;1;高露潔強效潔淨牙刷超值組;12103008001;pc;1;set;90,0;119,0;24,369747899159663;count;月;0
刷樂備長炭牙刷;美妝個清;89;刷樂;規格：1pc支x1x3pc支;刷樂備長炭牙刷;96;1;1,0;120,0;4082;7.29%;0;刷樂備長炭牙刷;12103011001;pc;3;pc;29,666666666666668;32,0;7,2916666666666625;count;月;0
高露潔高分子炭深潔牙刷;美妝個清;139;Colgate 高露潔;規格：1set組x1x2pc支;高露潔高分子炭深潔牙刷 高分子炭深潔;169;1;1,0;120,0;4085;17.75%;1;高露潔高分子炭深潔牙刷高分子炭深潔;12103014001;set;2;pc;69,5;84,5;17,75147928994083;count;月;0
日本獅王牙周淨護牙刷2入;美妝個清;119;LION 獅王;規格：1pc支x1x2pc支;獅王牙周抗敏感牙刷;139;1;1,0;120,0;4086;14.39%;1;獅王牙周抗敏感牙刷;12103016001;pc;2;pc;59,5;69,5;14,388489208633093;count;月;0
高露潔 360度牙刷2+1超值組;美妝個清;139;高露潔Colgate;規格：1pc支x1x2pc支;高露潔 360度牙刷;158;1;1,0;120,0;4090;12.03%;1;高露潔360度牙刷;12103023001;pc;2;pc;69,5;79,0;12,025316455696204;count;月;0
刷樂極薄炭深潔牙刷;美妝個清;125;刷樂;規格：1pc支x1x3pc支;刷樂極薄炭深潔牙刷;150;1;1,0;120,0;4091;16.67%;1;刷樂極薄炭深潔牙刷;12103024001;pc;3;pc;41,66666666666666;50,0;16,66666666666667;count;月;0
刷樂極薄護齦牙刷;美妝個清;125;刷樂;規格：1pc支x1x3pc支;刷樂極薄護齦牙刷;150;1;1,0;120,0;4092;16.67%;1;刷樂極薄護齦牙刷;12103025001;pc;3;pc;41,66666666666666;50,0;16,66666666666667;count;月;0
刷樂新動感牙刷;美妝個清;79;刷樂;規格：1pc支x1x4pc支;刷樂新動感牙刷;85;1;1,0;120,0;4093;7.06%;1;刷樂新動感牙刷;12103026001;pc;4;pc;19,75;21,25;7,0588235294117645;count;月;0
刷樂纖柔護齦牙刷;美妝個清;79;刷樂;規格：1pc支x1x6pc支;刷樂纖柔護齦牙刷;85;1;1,0;120,0;4094;7.06%;1;刷樂纖柔護齦牙刷;12103027001;pc;6;pc;13,166666666666666;14,166666666666666;7,0588235294117645;count;月;0
獅王細潔無隱角EX牙刷-抗敏護齦(顏色隨機出貨);美妝個清;109;LION 獅王;規格：1pc支x1x2pc支;獅王細潔無隱角EX牙刷抗敏護齦;118;1;1,0;120,0;4095;7.63%;1;獅王細潔無隱角EX牙刷抗敏護齦;12103028001;pc;2;pc;54,5;59,0;7,627118644067797;count;月;0
高露潔高密細絲護齦牙刷;美妝個清;99;Colgate 高露潔;規格：1pc支x1x3pc支;高露潔高密細絲護齦牙刷;114;1;1,0;120,0;4096;13.16%;1;高露潔高密細絲護齦牙刷;12103029001;pc;3;pc;33,0;38,0;13,157894736842104;count;月;0
刷樂醫生牙刷;美妝個清;79;刷樂;規格：1pc支x1x4pc支;刷樂醫生牙刷;85;1;1,0;120,0;4097;7.06%;1;刷樂醫生牙刷;12103030001;pc;4;pc;19,75;21,25;7,0588235294117645;count;月;0
舒酸定深層潔淨-抗敏纖柔毛牙刷3入;美妝個清;129;舒酸定;規格：3pc支x1x1set組;舒酸定深層潔淨-抗敏纖柔毛牙刷3入 舒酸定抗敏牙刷;139;1;3,0;60,0;4098;7.19%;0;舒酸定深層潔淨-抗敏纖柔毛牙刷3入舒酸定抗敏牙刷;12103031001;pc;1;set;129,0;139,0;7,194244604316546;count;月;0
刷樂彈力牙刷;美妝個清;103;刷樂;規格：9pc支x1x1pack包;刷樂彈力牙刷;0;1;9,0;120,0;4101;0.00%;1;刷樂彈力牙刷;12103039001;pc;1;pack;103,0;0,0;0,0;count;月;0
刷樂抗敏牙間刷L型(超纖細SSSS);美妝個清;119;刷樂;規格：15pc支x1x1pc卡;刷樂牙間刷SSS超極細;125;1;15,0;120,0;4102;4.80%;1;刷樂牙間刷SSS超極細;12103040001;pc;1;pc;119,0;125,0;4,8;count;月;0
刷樂備長炭亮白牙刷;美妝個清;125;刷樂;規格：1pc支x1x3pc支;刷樂備長炭亮白牙刷 刷樂備長炭亮白;199;1;1,0;120,0;4103;37.19%;1;刷樂備長炭亮白牙刷刷樂備長炭亮白;12103041001;pc;3;pc;41,66666666666666;66,33333333333333;37,185929648241206;count;月;0
獅王細潔無隱角EX牙刷極柔護齦2入;美妝個清;109;LION 獅王;規格：1set組x1x1pc支;日本獅王按摩齦牙刷 按摩齦牙刷;118;1;1,0;120,0;4104;7.63%;1;日本獅王按摩齦牙刷按摩齦牙刷;12103042001;set;1;pc;109,0;118,0;7,627118644067797;count;月;0
刷樂極薄炭速淨牙刷;美妝個清;125;刷樂;規格：1pc支x1x3pc支;刷樂極薄炭速淨牙刷 寬幅薄頭;149;1;1,0;120,0;4105;16.11%;1;刷樂極薄炭速淨牙刷寬幅薄頭;12103046001;pc;3;pc;41,66666666666666;49,66666666666666;16,107382550335572;count;月;0
刷樂極薄炭速淨牙刷;美妝個清;125;刷樂;規格：1pc支x1x3pc支;刷樂炭炫極淨牙刷-炫白極淨 炫白極淨;149;1;1,0;120,0;4106;16.11%;1;刷樂炭炫極淨牙刷-炫白極淨炫白極淨;12103047001;pc;3;pc;41,66666666666666;49,66666666666666;16,107382550335572;count;月;0
高露潔天然淨蓮牙刷;美妝個清;99;Colgate 高露潔;規格：1pc支x1x3pc支;高露潔天然淨蓮牙刷;115;1;1,0;120,0;4112;13.91%;1;高露潔天然淨蓮牙刷;12103054001;pc;3;pc;33,0;38,333333333333336;13,913043478260876;count;月;0
刷樂極薄速淨牙刷-寬幅薄頭;美妝個清;125;刷樂;規格：1pc支x1x3pc支;刷樂極薄速淨牙刷-寬幅薄頭 寬幅薄頭;171;1;1,0;120,0;4113;26.90%;1;刷樂極薄速淨牙刷-寬幅薄頭寬幅薄頭;12103059001;pc;3;pc;41,66666666666666;57,0;26,90058479532164;count;月;0
刷樂臼齒專研牙刷;美妝個清;79;刷樂;規格：1pc支x1x5pc支;刷樂臼齒專研牙刷;92;1;1,0;120,0;4114;14.13%;1;刷樂臼齒專研牙刷;12103060001;pc;5;pc;15,8;18,4;14,130434782608686;count;月;0
家福攜帶型牙間刷-S;美妝個清;89;家樂福;規格：12pc支x1x1set組;家福攜帶型牙間刷-S 家福牙間刷-S;0;1;12,0;120,0;4120;0.00%;1;家福攜帶型牙間刷-S家福牙間刷-S;12103072001;pc;1;set;89,0;0,0;0,0;count;月;0
刷樂 炭密清新牙刷;美妝個清;89;刷樂;規格：1pc支x1x3pc支;刷樂炭密清新牙刷;107;1;1,0;120,0;4123;16.82%;1;刷樂炭密清新牙刷;12103080001;pc;3;pc;29,666666666666668;35,666666666666664;16,822429906542048;count;月;0
高露潔纖柔備長炭牙刷;美妝個清;99;Colgate 高露潔;規格：1pc支x1x3pc支;高露潔纖柔備長炭牙刷;111;1;1,0;120,0;4126;10.81%;1;高露潔纖柔備長炭牙刷;12103089001;pc;3;pc;33,0;37,0;10,81081081081081;count;月;0
獅王細潔超薄小頭牙刷3入;美妝個清;105;LION 獅王;規格：1pc支x3x1set組;獅王細潔小頭牙刷;113;1;1,0;120,0;4130;7.08%;1;獅王細潔小頭牙刷;12103098001;pc;3;set;35,0;37,66666666666666;7,079646017699109;count;月;0
刷樂多功能備長炭牙刷;美妝個清;89;刷樂;規格：1pc支x1x3pc支;刷樂多功能備長炭牙刷;112;1;1,0;120,0;4131;20.54%;0;刷樂多功能備長炭牙刷;12103099001;pc;3;pc;29,666666666666668;37,333333333333336;20,53571428571429;count;月;0
刷樂濃密護齦牙刷;美妝個清;125;刷樂;規格：1pc支x1x2set組;刷樂濃密護齦牙刷2支入 濃密護齦牙刷;0;1;1,0;120,0;4132;0.00%;0;刷樂濃密護齦牙刷2支入濃密護齦牙刷;12103100001;pc;2;set;62,5;0,0;0,0;count;月;0
刷樂杯型彈力牙刷 9支裝;美妝個清;95;刷樂;規格：9pc支x1x1set組;刷樂杯型彈力牙刷 9支裝;0;1;9,0;120,0;4133;0.00%;1;刷樂杯型彈力牙刷9支裝;12103101001;pc;1;set;95,0;0,0;0,0;count;月;0
獅王細潔無隱角EX牙刷-抗敏護齦(顏色隨機出貨);美妝個清;109;LION 獅王;規格：1pc支x1x2pc支;獅王細潔抗敏牙刷;118;1;1,0;120,0;4135;7.63%;0;獅王細潔抗敏牙刷;12103105001;pc;2;pc;54,5;59,0;7,627118644067797;count;月;0
三詩達BUTLER抗菌舌苔刷-軟毛-1PC;美妝個清;159;日本三詩達;規格：1pc支x1x1pc支;三詩達BUTLER抗菌舌苔刷-軟毛 軟毛抗菌舌苔刷;0;1;1,0;120,0;4143;0.00%;1;三詩達BUTLER抗菌舌苔刷-軟毛軟毛抗菌舌苔刷;12103122001;pc;1;pc;159,0;0,0;0,0;count;月;0
