title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
德國免洗劑去污棉-6入;日用生活;89;生活大師;規格：1pc個x1x1pc個;RTS_百研/德國免洗劑去污棉/6入;99;1;1,0;999,0;9472;10.10%;1;31533034001,0;pc;1;pc;89,0;99,0;10,1010101010101;count;;4,499809670330265;4,605170185988092;0,0833205889304433;0,3999852049740031;0,4941549113846197;0,1529236588997545;1
白博士廚房去污濕巾60入;日用生活;89;白博士;規格：60pc張x1x1pc包;白博士廚房去污濕巾60入;94;1;60,0;36,0;794;5.32%;1;11021002001,0;pc;1;pc;89,0;94,0;5,319148936170213;count;月;4,499809670330265;4,553876891600541;0,0029891417687377;0,3999852049740031;0,4886509164573905;0,0805289480376366;0
立得清抗菌抗病毒濕巾10抽2入;日用生活;79;立得清;規格：10pc抽x2x1set組;立得清腸病毒濕巾10抽2入;0;1;10,0;36,0;817;0.00%;0;11021032001,0;pc;2;set;39,5;0,0;0,0;count;月;3,701301974112493;0,0;0,0029891417687377;0,3164137832363315;0,0;0,0;0
台糖酒精擦隨身包10PC;日用生活;22;台糖;規格：10pc抽x1x1pack包;台糖酒精擦隨身包;24;1;10,0;36,0;826;8.33%;0;11021047001,0;pc;1;pack;22,0;24,0;8,333333333333332;count;月;3,1354942159291497;3,218875824868201;0,0029891417687377;0,2571966222677402;0,3453994605531726;0,1261620185922974;0
立得清酒精瞬潔擦濕巾50抽;日用生活;75;立得清;規格：50pc片x1x1pc包;立得清酒精瞬潔擦濕巾50抽;0;1;50,0;36,0;843;0.00%;0;11021071001,0;pc;1;pc;75,0;0,0;0,0;count;月;4,330733340286331;0,0;0,0029891417687377;0,3822897596440613;0,0;0,0;0
優品水槽管路清潔錠;日用生活;65;優品;規格：3pc錠x1x1box盒;優品水槽管路清潔錠;99;1;3,0;33,3;1149;34.34%;0;11042015001,0;pc;1;box;65,0;99,0;34,34343434343434;count;月;4,189654742026425;4,605170185988092;0,0027639134122096;0,3675245431168023;0,4941549113846197;0,5199404402591653;0
百利潔力豆海綿菜瓜布;日用生活;94;3M;規格：4pc片x1x1pc片;百利潔力豆海綿菜瓜布;0;1;4,0;120,0;1304;0.00%;0;11061001001,0;pc;1;pc;94,0;0,0;0,0;count;月;4,553876891600541;0,0;0,0099962461940578;0,4056438536913098;0,0;0,0;0
驅塵氏吸水膠棉拖補充包;日用生活;99;驅塵氏;規格：1pc支x1x1pc支;家福海綿3入 家福海綿3入;0;1;1,0;33,3;1307;0.00%;0;11061005001,0;pc;1;pc;99,0;0,0;0,0;count;月;4,605170185988092;0,0;0,0027639134122096;0,411012184588909;0,0;0,0;0
家樂福植物性彩色海綿;日用生活;75;家樂福自有品牌;規格：3pc片x1x1pack包;家福植物性彩色海綿 植物性彩色海綿;0;1;3,0;33,3;1309;0.00%;1;11061008001,0;pc;1;pack;75,0;0,0;0,0;count;月;4,330733340286331;0,0;0,0027639134122096;0,3822897596440613;0,0;0,0;0
OP茶樹抗菌海綿菜瓜布;日用生活;55;OP;規格：1pc包x1x1pc包;OP茶樹抗菌海綿菜瓜布;59;1;1,0;120,0;1311;6.78%;0;11061011001,0;pc;1;pc;55,0;59,0;6,779661016949152;count;月;4,02535169073515;4,0943445622221;0,0099962461940578;0,350328666787384;0,43934108678089;0,1026402863123776;0
楓康三效海棉菜瓜布4入;日用生活;63;楓康;規格：1pc個x1x1pc個;家福木漿棉菜瓜布3入 木漿棉菜瓜布;0;1;1,0;120,0;1312;0.00%;1;11061015001,0;pc;1;pc;63,0;0,0;0,0;count;月;4,158883083359672;0,0;0,0099962461940578;0,3643039964944118;0,0;0,0;0
3M百利爐具專用木漿棉菜瓜布3片;日用生活;99;3M;規格：3pc片x1x1pack包;百利天然木漿棉菜瓜布-爐具;115;1;3,0;120,0;1313;13.91%;1;11061016001,0;pc;1;pack;99,0;115,0;13,91304347826087;count;月;4,605170185988092;4,7535901911063645;0,0099962461940578;0,411012184588909;0,510081027361849;0,2106357179975749;0
OP柑橘除油海綿菜瓜布;日用生活;55;OP;規格：1pc包x1x1pc包;OP柑橘除油海綿菜瓜布;59;1;1,0;120,0;1314;6.78%;1;11061023001,0;pc;1;pc;55,0;59,0;6,779661016949152;count;月;4,02535169073515;4,0943445622221;0,0099962461940578;0,350328666787384;0,43934108678089;0,1026402863123776;0
3M百利細緻餐具專用木漿棉菜瓜布3片;日用生活;99;3M;規格：3pc片x1x1pack包;百利天然木漿棉菜瓜布細緻餐具;115;1;3,0;120,0;1320;13.91%;0;11061030001,0;pc;1;pack;99,0;115,0;13,91304347826087;count;月;4,605170185988092;4,7535901911063645;0,0099962461940578;0,411012184588909;0,510081027361849;0,2106357179975749;0
百利衛浴專用海綿菜瓜布2片裝;日用生活;65;3M;規格：2pc片x1x1pack包;百利衛浴專用海綿菜瓜布2片裝;0;1;2,0;120,0;1321;0.00%;1;11061031001,0;pc;1;pack;65,0;0,0;0,0;count;月;4,189654742026425;0,0;0,0099962461940578;0,3675245431168023;0,0;0,0;0
百利細緻餐具專用好握型海綿菜瓜布5片裝;日用生活;92;3M;規格：5pc片x1x1bag包;百利細緻餐具專用海綿菜瓜布;99;1;5,0;120,0;1325;7.07%;1;11061039001,0;pc;1;bag;92,0;99,0;7,07070707070707;count;月;4,532599493153256;4,605170185988092;0,0099962461940578;0,4034169716618177;0,4941549113846197;0,1070465612298281;0
百利天然木漿棉加大版(粉紅/萊姆綠/藍)隨機出貨;日用生活;69;3M;規格：2pc片x1x1bag包;百利天然木漿棉加大版;75;1;2,0;120,0;1328;8.00%;0;11061049001,0;pc;1;bag;69,0;75,0;8,0;count;月;4,248495242049359;4,330733340286331;0,0099962461940578;0,3736827608346326;0,4647066370122513;0,1211155378486055;0
百利隨手掛架組餐具專用補充;日用生活;95;3M;規格：5pc片x1x1pack包;百利隨手掛架組餐具專用補充;0;1;5,0;120,0;1332;0.00%;1;11061053001,0;pc;1;pack;95,0;0,0;0,0;count;月;4,564348191467836;0,0;0,0099962461940578;0,4067397747719661;0,0;0,0;0
百利日系3層海綿菜瓜布細緻柔刷2片裝;日用生活;69;;規格：2pc片x1x1pack包;百利多用途細緻菜瓜布海棉;75;1;2,0;120,0;1336;8.00%;0;11061055001,0;pc;1;pack;69,0;75,0;8,0;count;月;4,248495242049359;4,330733340286331;0,0099962461940578;0,3736827608346326;0,4647066370122513;0,1211155378486055;0
家樂福木漿棉菜瓜布6PC;日用生活;119;家樂福自有品牌;規格：6pc個x1x1bag包;家福木漿棉菜瓜布 6入 家福木漿棉菜瓜;0;1;6,0;120,0;1341;0.00%;1;11061069001,0;pc;1;bag;119,0;0,0;0,0;count;月;4,787491742782046;0,0;0,0099962461940578;0,4300938688192147;0,0;0,0;0
百利細緻餐具專用好握型海綿菜瓜布5片裝;日用生活;92;3M;規格：5pc片x1x1bag包;百利細緻餐具海綿菜瓜布6片裝;99;1;5,0;120,0;1343;7.07%;0;11061071001,0;pc;1;bag;92,0;99,0;7,07070707070707;count;月;4,532599493153256;4,605170185988092;0,0099962461940578;0,4034169716618177;0,4941549113846197;0,1070465612298281;0
百利不鏽鋼黑垢專用菜瓜布5片;日用生活;69;3M;規格：5pc片x1x1pack包;百利不鏽鋼黑垢專用菜瓜布5片;0;1;5,0;120,0;1351;0.00%;1;11062015001,0;pc;1;pack;69,0;0,0;0,0;count;月;4,248495242049359;0,0;0,0099962461940578;0,3736827608346326;0,0;0,0;0
百利細緻餐具茶杯專用菜瓜布5片裝;日用生活;92;3M;規格：5pc片x1x1bag包;百利茶杯/細緻餐具專用菜瓜布;109;1;5,0;120,0;1353;15.60%;1;11062018001,0;pc;1;bag;92,0;109,0;15,59633027522936;count;月;4,532599493153256;4,700480365792417;0,0099962461940578;0,4034169716618177;0,5043821107177868;0,2361197412186118;0
百利不鏽鋼頑垢專用菜瓜布6片;日用生活;63;3M;規格：6pc片x1x1pc包;百利不鏽鋼頑垢專用菜瓜布6片;69;1;6,0;120,0;1354;8.70%;1;11062019001,0;pc;1;pc;63,0;69,0;8,695652173913043;count;月;4,158883083359672;4,248495242049359;0,0099962461940578;0,3643039964944118;0,4558821292295903;0,1316473237484843;0
百利爐具鍋具專用好握型海綿菜瓜布5片裝;日用生活;92;3M;規格：5pc片x1x1bag包;百利爐具專用菜瓜布5片裝;99;1;5,0;120,0;1355;7.07%;1;11062022001,0;pc;1;bag;92,0;99,0;7,07070707070707;count;月;4,532599493153256;4,605170185988092;0,0099962461940578;0,4034169716618177;0,4941549113846197;0,1070465612298281;0
百利爐具鍋具專用菜瓜布5片裝;日用生活;92;3M;規格：5pc片x1x1bag包;3M百利爐具-鍋具專用菜瓜布;109;1;5,0;120,0;1356;15.60%;1;11062023001,0;pc;1;bag;92,0;109,0;15,59633027522936;count;月;4,532599493153256;4,700480365792417;0,0099962461940578;0,4034169716618177;0,5043821107177868;0,2361197412186118;0
