title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
皂福無香精天然酵素肥皂精補充包-1500g;日用生活;99;皂福;規格：1500g克x1x1bag袋;皂福無香精天然酵素肥皂精補;0;1;1500,0;33,3;1802;0.00%;0;皂福無香精天然酵素肥皂精補;11103212001;g;1;bag;99,0;0,0;0,0;weight;月;1
香滿室薰衣草地板清潔劑補充包;日用生活;85;毛寶;規格：1800g克x1x1bottle瓶;香滿室茶樹地板清潔劑補充包;95;1;1800,0;33,3;743;10.53%;0;香滿室茶樹地板清潔劑補充包;11010005001;g;1;bottle;85,0;95,0;10,526315789473683;weight;月;0
香滿室薰衣草地板清潔劑補充包;日用生活;85;毛寶;規格：1800g克x1x1bottle瓶;香滿室薰衣草地板清潔劑補充包;95;1;1800,0;33,3;751;10.53%;0;香滿室薰衣草地板清潔劑補充包;11010016001;g;1;bottle;85,0;95,0;10,526315789473683;weight;月;0
白帥帥防蟑地板清潔劑-2000g;日用生活;169;白帥帥;規格：2000g克x1x1bottle瓶;白帥帥防蟑地板清潔劑;0;1;2000,0;33,3;752;0.00%;1;白帥帥防蟑地板清潔劑;11010018001;g;1;bottle;169,0;0,0;0,0;weight;月;0
毛寶香滿室檀木馨香地板清潔劑;日用生活;109;毛寶;規格：2000g克x1x1bottle瓶;毛寶香滿室檀木馨香地板清潔劑;0;1;2000,0;33,3;764;0.00%;0;毛寶香滿室檀木馨香地板清潔劑;11010035001;g;1;bottle;109,0;0,0;0,0;weight;月;0
毛寶香滿室海洋微風清潔補充包;日用生活;85;毛寶;規格：1800g克x1x1bag袋;毛寶香滿室海洋微風地板清潔劑;95;1;1800,0;33,3;767;10.53%;0;毛寶香滿室海洋微風地板清潔劑;11010040001;g;1;bag;85,0;95,0;10,526315789473683;weight;月;0
家樂福超值地板清潔劑;日用生活;99;家樂福;規格：4000g克x1x1bottle瓶;家福超值地板清潔劑;0;1;4000,0;33,3;768;0.00%;1;家福超值地板清潔劑;11010042001;g;1;bottle;99,0;0,0;0,0;weight;月;0
毛寶香滿室檀木地板清潔補充包;日用生活;85;毛寶;規格：1800g克x1x1bag袋;毛寶香滿室檀木地板清潔補充包;95;1;1800,0;33,3;769;10.53%;1;毛寶香滿室檀木地板清潔補充包;11010043001;g;1;bag;85,0;95,0;10,526315789473683;weight;月;0
毛寶香滿室海洋微風清潔補充包;日用生活;85;毛寶;規格：1800g克x1x1bag袋;毛寶香滿室海洋微風清潔補充包;95;1;1800,0;33,3;770;10.53%;1;毛寶香滿室海洋微風清潔補充包;11010045001;g;1;bag;85,0;95,0;10,526315789473683;weight;月;0
妙管家公道先生地板清潔劑(檸檬清香)2000g;日用生活;85;妙管家;規格：2000g克x1x1bottle瓶;公道先生地板清潔劑;95;1;2000,0;33,3;772;10.53%;1;公道先生地板清潔劑;11010051001;g;1;bottle;85,0;95,0;10,526315789473683;weight;月;0
香滿室薰衣草地板清潔劑補充包;日用生活;85;毛寶;規格：1800g克x1x1bottle瓶;毛寶香滿室薰衣草地板清潔劑;95;1;1800,0;33,3;781;10.53%;1;毛寶香滿室薰衣草地板清潔劑;11010112001;g;1;bottle;85,0;95,0;10,526315789473683;weight;月;0
