title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;_query_key;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;is_new_product
美吾髮快速染髮霜超值組;美妝個清;399;美吾髮;規格：40g克x6x1box盒;美吾髮快速染髮霜超值組 7號自然黑褐;463;1;40,0;36,0;2665;13.82%;1;美吾髮快速染髮霜超值組7號自然黑褐;12005089004;g;6;box;66,5;77,16666666666667;13,82289416846653;weight;月;1
566護色增亮洗髮乳700g;美妝個清;99;566;規格：700g克x1x1bottle瓶;566護色增亮洗髮乳-補充包;107;1;700,0;33,3;2038;7.48%;1;566護色增亮洗髮乳-補充包;12000002001;g;1;bottle;99,0;107,0;7,476635514018691;weight;月;0
566護色增亮洗髮乳700g;美妝個清;99;566;規格：700g克x1x1bottle瓶;566 護色增亮洗髮乳;107;1;700,0;33,3;2046;7.48%;1;566護色增亮洗髮乳;12000015001;g;1;bottle;99,0;107,0;7,476635514018691;weight;月;0
566洗潤雙效洗髮乳800g;美妝個清;105;566;規格：800g克x1x1bottle瓶;566洗潤雙效洗髮乳;124;1;800,0;33,3;2047;15.32%;0;566洗潤雙效洗髮乳;12000016001;g;1;bottle;105,0;124,0;15,32258064516129;weight;月;0
麗仕柔亮直順洗髮乳;美妝個清;189;Lux麗仕;規格：750g克x1x1pc瓶;麗仕柔亮直順洗髮乳 麗仕直順洗髮乳;0;1;750,0;36,0;2062;0.00%;1;麗仕柔亮直順洗髮乳麗仕直順洗髮乳;12000042001;g;1;pc;189,0;0,0;0,0;weight;月;0
麗仕柔亮清爽洗髮乳;美妝個清;189;Lux麗仕;規格：750g克x1x1pc瓶;麗仕柔亮清爽洗髮乳 麗仕清爽洗髮乳;0;1;750,0;36,0;2091;0.00%;1;麗仕柔亮清爽洗髮乳麗仕清爽洗髮乳;12000081001;g;1;pc;189,0;0,0;0,0;weight;月;0
566薄荷淨屑洗髮露800g;美妝個清;115;566;規格：800g克x1x1pc瓶;566 薄荷淨屑洗髮露;124;1;800,0;60,0;2096;7.26%;1;566薄荷淨屑洗髮露;12000089001;g;1;pc;115,0;124,0;7,258064516129033;weight;月;0
566蛋黃素洗髮乳800g;美妝個清;105;566;規格：800g克x1x1bottle瓶;566蛋黃素洗髮乳;124;1;800,0;33,3;2101;15.32%;0;566蛋黃素洗髮乳;12000097001;g;1;bottle;105,0;124,0;15,32258064516129;weight;月;0
飛柔控油去屑洗髮露組;美妝個清;215;飛柔;規格：1000g克x1x1set組;超值薄荷洗髮乳;0;1;1000,0;36,0;2104;0.00%;1;超值薄荷洗髮乳;12000101001;g;1;set;215,0;0,0;0,0;weight;月;0
麗仕柔亮修護洗髮乳;美妝個清;189;Lux麗仕;規格：750g克x1x1pc瓶;麗仕柔亮修護洗髮乳 麗仕修護洗髮乳;0;1;750,0;36,0;2118;0.00%;1;麗仕柔亮修護洗髮乳麗仕修護洗髮乳;12000129001;g;1;pc;189,0;0,0;0,0;weight;月;0
