title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
康乃韾清涼護墊一般15cm-24PC;美妝個清;95;康乃韾;規格：24pc片x1x2pc包;康乃韾清涼護墊一般15cm;107;1;24,0;36,0;4437;11.21%;0;12120087001,0;pc;2;pc;47,5;53,5;11,214953271028037;count;月;3,881563797943437;3,9982007016691994;0,0029891417687377;0,3352798968303941;0,4290244298555389;0,1697881371709423;1
家樂福攜帶型牙間刷SSSS;美妝個清;89;家樂福;規格：12pc支x1x1set組;家樂福梅子醋;0;1;12,0;120,0;707;0.00%;0;10052023001,0;pc;1;set;89,0;0,0;0,0;count;月;4,499809670330265;0,0;0,0099962461940578;0,3999852049740031;0,0;0,0;0
家樂福攜帶型牙間刷SSSS;美妝個清;89;家樂福;規格：12pc支x1x1set組;家樂福蘋果醋;0;1;12,0;120,0;708;0.00%;0;10052024001,0;pc;1;set;89,0;0,0;0,0;count;月;4,499809670330265;0,0;0,0099962461940578;0,3999852049740031;0,0;0,0;0
Caravan基礎系雙齒距梳-大;美妝個清;55;Caravan;規格：1pc件x1x1pc件;Caravan基礎系雙齒距梳-大 雙齒距梳-大;0;1;1,0;84,0;2715;0.00%;0;12006048001,0;pc;1;pc;55,0;0,0;0,0;count;月;4,02535169073515;0,0;0,0069932014403492;0,350328666787384;0,0;0,0;0
Caravan梳理按摩氣墊梳-大;美妝個清;149;;規格：1pc件x1x1pc件;Caravan梳理按摩氣墊梳-大 按摩氣墊梳-大;0;1;1,0;84,0;2717;0.00%;0;12006062001,0;pc;1;pc;149,0;0,0;0,0;count;月;5,010635294096256;0,0;0,0069932014403492;0,4534479628664632;0,0;0,0;0
Caravan黑檀吹整養護豬鬃捲梳;美妝個清;169;;規格：1pc件x1x1pc件;Caravan黑檀吹整養護豬鬃捲梳;0;1;1,0;84,0;2720;0.00%;0;12006114001,0;pc;1;pc;169,0;0,0;0,0;count;月;5,135798437050262;0,0;0,0069932014403492;0,4665474756894042;0,0;0,0;0
Caravan吹整塑型排梳-6排;美妝個清;99;;規格：1pc件x1x1pc件;Caravan吹整塑型排梳-6排 塑型排梳-6排;0;1;1,0;84,0;2722;0.00%;0;12006136001,0;pc;1;pc;99,0;0,0;0,0;count;月;4,605170185988092;0,0;0,0069932014403492;0,411012184588909;0,0;0,0;0
Caravan原木吹整養護混毛捲梳;美妝個清;149;;規格：1pc件x1x1pc件;Caravan原木吹整養護混毛捲梳 原木混毛捲梳;0;1;1,0;84,0;2723;0.00%;0;12006143001,0;pc;1;pc;149,0;0,0;0,0;count;月;5,010635294096256;0,0;0,0069932014403492;0,4534479628664632;0,0;0,0;0
Caravan直順抗靜電梳-小;美妝個清;105;;規格：1pc件x1x1pc件;Caravan直順抗靜電梳-小 抗靜電梳-小;0;1;1,0;84,0;2726;0.00%;0;12006155001,0;pc;1;pc;105,0;0,0;0,0;count;月;4,663439094112067;0,0;0,0069932014403492;0,4171105797804492;0,0;0,0;0
Caravan 吹整圓捲梳-大;美妝個清;105;;規格：1pc件x1x1pc件;Caravan 吹整圓捲梳-大 圓捲梳-大;0;1;1,0;84,0;2728;0.00%;0;12006174001,0;pc;1;pc;105,0;0,0;0,0;count;月;4,663439094112067;0,0;0,0069932014403492;0,4171105797804492;0,0;0,0;0
