title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
TLR-05 你可5號收納盒;傢俱寢飾;85;KEYWAY 聯府;規格：1pc個x1x1pc個;TLR-05 你可5號收納盒;0;1;1,0;999,0;9620;0.00%;1;31670002001;pc;1;pc;85,0;0,0;0,0;count;標示於包裝上;4,454347296253507;0,0;0,0833205889304433;0,3952271353208731;0,0;0,0;1
C800彩瓷滑輪整理箱<摩登粉>;傢俱寢飾;199;好室喵;規格：1pc個x1x1pc個;C800彩瓷滑輪整理箱;299;1;1,0;999,0;9589;33.44%;1;31660005001;pc;1;pc;199,0;299,0;33,44481605351171;count;;5,298317366548036;5,703782474656201;0,0833205889304433;0,4835566267116747;0,6120408170574764;0,5063358605710936;0
KT-500 好運密封整理箱(顏色隨機出貨);傢俱寢飾;439;KEYWAY 聯府;規格：1set組x1x1set組;KT-500 好運密封整理箱;549;1;1,0;999,0;9590;20.04%;1;31660016001;set;1;set;439,0;549,0;20,036429872495447;count;標示於包裝上;6,0867747269123065;6,309918278226516;0,0833205889304433;0,5660761852547941;0,677081840994373;0,3033403725716442;0
D300滑輪整理箱-SS;傢俱寢飾;109;好室喵;規格：1pc個x1x1pc個;D300滑輪整理箱;128;1;1,0;999,0;9591;14.84%;1;31660018001;pc;1;pc;109,0;128,0;14,84375;count;標示於包裝上;4,700480365792417;4,859812404361672;0,0833205889304433;0,4209873010092624;0,5214791356311077;0,2247260956175298;0
CF400(小)滑輪整理箱;傢俱寢飾;159;KEYWAY 聯府;規格：1pc個x1x1pc個;CF400(小)滑輪整理箱;175;1;1,0;999,0;9592;9.14%;1;31660025001;pc;1;pc;159,0;175,0;9,142857142857142;count;;5,075173815233827;5,170483995038151;0,0833205889304433;0,4602025326644262;0,554815556688371;0,1384177575412635;0
CF601(中)滑輪整理箱;傢俱寢飾;165;KEYWAY 聯府;規格：1pc個x1x1pc個;CF601(中)滑輪整理箱;179;1;1,0;999,0;9593;7.82%;1;31660026001;pc;1;pc;165,0;179,0;7,82122905027933;count;標示包裝上;5,111987788356544;5,19295685089021;0,0833205889304433;0,4640554649382797;0,5572269924537467;0,1184090453827149;0
CF801(大)滑輪整理箱;傢俱寢飾;199;KEYWAY 聯府;規格：1pc個x1x1pc個;CF801(大)滑輪整理箱;219;1;1,0;999,0;9594;9.13%;1;31660027001;pc;1;pc;199,0;219,0;9,1324200913242;count;;5,298317366548036;5,393627546352362;0,0833205889304433;0,4835566267116747;0,5787598361335103;0,1382597464025177;0
A401透明滑輪整理箱附蓋-S;傢俱寢飾;189;好室喵;規格：1pc個x1x1pc個;A401透明滑輪整理箱附蓋-S;219;1;1,0;999,0;9595;13.70%;1;31660038001;pc;1;pc;189,0;219,0;13,6986301369863;count;;5,247024072160486;5,393627546352362;0,0833205889304433;0,4781882958140757;0,5787598361335103;0,2073896196037766;0
A601透明滑輪整理箱附蓋-M;傢俱寢飾;309;好室喵;規格：1pc個x1x1pc個;A601透明滑輪整理箱附蓋-M;349;1;1,0;999,0;9596;11.46%;1;31660039001;pc;1;pc;309,0;349,0;11,461318051575931;count;;5,736572297479192;5,857933154483459;0,0833205889304433;0,5294241716770437;0,6285818595061765;0,1735179625338188;0
CF1201(特大)滑輪整理箱;傢俱寢飾;239;KEYWAY 聯府;規格：1pc個x1x1pc個;CF1201(特大)滑輪整理箱;249;1;1,0;999,0;9598;4.02%;1;31661009001;pc;1;pc;239,0;249,0;4,016064257028113;count;;5,480638923341991;5,521460917862246;0,0833205889304433;0,5026383109419805;0,5924769162454824;0,060800972815565;0
CF1501(超大)滑輪整理箱;傢俱寢飾;359;KEYWAY 聯府;規格：1pc個x1x1pc個;CF1501(超大)滑輪整理箱;439;1;1,0;999,0;9599;18.22%;0;31661010001;pc;1;pc;359,0;439,0;18,223234624145785;count;;5,886104031450156;6,0867747269123065;0,0833205889304433;0,5450740892195348;0,6531375615492337;0,2758896078555935;0
Keyway耐久15型整理箱-15L;傢俱寢飾;329;KEYWAY 聯府;規格：1pc個x1x1pc個;CK-15 耐久15型整理箱;0;1;1,0;120,0;9600;0.00%;0;31662001001;pc;1;pc;329,0;0,0;0,0;count;月;5,799092654460526;0,0;0,0099962461940578;0,5359675214095826;0,0;0,0;0
超大桔子抽屜整理箱-65L;傢俱寢飾;599;好室喵;規格：1pc個x1x1pc個;超大桔子抽屜整理箱-65L;0;1;1,0;999,0;9601;0.00%;0;31663001001;pc;1;pc;599,0;0,0;0,0;count;;6,396929655216146;0,0;0,0833205889304433;0,598536847111995;0,0;0,0;0
微風單層抽屜式整理箱中-藍色;傢俱寢飾;329;好室喵;規格：1pc個x1x1pc個;微風抽屜式整理箱中;0;1;1,0;999,0;9604;0.00%;1;31663009001;pc;1;pc;329,0;0,0;0,0;count;標示於包裝上;5,799092654460526;0,0;0,0833205889304433;0,5359675214095826;0,0;0,0;0
美好生活65L置物箱-無輪<藍色>;傢俱寢飾;389;好室喵;規格：1pc個x1x1pc個;美好生活65L置物箱;599;1;1,0;999,0;9607;35.06%;1;31663012001;pc;1;pc;389,0;599,0;35,058430717863104;count;標示於包裝上;5,966146739123692;6,396929655216146;0,0833205889304433;0,5534513195351535;0,6864185424731999;0,5307650865652581;0
CK-72雙抽屜整理箱;傢俱寢飾;329;KEYWAY 聯府;規格：1pc個x1x1pc個;CK-72抽屜整理箱;399;1;1,0;999,0;9608;17.54%;1;31663032001;pc;1;pc;329,0;399,0;17,543859649122805;count;;5,799092654460526;5,991464547107982;0,0833205889304433;0,5359675214095826;0,6429103622160667;0,2656042496679946;0
CK-71單抽屜整理箱;傢俱寢飾;329;KEYWAY 聯府;規格：1pc個x1x1pc個;CK-71抽屜整理箱;399;1;1,0;999,0;9609;17.54%;0;31663037001;pc;1;pc;329,0;399,0;17,543859649122805;count;;5,799092654460526;5,991464547107982;0,0833205889304433;0,5359675214095826;0,6429103622160667;0,2656042496679946;0
KQ-969 摩登黑抽屜整理箱-顏色隨機出貨;傢俱寢飾;599;KEYWAY 聯府;規格：1pc個x1x1pc個;KQ-969 摩登黑抽屜整理箱;0;1;1,0;999,0;9610;0.00%;1;31663044001;pc;1;pc;599,0;0,0;0,0;count;;6,396929655216146;0,0;0,0833205889304433;0,598536847111995;0,0;0,0;0
米娜防潑水三門一抽廚房櫃<DIY組裝商品>;傢俱寢飾;2799;RICHOME;規格：1pc個x1x1pc個;大一抽收納櫃;2988;1;1,0;999,0;9611;6.33%;0;31663045001;pc;1;pc;2799,0;2988,0;6,325301204819277;count;未拆封保存;7,937374696163295;8,002694162283937;0,0833205889304433;0,7597590654957103;0,8587241002805924;0,0957615321845149;0
喬安納單抽屜整理箱;傢俱寢飾;399;KEYWAY 聯府;規格：1pc個x1x1pc個;喬安納單抽屜整理箱;0;1;1,0;120,0;9617;0.00%;0;31663093001;pc;1;pc;399,0;0,0;0,0;count;月;5,991464547107982;0,0;0,0099962461940578;0,5561010688344407;0,0;0,0;0
花田收納櫃四層(無輪)-粉色;傢俱寢飾;1299;好室喵;規格：1pc個x1x1pc個;花田收納櫃四層-無輪;0;1;1,0;60,0;9618;0.00%;1;31665001002;pc;1;pc;1299,0;0,0;0,0;count;月;7,170119543449628;0,0;0,0049911716045434;0,6794585195503793;0,0;0,0;0
大四抽收納櫃;傢俱寢飾;899;好室喵;規格：1set組x1x1set組;大四抽收納櫃;1199;1;1,0;999,0;9619;25.02%;0;31665011001;set;1;set;899,0;1199,0;25,0208507089241;count;;6,802394763324311;7,090076835776092;0,0833205889304433;0,6409726253895492;0,7607962678889234;0,3788017238801258;0
LF-520 直取式收納箱;傢俱寢飾;249;KEYWAY 聯府;規格：1pc個x1x1pc個;LF-520 直取式收納箱;305;1;1,0;999,0;9622;18.36%;1;31675003001;pc;1;pc;249,0;305,0;18,36065573770492;count;標示於包裝上;5,521460917862246;5,723585101952381;0,0833205889304433;0,5069107207589233;0,6141657256149278;0,2779700868656521;0
LF-607 (大)直取式收納箱;傢俱寢飾;349;KEYWAY 聯府;規格：1pc個x1x1pc個;LF-607 (大)直取式收納箱;449;1;1,0;999,0;9624;22.27%;0;31675028001;pc;1;pc;349,0;449,0;22,271714922049;count;;5,857933154483459;6,1092475827643655;0,0833205889304433;0,5421257391274127;0,6555489973146095;0,3371813414493474;0
童話下掀式整理箱 39L-藍色;傢俱寢飾;499;好室喵;規格：1pc個x1x1pc個;童話下掀式整理箱-39L;0;1;1,0;60,0;9627;0.00%;1;31675032001;pc;1;pc;499,0;0,0;0,0;count;月;6,214608098422191;0,0;0,0049911716045434;0,5794551628816891;0,0;0,0;0
純白牛奶附蓋收納盒-圓角3號;傢俱寢飾;79;好室喵;規格：1pc個x1x1pc個;純白牛奶附蓋收納盒-圓角1號;99;1;1,0;60,0;9628;20.20%;1;31675044001;pc;1;pc;79,0;99,0;20,2020202020202;count;月;4,382026634673881;4,605170185988092;0,0049911716045434;0,3876580905416603;0,4941549113846197;0,305847317799509;0
純白牛奶附蓋收納盒-直角5號;傢俱寢飾;89;好室喵;規格：1pc個x1x1pc個;純白牛奶附蓋收納盒-直角5號;99;1;1,0;60,0;9629;10.10%;0;31675047001;pc;1;pc;89,0;99,0;10,1010101010101;count;月;4,499809670330265;4,605170185988092;0,0049911716045434;0,3999852049740031;0,4941549113846197;0,1529236588997545;0
藤直取式整理箱 65L-顏色隨機出貨;傢俱寢飾;799;KEYWAY 聯府;規格：1pc個x1x1pc個;KGB-651藤直取式65L整理箱;0;1;1,0;999,0;9630;0.00%;1;31675048001;pc;1;pc;799,0;0,0;0,0;count;標示於包裝上;6,684611727667927;0,0;0,0833205889304433;0,6286455109572064;0,0;0,0;0
