title;category;price;brand;specification;query;original_price;original_price_checked;capacity;shelf_life;order;Discount;Promo;item_code;capacity_unit;pieces_per_package;package_unit;price_per_piece;original_price_per_piece;estimation_discount;capacity_category;shelf_life_unit;log_price_per_piece;log_original_price_per_piece;shelf_life_normalized;log_price_per_piece_normalized;log_original_price_per_piece_normalized;estimation_discount_normalized;is_new_product
【潘婷】3分鐘燙染護髮精華180ML;美妝個清;199;PTN;規格：180ml毫升x1x1pc瓶;潘婷3分鐘燙染護髮精華180ML 潘婷3分鐘燙染;233;1;180,0;36,0;2464;14.59%;0;12003046001,0;ml;1;pc;199,0;233,0;14,592274678111588;volume;月;5,298317366548036;5,455321115357702;0,0029891417687377;0,4835566267116747;0,5853798260347725;0,220918899509259;1
魅尚萱 完美修護精油洗髮精;美妝個清;359;魅尚萱;規格：680ml毫升x1x1pc瓶;魅萱 完美修護精油洗髮精 680ml 魅萱精油洗;420;1;680,0;36,0;2042;14.52%;1;12000010001,0;ml;1;pc;359,0;420,0;14,523809523809526;volume;月;5,886104031450156;6,042632833682381;0,0029891417687377;0,5450740892195348;0,6484009432579593;0,2198823752608613;0
美吾髮琥珀檀香雪松精油洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮琥珀檀香雪松精油洗髮露;150;1;700,0;36,0;2043;7.33%;1;12000011001,0;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;4,941642422609304;5,017279836814924;0,0029891417687377;0,4462272029573983;0,5383760801493926;0,1110225763612217;0
魅尚萱 完美深層修護洗髮精;美妝個清;359;魅尚萱;規格：680ml毫升x1x1pc瓶;魅尚萱 完美深層修護洗髮精680ml 魅尚萱修護洗;420;1;680,0;36,0;2052;14.52%;0;12000023001,0;ml;1;pc;359,0;420,0;14,523809523809526;volume;月;5,886104031450156;6,042632833682381;0,0029891417687377;0,5450740892195348;0,6484009432579593;0,2198823752608613;0
美吾髮白茶茉莉馨香洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮白茶茉莉馨香洗髮露;150;1;700,0;36,0;2065;7.33%;1;12000045001,0;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;4,941642422609304;5,017279836814924;0,0029891417687377;0,4462272029573983;0,5383760801493926;0,1110225763612217;0
思波綺瞬亮潤澤洗髮乳N;美妝個清;255;思波綺;規格：450ml毫升x1x1pc瓶;思波綺瞬亮潤澤洗髮乳 思波綺瞬亮潤洗;275;1;450,0;36,0;2066;7.27%;1;12000046001,0;ml;1;pc;255,0;275,0;7,272727272727272;volume;月;5,545177444479562;5,62040086571715;0,0029891417687377;0,5093928807399436;0,6030936055729255;0,1101050344078232;0
美吾髮鼠尾草海鹽沁香洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮鼠尾草沁香洗髮露;150;1;700,0;36,0;2074;7.33%;0;12000057001,0;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;4,941642422609304;5,017279836814924;0,0029891417687377;0,4462272029573983;0,5383760801493926;0,1110225763612217;0
英國製皂-斑比液態皂 玫瑰與牡丹;美妝個清;560;英國製皂;規格：500ml毫升x1x1pc瓶;超值玫瑰洗髮乳;0;1;500,0;36,0;2076;0.00%;1;12000059001,0;ml;1;pc;560,0;0,0;0,0;volume;月;6,329720905522696;0,0;0,0029891417687377;0,5915028125100777;0,0;0,0;0
Drs Formula髮根強化洗髮精-清爽(三代);美妝個清;289;Dr's Formula;規格：580ml毫升x1x1pc瓶;Drs Formula髮根強化洗髮精清;323;1;580,0;36,0;2081;10.53%;1;12000067001,0;ml;1;pc;289,0;323,0;10,526315789473683;volume;月;5,66988092298052;5,780743515792329;0,0029891417687377;0,5224442853078914;0,6202990735228737;0,1593625498007967;0
美國箭牌馬洗髮精;美妝個清;355;箭牌馬;規格：946ml毫升x1x1bottle瓶;美國箭牌馬洗髮精;359;1;946,0;33,3;2088;1.11%;0;12000076001,0;ml;1;bottle;355,0;359,0;1,1142061281337048;volume;月;5,87493073085203;5,886104031450156;0,0027639134122096;0,5439046970885503;0,6316047178694703;0,0168684593103907;0
Farcent香水奇蹟洗髮露-同名花語;美妝個清;369;Farcent 香水;規格：600ml毫升x1x1box箱;Farcent香水奇蹟洗髮露-同名花語;0;1;600,0;36,0;2090;0.00%;0;12000080001,0;ml;1;box;369,0;0,0;0,0;volume;月;5,91350300563827;0,0;0,0029891417687377;0,5479416523474799;0,0;0,0;0
美吾髮藍風鈴奢香蓬鬆洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮藍風鈴奢香蓬鬆洗髮露;150;1;700,0;36,0;2106;7.33%;1;12000108001,0;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;4,941642422609304;5,017279836814924;0,0029891417687377;0,4462272029573983;0,5383760801493926;0,1110225763612217;0
美吾髮晨霧玫瑰奢香柔順洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮晨霧玫瑰奢香柔順洗髮露;150;1;700,0;36,0;2117;7.33%;0;12000128001,0;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;4,941642422609304;5,017279836814924;0,0029891417687377;0,4462272029573983;0,5383760801493926;0,1110225763612217;0
美吾髮小蒼蘭梨萃香水洗髮露;美妝個清;139;美吾髮;規格：700ml毫升x1x1pc瓶;美吾髮小蒼蘭梨萃香水洗髮露;150;1;700,0;36,0;2130;7.33%;1;12000152001,0;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;4,941642422609304;5,017279836814924;0,0029891417687377;0,4462272029573983;0,5383760801493926;0,1110225763612217;0
瑪宣妮輕巧旅行組150ml;美妝個清;109;瑪宣妮;規格：150ml毫升x1x1set組;瑪宣妮輕巧旅行組 瑪宣妮旅行組;150;1;150,0;60,0;2131;27.33%;0;12000154001,0;ml;1;set;109,0;150,0;27,33333333333333;volume;月;4,700480365792417;5,017279836814924;0,0049911716045434;0,4209873010092624;0,5383760801493926;0,4138114209827356;0
花王植萃弱酸洗髮精酷爽去屑型750ml;美妝個清;139;花王;規格：750ml毫升x1x1pc瓶;花王植萃弱酸洗髮精保濕去屑型;150;1;750,0;36,0;2136;7.33%;0;12000165001,0;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;4,941642422609304;5,017279836814924;0,0029891417687377;0,4462272029573983;0,5383760801493926;0,1110225763612217;0
瑪宣妮莓果珍珠洗髮精-蓬鬆感450ml;美妝個清;199;瑪宣妮;規格：450ml毫升x1x1bottle瓶;瑪宣妮莓果珍珠洗髮精-蓬鬆感;0;1;450,0;36,0;2138;0.00%;0;12000167001,0;ml;1;bottle;199,0;0,0;0,0;volume;月;5,298317366548036;0,0;0,0029891417687377;0,4835566267116747;0,0;0,0;0
花王植萃弱酸洗髮精涼感控油型750ml;美妝個清;139;花王;規格：750ml毫升x1x1pc瓶;花王植萃弱酸洗髮精涼感控油型;150;1;750,0;36,0;2140;7.33%;0;12000170001,0;ml;1;pc;139,0;150,0;7,333333333333333;volume;月;4,941642422609304;5,017279836814924;0,0029891417687377;0,4462272029573983;0,5383760801493926;0,1110225763612217;0
花王洗髮精清新沁涼型750ml;美妝個清;109;花王;規格：750ml毫升x1x1bottle瓶;花王洗髮精清新沁涼型;0;1;750,0;33,3;2143;0.00%;0;12000178001,0;ml;1;bottle;109,0;0,0;0,0;volume;月;4,700480365792417;0,0;0,0027639134122096;0,4209873010092624;0,0;0,0;0
花王洗髮精溫和柔潤型750ml;美妝個清;109;花王;規格：750ml毫升x1x1bottle瓶;花王洗髮精溫和柔潤型;0;1;750,0;33,3;2144;0.00%;1;12000179001,0;ml;1;bottle;109,0;0,0;0,0;volume;月;4,700480365792417;0,0;0,0027639134122096;0,4209873010092624;0,0;0,0;0
花王洗髮精深層柔潤型;美妝個清;109;花王;規格：750ml毫升x1x1pc瓶;花王洗髮精深層柔潤型;0;1;750,0;36,0;2153;0.00%;1;12000193001,0;ml;1;pc;109,0;0,0;0,0;volume;月;4,700480365792417;0,0;0,0029891417687377;0,4209873010092624;0,0;0,0;0
潘婷絲質順滑洗髮乳700ml;美妝個清;229;Pantene潘婷;規格：700ml毫升x1x1bottle瓶;潘婷絲質順滑洗髮乳700ml;0;1;700,0;33,3;2161;0.00%;1;12000205001,0;ml;1;bottle;229,0;0,0;0,0;volume;月;5,438079308923196;0,0;0,0027639134122096;0,4981840426832862;0,0;0,0;0
Hair Recipe生薑蘋果滋養洗髮露;美妝個清;279;Hair recipe髮的食譜;規格：530ml毫升x1x1pc瓶;Hair Recipe生薑蘋果滋養洗髮露;323;1;530,0;36,0;2162;13.62%;0;12000206001,0;ml;1;pc;279,0;323,0;13,622291021671826;volume;月;5,634789603169249;5,780743515792329;0,0029891417687377;0,5187716450801643;0,6202990735228737;0,2062338879775017;0
逸萱秀柔亮零毛燥洗髮乳-700ml;美妝個清;179;逸萱秀Essential;規格：700ml毫升x1x1pc瓶;逸萱秀柔亮零毛燥洗髮乳 柔亮零毛燥洗髮;0;1;700,0;36,0;2168;0.00%;0;12000214001,0;ml;1;pc;179,0;0,0;0,0;volume;月;5,19295685089021;0,0;0,0029891417687377;0,472529647096769;0,0;0,0;0
