iteration,best_objective
0,512.12255859375
1,536.106689453125
2,544.9118041992188
3,555.2266845703125
4,555.2266845703125
5,555.2266845703125
6,555.2266845703125
7,555.2266845703125
8,555.2266845703125
9,555.2266845703125
10,555.2266845703125
11,555.2266845703125
12,555.2266845703125
13,555.2266845703125
14,558.9462280273438
15,558.9462280273438
16,558.9462280273438
17,558.9462280273438
18,558.9462280273438
19,558.9462280273438
20,558.9462280273438
21,558.9462280273438
22,558.9462280273438
23,558.9462280273438
24,558.9462280273438
25,558.9462280273438
26,558.9462280273438
27,558.9462280273438
28,558.9462280273438
29,558.9462280273438
30,558.9462280273438
31,558.9462280273438
32,558.9462280273438
33,558.9462280273438
34,558.9462280273438
35,558.9462280273438
36,558.9462280273438
37,558.9462280273438
38,558.9462280273438
39,558.9462280273438
40,558.9462280273438
41,558.9462280273438
42,558.9462280273438
43,558.9462280273438
44,558.9462280273438
45,561.85888671875
46,562.1402587890625
47,562.1402587890625
48,562.1402587890625
49,562.1402587890625
50,562.1402587890625
51,562.1402587890625
52,562.1402587890625
53,562.1402587890625
54,562.1402587890625
55,562.1402587890625
56,562.1402587890625
57,562.1402587890625
58,562.1402587890625
59,562.1402587890625
60,565.0308837890625
61,565.0308837890625
62,565.0308837890625
63,565.0308837890625
64,565.0308837890625
65,565.0308837890625
66,565.0308837890625
67,565.0308837890625
68,565.0308837890625
69,565.0308837890625
70,565.0308837890625
71,568.9708862304688
72,568.9708862304688
73,568.9708862304688
74,568.9708862304688
75,568.9708862304688
76,568.9708862304688
77,568.9708862304688
78,568.9708862304688
79,568.9708862304688
80,568.9708862304688
81,568.9708862304688
82,568.9708862304688
83,568.9708862304688
84,568.9708862304688
85,568.9708862304688
86,568.9708862304688
87,568.9708862304688
88,568.9708862304688
89,568.9708862304688
90,568.9708862304688
91,568.9708862304688
92,568.9708862304688
93,568.9708862304688
94,568.9708862304688
95,577.7416381835938
96,577.7416381835938
97,577.7416381835938
98,577.7416381835938
99,577.7416381835938
100,577.7416381835938
