iteration,best_objective
0,512.12255859375
1,535.3131103515625
2,547.05029296875
3,547.05029296875
4,547.05029296875
5,550.0925903320312
6,556.9356079101562
7,560.2725219726562
8,560.2725219726562
9,560.2725219726562
10,560.2725219726562
11,560.2725219726562
12,570.81396484375
13,570.81396484375
14,570.81396484375
15,570.81396484375
16,570.81396484375
17,570.81396484375
18,570.81396484375
19,570.81396484375
20,570.81396484375
21,570.81396484375
22,570.81396484375
23,570.81396484375
24,570.81396484375
25,570.81396484375
26,570.81396484375
27,570.81396484375
28,570.81396484375
29,570.81396484375
30,570.81396484375
31,570.81396484375
32,570.81396484375
33,570.81396484375
34,570.81396484375
35,570.81396484375
36,570.81396484375
37,570.81396484375
38,570.81396484375
39,570.81396484375
40,570.81396484375
41,570.81396484375
42,570.81396484375
43,570.81396484375
44,570.81396484375
45,570.81396484375
46,570.81396484375
47,570.81396484375
48,570.81396484375
49,570.81396484375
50,570.81396484375
51,570.81396484375
52,570.81396484375
53,570.81396484375
54,570.81396484375
55,570.81396484375
56,570.81396484375
57,570.81396484375
58,570.81396484375
59,570.81396484375
60,570.81396484375
61,570.81396484375
62,570.81396484375
63,570.81396484375
64,570.81396484375
65,570.81396484375
66,570.81396484375
67,570.81396484375
68,570.81396484375
69,570.81396484375
70,570.81396484375
71,570.81396484375
72,570.81396484375
73,570.81396484375
74,570.81396484375
75,570.81396484375
76,570.81396484375
77,570.81396484375
78,570.81396484375
79,570.81396484375
80,570.81396484375
81,570.81396484375
82,570.81396484375
83,570.81396484375
84,570.81396484375
85,570.81396484375
86,570.81396484375
87,570.81396484375
88,570.81396484375
89,570.81396484375
90,570.81396484375
91,570.81396484375
92,570.81396484375
93,570.81396484375
94,570.81396484375
95,570.81396484375
96,570.81396484375
97,570.81396484375
98,570.81396484375
99,570.81396484375
100,570.81396484375
