iteration,best_objective
0,512.12255859375
1,546.7195434570312
2,553.8995361328125
3,553.8995361328125
4,553.8995361328125
5,553.8995361328125
6,553.8995361328125
7,553.8995361328125
8,553.8995361328125
9,553.8995361328125
10,553.8995361328125
11,553.8995361328125
12,553.8995361328125
13,553.8995361328125
14,556.3968505859375
15,556.3968505859375
16,556.3968505859375
17,556.3968505859375
18,556.3968505859375
19,556.3968505859375
20,556.3968505859375
21,556.3968505859375
22,556.3968505859375
23,556.3968505859375
24,556.3968505859375
25,556.3968505859375
26,561.1631469726562
27,561.1631469726562
28,561.1631469726562
29,561.1631469726562
30,561.1631469726562
31,561.1631469726562
32,561.1631469726562
33,561.1631469726562
34,561.1631469726562
35,561.1631469726562
36,561.1631469726562
37,561.1631469726562
38,561.1631469726562
39,561.1631469726562
40,561.1631469726562
41,561.1631469726562
42,561.1631469726562
43,561.1631469726562
44,561.1631469726562
45,567.815673828125
46,567.815673828125
47,567.815673828125
48,567.815673828125
49,567.815673828125
50,567.815673828125
51,567.815673828125
52,567.815673828125
53,567.815673828125
54,567.815673828125
55,567.815673828125
56,567.815673828125
57,567.815673828125
58,567.815673828125
59,567.815673828125
60,567.815673828125
61,567.815673828125
62,567.815673828125
63,567.815673828125
64,567.815673828125
65,567.815673828125
66,567.815673828125
67,567.815673828125
68,567.815673828125
69,567.815673828125
70,567.815673828125
71,567.815673828125
72,567.815673828125
73,567.815673828125
74,567.815673828125
75,567.815673828125
76,567.815673828125
77,567.815673828125
78,567.815673828125
79,567.815673828125
80,567.815673828125
81,567.815673828125
82,567.815673828125
83,567.815673828125
84,567.815673828125
85,567.815673828125
86,567.815673828125
87,567.815673828125
88,567.815673828125
89,567.815673828125
90,567.815673828125
91,567.815673828125
92,567.815673828125
93,567.815673828125
94,567.815673828125
95,567.815673828125
96,567.815673828125
97,567.815673828125
98,567.815673828125
99,567.815673828125
100,567.815673828125
