iteration,best_objective
0,512.12255859375
1,547.9461669921875
2,547.9461669921875
3,547.9461669921875
4,557.0440673828125
5,557.0440673828125
6,557.0440673828125
7,557.0440673828125
8,557.0440673828125
9,557.0440673828125
10,557.0440673828125
11,557.0440673828125
12,557.0440673828125
13,557.0440673828125
14,557.0440673828125
15,557.0440673828125
16,557.0440673828125
17,557.0440673828125
18,558.0079345703125
19,558.52294921875
20,560.2310791015625
21,560.2310791015625
22,560.2310791015625
23,560.2310791015625
24,560.2310791015625
25,560.2310791015625
26,560.2310791015625
27,560.2310791015625
28,560.2310791015625
29,560.2310791015625
30,560.2310791015625
31,560.2310791015625
32,560.3483276367188
33,560.3483276367188
34,560.3483276367188
35,560.3483276367188
36,560.3483276367188
37,560.3483276367188
38,560.3483276367188
39,560.3483276367188
40,560.3483276367188
41,560.3483276367188
42,560.3483276367188
43,560.3483276367188
44,560.3483276367188
45,560.3483276367188
46,560.3483276367188
47,560.3483276367188
48,560.3483276367188
49,560.3483276367188
50,560.3483276367188
51,560.3483276367188
52,560.3483276367188
53,560.3483276367188
54,560.3483276367188
55,561.3880004882812
56,561.3880004882812
57,561.3880004882812
58,561.3880004882812
59,561.3880004882812
60,561.3880004882812
61,561.3880004882812
62,561.3880004882812
63,561.3880004882812
64,561.3880004882812
65,561.3880004882812
66,561.3880004882812
67,561.3880004882812
68,561.3880004882812
69,561.3880004882812
70,561.3880004882812
71,561.3880004882812
72,561.3880004882812
73,561.3880004882812
74,561.3880004882812
75,561.3880004882812
76,561.3880004882812
77,561.3880004882812
78,561.3880004882812
79,561.3880004882812
80,561.3880004882812
81,561.3880004882812
82,561.3880004882812
83,561.3880004882812
84,561.3880004882812
85,561.3880004882812
86,561.3880004882812
87,561.3880004882812
88,561.3880004882812
89,561.3880004882812
90,561.3880004882812
91,561.3880004882812
92,563.88623046875
93,564.7107543945312
94,564.7107543945312
95,564.7107543945312
96,566.2081298828125
97,566.2081298828125
98,566.2081298828125
99,566.211669921875
100,566.211669921875
