item_code;product_name;first_observed_date;last_observed_date;history_days;nonzero_days;zero_demand_days;total_demand;lead_time_days;service_level;bootstrap_repetitions;resampling_method;random_seed;mean_lead_time_demand;reorder_point;safety_stock;minimum_inventory
12011196001;麗仕絲蛋白精華沐浴乳水嫩柔膚:水嫩柔膚;2021-08-06;2021-08-19;14;4;10;5,000000;2;0,950000;10000;with_replacement;1423;0,714900;2;1,285100;2
12011199001;澡享白茶沐浴乳;2021-08-01;2021-08-20;20;12;8;27,000000;2;0,950000;10000;with_replacement;1424;2,685500;6;3,314500;6
12011204001;水平衡香水沐浴乳-繽紛馬卡龍:繽紛馬卡龍;2021-08-17;2021-08-17;1;1;0;1,000000;2;0,950000;10000;with_replacement;1425;2,000000;2;0,000000;2
12011210001;澡享玫瑰風信子沐浴乳;2021-08-01;2021-08-20;20;8;12;15,000000;2;0,950000;10000;with_replacement;1426;1,535300;5;3,464700;5
12011213001;美吾髮馬鞭草柚香清新沐浴露:馬鞭草沐浴露;2021-08-08;2021-08-19;12;4;8;7,000000;2;0,950000;10000;with_replacement;1427;1,166300;4;2,833700;4
12011215001;嬌生PH5.5 蜂蜜舒緩沐浴乳:蜂蜜舒緩沐浴乳;2021-08-01;2021-08-11;11;7;4;25,000000;2;0,950000;10000;with_replacement;1428;4,560600;11;6,439400;11
12011216001;嬌生pH5.5 杏仁保濕沐浴乳:杏仁保濕沐浴乳;2021-08-17;2021-08-21;5;3;2;8,000000;2;0,950000;10000;with_replacement;1429;3,184800;6;2,815200;6
12011220001;麗仕水嫩柔膚沐浴乳補充包:水嫩柔膚;2021-08-11;2021-08-13;3;2;1;4,000000;2;0,950000;10000;with_replacement;1430;2,682800;4;1,317200;4
12011221001;美吾髮琥珀檀香雪松精油沐浴露:琥珀檀香沐浴露;2021-08-08;2021-08-21;14;8;6;11,000000;2;0,950000;10000;with_replacement;1431;1,553400;5;3,446600;5
12011226001;麗仕精油香氛沐浴乳浪漫怡香:浪漫怡香;2021-08-05;2021-08-19;15;3;12;6,000000;2;0,950000;10000;with_replacement;1432;0,800400;4;3,199600;4
12011230001;美琪抗菌沐浴乳(白麝香):美琪沐浴乳麝香;2021-08-04;2021-08-21;18;9;9;13,000000;2;0,950000;10000;with_replacement;1433;1,455800;4;2,544200;4
12011231001;牛乳石鹼美肌保濕沐浴乳補充包:優雅花香補充包;2021-08-07;2021-08-17;11;3;8;4,000000;2;0,950000;10000;with_replacement;1434;0,739500;2;1,260500;2
12011235001;雪芙蘭美肌SPA檸檬草抗菌補充包:檸檬草抗菌;2021-08-01;2021-08-20;20;8;12;16,000000;2;0,950000;10000;with_replacement;1435;1,584200;4;2,415800;4
12011237001;嚕啦啦鈴蘭香氛沐浴乳:嚕啦香氛沐浴乳;2021-08-01;2021-08-20;20;13;7;35,000000;2;0,950000;10000;with_replacement;1436;3,505600;10;6,494400;10
12011240001;淨男士平衡控油沐浴露深層控油:淨沐浴露控油;2021-08-08;2021-08-10;3;2;1;3,000000;2;0,950000;10000;with_replacement;1437;2,009800;4;1,990200;4
12011243001;綠的抗菌沐浴露-蘋果玫瑰:蘋果玫瑰;2021-08-06;2021-08-13;8;5;3;6,000000;2;0,950000;10000;with_replacement;1438;1,479400;3;1,520600;3
12011244001;沙威隆抗菌潔淨沐浴乳-琥珀雪松:琥珀雪松;2021-08-01;2021-08-21;21;13;8;17,000000;2;0,950000;10000;with_replacement;1439;1,612600;3;1,387400;3
12011247001;清淨海環保沐浴乳:環保沐浴乳;2021-08-01;2021-08-11;11;2;9;3,000000;2;0,950000;10000;with_replacement;1440;0,563400;2;1,436600;2
12011251001;Biore淨嫩沐浴乳清新清爽型:靜岡綠茶;2021-08-01;2021-08-21;21;10;11;16,000000;2;0,950000;10000;with_replacement;1441;1,535800;4;2,464200;4
12011252001;Biore淨嫩沐浴乳浪漫保濕型;2021-08-01;2021-08-19;19;11;8;23,000000;2;0,950000;10000;with_replacement;1442;2,388700;6;3,611300;6
12011254001;淨嫩沐浴乳浪漫保濕補充包;2021-08-01;2021-08-21;21;15;6;55,000000;2;0,950000;10000;with_replacement;1443;5,209100;14;8,790900;14
12011255001;淨嫩沐浴乳清新清爽補充包:靜岡綠茶;2021-08-01;2021-08-21;21;15;6;44,000000;2;0,950000;10000;with_replacement;1444;4,200300;13;8,799700;13
12011257001;莎啦莎啦沐浴乳玫瑰嫩白補充包;2021-08-05;2021-08-16;12;5;7;19,000000;2;0,950000;10000;with_replacement;1445;3,177000;11;7,823000;11
12011262001;綠的抗菌沐浴乳-百里香精油加侖桶:百里香加侖桶;2021-08-02;2021-08-19;18;7;11;10,000000;2;0,950000;10000;with_replacement;1446;1,123700;4;2,876300;4
12011263001;依必朗香氛沐浴乳-清新小蒼蘭:沐浴乳小蒼蘭;2021-08-11;2021-08-21;11;7;4;22,000000;2;0,950000;10000;with_replacement;1447;3,985200;8;4,014800;8
12011264001;美琪抗菌沐浴乳(海洋):美琪沐浴乳海洋;2021-08-12;2021-08-20;9;6;3;6,000000;2;0,950000;10000;with_replacement;1448;1,343000;2;0,657000;2
12011265001;澡享沐浴乳牡丹小蒼蘭;2021-08-17;2021-08-21;5;4;1;7,000000;2;0,950000;10000;with_replacement;1449;2,772400;5;2,227600;5
12011267001;綠的抗菌沐浴乳-鳶尾花精萃:鳶尾花精萃;2021-08-01;2021-08-10;10;4;6;5,000000;2;0,950000;10000;with_replacement;1450;0,982200;3;2,017800;3
12011268001;綠的抗菌沐浴露-洋梨小蒼蘭:洋梨小蒼蘭;2021-08-01;2021-08-18;18;11;7;19,000000;2;0,950000;10000;with_replacement;1451;2,115700;6;3,884300;6
12011275001;綠的抗菌沐浴乳玫瑰木補充包:玫瑰木補充包;2021-08-01;2021-08-21;21;12;9;19,000000;2;0,950000;10000;with_replacement;1452;1,811400;5;3,188600;5
12011276001;多芬清爽水嫩沐浴乳補充包:清爽水嫩;2021-08-04;2021-08-15;12;5;7;6,000000;2;0,950000;10000;with_replacement;1453;0,995800;3;2,004200;3
12011277001;依必朗香氛沐浴乳-經典白麝香:沐浴乳白麝香;2021-08-01;2021-08-21;21;16;5;89,000000;2;0,950000;10000;with_replacement;1454;8,529200;20;11,470800;20
12011291001;美琪抗菌沐浴乳(茶樹):美琪沐浴乳茶樹;2021-08-02;2021-08-21;20;7;13;9,000000;2;0,950000;10000;with_replacement;1455;0,896000;3;2,104000;3
12011293001;麗仕清爽香氛沐浴乳沁涼石榴:麗仕沐浴乳石榴;2021-08-19;2021-08-19;1;1;0;1,000000;2;0,950000;10000;with_replacement;1456;2,000000;2;0,000000;2
12011299001;莎啦莎啦小蒼蘭香氛沐浴乳補充包;2021-08-01;2021-08-21;21;12;9;35,000000;2;0,950000;10000;with_replacement;1457;3,339500;9;5,660500;9
12011304001;麗仕清爽香氛沐浴乳綠茶白桃:麗仕沐浴乳白桃;2021-08-01;2021-08-19;19;6;13;7,000000;2;0,950000;10000;with_replacement;1458;0,741500;2;1,258500;2
12011308001;麗仕柔膚香氛沐浴乳水潤桃花:麗仕沐浴乳桃花;2021-08-01;2021-08-15;15;7;8;7,000000;2;0,950000;10000;with_replacement;1459;0,938400;2;1,061600;2
12011310001;彎彎珍珠淨白沐浴乳2000ml:珍珠淨白;2021-08-06;2021-08-18;13;5;8;8,000000;2;0,950000;10000;with_replacement;1460;1,221200;4;2,778800;4
12011322001;莎啦莎啦沐浴乳櫻花彈力補充包;2021-08-21;2021-08-21;1;1;0;2,000000;2;0,950000;10000;with_replacement;1461;4,000000;4;0,000000;4
12011329001;雪芙蘭海洋活泉沐浴乳-珍珠:珍珠淨白;2021-08-07;2021-08-14;8;4;4;13,000000;2;0,950000;10000;with_replacement;1462;3,194400;11;7,805600;11
12011333001;綠的抗菌沐浴乳百里香補充包:百里香;2021-08-01;2021-08-19;19;16;3;27,000000;2;0,950000;10000;with_replacement;1463;2,834100;6;3,165900;6
12011334001;綠的抗菌沐浴乳洋甘菊補充包:洋甘菊;2021-08-01;2021-08-21;21;13;8;42,000000;2;0,950000;10000;with_replacement;1464;4,021600;9;4,978400;9
12011335001;沙威隆沐浴乳-草本:沐浴乳草本;2021-08-13;2021-08-13;1;1;0;1,000000;2;0,950000;10000;with_replacement;1465;2,000000;2;0,000000;2
12011337001;澡享玫瑰風信子沐浴乳補充包:澡享風信子補充;2021-08-16;2021-08-20;5;3;2;6,000000;2;0,950000;10000;with_replacement;1466;2,415500;5;2,584500;5
12011338001;美吾髮晨霧玫瑰奢香沐浴露;2021-08-08;2021-08-19;12;4;8;5,000000;2;0,950000;10000;with_replacement;1467;0,830300;2;1,169700;2
12011339001;澡享沐浴乳雪松白麝香:雪松白麝香;2021-08-17;2021-08-19;3;2;1;3,000000;2;0,950000;10000;with_replacement;1468;2,005200;4;1,994800;4
12011341001;雪芙蘭美肌SPA沐浴乳-綠茶清新:綠茶清新;2021-08-13;2021-08-16;4;2;2;2,000000;2;0,950000;10000;with_replacement;1469;1,005800;2;0,994200;2
12011342001;雪芙蘭美肌SPA沐浴乳-玫瑰嫩白:玫瑰嫩白;2021-08-03;2021-08-03;1;1;0;1,000000;2;0,950000;10000;with_replacement;1470;2,000000;2;0,000000;2
12011345001;牛乳石鹼牛乳精華沐浴乳-玫瑰:牛乳玫瑰沐浴乳;2021-08-05;2021-08-17;13;2;11;2,000000;2;0,950000;10000;with_replacement;1471;0,309500;1;0,690500;1
12011347001;沙威隆抗菌潔淨沐浴乳茶樹精油;2021-08-01;2021-08-21;21;9;12;26,000000;2;0,950000;10000;with_replacement;1472;2,501200;8;5,498800;8
12011349001;沙威隆潔身液:沙威隆潔身液;2021-08-03;2021-08-20;18;8;10;18,000000;2;0,950000;10000;with_replacement;1473;2,018400;6;3,981600;6
12011351001;雪芙蘭海洋活泉沐浴乳- 海洋:海洋膠原保濕;2021-08-05;2021-08-20;16;6;10;6,000000;2;0,950000;10000;with_replacement;1474;0,745900;2;1,254100;2
12011354001;綠的抗菌沐浴乳綠茶補充包:綠茶;2021-08-01;2021-08-21;21;13;8;37,000000;2;0,950000;10000;with_replacement;1475;3,571300;9;5,428700;9
12011355001;澎澎香浴乳補充包-漾采緊緻;2021-08-01;2021-08-18;18;4;14;8,000000;2;0,950000;10000;with_replacement;1476;0,863800;3;2,136200;3
12011357001;艾瑪花園蠟菊蘆薈抗乾敏沐浴膠;2021-08-08;2021-08-08;1;1;0;1,000000;2;0,950000;10000;with_replacement;1477;2,000000;2;0,000000;2
12011358001;艾瑪花園忍冬舒壓甜睡沐浴膠:忍冬舒壓沐浴膠;2021-08-10;2021-08-10;1;1;0;1,000000;2;0,950000;10000;with_replacement;1478;2,000000;2;0,000000;2
12011360001;超值玫瑰沐浴露;2021-08-09;2021-08-15;7;4;3;13,000000;2;0,950000;10000;with_replacement;1479;3,687300;11;7,312700;11
12011362001;蜜妮高彈潤沐浴慕絲自然草本香:彈潤慕絲草本香;2021-08-08;2021-08-21;14;3;11;6,000000;2;0,950000;10000;with_replacement;1480;0,864600;4;3,135400;4
12011365001;綠的抗菌沐浴乳補充包檸檬香蜂:綠的沐浴香蜂補;2021-08-01;2021-08-21;21;12;9;26,000000;2;0,950000;10000;with_replacement;1481;2,478800;6;3,521200;6
12011367001;綠的抗菌沐浴乳鳶尾花補充包:鳶尾花補充包;2021-08-01;2021-08-19;19;10;9;17,000000;2;0,950000;10000;with_replacement;1482;1,786500;5;3,213500;5
12011373001;上山採藥冷泉玉露清新沐浴露:冷泉玉露沐浴露;2021-08-03;2021-08-21;19;5;14;6,000000;2;0,950000;10000;with_replacement;1483;0,614100;2;1,385900;2
12011374001;Biore淨嫩沐浴乳熱情木槿花香:熱情木槿花香;2021-08-09;2021-08-18;10;7;3;10,000000;2;0,950000;10000;with_replacement;1484;2,010700;4;1,989300;4
12011376001;牛乳石鹼牛乳精華沐浴乳-柚子:牛乳柚子沐浴乳;2021-08-05;2021-08-13;9;3;6;4,000000;2;0,950000;10000;with_replacement;1485;0,881200;3;2,118800;3
12011378001;綠的抗菌沐浴乳-檸檬香蜂草:綠的沐浴香蜂草;2021-08-02;2021-08-20;19;8;11;11,000000;2;0,950000;10000;with_replacement;1486;1,171200;3;1,828800;3
12011386001;舒特膚全效潔膚乳:舒特膚潔膚乳;2021-08-06;2021-08-18;13;2;11;3,000000;2;0,950000;10000;with_replacement;1487;0,467500;2;1,532500;2
12011398001;Biore淨嫩沐浴乳熱情木槿花香補包:熱情木槿花香;2021-08-03;2021-08-20;18;8;10;13,000000;2;0,950000;10000;with_replacement;1488;1,421900;4;2,578100;4
12011400001;快潔適小黃鴨抑菌沐浴乳:小黃鴨沐浴乳;2021-08-01;2021-08-19;19;15;4;58,000000;2;0,950000;10000;with_replacement;1489;6,058000;12;5,942000;12
12011402001;美吾髮檀香精油沐浴精:檀香精油沐浴;2021-08-01;2021-08-20;20;5;15;9,000000;2;0,950000;10000;with_replacement;1490;0,887700;5;4,112300;5
12011403001;綠的抗菌沐浴露-橙花燕麥:綠的沐浴露橙花;2021-08-05;2021-08-18;14;5;9;9,000000;2;0,950000;10000;with_replacement;1491;1,319800;4;2,680200;4
12011409001;快潔適貓熊抑菌沐浴乳:貓熊抗菌沐浴乳;2021-08-01;2021-08-21;21;11;10;34,000000;2;0,950000;10000;with_replacement;1492;3,238400;8;4,761600;8
12011417001;水平衡香水沐浴乳-星光摩天輪:香水星光摩天輪;2021-08-03;2021-08-09;7;2;5;3,000000;2;0,950000;10000;with_replacement;1493;0,841900;3;2,158100;3
12011433001;蒂沐蝶植萃保濕沐浴露-玫瑰:玫瑰;2021-08-10;2021-08-17;8;2;6;3,000000;2;0,950000;10000;with_replacement;1494;0,738600;2;1,261400;2
12011439001;美吾髮鼠尾草沐浴露:鼠尾草沁香;2021-08-07;2021-08-19;13;5;8;6,000000;2;0,950000;10000;with_replacement;1495;0,916200;3;2,083800;3
12011451001;Biore淨嫩沐浴乳溫和保濕型:茉莉與鼠尾草;2021-08-03;2021-08-04;2;2;0;2,000000;2;0,950000;10000;with_replacement;1496;2,000000;2;0,000000;2
12011466001;Farcent香水胺基酸沐浴露-小蒼蘭:小蒼蘭;2021-08-01;2021-08-09;9;2;7;2,000000;2;0,950000;10000;with_replacement;1497;0,447900;2;1,552100;2
12011473001;澡享甘橙花梨木沐浴乳補充包:甘橙花梨木;2021-08-01;2021-08-20;20;13;7;20,000000;2;0,950000;10000;with_replacement;1498;2,009000;4;1,991000;4
12011477001;多芬柔膚舒敏沐浴乳補充包:舒敏沐浴補充包;2021-08-04;2021-08-11;8;5;3;7,000000;2;0,950000;10000;with_replacement;1499;1,744000;4;2,256000;4
12011479001;Farcent香水胺基酸沐浴露-真我星夜:真我星夜;2021-08-16;2021-08-16;1;1;0;1,000000;2;0,950000;10000;with_replacement;1500;2,000000;2;0,000000;2
12011489001;牛乳石鹼牛乳精華沐浴乳-清新皂香:清新皂香;2021-08-04;2021-08-21;18;3;15;3,000000;2;0,950000;10000;with_replacement;1501;0,326900;1;0,673100;1
12011999001;MENS Biore 髮顏體潔淨露-清香:淨皂清香;2021-08-09;2021-08-15;7;2;5;2,000000;2;0,950000;10000;with_replacement;1502;0,563800;2;1,436200;2
12012003001;妮維雅極潤修護乳液:極潤修護潤膚乳;2021-08-03;2021-08-03;1;1;0;1,000000;2;0,950000;10000;with_replacement;1503;2,000000;2;0,000000;2
12012012001;凡士林香薰舒緩潤膚露;2021-08-07;2021-08-07;1;1;0;1,000000;2;0,950000;10000;with_replacement;1504;2,000000;2;0,000000;2
12012014001;艾惟諾燕麥高效舒緩護手霜;2021-08-14;2021-08-14;1;1;0;3,000000;2;0,950000;10000;with_replacement;1505;6,000000;6;0,000000;6
12012022001;凡士林深層修護潤膚露:凡士林全效滋養;2021-08-07;2021-08-17;11;5;6;6,000000;2;0,950000;10000;with_replacement;1506;1,089400;3;1,910600;3
12012045001;曼秀雷敦AD高效抗乾修復乳液:AD抗乾乳液;2021-08-10;2021-08-11;2;2;0;6,000000;2;0,950000;10000;with_replacement;1507;6,005200;10;3,994800;10
12012048001;曼秀雷敦AD高效抗乾修復乳液-草本:AD草本乳液;2021-08-18;2021-08-18;1;1;0;1,000000;2;0,950000;10000;with_replacement;1508;2,000000;2;0,000000;2
12012072001;雪芙蘭滋養霜(清爽型):清爽型;2021-08-01;2021-08-20;20;3;17;14,000000;2;0,950000;10000;with_replacement;1509;1,385900;9;7,614100;9
12012098001;凡士林專業修護潤膚露:專業修護;2021-08-02;2021-08-14;13;3;10;4,000000;2;0,950000;10000;with_replacement;1510;0,608000;2;1,392000;2
12012118001;舒特膚全效乳霜;2021-08-10;2021-08-10;1;1;0;1,000000;2;0,950000;10000;with_replacement;1511;2,000000;2;0,000000;2
12012119001;凡士林十效亮白修護潤膚露:十效亮白;2021-08-09;2021-08-09;1;1;0;2,000000;2;0,950000;10000;with_replacement;1512;4,000000;4;0,000000;4
12012120001;舒特膚全效潤膚乳;2021-08-03;2021-08-10;8;2;6;5,000000;2;0,950000;10000;with_replacement;1513;1,241600;4;2,758400;4
12012164001;妮維雅美白潤膚乳液:嫩白潤膚乳液;2021-08-06;2021-08-15;10;4;6;9,000000;2;0,950000;10000;with_replacement;1514;1,830200;5;3,169800;5
12012165001;妮維雅美體緊膚乳液Q10 Plus;2021-08-09;2021-08-09;1;1;0;1,000000;2;0,950000;10000;with_replacement;1515;2,000000;2;0,000000;2
12012168001;妮維雅水潤清透潤膚乳液:中油性肌膚;2021-08-02;2021-08-20;19;7;12;7,000000;2;0,950000;10000;with_replacement;1516;0,736100;2;1,263900;2
12012169001;妮維雅深層修護乳液:一般肌膚;2021-08-02;2021-08-21;20;6;14;10,000000;2;0,950000;10000;with_replacement;1517;1,002200;3;1,997800;3
12012170001;妮維雅絲滑瑩亮乳液:乾性肌膚;2021-08-14;2021-08-16;3;2;1;2,000000;2;0,950000;10000;with_replacement;1518;1,333200;2;0,666800;2
12012171001;嬌生美體主張深層滋養乳液:嬌生美體滋養乳;2021-08-14;2021-08-14;1;1;0;1,000000;2;0,950000;10000;with_replacement;1519;2,000000;2;0,000000;2
12012196001;雪芙蘭滋養霜;2021-08-01;2021-08-19;19;5;14;34,000000;2;0,950000;10000;with_replacement;1520;3,655400;12;8,344600;12
12012928001;家福薄荷沐浴露:家福薄荷沐浴露;2021-08-08;2021-08-14;7;2;5;2,000000;2;0,950000;10000;with_replacement;1521;0,576600;2;1,423400;2
12012969001;difeel 護手霜-茉莉花:茉莉花;2021-08-11;2021-08-14;4;2;2;3,000000;2;0,950000;10000;with_replacement;1522;1,499400;4;2,500600;4
12012984001;妮維雅全方位潤膚霜:全方位潤膚霜;2021-08-12;2021-08-15;4;2;2;2,000000;2;0,950000;10000;with_replacement;1523;0,997100;2;1,002900;2
12013034001;我的心機．玫瑰亮白身體去角質霜:我的心機玫瑰亮;2021-08-15;2021-08-15;1;1;0;2,000000;2;0,950000;10000;with_replacement;1524;4,000000;4;0,000000;4
12014004001;我的心機去皮嫩膚黑足膜:去皮嫩膚黑足膜;2021-08-02;2021-08-16;15;4;11;8,000000;2;0,950000;10000;with_replacement;1525;1,088200;4;2,911800;4
12014022001;我的心機大馬士革美白嫩膚足膜:美白嫩膚足膜;2021-08-14;2021-08-14;1;1;0;2,000000;2;0,950000;10000;with_replacement;1526;4,000000;4;0,000000;4
12014025001;VGT優雅經典系列沐浴球-灰:沐浴球-灰;2021-08-11;2021-08-11;1;1;0;1,000000;2;0,950000;10000;with_replacement;1527;2,000000;2;0,000000;2
12014032001;VGT喚醒系列沐浴巾-白:沐浴巾-白;2021-08-05;2021-08-20;16;2;14;2,000000;2;0,950000;10000;with_replacement;1528;0,244200;1;0,755800;1
12014035001;VGT喚醒系列沐浴巾-黑藍:沐浴巾-黑藍;2021-08-02;2021-08-19;18;7;11;8,000000;2;0,950000;10000;with_replacement;1529;0,899900;2;1,100100;2
12016005001;妮維雅男止汗爽身噴霧-乾適活力:乾適活力;2021-08-01;2021-08-08;8;2;6;3,000000;2;0,950000;10000;with_replacement;1530;0,748100;2;1,251900;2
12016035001;妮維雅止汗噴霧珍珠煥采150ml:止汗噴霧珍珠;2021-08-19;2021-08-19;1;1;0;3,000000;2;0,950000;10000;with_replacement;1531;6,000000;6;0,000000;6
12016042001;妮維雅止汗乳液珍珠煥采50ml:止汗乳液珍珠;2021-08-16;2021-08-20;5;2;3;2,000000;2;0,950000;10000;with_replacement;1532;0,796900;2;1,203100;2
12016077001;妮維雅止汗爽身乳膏-乾適活力:乾適活力;2021-08-07;2021-08-16;10;4;6;5,000000;2;0,950000;10000;with_replacement;1533;0,998200;3;2,001800;3
12016078001;妮維雅止汗爽身乳液-清新舒涼:妮維雅止汗乳液;2021-08-02;2021-08-12;11;2;9;2,000000;2;0,950000;10000;with_replacement;1534;0,357800;1;0,642200;1
12016079001;妮維雅男止汗爽身乳液-乾適活力:妮維雅止汗乾適;2021-08-03;2021-08-06;4;3;1;3,000000;2;0,950000;10000;with_replacement;1535;1,499300;2;0,500700;2
12016099001;妮維雅男止汗爽身噴霧-無印乾爽海洋:無印乾爽海洋;2021-08-08;2021-08-16;9;3;6;4,000000;2;0,950000;10000;with_replacement;1536;0,887000;3;2,113000;3
12016106001;妮維雅男止汗爽身乳液-無印乾爽:男土無印乾爽;2021-08-12;2021-08-18;7;2;5;10,000000;2;0,950000;10000;with_replacement;1537;2,826800;10;7,173200;10
12016111001;妮維雅止汗爽身乳液乾適活力:乾適活力;2021-08-02;2021-08-14;13;4;9;18,000000;2;0,950000;10000;with_replacement;1538;2,746400;9;6,253600;9
12016114001;妮維雅男士止汗爽身乳液-深極炭:清新魅力;2021-08-12;2021-08-20;9;3;6;6,000000;2;0,950000;10000;with_replacement;1539;1,339100;4;2,660900;4
12016139001;妮維雅男止汗爽身噴霧-無印乾爽;2021-08-16;2021-08-18;3;2;1;3,000000;2;0,950000;10000;with_replacement;1540;2,007500;4;1,992500;4
12017009001;婦潔私密沐浴露-日常潔淨:日常潔淨;2021-08-03;2021-08-17;15;4;11;7,000000;2;0,950000;10000;with_replacement;1541;0,939600;3;2,060400;3
12017016001;依必朗女性護理沐浴乳-粉玫瑰:舒敏粉玫瑰;2021-08-01;2021-08-13;13;4;9;5,000000;2;0,950000;10000;with_replacement;1542;0,767800;2;1,232200;2
12017017001;婦潔私密柔淨慕絲-加強乳酸:加強乳酸;2021-08-14;2021-08-19;6;2;4;3,000000;2;0,950000;10000;with_replacement;1543;0,970400;3;2,029600;3
12017018001;婦潔私密沐浴露-滋潤嫩白:滋潤嫩白;2021-08-03;2021-08-19;17;3;14;3,000000;2;0,950000;10000;with_replacement;1544;0,351100;1;0,648900;1
12017019001;婦潔私密沐浴露-蔓越莓:蔓越莓;2021-08-01;2021-08-06;6;3;3;4,000000;2;0,950000;10000;with_replacement;1545;1,338900;3;1,661100;3
12017039001;舒摩兒賦活美學浴潔露-甜美香氛:舒摩兒甜美香氛;2021-08-14;2021-08-14;1;1;0;1,000000;2;0,950000;10000;with_replacement;1546;2,000000;2;0,000000;2
12017040001;舒摩兒賦活美學浴潔露-全肌防護:舒摩兒全肌防護;2021-08-01;2021-08-11;11;3;8;5,000000;2;0,950000;10000;with_replacement;1547;0,903100;3;2,096900;3
12020003001;滋卿愛牛乳石鹼青春調理洗面乳;2021-08-06;2021-08-20;15;6;9;20,000000;2;0,950000;10000;with_replacement;1548;2,640000;10;7,360000;10
12020005001;雪芙蘭淨肌礦物泥洗面乳:清爽控油;2021-08-15;2021-08-15;1;1;0;6,000000;2;0,950000;10000;with_replacement;1549;12,000000;12;0,000000;12
12020008001;露得清深層卸妝乳:深層卸妝乳;2021-08-10;2021-08-10;1;1;0;2,000000;2;0,950000;10000;with_replacement;1550;4,000000;4;0,000000;4
12020020001;可伶可俐毛孔潔淨洗面露:深層潔淨系列;2021-08-01;2021-08-21;21;4;17;14,000000;2;0,950000;10000;with_replacement;1551;1,356000;4;2,644000;4
12020021001;可伶可俐長效去油洗面乳;2021-08-01;2021-08-01;1;1;0;10,000000;2;0,950000;10000;with_replacement;1552;20,000000;20;0,000000;20
12020026001;森田藥抗黑淨白洗面乳;2021-08-02;2021-08-08;7;2;5;4,000000;2;0,950000;10000;with_replacement;1553;1,145000;4;2,855000;4
12020028001;MENS Biore深層柔珠洗面乳:深層柔珠-男用;2021-08-02;2021-08-21;20;13;7;26,000000;2;0,950000;10000;with_replacement;1554;2,599400;7;4,400600;7
12020032003;植物物語洗面乳:清爽明亮;2021-08-07;2021-08-11;5;2;3;7,000000;2;0,950000;10000;with_replacement;1555;2,826700;7;4,173300;7
12020035001;森田藥玻尿酸保濕洗面乳;2021-08-01;2021-08-21;21;10;11;20,000000;2;0,950000;10000;with_replacement;1556;1,910000;4;2,090000;4
12020036001;UNO新炭洗顏:UNO新炭洗顏;2021-08-02;2021-08-20;19;10;9;19,000000;2;0,950000;10000;with_replacement;1557;1,998500;5;3,001500;5
12020045001;碧菲絲特毛孔淨透洗面乳;2021-08-15;2021-08-16;2;2;0;2,000000;2;0,950000;10000;with_replacement;1558;2,000000;2;0,000000;2
12020046001;碧菲絲特水嫩淨透洗面乳;2021-08-06;2021-08-18;13;3;10;3,000000;2;0,950000;10000;with_replacement;1559;0,445300;1;0,554700;1
12020050001;妮維雅男深極炭抗痘控油潔面泥:男抗痘潔面泥;2021-08-13;2021-08-13;1;1;0;1,000000;2;0,950000;10000;with_replacement;1560;2,000000;2;0,000000;2
12020051001;Biore毛孔淨透洗面乳:毛孔淨透洗面乳;2021-08-06;2021-08-20;15;2;13;3,000000;2;0,950000;10000;with_replacement;1561;0,393300;2;1,606700;2
12020057001;BDM高效潔膚液;2021-08-07;2021-08-10;4;3;1;5,000000;2;0,950000;10000;with_replacement;1562;2,497600;6;3,502400;6
12020068001;蜜妮柔珠深層洗面乳:柔珠;2021-08-08;2021-08-21;14;14;0;28,000000;2;0,950000;10000;with_replacement;1563;3,994100;7;3,005900;7
12020070001;廣源良絲瓜洗敷凝露150ml:絲瓜洗敷;2021-08-08;2021-08-08;1;1;0;3,000000;2;0,950000;10000;with_replacement;1564;6,000000;6;0,000000;6
12020078001;Biore抗痘保濕洗顏慕絲更替瓶:更替瓶;2021-08-03;2021-08-20;18;4;14;11,000000;2;0,950000;10000;with_replacement;1565;1,309200;8;6,690800;8
12020089001;妮維雅男深極炭極淨控油潔面泥:男極淨控油泥;2021-08-02;2021-08-12;11;3;8;3,000000;2;0,950000;10000;with_replacement;1566;0,539200;2;1,460800;2
12020090001;台鹽控油戰痘洗面乳(110g);2021-08-03;2021-08-12;10;4;6;10,000000;2;0,950000;10000;with_replacement;1567;2,016700;7;4,983300;7
12020093001;Biore抗痘調理洗面乳:抗痘調理洗面乳;2021-08-01;2021-08-20;20;12;8;24,000000;2;0,950000;10000;with_replacement;1568;2,393200;8;5,606800;8
12020101001;露得清洗面露;2021-08-01;2021-08-01;1;1;0;2,000000;2;0,950000;10000;with_replacement;1569;4,000000;4;0,000000;4
12020133001;露得清深層淨化洗面乳:深層淨化洗面乳;2021-08-04;2021-08-09;6;4;2;12,000000;2;0,950000;10000;with_replacement;1570;3,975800;9;5,024200;9
12020138001;旁氏深層淨顏卸油:深層淨顏卸;2021-08-15;2021-08-15;1;1;0;2,000000;2;0,950000;10000;with_replacement;1571;4,000000;4;0,000000;4
12020141001;多芬3合1潤澤卸妝潔面慕絲:多芬卸妝慕絲;2021-08-02;2021-08-21;20;9;11;28,000000;2;0,950000;10000;with_replacement;1572;2,806000;8;5,194000;8
12020147001;多芬潤澤卸妝乳:多芬潤澤卸妝乳;2021-08-14;2021-08-14;1;1;0;8,000000;2;0,950000;10000;with_replacement;1573;16,000000;16;0,000000;16
