item_code,(箱)長cm,(箱)寬cm,(箱)高cm,max_comp_number
10904006001,58.0,31.0,21.0,6
10904008001,47.0,31.0,17.0,7
10904011001,42.0,28.0,36.0,3
10904012001,54.0,32.0,27.0,5
10904020001,34.0,22.0,28.0,10
10904021001,48.0,31.0,19.0,7
10904027001,58.0,33.0,21.0,4
10904028001,67.0,25.0,20.0,2
10904899001,47.0,31.0,6.0,22
11000003001,22.0,8.0,9.0,146
11002001001,19.0,14.0,18.0,51
11002007001,23.0,16.0,18.0,36
11010001001,38.0,25.0,29.0,7
11010002001,45.0,34.0,28.0,3
11010005001,36.0,33.0,32.0,5
11010007001,36.0,27.0,31.0,6
11010008002,39.0,23.0,32.0,7
11010012001,38.0,26.0,29.0,6
11010013001,40.0,26.0,30.0,5
11010013002,40.0,26.0,30.0,5
11010015001,37.0,24.0,28.0,9
11010015002,37.0,25.0,28.0,9
11010016001,36.0,34.0,32.0,5
11010018001,38.0,24.0,27.0,9
11010019001,38.0,26.0,29.0,6
11010020001,42.0,33.0,19.0,4
11010021001,36.0,24.0,31.0,7
11010021002,33.0,27.0,32.0,6
11010022001,43.0,33.0,19.0,4
11010023001,43.0,33.0,19.0,4
11010024001,42.0,33.0,19.0,4
11010025001,38.0,26.0,28.0,8
11010026001,36.0,24.0,31.0,7
11010027001,40.0,26.0,30.0,5
11010029001,39.0,24.0,32.0,7
11010035001,31.0,31.0,32.0,5
11010037001,40.0,27.0,29.0,5
11010038001,41.0,28.0,28.0,4
11010040001,32.0,30.0,31.0,6
11010042001,37.0,25.0,32.0,7
11010043001,36.0,34.0,32.0,5
11010045001,36.0,34.0,32.0,5
11010047001,42.0,33.0,19.0,4
11010051001,33.0,24.0,28.0,9
11010052001,40.0,26.0,30.0,5
11010055001,39.0,23.0,32.0,7
11010056001,42.0,33.0,19.0,4
11010057001,42.0,33.0,19.0,4
11010058001,39.0,26.0,29.0,6
11010059001,38.0,26.0,29.0,6
11010060001,37.0,24.0,31.0,7
11010061001,37.0,24.0,31.0,7
11010112001,31.0,30.0,31.0,6
11010115001,32.0,30.0,32.0,6
11010116001,27.0,39.0,28.0,8
11010120001,35.0,27.0,27.0,8
11020001001,41.0,21.0,30.0,6
11020002001,44.0,34.0,27.0,3
11020003001,45.0,33.0,25.0,3
11020004001,41.0,21.0,30.0,6
11020005001,44.0,23.0,33.0,3
11020008001,33.0,24.0,29.0,7
11020010001,32.0,24.0,25.0,9
11020012001,33.0,24.0,24.0,11
11020013001,34.0,21.0,29.0,8
11021002001,39.0,33.0,22.0,8
11021004001,22.0,16.0,27.0,22
11021005001,27.0,21.0,26.0,15
11021005002,35.0,22.0,27.0,10
11021006001,41.0,41.0,30.0,3
11021007001,42.0,23.0,33.0,3
11021009001,45.0,23.0,32.0,5
11021011001,30.0,29.0,20.0,9
11021013001,42.0,21.0,29.0,6
11021015001,27.0,20.0,26.0,15
11021015002,35.0,22.0,27.0,10
11021018001,44.0,34.0,28.0,3
11021019001,48.0,33.0,23.0,3
11021020001,29.0,26.0,26.0,12
11021023001,33.0,21.0,29.0,8
11021025001,42.0,26.0,22.0,6
11021026001,37.0,25.0,33.0,7
11021027001,27.0,27.0,19.0,16
11021027002,27.0,27.0,19.0,16
11021028001,34.0,24.0,24.0,11
11021029001,37.0,32.0,25.0,7
11021030001,44.0,34.0,28.0,3
11021032001,30.0,30.0,19.0,9
11021036001,36.0,31.0,25.0,7
11021039001,34.0,37.0,29.0,6
11021041001,28.0,26.0,27.0,12
11021042001,22.0,16.0,27.0,22
11021043001,23.0,29.0,28.0,11
11021044001,31.0,24.0,29.0,7
11021045001,33.0,32.0,34.0,5
11021046001,48.0,17.0,26.0,7
11021047001,47.0,27.0,35.0,3
11021051001,26.0,18.0,23.0,20
11021051002,26.0,18.0,23.0,20
11021052001,40.0,25.0,27.0,5
11021057001,29.0,26.0,26.0,12
11021058001,29.0,26.0,26.0,12
11021059001,38.0,24.0,32.0,7
11021059002,36.0,27.0,28.0,8
11021060001,39.0,20.0,30.0,9
11021061001,29.0,26.0,26.0,12
11021062001,43.0,31.0,29.0,4
11021063001,32.0,23.0,24.0,11
11021064001,32.0,23.0,29.0,7
11021065001,31.0,23.0,25.0,9
11021066001,32.0,30.0,30.0,6
11021067001,37.0,20.0,11.0,28
11021068001,39.0,20.0,30.0,9
11021071001,33.0,33.0,32.0,5
11021073001,35.0,27.0,24.0,9
11021074001,34.0,23.0,24.0,11
11021095001,34.0,23.0,23.0,11
11021096001,34.0,23.0,23.0,11
11021999001,44.0,34.0,19.0,4
11021999002,44.0,34.0,19.0,4
11022001001,34.0,23.0,27.0,9
11022003001,34.0,23.0,27.0,9
11022003002,33.0,22.0,27.0,10
11022006001,36.0,21.0,23.0,12
11022007001,37.0,32.0,25.0,7
11022009001,32.0,23.0,30.0,7
11022010001,45.0,24.0,33.0,3
11022011001,32.0,24.0,29.0,7
11022012001,44.0,32.0,30.0,4
11022014001,36.0,21.0,17.0,15
11022015001,42.0,21.0,29.0,6
11022017001,37.0,25.0,33.0,7
11022018001,43.0,33.0,29.0,3
11022019001,32.0,23.0,30.0,7
11022021001,37.0,22.0,26.0,10
11022024001,37.0,32.0,25.0,7
11022024002,35.0,32.0,24.0,7
11022025001,37.0,31.0,29.0,6
11022026001,37.0,22.0,25.0,10
11022031001,37.0,34.0,18.0,10
11022032001,36.0,33.0,23.0,7
11022034001,36.0,32.0,24.0,7
11022035001,40.0,23.0,32.0,5
11022036001,40.0,23.0,32.0,5
11022041001,36.0,28.0,23.0,9
11022044001,33.0,21.0,29.0,8
11022051001,44.0,32.0,29.0,4
11022056001,32.0,22.0,29.0,8
11022058001,36.0,20.0,28.0,11
11022059001,36.0,20.0,28.0,11
11022060001,36.0,20.0,27.0,11
11022063001,42.0,25.0,25.0,5
11022067001,31.0,23.0,25.0,9
11022068001,37.0,21.0,25.0,10
11022075001,32.0,25.0,30.0,7
11022077001,39.0,23.0,28.0,9
11022082001,35.0,23.0,27.0,9
11022083001,31.0,23.0,29.0,7
11022084001,22.0,16.0,27.0,22
11022085001,35.0,27.0,30.0,6
11022087001,36.0,28.0,31.0,6
11023001001,27.0,22.0,26.0,14
11023010001,24.0,17.0,24.0,21
11023012001,27.0,22.0,26.0,14
11023015001,23.0,17.0,24.0,21
11030002001,38.0,24.0,17.0,15
11030004004,46.0,37.0,23.0,3
11030005001,38.0,24.0,17.0,15
11030006001,39.0,23.0,15.0,18
11030007001,38.0,24.0,17.0,15
11030010001,36.0,13.0,11.0,45
11030012001,25.0,19.0,22.0,18
11030012002,25.0,19.0,22.0,18
11030012007,25.0,19.0,23.0,18
11030015001,48.0,17.0,21.0,10
11030016001,38.0,25.0,24.0,9
11030016002,38.0,25.0,24.0,9
11030016005,38.0,25.0,23.0,9
11030016006,38.0,25.0,23.0,9
11030016007,38.0,25.0,23.0,9
11030017001,30.0,17.0,20.0,18
11030018001,39.0,20.0,23.0,13
11030020001,52.0,32.0,24.0,5
11030024001,25.0,24.0,11.0,32
11030028003,46.0,20.0,23.0,9
11030028004,46.0,20.0,23.0,9
11030028005,46.0,20.0,23.0,9
11030029001,38.0,22.0,15.0,18
11030031001,47.0,31.0,20.0,6
11030032001,38.0,21.0,35.0,8
11030036002,36.0,28.0,15.0,15
11030037001,31.0,23.0,14.0,19
11030037002,31.0,23.0,14.0,19
11030037003,31.0,23.0,14.0,19
11030041001,38.0,36.0,25.0,7
11030041002,38.0,36.0,25.0,7
11030041003,38.0,36.0,25.0,7
11030046001,23.0,20.0,39.0,13
11030047001,39.0,36.0,20.0,9
11030048001,23.0,20.0,39.0,13
11030049001,41.0,25.0,16.0,8
11030049002,41.0,25.0,16.0,8
11030049003,41.0,25.0,16.0,8
11030062001,26.0,20.0,9.0,45
11030066001,38.0,21.0,35.0,8
11030071001,48.0,17.0,22.0,10
11030072001,48.0,17.0,22.0,10
11030079001,38.0,24.0,17.0,15
11030079002,38.0,24.0,17.0,15
11030080001,38.0,24.0,17.0,15
11030094001,22.0,19.0,19.0,28
11030095001,34.0,24.0,26.0,9
11030096001,48.0,25.0,18.0,7
11030097001,48.0,28.0,18.0,7
11030108001,27.0,18.0,26.0,17
11030113001,53.0,30.0,16.0,8
11030120001,30.0,17.0,20.0,18
11030125001,22.0,19.0,19.0,28
11030128001,21.0,19.0,20.0,28
11030177001,31.0,23.0,13.0,20
11030179001,31.0,23.0,13.0,20
11030180001,31.0,23.0,13.0,20
11030183001,34.0,26.0,13.0,17
11030183002,34.0,26.0,13.0,17
11030187001,38.0,25.0,25.0,9
11030187002,38.0,25.0,25.0,9
11030195001,31.0,23.0,13.0,20
11030196001,38.0,25.0,23.0,9
11030196002,38.0,25.0,25.0,9
11030197001,63.0,30.0,21.0,2
11030198001,31.0,24.0,24.0,11
11030198002,31.0,24.0,24.0,11
11030198003,31.0,24.0,24.0,11
11030200001,26.0,14.0,16.0,38
11030202001,26.0,14.0,18.0,32
11030204001,21.0,16.0,16.0,42
11030207001,30.0,27.0,24.0,9
11030207002,31.0,27.0,25.0,9
11030207003,31.0,27.0,25.0,9
11030234001,37.0,25.0,24.0,9
11031001001,20.0,14.0,25.0,28
11031002001,20.0,14.0,25.0,28
11031005001,20.0,14.0,25.0,28
11031011001,22.0,17.0,20.0,31
11031011002,22.0,18.0,19.0,30
11031012001,22.0,17.0,20.0,31
11031012002,22.0,18.0,20.0,30
11031021001,40.0,15.0,17.0,15
11031022001,40.0,15.0,17.0,15
11031023001,40.0,15.0,17.0,15
11031026001,29.0,29.0,24.0,11
11031027001,29.0,29.0,24.0,11
11031033001,40.0,14.0,17.0,16
11031035001,24.0,17.0,25.0,21
11031038001,23.0,17.0,24.0,21
11031040001,23.0,17.0,24.0,21
11031041001,23.0,17.0,24.0,21
11031048001,39.0,12.0,23.0,22
11031048002,39.0,12.0,23.0,22
11031049001,39.0,12.0,23.0,22
11031050001,39.0,12.0,23.0,22
11031899001,40.0,15.0,18.0,15
11031901001,30.0,29.0,27.0,6
11031904001,31.0,24.0,21.0,12
11031904002,28.0,23.0,22.0,16
11031904003,28.0,23.0,22.0,16
11031907001,39.0,20.0,21.0,13
11031908001,26.0,20.0,22.0,18
11031908002,26.0,20.0,22.0,18
11031908003,26.0,20.0,22.0,18
11031908004,26.0,19.0,22.0,18
11031908005,26.0,19.0,22.0,18
11031910002,35.0,24.0,23.0,11
11031911001,39.0,20.0,20.0,15
11031911002,39.0,20.0,20.0,15
11031912001,35.0,24.0,23.0,11
11031913001,39.0,20.0,20.0,15
11031914001,35.0,24.0,23.0,11
11031915001,28.0,22.0,19.0,18
11031916001,28.0,22.0,19.0,18
11031917001,28.0,22.0,19.0,18
11031918001,31.0,25.0,26.0,9
11031919001,26.0,18.0,14.0,32
11031920001,17.0,13.0,32.0,27
11031922001,30.0,28.0,25.0,9
11031923001,30.0,28.0,25.0,9
11031924001,30.0,28.0,25.0,9
11031925001,25.0,22.0,21.0,17
11031926001,25.0,18.0,24.0,20
11031926002,25.0,18.0,24.0,20
11031929001,20.0,14.0,25.0,28
11031942001,39.0,20.0,21.0,13
11032001001,18.0,14.0,21.0,41
11032002001,43.0,24.0,23.0,7
11032003001,38.0,25.0,20.0,11
11032003002,38.0,25.0,20.0,11
11032004001,45.0,37.0,27.0,3
11032005001,60.0,33.0,45.0,1
11032006001,46.0,29.0,23.0,5
11032008001,43.0,23.0,22.0,8
11032011001,48.0,22.0,23.0,8
11032012001,44.0,26.0,25.0,5
11032012002,44.0,26.0,25.0,5
11032014001,45.0,31.0,24.0,5
11032014002,47.0,32.0,24.0,5
11032015001,43.0,23.0,12.0,15
11032016002,46.0,36.0,23.0,3
11032017001,46.0,35.0,46.0,2
11032018001,44.0,25.0,18.0,7
11032018002,44.0,27.0,18.0,7
11032021001,37.0,36.0,18.0,10
11032024001,46.0,36.0,28.0,3
11032026001,42.0,28.0,34.0,3
11032027001,46.0,29.0,22.0,6
11032028001,46.0,35.0,47.0,2
11032031001,47.0,25.0,25.0,5
11032032001,39.0,18.0,24.0,15
11032035001,46.0,26.0,24.0,5
11032036001,50.0,38.0,20.0,4
11032037001,53.0,39.0,21.0,4
11032043001,43.0,25.0,18.0,7
11032218001,45.0,34.0,22.0,4
11032218002,47.0,35.0,24.0,3
11032219001,45.0,32.0,27.0,5
11032220001,46.0,29.0,22.0,6
11032221001,47.0,25.0,24.0,5
11032222001,57.0,27.0,23.0,5
11032222002,57.0,27.0,23.0,5
11032224001,46.0,27.0,25.0,5
11032225001,32.0,15.0,13.0,31
11032227001,32.0,15.0,13.0,31
11032228001,37.0,37.0,18.0,7
11032229001,44.0,26.0,18.0,7
11032230001,47.0,38.0,23.0,3
11032231001,24.0,15.0,15.0,36
11032233001,33.0,23.0,11.0,24
11040001001,28.0,25.0,27.0,12
11040001002,28.0,25.0,27.0,12
11040003001,29.0,21.0,29.0,12
11040004001,28.0,25.0,27.0,12
11040005001,36.0,26.0,30.0,6
11040006001,36.0,27.0,30.0,6
11040007001,41.0,20.0,29.0,6
11040008001,29.0,21.0,29.0,12
11040009001,36.0,25.0,29.0,7
11040010001,36.0,21.0,29.0,8
11040011001,38.0,27.0,33.0,6
11040015001,34.0,19.0,27.0,11
11040017001,33.0,26.0,29.0,6
11040018001,33.0,25.0,28.0,9
11040020001,36.0,23.0,28.0,9
11040021001,28.0,26.0,27.0,12
11040023001,34.0,23.0,29.0,7
11040025001,32.0,26.0,28.0,8
11040026001,45.0,24.0,33.0,3
11040027001,32.0,26.0,28.0,8
11040029001,38.0,20.0,28.0,11
11040029002,39.0,21.0,30.0,8
11040030001,34.0,26.0,29.0,6
11040031001,34.0,24.0,29.0,7
11040032001,34.0,24.0,29.0,7
11040035001,36.0,26.0,29.0,6
11040039001,34.0,22.0,29.0,8
11040040001,34.0,22.0,25.0,10
11040044001,37.0,33.0,29.0,6
11040045001,37.0,33.0,29.0,6
11040046001,39.0,34.0,28.0,6
11040047001,39.0,34.0,28.0,6
11040048001,37.0,20.0,28.0,11
11040053001,29.0,21.0,26.0,15
11040056001,27.0,23.0,27.0,13
11040057001,27.0,23.0,27.0,13
11040058001,35.0,20.0,27.0,11
11040059001,35.0,20.0,28.0,11
11040060001,35.0,20.0,27.0,11
11040061001,39.0,24.0,29.0,7
11040062001,41.0,21.0,28.0,6
11041002001,33.0,20.0,34.0,9
11041003001,29.0,13.0,31.0,13
11041005001,33.0,19.0,17.0,18
11041005002,33.0,20.0,16.0,19
11041006001,33.0,19.0,17.0,18
11041007001,27.0,17.0,28.0,18
11041007002,27.0,17.0,29.0,18
11041007003,27.0,17.0,29.0,18
11041009001,27.0,17.0,28.0,18
11041012001,30.0,22.0,16.0,16
11041013001,38.0,27.0,20.0,11
11041014001,32.0,25.0,11.0,20
11041017001,37.0,35.0,17.0,10
11041018001,25.0,14.0,19.0,32
11041019001,40.0,14.0,20.0,12
11041019002,40.0,14.0,20.0,12
11041020001,41.0,14.0,18.0,16
11041023001,33.0,19.0,17.0,18
11041024001,26.0,18.0,21.0,22
11041025001,34.0,20.0,22.0,13
11041026001,34.0,20.0,22.0,13
11041027001,38.0,34.0,18.0,10
11041028001,34.0,20.0,22.0,13
11041029001,33.0,19.0,17.0,18
11041030001,43.0,19.0,17.0,13
11041031001,27.0,18.0,21.0,22
11041032001,25.0,14.0,19.0,32
11041999001,40.0,13.0,18.0,17
11041999002,40.0,13.0,18.0,17
11041999003,41.0,14.0,18.0,16
11041999004,41.0,14.0,18.0,16
11042001001,42.0,27.0,28.0,5
11042002001,31.0,24.0,20.0,13
11042003001,40.0,28.0,20.0,6
11042005001,36.0,28.0,28.0,8
11042006001,29.0,23.0,19.0,18
11042007001,34.0,25.0,27.0,9
11042008001,29.0,25.0,27.0,12
11042009001,28.0,19.0,21.0,21
11042010001,35.0,27.0,27.0,8
11042011001,35.0,27.0,29.0,6
11042015001,37.0,26.0,17.0,13
11042017001,43.0,27.0,29.0,5
11042020001,36.0,32.0,29.0,6
11042022001,41.0,28.0,29.0,4
11042023001,35.0,18.0,25.0,12
11042027001,25.0,20.0,20.0,20
11042028001,42.0,28.0,29.0,4
11042029001,39.0,24.0,28.0,9
11042030001,39.0,24.0,27.0,9
11042031001,40.0,24.0,28.0,5
11043003001,27.0,15.0,21.0,27
11043007001,28.0,22.0,18.0,20
11043012001,27.0,21.0,32.0,10
11043016001,22.0,17.0,28.0,21
11043016002,22.0,17.0,28.0,21
11043022001,32.0,25.0,24.0,9
11043023001,25.0,21.0,35.0,10
11050002001,34.0,30.0,28.0,6
11050003001,30.0,30.0,31.0,6
11050004001,36.0,21.0,30.0,8
11050005001,31.0,29.0,25.0,7
11050006001,28.0,27.0,20.0,15
11050007001,45.0,38.0,26.0,3
11050008001,43.0,31.0,30.0,4
11050009001,33.0,22.0,26.0,10
11050009002,35.0,25.0,22.0,10
11050010001,37.0,25.0,32.0,7
11050010002,37.0,25.0,32.0,7
11050011001,30.0,23.0,28.0,9
11050012001,39.0,26.0,27.0,8
11050013001,46.0,23.0,26.0,5
11050014001,36.0,28.0,30.0,6
11050015001,42.0,23.0,29.0,5
11050017001,36.0,22.0,30.0,8
11050018001,40.0,28.0,24.0,5
11050019001,44.0,24.0,28.0,5
11050019002,44.0,24.0,27.0,5
11050020001,37.0,30.0,28.0,6
11050021001,31.0,25.0,20.0,11
11050022001,40.0,26.0,30.0,5
11050025001,41.0,22.0,26.0,6
11050029001,42.0,24.0,25.0,5
11050030001,29.0,26.0,26.0,12
11050031001,33.0,30.0,28.0,6
11050031002,33.0,30.0,27.0,6
11050032001,41.0,23.0,26.0,5
11050033001,35.0,23.0,32.0,7
11050035001,41.0,28.0,33.0,3
11050036001,45.0,38.0,26.0,3
11050037001,38.0,23.0,32.0,7
11050038001,39.0,29.0,26.0,6
11050039001,38.0,24.0,32.0,7
11050040001,45.0,24.0,30.0,5
11050040002,45.0,24.0,30.0,5
11050045001,37.0,23.0,33.0,7
11050046001,43.0,25.0,34.0,3
11050047001,32.0,20.0,30.0,9
11050048001,39.0,23.0,25.0,9
11050049001,33.0,18.0,22.0,15
11050050001,30.0,19.0,20.0,16
11050052001,46.0,23.0,27.0,5
11050053001,40.0,28.0,24.0,5
11050055001,39.0,29.0,27.0,6
11050056001,35.0,18.0,21.0,15
11050057001,39.0,20.0,30.0,9
11050059001,42.0,25.0,30.0,5
11050060001,40.0,28.0,33.0,3
11050061001,43.0,23.0,27.0,5
11050062001,43.0,23.0,26.0,5
11050063001,47.0,24.0,29.0,5
11050063002,47.0,24.0,29.0,5
11050063003,47.0,24.0,29.0,5
11050064001,36.0,22.0,32.0,8
11050065001,35.0,28.0,29.0,6
11050065002,35.0,28.0,29.0,6
11050065003,37.0,28.0,30.0,6
11050068001,40.0,23.0,25.0,5
11050069001,40.0,24.0,26.0,5
11050073001,41.0,24.0,26.0,5
11050073002,42.0,22.0,25.0,6
11050074001,35.0,31.0,29.0,6
11050076001,37.0,23.0,32.0,7
11050077001,39.0,27.0,32.0,6
11050078001,38.0,22.0,25.0,10
11050078002,38.0,31.0,24.0,7
11050085001,35.0,24.0,33.0,7
11050087001,34.0,27.0,20.0,11
11050091001,38.0,19.0,28.0,11
11050095001,30.0,25.0,21.0,10
11050097001,40.0,24.0,32.0,5
11050098001,40.0,24.0,24.0,7
11050100001,41.0,22.0,26.0,6
11050101001,37.0,26.0,19.0,11
11050102001,34.0,28.0,28.0,8
11050103001,34.0,27.0,28.0,8
11050104001,31.0,30.0,23.0,7
11050105001,28.0,22.0,22.0,16
11050108001,40.0,25.0,28.0,5
11050110001,40.0,22.0,24.0,8
11050110002,40.0,22.0,24.0,8
11050111001,42.0,23.0,26.0,5
11050113001,39.0,20.0,30.0,9
11050123001,45.0,22.0,31.0,6
11050128002,23.0,19.0,26.0,18
11050129001,39.0,24.0,25.0,9
11050129002,39.0,24.0,25.0,9
11050131001,40.0,26.0,29.0,5
11050134001,27.0,20.0,31.0,11
11050137001,33.0,19.0,23.0,14
11050140001,22.0,16.0,20.0,33
11050140002,22.0,16.0,20.0,33
11050141001,35.0,24.0,22.0,12
11050141002,34.0,25.0,24.0,9
11050142001,33.0,19.0,23.0,14
11050895001,33.0,25.0,30.0,7
11050899001,33.0,30.0,27.0,6
11051001001,52.0,45.0,24.0,3
11051002001,43.0,25.0,18.0,7
11051003001,25.0,18.0,15.0,30
11051004001,44.0,19.0,32.0,7
11051006001,50.0,34.0,18.0,5
11051007001,43.0,25.0,19.0,7
11051009001,26.0,17.0,13.0,38
11051010001,29.0,22.0,24.0,16
11051011001,24.0,22.0,17.0,21
11051012001,30.0,24.0,17.0,15
11051013001,48.0,26.0,19.0,7
11051016001,43.0,34.0,18.0,5
11051018001,42.0,28.0,21.0,6
11051019001,42.0,25.0,25.0,5
11051022001,26.0,17.0,14.0,35
11051025001,28.0,21.0,18.0,22
11051027001,48.0,33.0,23.0,3
11051030001,41.0,37.0,26.0,3
11051031001,45.0,31.0,17.0,7
11051032001,46.0,28.0,21.0,6
11051037001,29.0,22.0,12.0,30
11051038001,44.0,33.0,14.0,6
11051039001,44.0,33.0,14.0,6
11051044001,40.0,29.0,32.0,4
11051049001,50.0,30.0,18.0,7
11051055001,33.0,25.0,19.0,11
11051056001,33.0,25.0,15.0,15
11051057001,33.0,25.0,15.0,15
11051064001,46.0,29.0,17.0,7
11051899001,46.0,24.0,19.0,9
11051999001,21.0,18.0,19.0,30
11061001001,42.0,39.0,30.0,3
11061001002,42.0,39.0,30.0,3
11061002001,47.0,39.0,23.0,3
11061003001,37.0,36.0,26.0,6
11061005001,40.0,24.0,19.0,9
11061006001,40.0,41.0,27.0,3
11061008001,39.0,22.0,12.0,22
11061009001,31.0,27.0,17.0,13
11061011001,54.0,25.0,38.0,3
11061015001,40.0,23.0,12.0,15
11061016001,41.0,27.0,18.0,7
11061023001,54.0,25.0,38.0,3
11061024001,41.0,27.0,18.0,7
11061026001,57.0,25.0,31.0,5
11061027001,27.0,22.0,24.0,16
11061028001,40.0,16.0,12.0,22
11061029001,41.0,41.0,28.0,3
11061030001,41.0,28.0,17.0,7
11061031001,38.0,29.0,24.0,7
11061032001,41.0,27.0,17.0,7
11061033001,40.0,15.0,12.0,22
11061035001,39.0,33.0,32.0,5
11061039001,42.0,39.0,29.0,3
11061041001,49.0,39.0,32.0,2
11061042001,51.0,42.0,17.0,5
11061049001,42.0,28.0,28.0,4
11061050001,41.0,38.0,30.0,3
11061051001,41.0,38.0,30.0,3
11061052001,42.0,38.0,30.0,3
11061053001,42.0,38.0,30.0,3
11061054001,40.0,28.0,18.0,7
11061054002,40.0,28.0,18.0,7
11061055001,42.0,38.0,30.0,3
11061055002,42.0,39.0,30.0,3
11061062001,39.0,18.0,18.0,20
11061065001,36.0,29.0,17.0,10
11061066001,36.0,29.0,18.0,10
11061068001,42.0,39.0,30.0,3
11061069001,40.0,23.0,12.0,15
11061070001,42.0,39.0,30.0,3
11061071001,42.0,39.0,30.0,3
11062002001,51.0,45.0,21.0,4
11062004001,46.0,35.0,21.0,4
11062006001,54.0,33.0,23.0,3
11062008001,51.0,26.0,36.0,3
11062011001,38.0,30.0,21.0,8
11062012001,49.0,32.0,22.0,6
11062013001,36.0,28.0,26.0,8
11062015001,50.0,25.0,20.0,6
11062017001,37.0,36.0,27.0,6
11062018001,51.0,42.0,18.0,5
11062019001,51.0,42.0,18.0,5
11062022001,56.0,48.0,24.0,3
11062023001,39.0,38.0,30.0,4
11062025001,43.0,39.0,32.0,2
11062026001,43.0,39.0,32.0,2
11070001001,41.0,28.0,27.0,5
11070002001,41.0,27.0,26.0,5
11070003001,28.0,21.0,26.0,15
11070004001,44.0,30.0,28.0,4
11070005001,26.0,21.0,23.0,17
11070006001,35.0,27.0,21.0,10
11070007001,41.0,27.0,27.0,5
11070011001,27.0,21.0,25.0,15
11070012001,44.0,29.0,28.0,4
11070013001,44.0,29.0,27.0,5
11070014001,43.0,30.0,27.0,5
11070015001,43.0,29.0,27.0,5
11070016001,54.0,38.0,27.0,3
11070017001,24.0,19.0,16.0,28
11070018001,54.0,38.0,27.0,3
11070019001,27.0,21.0,26.0,15
11070021001,33.0,21.0,23.0,12
11070022001,41.0,27.0,26.0,5
11070024001,28.0,21.0,26.0,15
11070026001,40.0,31.0,22.0,6
11070027001,44.0,29.0,27.0,5
11070029001,41.0,27.0,26.0,5
11070030001,34.0,26.0,13.0,17
11070031001,42.0,29.0,29.0,4
11070032001,27.0,21.0,26.0,15
11070033001,36.0,27.0,21.0,10
11070034001,40.0,27.0,26.0,5
11070037001,40.0,39.0,13.0,6
11070039001,28.0,22.0,23.0,16
11070040001,43.0,39.0,26.0,3
11070041001,29.0,21.0,28.0,12
11070042001,43.0,39.0,26.0,3
11070045001,43.0,29.0,28.0,4
11070046001,36.0,28.0,22.0,10
11070047001,39.0,32.0,23.0,7
11070050001,41.0,21.0,26.0,6
11070051001,47.0,33.0,25.0,3
11070054001,44.0,29.0,27.0,5
11070062001,43.0,28.0,28.0,4
11070063001,43.0,28.0,28.0,4
11070071001,40.0,39.0,13.0,6
11071001001,38.0,26.0,20.0,11
11071002001,24.0,21.0,23.0,17
11071004001,26.0,24.0,20.0,18
11071005001,20.0,16.0,11.0,61
11071006001,39.0,36.0,21.0,8
11071008001,39.0,32.0,18.0,10
11071009001,40.0,26.0,23.0,5
11071011001,46.0,34.0,26.0,3
11071012001,20.0,20.0,14.0,38
11071013001,28.0,22.0,25.0,14
11071014001,22.0,21.0,23.0,21
11071016001,32.0,27.0,15.0,15
11071017001,33.0,13.0,22.0,20
11071018001,30.0,27.0,21.0,10
11071021001,44.0,26.0,18.0,7
11071030001,50.0,22.0,21.0,8
11071032001,26.0,26.0,20.0,15
11071033001,57.0,35.0,20.0,4
11071034001,44.0,40.0,22.0,4
11071035001,53.0,45.0,21.0,4
11071037001,36.0,23.0,13.0,20
11071898001,40.0,26.0,23.0,5
11071899001,46.0,35.0,27.0,3
11071900001,38.0,34.0,23.0,7
11071902001,43.0,28.0,15.0,9
11071904001,52.0,40.0,21.0,4
11071909001,30.0,10.0,24.0,27
11071911001,44.0,30.0,18.0,7
11071912001,26.0,20.0,17.0,23
11071913001,26.0,20.0,17.0,23
11071914001,39.0,27.0,29.0,6
11071916001,17.0,15.0,9.0,95
11071917001,23.0,12.0,20.0,45
11071918001,32.0,28.0,19.0,11
11072001001,51.0,39.0,15.0,6
11072003001,48.0,37.0,17.0,5
11072004001,32.0,30.0,16.0,11
11072005001,48.0,27.0,27.0,5
11072006001,34.0,15.0,14.0,28
11072008001,32.0,23.0,23.0,11
11072010001,40.0,35.0,11.0,8
11072011001,59.0,44.0,23.0,3
11072012002,50.0,38.0,17.0,5
11072013001,40.0,28.0,23.0,5
11072015001,44.0,30.0,18.0,7
11072017001,54.0,41.0,14.0,6
11072019001,37.0,27.0,28.0,8
11072023001,50.0,38.0,13.0,6
11072030001,50.0,38.0,15.0,6
11072033001,57.0,44.0,18.0,5
11072034001,57.0,44.0,18.0,5
11072036001,42.0,34.0,10.0,9
11072044001,53.0,25.0,26.0,5
11072897001,33.0,27.0,24.0,9
11072900001,38.0,28.0,12.0,18
11072902001,44.0,30.0,24.0,5
11072903001,49.0,37.0,15.0,6
11072904001,40.0,27.0,20.0,6
11072905001,40.0,27.0,20.0,6
11072906001,44.0,36.0,29.0,3
11073001001,41.0,18.0,23.0,10
11073002001,43.0,27.0,23.0,5
11073002002,43.0,27.0,23.0,5
11073004001,41.0,18.0,23.0,10
11073006001,39.0,25.0,10.0,22
11073009001,57.0,28.0,10.0,13
11073012001,38.0,25.0,10.0,22
11073013001,25.0,18.0,22.0,20
11073016001,48.0,40.0,22.0,4
11073018001,36.0,26.0,10.0,22
11073019001,39.0,19.0,24.0,14
11073025001,25.0,24.0,12.0,30
