item_code;product_name;history_days;lead_time_days;service_level;bootstrap_repetitions;resampling_method;evaluation_status;train_days;test_days;number_of_test_cases;evaluation_reorder_point;evaluation_mean_lead_time_demand;evaluation_safety_stock;achieved_csl;shortage_units;fill_rate;total_actual_lead_time_demand
10000001001;可口可樂Zero 600ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;68,000000;21,184300;46,815700;1,000000;0,000000;1,000000;22,000000
10000002001;可口可樂2L;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1639,000000;488,686800;1150,313200;0,500000;3000,000000;0,653380;8655,000000
10000003001;百事可樂330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;396,000000;275,421600;120,578400;1,000000;0,000000;1,000000;1008,000000
10000004001;百事可樂2L;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;390,000000;154,004500;235,995500;0,750000;81,000000;0,937063;1287,000000
10000005001;可口可樂330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1896,000000;858,273000;1037,727000;0,250000;1752,000000;0,797222;8640,000000
10000007001;可口可樂 Zero 330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;804,000000;586,555200;217,444800;1,000000;0,000000;1,000000;1782,000000
10000008001;可口可樂纖維+ 1250ml:可樂纖維+ 1.25L;12;2;0,950000;10000;with_replacement;ok;9,000000;3,000000;2,000000;24,000000;7,788000;16,212000;1,000000;0,000000;1,000000;24,000000
10000010001;可口可樂 Zero 2L;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;315,000000;162,981000;152,019000;1,000000;0,000000;1,000000;714,000000
10000011001;可口可樂 Can 250 ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;5640,000000;2924,637600;2715,362400;0,250000;39864,000000;0,359429;62232,000000
10000012001;可口可樂Pet 600ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;296,000000;164,100800;131,899200;1,000000;0,000000;1,000000;376,000000
10000022001;可口可樂1250ml:可口可樂;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;59,000000;29,157500;29,842500;0,750000;11,000000;0,928571;154,000000
10000023001;百事可樂 - 600ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;24,000000;9,964400;14,035600;0,750000;12,000000;0,812500;64,000000
10000027001;可口可樂纖維+ Pet 600ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;256,000000;132,152800;123,847200;1,000000;0,000000;1,000000;372,000000
10000998001;可樂雪碧350ml*12入組:可樂雪碧12入;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;124,000000;69,219200;54,780800;0,250000;83,000000;0,840996;522,000000
10001001001;七喜汽水2L;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;239,000000;81,299900;157,700100;1,000000;0,000000;1,000000;382,000000
10001004001;雪碧汽水2L;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;399,000000;204,936500;194,063500;0,500000;519,000000;0,718394;1843,000000
10001005001;七喜汽水330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;330,000000;161,901000;168,099000;0,750000;90,000000;0,895833;864,000000
10001006001;雪碧汽水330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1272,000000;878,016000;393,984000;0,500000;354,000000;0,931949;5202,000000
10001007001;黑松汽水-600毫升;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;80,000000;20,303200;59,696800;1,000000;0,000000;1,000000;36,000000
10001008001;黑松汽水2L:黑松汽水;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;85,000000;42,995600;42,004400;0,750000;29,000000;0,894928;276,000000
10001009001;黑松沙士245ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1872,000000;1212,513600;659,486400;0,000000;10632,000000;0,413245;18120,000000
10001010001;雪碧汽水1250ml:雪碧汽水;14;2;0,950000;10000;with_replacement;ok;11,000000;3,000000;2,000000;24,000000;8,626800;15,373200;1,000000;0,000000;1,000000;24,000000
10001012001;雪碧汽水Can 250 ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1608,000000;1128,722400;479,277600;0,000000;5736,000000;0,528600;12168,000000
10001015001;雪碧汽水600ml:雪碧汽水寶特瓶;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;152,000000;64,721200;87,278800;1,000000;0,000000;1,000000;140,000000
10001020001;黑松CC檸檬氣泡飲can 330ml:黑松CC檸檬氣;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;330,000000;167,945400;162,054600;0,750000;18,000000;0,975410;732,000000
10001022001;黑松CC檸檬氣泡飲PET 500ml:黑松CC檸檬氣;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;208,000000;115,586400;92,413600;1,000000;0,000000;1,000000;408,000000
10001025001;黑松汽水Can 245ml:黑松汽水245ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1224,000000;860,515200;363,484800;1,000000;0,000000;1,000000;3648,000000
10001035001;黑松CC氣泡飲葡萄 500ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;148,000000;73,570000;74,430000;1,000000;0,000000;1,000000;176,000000
10002001001;維他露P 250ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1296,000000;882,501600;413,498400;1,000000;0,000000;1,000000;4152,000000
10002003001;黑松加鹽沙士600 ml:PET600加鹽沙士;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;352,000000;198,777200;153,222800;1,000000;0,000000;1,000000;836,000000
10002005001;蘋果西打330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;750,000000;467,204400;282,795600;1,000000;0,000000;1,000000;2346,000000
10002007001;芬達橘子汽水330ml:芬達汽水;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;360,000000;228,497400;131,502600;0,500000;18,000000;0,986547;1338,000000
10002008001;加鹽黑松沙士Can245ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;2856,000000;1064,464800;1791,535200;0,750000;1872,000000;0,819861;10392,000000
10002009001;黑松沙士600 ml:黑松沙士;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;748,000000;370,600400;377,399600;0,750000;56,000000;0,974359;2184,000000
10002011001;金車麥根沙士PET585ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;12,000000;2,562400;9,437600;0,250000;32,000000;0,555556;72,000000
10002012001;維他露P 330 ml:維他露P;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;438,000000;113,734800;324,265200;1,000000;0,000000;1,000000;1146,000000
10002013001;AW 麥根沙士;12;2;0,950000;10000;with_replacement;ok;9,000000;3,000000;2,000000;72,000000;21,247200;50,752800;1,000000;0,000000;1,000000;24,000000
10002014001;維大力汽水Can330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;468,000000;267,084000;200,916000;1,000000;0,000000;1,000000;990,000000
10002017001;黑松沙士2L;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;423,000000;218,936800;204,063200;0,500000;31,000000;0,980852;1619,000000
10002018001;黑松沙士330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1830,000000;1252,456800;577,543200;1,000000;0,000000;1,000000;5796,000000
10002019001;維大力加鹽沙士Can330 ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1362,000000;853,386600;508,613400;0,750000;306,000000;0,926087;4140,000000
10002021001;蘋果西打-250ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;1896,000000;1179,849600;716,150400;0,000000;3960,000000;0,589552;9648,000000
10002025001;黑松沙士1250 ml:黑松沙士;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;31,000000;18,857000;12,143000;0,000000;131,000000;0,486275;255,000000
10002026001;芬達汽水橘子口味600ml;4;2;0,950000;10000;with_replacement;ok;2,000000;2,000000;1,000000;24,000000;12,183600;11,816400;0,000000;36,000000;0,400000;60,000000
10002035001;維大力汽水2L;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;120,000000;66,817900;53,182100;1,000000;0,000000;1,000000;131,000000
10002037001;七星藍莓汽泡香檳飲料750ml:七星藍莓汽泡香;17;2;0,950000;10000;with_replacement;ok;13,000000;4,000000;3,000000;8,000000;1,851600;6,148400;1,000000;0,000000;1,000000;1,000000
10002038001;七星紅葡萄氣泡香檳飲料750ml:七星紅葡萄氣泡;19;2;0,950000;10000;with_replacement;ok;15,000000;4,000000;3,000000;7,000000;1,983400;5,016600;1,000000;0,000000;1,000000;7,000000
10002039001;七星白葡萄汽泡香檳飲料750 ml;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10002040001;芬達橘子汽水2L:芬達橘子汽水;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;140,000000;57,708500;82,291500;1,000000;0,000000;1,000000;35,000000
10002045001;黑松加鹽沙士2L;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;115,000000;75,381800;39,618200;0,500000;92,000000;0,801724;464,000000
10002046001;金車麥根沙士can330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;450,000000;190,590600;259,409400;0,500000;348,000000;0,831395;2064,000000
10002051001;維他露P 2L;3;2;0,950000;10000;with_replacement;ok;1,000000;2,000000;1,000000;26,000000;26,000000;0,000000;0,000000;6,000000;0,812500;32,000000
10002069001;金車麥根沙士Pet 2000ml:麥根沙士2000ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;36,000000;17,796100;18,203900;1,000000;0,000000;1,000000;58,000000
10002071001;金車奧利多水Pet585ml:奧利多水585ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;144,000000;87,549600;56,450400;1,000000;0,000000;1,000000;360,000000
10002072001;金車奧利多水Pet2000ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;26,000000;10,279600;15,720400;0,000000;91,000000;0,533333;195,000000
10002073001;微舒打葡萄can320ml:微舒打葡萄;12;2;0,950000;10000;with_replacement;ok;9,000000;3,000000;2,000000;252,000000;143,562000;108,438000;1,000000;0,000000;1,000000;270,000000
10002074001;蘋果西打1250ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;68,000000;37,901500;30,098500;1,000000;0,000000;1,000000;89,000000
10002078001;金車冰淇淋汽水Pet 2000ml;9;2;0,950000;10000;with_replacement;ok;7,000000;2,000000;1,000000;24,000000;10,367400;13,632600;0,000000;6,000000;0,800000;30,000000
10002102001;維大力零熱量汽水 330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1878,000000;1063,311000;814,689000;1,000000;0,000000;1,000000;3360,000000
10002899001;黑松加鹽沙士330 ml:CAN330ml黑松加;10;2;0,950000;10000;with_replacement;ok;8,000000;2,000000;1,000000;24,000000;7,478400;16,521600;1,000000;0,000000;1,000000;6,000000
10002906001;美粒果蘋果蘇打Pet 500ml:蘋果蘇打500ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;152,000000;82,584200;69,415800;1,000000;0,000000;1,000000;140,000000
10002911001;樹頂蘋果氣泡飲320ml;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10002916001;美粒果蘋果蘇打1250ml:蘋果蘇打 1.25L;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;36,000000;16,873000;19,127000;1,000000;0,000000;1,000000;12,000000
10002918001;維大力蘋果風味氣水2000ml:維大力蘋果 2L;8;2;0,950000;10000;with_replacement;ok;6,000000;2,000000;1,000000;8,000000;2,725200;5,274800;0,000000;10,000000;0,444444;18,000000
10002919001;維大力白葡萄風味氣水2000ml;10;2;0,950000;10000;with_replacement;ok;8,000000;2,000000;1,000000;61,000000;23,384400;37,615600;1,000000;0,000000;1,000000;37,000000
10002942001;黑松CC氣泡飲蘋果口味330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;114,000000;60,567600;53,432400;1,000000;0,000000;1,000000;216,000000
10002943001;維大力白葡萄風味氣水330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;480,000000;233,737200;246,262800;1,000000;0,000000;1,000000;1296,000000
10002944001;維大力蘋果風味氣水330ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;618,000000;271,975200;346,024800;1,000000;0,000000;1,000000;1020,000000
10010001001;波蜜一日蔬果100蔬果汁 250ml:波蜜一日蔬果;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10010002001;波蜜果菜汁TP250ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;2094,000000;1501,618800;592,381200;0,000000;5130,000000;0,620169;13506,000000
10010004001;紅牌速纖纖維飲料TP250ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;2052,000000;1169,558400;882,441600;1,000000;0,000000;1,000000;3966,000000
10010007001;100紫色蔬果汁TP250ml:100紫色蔬果汁;2;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10010009001;波蜜BCE果菜汁Pet580ml:波蜜果菜汁BCE;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;48,000000;17,088000;30,912000;1,000000;0,000000;1,000000;56,000000
10010012001;波蜜果菜汁 Pet 580ml:波蜜果菜汁 Pet;18;2;0,950000;10000;with_replacement;ok;14,000000;4,000000;3,000000;104,000000;39,741200;64,258800;1,000000;0,000000;1,000000;84,000000
10010018001;波蜜果菜汁Can240ml;8;2;0,950000;10000;with_replacement;ok;6,000000;2,000000;1,000000;288,000000;158,515200;129,484800;1,000000;0,000000;1,000000;48,000000
10010019001;波蜜低卡果菜汁TP250ml:波蜜低卡果菜汁;12;2;0,950000;10000;with_replacement;ok;9,000000;3,000000;2,000000;144,000000;90,560400;53,439600;1,000000;0,000000;1,000000;114,000000
10010026001;一日蔬果100葡萄蔬果汁 160ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;198,000000;102,301800;95,698200;0,500000;474,000000;0,551136;1056,000000
10010027001;一日蔬果100蘋果柳橙蔬果 160ml:一日蘋果柳橙蔬;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10010035001;波蜜BCE果菜汁TP250ml:BCE果汁;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1620,000000;1111,156200;508,843800;1,000000;0,000000;1,000000;3456,000000
10010042001;義美寶吉蔬果汁葡萄莓果125ml:蔬果汁葡萄莓果;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;96,000000;42,602400;53,397600;1,000000;0,000000;1,000000;36,000000
10010043001;義美寶吉蔬果汁蘋果柳橙125ml:蔬果汁蘋果柳橙;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;60,000000;27,652200;32,347800;0,250000;90,000000;0,711538;312,000000
10011001001;光泉果汁時刻蘋果汁TP250ml:蘋果汁;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;774,000000;423,824400;350,175600;0,750000;24,000000;0,990196;2448,000000
10011003001;樹頂100純蘋果汁200ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;450,000000;283,635000;166,365000;1,000000;0,000000;1,000000;804,000000
10011004001;波蜜一日水果100蘋果汁250ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;24,000000;6,957000;17,043000;0,000000;66,000000;0,592593;162,000000
10011007001;囍瑞100純天然蘋果原汁1L:囍瑞100純天然;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;37,000000;11,717500;25,282500;1,000000;0,000000;1,000000;7,000000
10011016001;黑松蘋果C/TP300ml:黑松蘋果C;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;624,000000;357,258600;266,741400;0,250000;798,000000;0,731855;2976,000000
10011021001;光泉果汁時刻100蘋果綜合果汁 200ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;132,000000;53,921400;78,078600;1,000000;0,000000;1,000000;312,000000
10011023001;義美寶吉純果汁蘋果TP125ml:小寶吉蘋果125m;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;252,000000;143,181000;108,819000;1,000000;0,000000;1,000000;732,000000
10011028001;樹頂100純蘋果汁 300ml;18;2;0,950000;10000;with_replacement;ok;14,000000;4,000000;3,000000;28,000000;9,215600;18,784400;1,000000;0,000000;1,000000;10,000000
10012002001;囍瑞100純天然柳橙原汁1L:囍瑞100純天然;13;2;0,950000;10000;with_replacement;ok;10,000000;3,000000;2,000000;7,000000;1,624000;5,376000;0,500000;17,000000;0,346154;26,000000
10012004001;美粒果柳橙汁Pet1250ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;527,000000;194,248600;332,751400;1,000000;0,000000;1,000000;413,000000
10012006001;義美寶吉純果汁柳橙TP125ml:小寶吉柳橙汁;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;162,000000;93,661800;68,338200;0,000000;240,000000;0,669421;726,000000
10012009001;樹頂100純柳橙汁1000ml;19;2;0,950000;10000;with_replacement;ok;15,000000;4,000000;3,000000;3,000000;0,807300;2,192700;1,000000;0,000000;1,000000;4,000000
10012899001;美粒果柳橙汁450mlPet:美粒果柳橙汁45;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;416,000000;166,779200;249,220800;1,000000;0,000000;1,000000;1012,000000
10013003001;黑松葡萄C/TP300ml:黑松葡萄C;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;654,000000;345,876000;308,124000;0,500000;444,000000;0,826698;2562,000000
10013004001;囍瑞100純天然紅葡萄原汁1L;12;2;0,950000;10000;with_replacement;ok;9,000000;3,000000;2,000000;13,000000;4,009500;8,990500;1,000000;0,000000;1,000000;6,000000
10013005001;光泉果汁時刻葡萄汁TP250ml:葡萄汁;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;654,000000;380,521200;273,478800;1,000000;0,000000;1,000000;1812,000000
10013007001;光泉果汁時刻100葡萄綜合果汁 200ml;7;2;0,950000;10000;with_replacement;ok;5,000000;2,000000;1,000000;126,000000;55,365000;70,635000;1,000000;0,000000;1,000000;72,000000
10013011001;波蜜一日水果100葡萄綜合果汁250ml:一日水果葡萄果;3;2;0,950000;10000;with_replacement;ok;1,000000;2,000000;1,000000;12,000000;12,000000;0,000000;1,000000;0,000000;1,000000;6,000000
10013012001;義美寶吉純果汁葡萄TP125ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;270,000000;159,270600;110,729400;0,500000;24,000000;0,975000;960,000000
10014005001;鮮剖100椰子汁含椰肉520ml:鮮剖椰子汁;2;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10014006001;樹頂100蜜桃綜合果汁 1L:蜜桃綜合果汁 1L;3;2;0,950000;10000;with_replacement;ok;1,000000;2,000000;1,000000;16,000000;16,000000;0,000000;1,000000;0,000000;1,000000;5,000000
10014009001;崇德發天然黑麥汁Btl330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;378,000000;223,635600;154,364400;1,000000;0,000000;1,000000;624,000000
10014018001;太陽牌加州梅汁Pet 946ml:太陽牌加洲梅汁;6;2;0,950000;10000;with_replacement;ok;4,000000;2,000000;1,000000;12,000000;4,475400;7,524600;1,000000;0,000000;1,000000;5,000000
10014020001;崇德發天然黑麥汁Can330ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;234,000000;116,874600;117,125400;0,750000;66,000000;0,917293;798,000000
10014023001;優鮮沛綜合果汁蔓越莓TP250ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;990,000000;487,460400;502,539600;1,000000;0,000000;1,000000;2040,000000
10014024001;酷椰嶼椰子汁250ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;72,000000;25,263000;46,737000;1,000000;0,000000;1,000000;18,000000
10014027001;台酒烏梅黑麥汁 Can 330ml;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10014028001;光泉果汁時刻芭芒柳汁TP250ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;888,000000;526,648200;361,351800;1,000000;0,000000;1,000000;2712,000000
10014029001;椰活100純椰子水 500ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;111,000000;35,467500;75,532500;1,000000;0,000000;1,000000;84,000000
10014030001;優鮮沛蔓越莓綜合果汁Pet500ml:優鮮沛蔓越莓綜;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;60,000000;21,448800;38,551200;1,000000;0,000000;1,000000;72,000000
10014032001;黑松百香果C/TP300ml:黑松百香果C;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;384,000000;152,529600;231,470400;0,750000;228,000000;0,828829;1332,000000
10014033001;黑松蜜桃C/TP300ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;522,000000;284,566800;237,433200;0,500000;594,000000;0,736000;2250,000000
10014037001;好聖地100椰子水 350ml;19;2;0,950000;10000;with_replacement;ok;15,000000;4,000000;3,000000;21,000000;8,453400;12,546600;1,000000;0,000000;1,000000;21,000000
10014043001;囍瑞100覆盆莓綜合原汁1L:囍瑞100純天然;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10014051001;崇德發易開罐黑麥汁250ml:崇德發易開罐黑;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;336,000000;176,740800;159,259200;1,000000;0,000000;1,000000;936,000000
10014055001;鮮剖100純椰子汁 500ml;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10014062001;囍瑞純天然蔓越莓汁200ml:純天然蔓越莓汁;5;2;0,950000;10000;with_replacement;ok;3,000000;2,000000;1,000000;12,000000;8,031600;3,968400;1,000000;0,000000;1,000000;12,000000
10014067001;愛之味莎莎亞椰奶TP250ml:莎莎亞椰奶;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;54,000000;11,096400;42,903600;1,000000;0,000000;1,000000;96,000000
10014069001;波蜜芭樂汁300ml;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10014073001;台酒紅麴黑麥汁Can330 ml;19;2;0,950000;10000;with_replacement;ok;15,000000;4,000000;3,000000;24,000000;3,165600;20,834400;0,333333;96,000000;0,360000;150,000000
10014075001;卡麥隆石榴黑麥汁330ml:卡麥隆石榴黑麥;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10014080001;樹頂100蔓越莓綜合果汁200ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;36,000000;20,245800;15,754200;0,750000;6,000000;0,933333;90,000000
10014081001;樹頂100石榴莓綜合果汁200ml;3;2;0,950000;10000;with_replacement;ok;1,000000;2,000000;1,000000;24,000000;24,000000;0,000000;1,000000;0,000000;1,000000;6,000000
10014090001;波蜜多果汁TP250ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1314,000000;881,810400;432,189600;1,000000;0,000000;1,000000;3618,000000
10014092001;美粒果白葡萄加蘆薈Pet1250ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;70,000000;30,929100;39,070900;1,000000;0,000000;1,000000;50,000000
10014097001;老北京酸梅湯Pet900ml;19;2;0,950000;10000;with_replacement;ok;15,000000;4,000000;3,000000;24,000000;4,424700;19,575300;1,000000;0,000000;1,000000;4,000000
10014103001;樹頂100石榴莓綜合果汁1L:石榴莓果汁1L;2;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10014106001;噶瑪蘭麥汁Btl330ml;17;2;0,950000;10000;with_replacement;ok;13,000000;4,000000;3,000000;48,000000;14,619600;33,380400;1,000000;0,000000;1,000000;84,000000
10014110001;鮮剖100純天然椰子汁520ml;2;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10014111001;崇德發白麥檸檬汁Can 330ml:崇德發白麥檸檬;13;2;0,950000;10000;with_replacement;ok;10,000000;3,000000;2,000000;90,000000;46,843200;43,156800;1,000000;0,000000;1,000000;24,000000
10014113001;崇德發減糖黑麥汁Can 330ml:崇德發減糖黑麥;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;240,000000;133,513200;106,486800;1,000000;0,000000;1,000000;708,000000
10014116001;VICO 100 椰子水 1000ml:Vico 椰子水1L;7;2;0,950000;10000;with_replacement;ok;5,000000;2,000000;1,000000;265,000000;120,646000;144,354000;1,000000;0,000000;1,000000;205,000000
10014126001;台酒原味黑麥汁 330ml:台酒原味黑麥汁;14;2;0,950000;10000;with_replacement;ok;11,000000;3,000000;2,000000;150,000000;89,578800;60,421200;1,000000;0,000000;1,000000;42,000000
10014130001;崇德發白麥汁330ml:崇德發白麥汁;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;126,000000;32,789400;93,210600;1,000000;0,000000;1,000000;180,000000
10014898001;美粒果白葡萄蘆薈450mlPet;12;2;0,950000;10000;with_replacement;ok;9,000000;3,000000;2,000000;76,000000;49,526000;26,474000;0,500000;48,000000;0,744681;188,000000
10015007001;津津蘆筍汁Can245ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;1008,000000;626,944800;381,055200;0,500000;480,000000;0,884393;4152,000000
10015011001;光泉正庄蘆筍汁TP250ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;414,000000;188,029800;225,970200;1,000000;0,000000;1,000000;990,000000
10016002001;可果美100蕃茄檸檬汁280ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;48,000000;17,377200;30,622800;0,333333;24,000000;0,837838;148,000000
10016006001;愛之味鮮採蕃茄汁-Oligo保健 250ml;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10016011001;可果美無鹽蕃茄汁Can340ml;20;2;0,950000;10000;with_replacement;ok;16,000000;4,000000;3,000000;72,000000;29,002400;42,997600;1,000000;0,000000;1,000000;72,000000
10016014001;統一嚴選素材番茄汁Can340ml;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;162,000000;47,728800;114,271200;0,250000;870,000000;0,424603;1512,000000
10016015001;波蜜紅蕃茄汁TP250ml:波蜜紅蕃茄汁;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;426,000000;251,483400;174,516600;1,000000;0,000000;1,000000;660,000000
10016018001;愛之味鮮採蕃茄汁-Oligo腸道保 530ml:腸道保健蕃茄汁;1;2;0,950000;10000;with_replacement;not_enough_history_for_holdout;;;;;;;;;;
10016020001;鮮採蕃茄綜合蔬菜汁升級配方 530ml:綜合蔬菜汁升級;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;96,000000;50,168400;45,831600;1,000000;0,000000;1,000000;184,000000
10020002001;貝納頌榛果拿鐵咖啡TP375;21;2;0,950000;10000;with_replacement;ok;16,000000;5,000000;4,000000;156,000000;73,657500;82,342500;1,000000;0,000000;1,000000;264,000000
