item_id,item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_quantity_order_unique_frequency,item_initial_quantity_inventory,total_demand,daily_mean,daily_std,total_order_freq,daily_freq_mean,cv2,adi,composite_metric,item_class,item_class_alphabetical,item_initial_inventory
5352,15020922001,克寧國小生牛奶198ML,33.0,16.0,13.0,6864.0,5.35,24,286.0,PCS,"[1, 6, 10, 12, 13, 14, 18, 24, 30, 48, 60, 72]","[1, 17, 1, 6, 1, 1, 4, 23, 3, 5, 2, 1]",39,1358,24.25,26.014855895674827,65,1.1607142857142858,1.1508516990502324,0.375,28.14732142857143,0,AY,92
5353,15020925001,極品限定高鈣牛乳200ml,35.0,20.0,9.0,6300.0,5.26,24,262.5,PCS,"[6, 12, 18, 24]","[7, 3, 1, 2]",20,144,13.090909090909092,7.968118290469156,13,1.181818181818182,0.3704861111111111,1.9090909090909087,15.471074380165293,0,AY,34
5354,15021001001,光泉果汁牛乳,32.0,16.0,13.0,6656.0,5.27,24,277.3,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 60, 66, 72, 96, 108, 168]","[75, 24, 8, 110, 5, 5, 3, 27, 1, 1, 15, 8, 1, 1]",88,7524,35.490566037735846,46.5060247400145,284,1.339622641509434,1.7170881248667955,0.0990566037735849,47.5439658241367,0,AY,156
5355,15021003001,福樂香蕉牛乳,32.0,18.0,12.0,6912.0,5.33,24,288.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 66, 72]","[24, 9, 5, 23, 1, 2, 1, 12, 1, 1]",42,1752,26.953846153846158,27.21008014575593,79,1.2153846153846153,1.0191031678082187,0.3230769230769231,32.7592899408284,0,AY,98
5356,15021005001,國農草莓調味牛乳,36.0,24.0,13.0,11232.0,6.31,24,468.0,PCS,"[6, 12, 18, 24]","[26, 7, 2, 6]",18,420,11.052631578947368,7.580014149673211,41,1.0789473684210529,0.4703364589078874,0.5526315789473685,11.925207756232687,2,AX,31
5357,15021035001,福樂蘋果牛乳(保久乳)200ml,30.0,16.0,12.0,5760.0,5.18,24,240.0,PCS,"[6, 12, 18, 24, 30, 42, 48, 72, 96, 144]","[27, 12, 3, 49, 1, 2, 6, 5, 1, 2]",52,2682,30.477272727272727,34.35580470043483,108,1.2272727272727273,1.2707146819465462,0.2386363636363636,37.40392561983471,0,AY,119
5358,15021047001,愛之味純濃燕麥-天然原味TPA250ml,42.0,17.0,14.0,9996.0,6.78,24,416.5,PCS,"[6, 12, 18, 24, 36, 48]","[12, 5, 1, 11, 2, 1]",30,534,20.53846153846154,20.44745611411017,32,1.2307692307692308,0.991157682110844,0.8076923076923077,25.278106508875744,0,AY,74
5359,15021057001,克寧國小生草莓優酪乳198ML,33.0,16.0,13.0,6864.0,5.32,24,286.0,PCS,"[6, 12, 18, 24, 36]","[6, 4, 2, 10, 1]",28,396,18.0,8.68496237346895,23,1.0454545454545454,0.2328042328042328,0.9545454545454546,18.818181818181817,2,AX,41
5360,15021059001,國農果汁牛乳215ml,36.0,24.0,13.0,11232.0,6.32,24,468.0,PCS,"[6, 12, 18, 24]","[13, 3, 1, 7]",22,300,13.043478260869565,8.41793680654894,24,1.0434782608695652,0.4165090909090908,0.9130434782608696,13.610586011342154,2,AX,35
5361,15021060001,極品限定蘋果牛乳200ml,35.0,20.0,9.0,6300.0,5.3,24,262.5,PCS,"[6, 12, 18, 24, 48]","[20, 10, 1, 11, 2]",26,618,15.073170731707316,10.909606417975027,44,1.0731707317073171,0.5238523894806296,0.5121951219512195,16.17608566329566,0,AY,44
5362,15022004001,光泉巧克力牛乳,32.0,15.0,13.0,6240.0,5.25,24,260.0,PCS,"[6, 12, 18, 24, 30, 36, 48, 60, 66, 72, 84, 96, 120, 174, 186]","[53, 18, 3, 97, 2, 17, 17, 3, 1, 4, 1, 5, 9, 1, 1]",66,6942,43.66037735849056,132.34634415999156,232,1.4591194968553458,9.18859115951128,0.1320754716981132,63.705707843835285,0,AY,385
5363,15022005001,福樂巧克力牛乳(保久乳)200ml,30.0,17.0,12.0,6120.0,5.2,24,255.0,PCS,"[6, 12, 18, 24, 30, 36, 48, 72, 96, 168]","[16, 9, 4, 35, 1, 1, 16, 2, 4, 7]",84,3654,49.37837837837838,141.3717243921439,95,1.2837837837837838,8.196934489159522,0.2837837837837837,63.39116143170197,0,AY,414
5364,15022009001,國農巧克力調味牛乳,36.0,24.0,13.0,11232.0,6.4,24,468.0,PCS,"[6, 12, 18, 24]","[27, 7, 2, 7]",18,450,11.538461538461538,7.461642805731449,43,1.1025641025641026,0.4181894736842106,0.5384615384615384,12.72189349112426,2,AX,31
5365,15022013001,雀巢美祿巧克力麥芽飲品TP,33.0,17.0,13.0,7293.0,5.35,24,303.9,PCS,"[6, 12, 18, 24, 36, 48, 54, 66]","[32, 6, 5, 22, 1, 2, 1, 1]",31,1134,18.59016393442623,20.514529037717253,70,1.147540983606557,1.2177458637776102,0.3442622950819672,21.332975006718623,0,AY,72
5366,15022014001,福樂堅果牛乳(保久乳)200ml,30.0,17.0,12.0,6120.0,5.2,24,255.0,PCS,[24],[1],24,24,24.0,0.0,1,1.0,0.0,21.0,24.0,0,AY,24
5367,15022015001,國農麥胚芽調味牛乳,36.0,24.0,13.0,11232.0,6.29,24,468.0,PCS,"[6, 12, 18, 24, 48]","[22, 7, 2, 10, 1]",23,540,14.594594594594597,12.453155466831731,42,1.135135135135135,0.7280727023319615,0.5675675675675675,16.566837107377648,0,AY,47
5368,15022017001,光泉調味乳-珍穀堅果牛乳,33.0,16.0,13.0,6864.0,5.3,24,286.0,PCS,"[6, 12, 18, 24, 30, 48, 54, 60, 66, 84, 96, 120]","[32, 8, 4, 29, 1, 6, 1, 1, 1, 1, 1, 1]",45,1854,26.869565217391305,32.008231038593,86,1.2463768115942029,1.4190642794963204,0.3043478260869565,33.48960302457467,0,AY,110
5369,15022019001,台農牛乳麥芽保久乳飲品200ml,36.0,24.0,14.0,12096.0,8.32,24,504.0,PCS,"[6, 12]","[5, 1]",10,42,7.0,2.449489742783178,6,1.0,0.1224489795918367,3.5,7.0,1,BY,14
5370,15022020001,台農牛乳巧克力保久乳飲品200ml,36.0,24.0,14.0,12096.0,8.32,24,504.0,PCS,"[12, 18]","[1, 1]",35,30,30.0,0.0,2,2.0,0.0,21.0,60.0,0,AY,30
5371,15022021001,雀巢美祿極致濃巧克力飲品198ml,33.0,16.0,13.0,6864.0,5.42,24,286.0,PCS,"[6, 12, 18, 24, 48]","[12, 5, 1, 1, 2]",26,270,15.0,22.7544436513476,21,1.1666666666666667,2.3011764705882354,1.1666666666666667,17.5,0,AY,74
5372,15022022001,極品限定可可牛乳200ml,35.0,20.0,9.0,6300.0,5.3,24,262.5,PCS,"[6, 12]","[4, 3]",12,60,8.571428571428571,3.2071349029490923,7,1.0,0.1399999999999999,3.0,8.571428571428571,1,BY,17
5373,15022026001,福樂麥芽保久乳 200ml,30.0,17.0,12.0,6120.0,5.2,24,255.0,PCS,"[6, 12, 18, 24, 30, 48, 54, 60, 72, 78, 138, 144, 222]","[59, 13, 7, 70, 1, 24, 3, 1, 5, 1, 15, 1, 15]",115,9702,70.30434782608695,459.0812088632287,215,1.5579710144927537,42.63975153422457,0.1521739130434782,109.5321361058601,0,AY,1253
5374,15023001001,員山農會養生杏仁奶250ml,37.0,25.0,17.0,15725.0,9.6,24,655.2,PCS,"[24, 48]","[6, 4]",55,336,56.0,32.79024245107072,10,1.6666666666666667,0.3428571428571429,3.5,93.33333333333334,0,AY,141
5375,15023003001,義美豆奶250ml,34.0,20.0,11.0,7480.0,6.73,24,311.7,PCS,"[1, 5, 6, 12, 18, 24, 36, 48]","[1, 1, 18, 12, 3, 20, 1, 4]",31,1020,20.0,15.491933384829668,60,1.1764705882352942,0.6000000000000001,0.4117647058823529,23.529411764705884,0,AY,60
5376,15023004001,義美黑豆奶250ml,36.0,20.0,11.0,7920.0,6.51,24,330.0,PCS,"[6, 12, 18, 24, 48, 72]","[5, 2, 1, 22, 10, 1]",45,1152,29.53846153846154,18.12507154809276,41,1.051282051282051,0.3765162417763157,0.5384615384615384,31.053254437869825,2,AX,77
5377,15023005001,義美低糖黑豆奶,34.0,20.0,11.0,7480.0,6.75,24,311.7,PCS,"[6, 12, 18, 24, 42, 48, 72, 114, 120]","[13, 4, 1, 36, 1, 4, 1, 1, 1]",49,1548,28.666666666666668,24.3000116468642,62,1.148148148148148,0.7185526087533289,0.3888888888888889,32.91358024691358,0,AY,92
5378,15023008001,光泉雞蛋豆奶,35.0,20.0,14.0,9800.0,8.44,24,408.3,PCS,"[6, 12, 24, 48]","[5, 2, 2, 2]",35,198,19.8,27.72002886001384,11,1.1,1.9600040812162025,2.1,21.78,5,AZ,92
5379,15023010001,義美雞蛋豆奶 250ml,34.0,20.0,11.0,7480.0,6.77,24,311.7,PCS,"[6, 18, 24, 30, 66]","[6, 1, 8, 1, 1]",37,342,22.8,21.7754776887082,17,1.1333333333333333,0.9121487930352196,1.4,25.84,5,AZ,79
5380,15023011001,統一蜜豆奶(草莓),34.0,20.0,11.0,7480.0,6.73,24,311.7,PCS,"[6, 12, 18, 24, 30, 36, 48, 72]","[42, 11, 2, 17, 1, 1, 4, 4]",36,1374,19.62857142857143,28.619022471163632,82,1.1714285714285717,2.1258479854102426,0.3,22.993469387755106,0,AY,94
5381,15023012001,統一蜜豆奶(雞蛋),34.0,20.0,11.0,7480.0,6.75,24,311.7,PCS,"[1, 5, 6, 7, 12, 17, 18, 23, 24, 30, 36, 48, 49, 72, 96]","[2, 1, 120, 2, 23, 2, 4, 4, 65, 3, 1, 9, 4, 1, 1]",51,3697,20.31318681318681,32.99013316009363,242,1.3296703296703296,2.637618692011102,0.1153846153846153,27.009841806545104,0,AY,106
5382,15023013001,統一蜜豆奶(牛奶),34.0,20.0,11.0,7480.0,6.74,24,311.7,PCS,"[6, 12, 18, 24, 48, 72]","[43, 12, 1, 17, 2, 3]",31,1140,17.01492537313433,26.946351041728143,78,1.164179104477612,2.508071014857718,0.3134328358208955,19.80842058364892,0,AY,87
5383,15023017001,義美無加糖元氣豆奶250ml,35.0,20.0,11.0,7700.0,6.57,24,320.8,PCS,"[6, 12, 18, 24, 30, 48, 72, 90, 96, 120]","[15, 2, 5, 23, 2, 6, 2, 1, 5, 2]",69,2058,42.0,59.0042371359888,63,1.2857142857142858,1.973639455782313,0.4285714285714285,54.00000000000001,0,AY,194
5384,15023020001,義美低糖豆奶250ml,35.0,20.0,11.0,7700.0,6.58,24,320.8,PCS,"[6, 12, 18, 24, 30, 48, 60, 96]","[29, 10, 5, 48, 2, 4, 3, 1]",38,2064,24.867469879518072,27.24091752167797,102,1.2289156626506024,1.1999972793467792,0.253012048192771,30.56002322543185,0,AY,96
5385,15023035001,員山農會養生豆奶250ml,37.0,25.0,17.0,15725.0,9.6,24,655.2,PCS,"[24, 48, 72, 96]","[48, 24, 5, 6]",66,3240,54.91525423728814,58.96500661134218,83,1.4067796610169492,1.152929378931933,0.3559322033898305,77.25366274059179,0,AY,207
5386,15023036001,員山農會養生黑芝麻豆奶,37.0,25.0,17.0,15725.0,9.6,24,655.2,PCS,[24],[1],24,24,24.0,0.0,1,1.0,0.0,21.0,24.0,0,AY,24
5387,15023038001,員山農會濃嘜甜高濃度養生豆奶,37.0,25.0,17.0,15725.0,9.6,24,655.2,PCS,[24],[1],24,24,24.0,0.0,1,1.0,0.0,21.0,24.0,0,AY,24
5388,15024004001,義美糙米奶,34.0,20.0,11.0,7480.0,6.75,24,311.7,PCS,"[6, 12, 18, 24, 30, 36, 48, 54, 72]","[29, 20, 6, 40, 2, 1, 7, 1, 5]",40,2328,26.75862068965517,27.186250593474536,111,1.2758620689655171,1.032217421716466,0.2413793103448276,34.14030915576694,0,AY,97
5389,15024011001,員山農會養生米奶250ml,37.0,25.0,17.0,15725.0,9.6,24,655.2,PCS,"[24, 48, 72]","[30, 3, 1]",63,936,66.85714285714286,120.9849686422352,34,2.4285714285714284,3.2746674758509067,1.5,162.3673469387755,5,AZ,379
5390,15024014001,義美低糖糙米奶250ml,35.0,20.0,11.0,7700.0,6.59,24,320.8,PCS,"[6, 12, 18, 24, 48]","[20, 11, 1, 18, 3]",29,846,17.26530612244898,11.399516638517476,53,1.0816326530612246,0.4359375785926261,0.4285714285714285,18.674718867138694,2,AX,47
5391,15302010001,盛香珍蜜柑多果實,35.0,27.0,15.0,14175.0,5.07,24,590.6,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
5392,30000004001,金頂金霸王4號AAA 4粒裝,28.0,17.0,12.0,5712.0,2.73,48,119.0,PCS,[1],[3],1,3,1.0,0.0,3,1.0,0.0,7.0,1.0,4,CY,1
5393,30000048001,12pcs#4(Alk)勁量鹼性電池,28.0,27.0,14.0,10584.0,6.62,40,264.6,PCS,"[1, 2]","[14, 3]",2,20,1.1764705882352942,0.3929526239966879,17,1.0,0.1115625,1.2352941176470589,1.1764705882352942,4,CX,3
5394,30000049001,8pcs#4(Alk) 勁量鹼性電池AAA,14.0,12.0,10.0,1680.0,1.2,12,140.0,PCS,"[1, 2, 4]","[2, 2, 1]",4,10,2.0,1.224744871391589,5,1.0,0.3749999999999999,4.2,2.0,1,BY,6
5395,30000056001,金頂4號AAA 18粒裝,31.0,31.0,24.0,23064.0,11.6,48,480.5,PCS,"[1, 2, 3, 5]","[25, 4, 1, 1]",3,41,1.3225806451612905,0.8321496970374801,31,1.0,0.3958754709498315,0.6774193548387096,1.3225806451612905,4,CX,4
5396,30001002001,金頂金霸王3號AA 4粒裝,30.0,21.0,12.0,7560.0,5.29,48,157.5,PCS,"[1, 2]","[3, 1]",2,5,1.25,0.5,4,1.0,0.16,5.25,1.25,4,CY,3
5397,30001040001,12pcs#3(Shd)勁量鹼性電池,28.0,27.0,17.0,12852.0,12.2,40,321.3,PCS,[1],[14],1,14,1.0,0.0,14,1.0,0.0,1.5,1.0,4,CY,1
5398,30001041001,8pcs#3勁量鹼性電池,13.0,10.0,18.0,2340.0,1.5,12,195.0,PCS,"[1, 2]","[2, 1]",2,4,1.3333333333333333,0.5773502691896257,3,1.0,0.1874999999999999,7.0,1.3333333333333333,4,CY,3
5399,30002001001,金頂金霸王2號C 2粒裝,30.0,21.0,21.0,13230.0,7.54,48,275.6,PCS,"[2, 5]","[2, 1]",5,9,3.0,1.7320508075688772,3,1.0,0.3333333333333333,7.0,3.0,1,BY,8
5400,30003001001,金頂金霸王1號D 2粒裝,34.0,22.0,24.0,17952.0,14.72,48,374.0,PCS,"[1, 2]","[4, 1]",2,6,1.2,0.4472135954999579,5,1.0,0.1388888888888889,4.2,1.2,4,CY,3
5401,30005001001,勁量鈕扣型鋰電池 2032 2入,10.0,6.0,5.0,300.0,0.1,12,25.0,PCS,"[1, 2]","[3, 1]",2,5,1.25,0.5,4,1.0,0.16,5.25,1.25,4,CY,3
5402,30010002001,永備碳鋅4號電池16入量販包,30.0,26.0,5.0,3900.0,3.0,30,130.0,PCS,"[1, 2, 3]","[47, 12, 1]",2,74,1.7209302325581397,1.4363575194177949,60,1.3953488372093024,0.6966242304080145,0.4883720930232558,2.4012979989183343,1,BY,6
5403,30010006001,小小兵碳鋅電池4號4入,24.0,9.0,7.0,1512.0,1.81,50,30.2,PCS,"[1, 2, 3, 5, 10]","[2, 2, 4, 1, 1]",7,33,3.3,2.6267851073127395,10,1.0,0.6336088154269973,2.1,3.3,1,BZ,11
5404,30011002001,永備碳鋅3號電池16入量販包,30.0,13.0,19.0,7410.0,6.0,30,247.0,PCS,"[1, 2, 3]","[48, 7, 2]",2,68,1.4166666666666667,0.8952197717411697,57,1.1875,0.3993226827652212,0.4375,1.6822916666666667,4,CX,4
5405,30013002001,永備碳鋅1號電池4入量販包,41.0,17.0,20.0,13940.0,6.0,45,309.8,PCS,"[1, 2, 4]","[5, 1, 1]",3,11,1.5714285714285714,1.133893419027682,7,1.0,0.5206611570247935,3.0,1.5714285714285714,4,CZ,5
5406,30013004001,Panasonic 碳鋅(錳乾)1號4入,42.0,19.0,15.0,11970.0,13.026,30,399.0,PCS,[2],[1],2,2,2.0,0.0,1,1.0,0.0,21.0,2.0,1,BY,2
5407,30045025001,家樂福LED燈泡16W,32.0,25.0,16.0,12800.0,1.6,12,1066.7,PCS,"[1, 3]","[1, 1]",4,4,2.0,1.4142135623730951,2,1.0,0.5000000000000001,10.5,2.0,1,BZ,6
5408,30045057001,家樂福LED燈泡10w,26.0,21.0,14.0,7644.0,0.9,12,637.0,PCS,"[1, 2, 3, 5, 10]","[2, 1, 2, 1, 2]",9,35,4.375,3.7008686239082538,8,1.0,0.7155685131195335,2.625,4.375,1,BZ,14
5409,30045057002,家樂福LED燈泡10w,26.0,21.0,14.0,7644.0,0.9,12,637.0,PCS,"[1, 2, 3, 5, 6, 19]","[1, 1, 1, 1, 2, 1]",14,42,8.4,6.841052550594828,7,1.4,0.6632653061224489,4.2,11.76,5,AZ,27
5410,30045058001,家樂福LED燈泡13W,32.0,25.0,16.0,12800.0,1.5,12,1066.7,PCS,"[1, 2, 4, 8]","[2, 1, 1, 1]",8,16,4.0,3.1622776601683795,5,1.25,0.6250000000000001,5.25,5.0,1,BZ,13
5411,30045058002,家樂福LED燈泡13W,32.0,25.0,16.0,12800.0,1.5,12,1066.7,PCS,"[1, 3, 4, 7]","[1, 1, 2, 1]",7,19,3.8,2.16794833886788,5,1.0,0.3254847645429363,4.2,3.8,1,BY,10
5412,30045076001,旭光(超高效能 )LED16W球泡燈,39.0,31.0,15.0,18135.0,2.4,20,906.8,PCS,"[3, 6]","[1, 1]",7,9,4.5,2.1213203435596424,2,1.0,0.2222222222222221,10.5,4.5,1,BY,10
5413,30045077001,旭光(超高效能) LED10W球泡燈,32.0,26.0,13.0,10816.0,1.5,20,540.8,PCS,"[1, 2, 3, 4, 6]","[2, 14, 1, 6, 3]",5,75,3.125,1.596531566702726,26,1.0833333333333333,0.2610086956521739,0.875,3.3854166666666665,3,BX,8
5414,30045077002,旭光(超高效能) LED10W球泡燈,32.0,26.0,13.0,10816.0,1.5,20,540.8,PCS,"[1, 2, 4, 6]","[1, 9, 5, 1]",5,45,3.2142857142857144,1.5776599725577714,16,1.1428571428571428,0.2409116809116807,1.5,3.673469387755102,1,BY,8
5415,30045078002,旭光(超高效能 )LED13W球泡燈,35.0,28.0,16.0,15680.0,1.9,20,784.0,PCS,[10],[1],10,10,10.0,0.0,1,1.0,0.0,21.0,10.0,1,BY,10
5416,30052112001,大同23W節能燈,28.0,23.0,18.0,11592.0,1.8,20,579.6,PCS,[2],[1],2,2,2.0,0.0,1,1.0,0.0,21.0,2.0,1,BY,2
5417,30052113001,旭光 23W螺旋省電燈泡,35.0,29.0,15.0,15225.0,2.292,20,761.3,PCS,"[2, 3, 4, 5, 6]","[29, 1, 7, 1, 4]",5,118,2.95,1.632207880174141,42,1.05,0.3061307169322106,0.525,3.0975,3,BX,8
5418,30052113002,旭光 23W螺旋省電燈泡,35.0,29.0,15.0,15225.0,2.284,20,761.3,PCS,"[2, 4, 6]","[7, 2, 1]",5,28,2.8,1.3984117975602022,10,1.0,0.2494331065759637,2.1,2.8,1,BY,7
5419,30061026001,旭光30W三波長環型燈管-晝光色,36.0,25.0,25.0,22500.0,2.202,10,2250.0,PCS,"[1, 2]","[1, 1]",3,3,1.5,0.7071067811865476,2,1.0,0.2222222222222222,10.5,1.5,4,CY,4
5420,30071041001,BOSS  4開3插2P高溫斷電延長線-1.8米,14.0,23.0,29.0,9338.0,2.0,6,1556.3,PCS,"[2, 3]","[1, 1]",4,5,2.5,0.7071067811865476,2,1.0,0.08,10.5,2.5,1,BY,5
5421,30071043001,TY-S139三開三插3P 延長線6尺,34.0,28.0,25.0,23800.0,12.6,10,2380.0,PCS,"[1, 2]","[7, 1]",2,9,1.125,0.3535533905932738,8,1.0,0.0987654320987654,2.625,1.125,4,CY,3
5422,30071047001,太星電工一開三插延長線2P15A4尺,33.0,25.0,27.0,22275.0,3.5,12,1856.3,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
5423,30071051001,4開3插3P高溫斷電延長線-2.7米,35.0,15.0,27.0,14175.0,4.558,8,1771.9,PCS,"[1, 2]","[2, 1]",2,4,1.3333333333333333,0.5773502691896257,3,1.0,0.1874999999999999,7.0,1.3333333333333333,4,CY,3
5424,30071053001,TY-S903-6尺三開三插3P+2USB延長線,43.0,35.0,25.0,37625.0,6.8,10,3762.5,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
5425,30072058001,TY-S134四開四插3P延長線6尺,38.0,33.0,25.0,31350.0,7.21,10,3135.0,PCS,[1],[3],1,3,1.0,0.0,3,1.0,0.0,7.0,1.0,4,CY,1
5426,30073017001,BOSS  7開6插2P高溫斷電延長線-1.8米,39.0,24.0,15.0,14040.0,4.194,6,2340.0,PCS,"[1, 4]","[3, 1]",4,7,1.75,1.5,4,1.0,0.7346938775510203,5.25,1.75,4,CZ,6
5427,30073022001,TY-S122六開六插2P 延長線6尺,40.0,25.0,28.0,28000.0,5.53,10,2800.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
5428,30073068001,7開6插3P高溫斷電延長線-2.7米,32.0,15.0,38.0,18240.0,5.47,8,2280.0,PCS,"[1, 2, 4]","[1, 1, 1]",4,7,2.333333333333333,1.5275252316519463,3,1.0,0.4285714285714285,7.0,2.333333333333333,1,BY,7
5429,30435004001,千輝電子式防風打火機,13.0,7.0,9.0,819.0,0.84,25,32.8,PCS,"[1, 2]","[2, 1]",2,4,1.3333333333333333,0.5773502691896257,3,1.0,0.1874999999999999,7.0,1.3333333333333333,4,CY,3
5430,30450023001,3M 3037-4 透明封箱膠帶 48mm X 70M,43.0,22.0,30.0,28380.0,5.6,12,2365.0,PCS,"[1, 2, 3, 4, 5, 6]","[17, 3, 4, 1, 2, 3]",5,67,2.310344827586207,1.8342660711315664,30,1.0344827586206895,0.6303344683830314,0.7241379310344828,2.390011890606421,1,BY,8
5431,30450034001,PVC布紋膠帶-1入,32.0,22.0,21.0,14784.0,2.44,24,616.0,PCS,"[1, 4]","[2, 1]",4,6,2.0,1.7320508075688772,3,1.0,0.7499999999999999,7.0,2.0,1,BZ,7
5432,30450039001,OPP透明膠帶-1入,33.0,22.0,21.0,15246.0,2.42,24,635.3,PCS,[1],[2],1,2,1.0,0.0,2,1.0,0.0,10.5,1.0,4,CY,1
5433,31111007001,立體沖茶袋36入,16.0,11.0,9.0,1584.0,0.25,12,132.0,PCS,"[1, 2]","[2, 1]",2,4,1.3333333333333333,0.5773502691896257,3,1.0,0.1874999999999999,7.0,1.3333333333333333,4,CY,3
5434,31118023001,良燒102扇形濾紙-無漂白,23.0,22.0,19.0,9614.0,1.22,12,801.2,PCS,"[1, 2]","[3, 2]",2,7,1.4,0.5477225575051661,5,1.0,0.1530612244897959,4.2,1.4,4,CY,3
5435,31175002001,23cm 不鏽鋼筷,33.0,14.0,10.0,4620.0,1.5,12,385.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
5436,31214010001,自然風環保植纖湯碗350ml,28.0,15.0,32.0,13440.0,2.5,12,1120.0,PCS,"[1, 2]","[2, 2]",3,6,1.5,0.5773502691896257,4,1.0,0.1481481481481481,5.25,1.5,4,CY,3
5437,31215012001,自然風環保植纖飯碗(大)500ml,32.0,12.0,19.0,7296.0,1.556,12,608.0,PCS,[3],[1],3,3,3.0,0.0,1,1.0,0.0,21.0,3.0,1,BY,3
5438,31225014001,自然風環保植纖圓紙盤 7吋,18.0,18.0,11.0,3564.0,1.14,12,297.0,PCS,"[1, 2, 6]","[2, 1, 1]",5,10,2.5,2.3804761428476167,4,1.0,0.9066666666666668,5.25,2.5,1,BZ,9
5439,31226017001,自然風環保植纖圓紙盤 8吋,21.0,21.0,9.0,3969.0,1.47,12,330.8,PCS,[3],[1],3,3,3.0,0.0,1,1.0,0.0,21.0,3.0,1,BY,3
5440,31227009001,自然風環保植纖圓紙盤10吋,26.0,26.0,14.0,9464.0,2.2,12,788.7,PCS,[1],[2],1,2,1.0,0.0,2,1.0,0.0,10.5,1.0,4,CY,1
5441,31244002001,手扒雞手套-50入,30.0,25.0,13.0,9750.0,1.21,36,270.8,PCS,"[1, 2, 3, 4, 20]","[6, 3, 1, 1, 1]",9,39,3.25,5.361902647381804,12,1.0,2.72189349112426,1.75,3.25,1,BZ,18
5442,31250003001,西式塑膠湯匙,25.0,17.0,21.0,8925.0,1.0,24,371.9,PCS,[1],[4],1,4,1.0,0.0,4,1.0,0.0,5.25,1.0,4,CY,1
5443,31251002001,西式塑膠叉子,34.0,12.0,21.0,8568.0,2.0,24,357.0,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
5444,31253001001,免洗筷#666,38.0,70.0,21.0,55860.0,24.65,70,798.0,PCS,[1],[9],1,9,1.0,0.0,9,1.0,0.0,2.333333333333333,1.0,4,CY,1
5445,31253002001,自然風超值免洗筷,63.0,33.0,21.0,43659.0,17.6,70,623.7,PCS,"[1, 2, 4]","[4, 2, 1]",3,12,1.7142857142857142,1.1126972805283737,7,1.0,0.4212962962962963,3.0,1.7142857142857142,4,CY,5
5446,31253004001,紙包日式圓筷,42.0,21.0,33.0,29106.0,13.6,30,970.2,PCS,"[1, 2, 3]","[2, 2, 1]",3,9,1.8,0.8366600265340756,5,1.0,0.2160493827160494,4.2,1.8,1,BY,4
5447,31254001001,耐熱袋-半斤,33.0,28.0,10.0,9240.0,4.0,20,462.0,PCS,"[1, 2, 5]","[6, 2, 1]",4,15,1.6666666666666667,1.3228756555322951,9,1.0,0.6299999999999999,2.333333333333333,1.6666666666666667,4,CZ,6
5448,31254009001,背心袋(2斤),27.0,25.0,13.0,8775.0,3.0,20,438.8,PCS,"[1, 2, 3]","[3, 1, 2]",3,11,1.8333333333333333,0.9831920802501752,6,1.0,0.287603305785124,3.5,1.8333333333333333,1,BY,5
5449,31254899001,耐熱袋-1斤,26.0,18.0,13.0,6084.0,4.0,20,304.2,PCS,"[1, 2, 5]","[1, 1, 1]",5,8,2.6666666666666665,2.081665999466133,3,1.0,0.6093750000000002,7.0,2.6666666666666665,1,BZ,9
5450,31255005001,透明可彎吸管100入,27.0,21.0,30.0,17010.0,1.392,25,680.4,PCS,"[1, 2, 5]","[4, 3, 1]",4,15,1.875,1.3562026818605375,8,1.0,0.5231746031746033,2.625,1.875,1,BZ,6
5451,31258003001,自然風紙包木質咖啡拌條,24.0,16.0,15.0,5760.0,2.0,24,240.0,PCS,"[1, 2]","[1, 1]",3,3,1.5,0.7071067811865476,2,1.0,0.2222222222222222,10.5,1.5,4,CY,4
5452,31258006001,自然風咖啡調味棒,26.0,23.0,16.0,9568.0,1.0,24,398.7,PCS,"[1, 2]","[1, 1]",3,3,1.5,0.7071067811865476,2,1.0,0.2222222222222222,10.5,1.5,4,CY,4
5453,31260001001,簡易實用型烤肉架,43.0,25.0,41.0,44075.0,4.4,8,5509.4,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
5454,31264013001,大波浪網,56.0,23.0,32.0,41216.0,13.28,50,824.3,PCS,[1],[1],1,1,1.0,0.0,1,1.0,0.0,21.0,1.0,4,CY,1
5455,31267002001,烤肉夾3入,25.0,22.0,8.0,4400.0,2.5,24,183.3,PCS,"[2, 6]","[1, 1]",7,8,4.0,2.8284271247461903,2,1.0,0.5000000000000001,10.5,4.0,1,BZ,12
