item_id,item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_quantity_order_unique,item_quantity_order_unique_frequency,item_initial_quantity_inventory,total_demand,daily_mean,daily_std,total_order_freq,daily_freq_mean,cv2,adi,composite_metric,item_class,item_class_alphabetical,item_initial_inventory
0,10000001001,可口可樂Zero 600ml,45.0,30.0,24.0,32400.0,15.7,24,1350.0,PCS,"[1, 2, 3, 4, 5, 6, 8, 12, 16, 22, 24]","[4, 5, 2, 3, 1, 4, 2, 2, 1, 1, 2]",15,187,7.791666666666667,8.230268454952105,27,1.125,1.1157509694922336,0.875,8.765625,1,BY,29
1,10000002001,可口可樂2L,34.0,23.0,31.0,24242.0,13.31,6,4040.3,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 18, 21, 22, 23, 24, 30, 36, 37, 39, 42, 48, 50, 54, 60]","[120, 91, 38, 13, 7, 160, 6, 5, 18, 4, 80, 4, 9, 3, 50, 1, 5, 1, 50, 46, 15, 1, 1, 11, 19, 1, 14, 10]",107,9976,25.31979695431472,64.5822690825964,783,1.987309644670051,6.505881704051467,0.0532994923857868,50.31827668839702,0,AY,192
2,10000003001,百事可樂330ml,40.0,27.0,12.0,12960.0,9.11,24,540.0,PCS,"[6, 12, 18, 24, 48, 96]","[61, 21, 3, 54, 14, 2]",35,2832,21.454545454545453,20.786212266848867,155,1.1742424242424243,0.9386681461631412,0.1590909090909091,25.19283746556474,0,AY,75
3,10000004001,百事可樂2L,34.0,23.0,31.0,24242.0,14.0,6,4040.3,PCS,"[1, 2, 3, 4, 6, 12, 18, 24, 30, 35, 36, 42, 48]","[2, 3, 3, 3, 58, 37, 12, 11, 7, 1, 2, 7, 4]",27,2104,19.48148148148148,34.35098700277875,150,1.3888888888888888,3.1090984927476164,0.1944444444444444,27.05761316872428,0,AY,108
4,10000005001,可口可樂330ml,40.0,28.0,12.0,13440.0,8.89,24,560.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48, 72, 96, 108]","[181, 55, 22, 179, 3, 1, 3, 81, 7, 5, 1]",68,11670,32.6890756302521,39.09749005546932,538,1.5070028011204482,1.4305151969149,0.0588235294117647,49.26252854082809,0,AY,134
5,10000006001,Dr. Pepper 可樂,40.0,13.0,13.0,6760.0,4.69,12,563.3,PCS,"[1, 6]","[1, 2]",8,13,4.333333333333333,2.8867513459481287,3,1.0,0.4437869822485207,7.0,4.333333333333333,1,BY,12
6,10000007001,可口可樂 Zero 330ml,40.0,28.0,12.0,13440.0,8.58,24,560.0,PCS,"[6, 12, 18, 24, 30, 42, 48, 54, 72, 84, 96]","[118, 47, 13, 86, 1, 1, 35, 1, 1, 2, 1]",59,5712,24.620689655172413,24.49972353317422,306,1.3189655172413792,0.9901977597761796,0.0905172413793103,32.47384066587396,0,AY,88
7,10000010001,可口可樂 Zero 2L,34.0,23.0,31.0,24242.0,12.52,6,4040.3,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 18, 19, 24, 28, 30, 36, 60, 72]","[33, 14, 9, 4, 4, 52, 1, 2, 1, 34, 1, 23, 1, 1, 1, 5, 1, 1, 1]",19,1696,11.77777777777778,16.67142123324481,189,1.3125,2.0036346707760018,0.1458333333333333,15.458333333333334,0,AY,55
8,10000011001,可口可樂 Can 250 ml,40.0,27.0,10.0,10800.0,6.76,24,450.0,PCS,"[24, 48, 72, 96, 120, 144, 192, 240, 288, 480]","[683, 359, 62, 16, 5, 6, 8, 10, 12, 20]",502,58080,99.11262798634812,436.32495254836135,1181,2.015358361774744,19.38037235558498,0.0358361774744027,199.74746356975615,0,AY,1223
9,10000012001,可口可樂Pet 600ml,45.0,30.0,25.0,33750.0,15.88,24,1406.3,PCS,"[4, 8, 12, 16, 20, 24, 32, 40, 48, 52]","[55, 24, 7, 3, 3, 21, 1, 1, 6, 1]",26,1520,15.353535353535351,13.531002294287852,122,1.2323232323232325,0.7766818361693709,0.2121212121212121,18.920518314457706,0,AY,51
10,10000013001,百事可樂 Can250ml,41.0,28.0,10.0,11480.0,7.03,24,478.3,PCS,"[24, 48]","[48, 5]",34,1392,27.84,14.834268104766128,53,1.06,0.2839185614792885,0.42,29.5104,2,AX,67
11,10000021001,可口可樂纖維+ Can 330ml,40.0,28.0,12.0,13440.0,8.59,24,560.0,PCS,"[3, 4, 8, 12, 16, 20, 21, 24, 48, 83]","[1, 35, 15, 6, 1, 2, 1, 21, 4, 1]",29,1191,17.014285714285716,20.915629588339065,87,1.2428571428571429,1.51117388902309,0.3,21.14632653061225,0,AY,71
12,10000023001,百事可樂 - 600ml,43.0,28.0,25.0,30100.0,16.27,24,1254.2,PCS,"[4, 8, 20]","[23, 2, 1]",9,128,5.333333333333333,4.197998142662417,26,1.0833333333333333,0.6195652173913044,0.875,5.777777777777777,1,BY,17
13,10000026001,可口可樂Can 235ml,34.0,22.0,14.0,10472.0,6.62,24,436.3,PCS,"[8, 16, 24, 32, 40, 48, 64, 72, 96]","[312, 100, 49, 20, 8, 16, 1, 1, 1]",43,7232,22.6,22.875210056078565,508,1.5875,1.024503162169547,0.065625,35.8775,0,AY,82
14,10000027001,可口可樂纖維+ Pet 600ml,45.0,30.0,25.0,33750.0,15.41,24,1406.3,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 48]","[19, 17, 8, 11, 5, 17, 2, 3, 2, 2]",31,1312,21.161290322580644,20.297939448346902,86,1.3870967741935485,0.9200673389180916,0.3387096774193548,29.352757544224765,0,AY,74
15,10000998001,可樂雪碧350ml*12入組,28.0,20.0,19.0,10640.0,4.8,1,10640.0,PCS,"[1, 2, 3, 4]","[464, 173, 12, 1]",5,850,2.114427860696517,1.9879539465957043,650,1.6169154228855722,0.8839483574800026,0.0522388059701492,3.418851018539145,1,BY,8
16,10001001001,七喜汽水2L,34.0,24.0,31.0,25296.0,13.34,6,4216.0,PCS,"[1, 2, 3, 6, 12, 18, 21, 30, 48, 51]","[58, 34, 10, 29, 8, 10, 1, 6, 1, 1]",15,906,6.969230769230769,16.538861195265383,158,1.2153846153846153,5.631725960913886,0.1615384615384615,8.470295857988166,1,BY,50
17,10001004001,雪碧汽水2L,34.0,23.0,31.0,24242.0,12.52,6,4040.3,PCS,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 15, 16, 17, 18, 21, 24, 31, 36, 39, 48]","[169, 72, 11, 6, 1, 88, 1, 3, 1, 46, 1, 1, 1, 14, 1, 8, 1, 9, 1, 10]",31,2886,9.717171717171718,27.30831489206286,445,1.4983164983164985,7.897871242402622,0.0707070707070707,14.559398700812842,0,AY,81
18,10001005001,七喜汽水330ml,40.0,27.0,12.0,12960.0,9.11,24,540.0,PCS,"[6, 12, 18, 24, 30, 36, 42, 48]","[41, 7, 5, 31, 2, 1, 1, 13]",36,1926,22.3953488372093,20.97577261832576,101,1.1744186046511629,0.8772437242285626,0.2441860465116279,26.301514332071392,0,AY,77
19,10001006001,雪碧汽水330ml,40.0,28.0,12.0,13440.0,8.95,24,560.0,PCS,"[6, 12, 18, 24, 30, 36, 48, 72, 78, 96, 264]","[294, 54, 10, 144, 2, 3, 55, 8, 1, 3, 1]",143,10062,27.194594594594594,34.42363171669875,575,1.554054054054054,1.6023160971210233,0.0567567567567567,42.26186997808619,0,AY,116
20,10001007001,黑松汽水-600毫升,42.0,28.0,24.0,28224.0,15.97,24,1176.0,PCS,"[4, 8, 12, 16, 20, 24]","[11, 2, 2, 1, 1, 3]",19,192,11.294117647058824,16.62740473541479,20,1.1764705882352942,2.1674262152777777,1.2352941176470589,13.287197231833913,0,AY,55
21,10001008001,黑松汽水2L,34.0,22.0,31.0,23188.0,13.02,6,3864.7,PCS,"[1, 5, 6, 12, 18, 24, 30]","[2, 1, 44, 11, 2, 1, 1]",14,493,8.803571428571429,6.025460051412575,62,1.1071428571428572,0.4684493474753874,0.375,9.746811224489797,3,BX,25
22,10001009001,黑松沙士245ml,40.0,27.0,10.0,10800.0,6.77,24,450.0,PCS,"[2, 22, 24, 46, 48, 72, 96, 120, 240]","[4, 3, 379, 1, 158, 27, 4, 5, 1]",160,19968,54.85714285714285,61.01665245827319,582,1.598901098901099,1.2371728650137743,0.0576923076923076,87.71114599686028,0,AY,212
23,10001012001,雪碧汽水Can 250 ml,40.0,27.0,10.0,10800.0,6.79,24,450.0,PCS,"[24, 48, 72, 96, 168]","[339, 104, 15, 8, 7]",92,16152,50.79245283018868,78.05102880446019,473,1.4874213836477987,2.3613420012703425,0.0660377358490566,75.54978046754479,0,AY,252
24,10001014001,雪碧易開罐235ml,34.0,22.0,14.0,10472.0,6.55,24,436.3,PCS,"[8, 16, 24, 32, 40, 48]","[114, 27, 14, 2, 2, 6]",23,2112,15.194244604316546,14.583531359901908,165,1.1870503597122302,0.9212280911885654,0.1510791366906475,18.03633352310957,0,AY,53
25,10001015001,雪碧汽水600ml,45.0,30.0,24.0,32400.0,15.6,24,1350.0,PCS,"[4, 8, 16, 24, 48]","[41, 13, 3, 8, 2]",20,604,11.39622641509434,14.494481207901575,67,1.2641509433962264,1.6176449750854385,0.3962264150943396,14.406550373798504,0,AY,49
26,10001020001,黑松CC檸檬氣泡飲can 330ml,41.0,27.0,12.0,13284.0,8.58,24,553.5,PCS,"[6, 12, 18, 24, 30, 42, 48, 54]","[60, 12, 7, 32, 1, 1, 7, 1]",30,1860,19.375,18.33331738436308,121,1.2604166666666667,0.8953620680212497,0.21875,24.420572916666668,0,AY,67
27,10001022001,黑松CC檸檬氣泡飲PET 500ml,42.0,28.0,23.0,27048.0,13.81,24,1127.0,PCS,"[4, 8, 12, 16, 24, 36, 48]","[93, 8, 7, 1, 15, 2, 4]",20,1160,10.08695652173913,12.13199714354877,130,1.1304347826086956,1.4465861443144123,0.1826086956521739,11.402646502835536,0,AY,42
28,10001025001,黑松汽水Can 245ml,40.0,27.0,10.0,10800.0,6.8,24,450.0,PCS,"[24, 48, 72, 192]","[223, 71, 2, 1]",68,9096,40.78923766816144,39.15441216208686,297,1.3318385650224216,0.9214467424449256,0.0941704035874439,54.32467976432263,0,AY,142
29,10001035001,黑松CC氣泡飲葡萄 500ml,42.0,28.0,23.0,27048.0,13.682,24,1127.0,PCS,"[4, 8, 12, 20, 24, 32, 48]","[66, 13, 4, 1, 8, 1, 1]",16,708,8.85,9.518935160104752,94,1.175,1.1568850149354084,0.2625,10.39875,1,BY,34
30,10001043001,雪碧纖維+ Pet 600ml,45.0,30.0,24.0,32400.0,15.7,24,1350.0,PCS,"[4, 8, 12, 16, 24, 48]","[18, 12, 3, 6, 23, 5]",32,1092,21.0,20.623611064344026,67,1.2884615384615383,0.964474678760393,0.4038461538461538,27.05769230769231,0,AY,75
31,10001044001,黑松CC乳酸菌氣泡飲 510ml,40.0,27.0,25.0,27000.0,13.748,24,1125.0,PCS,"[4, 8]","[2, 1]",8,16,5.333333333333333,2.309401076758503,3,1.0,0.1874999999999999,7.0,5.333333333333333,1,BY,12
32,10002001001,維他露P 250ml,41.0,28.0,10.0,11480.0,6.82,24,478.3,PCS,"[24, 48, 72]","[237, 80, 3]",60,9744,46.84615384615385,35.83611899674913,320,1.5384615384615383,0.5851861777298073,0.1009615384615384,72.07100591715977,0,AY,140
33,10002003001,黑松加鹽沙士600 ml,43.0,28.0,24.0,28896.0,16.03,24,1204.0,PCS,"[4, 8, 12, 16, 24, 28, 32, 48]","[91, 24, 8, 4, 32, 1, 2, 10]",25,2056,15.343283582089551,18.77572600144619,172,1.2835820895522387,1.4974655977101532,0.1567164179104477,19.694364000891067,0,AY,64
34,10002005001,蘋果西打330ml,40.0,27.0,13.0,14040.0,9.56,24,585.0,PCS,"[6, 12, 18, 24, 30, 36, 48, 72, 168]","[215, 37, 8, 87, 2, 3, 15, 1, 1]",50,5094,18.797047970479703,20.530360322141195,369,1.3616236162361623,1.1929269325735197,0.077490774907749,25.594504432129195,0,AY,72
35,10002006001,蘋果西打2L,34.0,23.0,31.0,24242.0,13.37,6,4040.3,PCS,"[1, 2, 3, 4, 6, 7, 12, 18, 22, 24, 36, 48]","[188, 95, 39, 1, 52, 1, 29, 11, 4, 9, 1, 3]",21,1848,6.623655913978495,13.195743246351263,433,1.5519713261648749,3.968918548750137,0.075268817204301,10.27972405287702,1,BY,41
36,10002007001,芬達橘子汽水330ml,40.0,28.0,12.0,13440.0,8.89,24,560.0,PCS,"[6, 12, 18, 24, 48]","[118, 27, 4, 39, 13]",26,2664,15.578947368421051,15.734877746871067,201,1.1754385964912282,1.0201182700983973,0.1228070175438596,18.312096029547558,0,AY,57
37,10002008001,加鹽黑松沙士Can245ml,40.0,27.0,10.0,10800.0,6.8,24,450.0,PCS,"[24, 48, 72, 96, 120, 192]","[267, 99, 21, 5, 5, 8]",111,15288,51.130434782608695,100.46572611745248,405,1.354515050167224,3.860796256593309,0.0702341137123745,69.2569434346372,0,AY,310
38,10002009001,黑松沙士600 ml,43.0,28.0,24.0,28896.0,16.02,24,1204.0,PCS,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 48, 96]","[114, 27, 15, 4, 4, 62, 1, 1, 3, 16, 8]",67,4188,24.20809248554913,45.873974779148014,255,1.4739884393063585,3.5909685636037785,0.1213872832369942,35.682448461358554,0,AY,143
39,10002010001,維大力汽水255 ml,40.0,27.0,10.0,10800.0,6.77,24,450.0,PCS,"[24, 48, 72, 96]","[170, 61, 6, 4]",72,7824,47.13253012048193,43.72940792185571,241,1.4518072289156627,0.8608067957987035,0.1265060240963855,68.42734794600088,0,AY,160
40,10002011001,金車麥根沙士PET585ml,42.0,28.0,24.0,28224.0,15.72,24,1176.0,PCS,"[4, 8, 12]","[5, 3, 2]",12,68,8.5,6.568322247184371,10,1.25,0.597132970835393,2.625,10.625,1,BZ,26
41,10002012001,維他露P 330 ml,41.0,27.0,13.0,14391.0,8.78,24,599.6,PCS,"[6, 12, 18, 24, 42, 48, 84]","[32, 10, 2, 23, 1, 5, 4]",43,1518,25.3,50.29785856546168,77,1.2833333333333334,3.952373222939253,0.35,32.468333333333334,0,AY,155
42,10002013001,AW 麥根沙士,40.0,13.0,13.0,6760.0,4.69,12,563.3,PCS,"[24, 48]","[3, 1]",43,120,30.0,12.0,4,1.0,0.16,5.25,30.0,0,AY,61
43,10002014001,維大力汽水Can330ml,41.0,27.0,13.0,14391.0,9.53,24,599.6,PCS,"[6, 12, 18, 24, 30, 42, 48, 96]","[72, 20, 12, 49, 2, 1, 10, 1]",33,2742,22.29268292682927,18.204094165386177,167,1.3577235772357723,0.6668274490260394,0.1707317073170731,30.267301209597463,0,AY,70
44,10002017001,黑松沙士2L,34.0,22.0,31.0,23188.0,13.03,6,3864.7,PCS,"[1, 2, 4, 5, 6, 7, 11, 12, 18, 24, 30, 36, 48]","[6, 3, 2, 1, 102, 1, 1, 44, 11, 11, 13, 9, 5]",24,2599,16.876623376623378,25.174249713836826,209,1.3571428571428572,2.225061167411565,0.1363636363636363,22.903988868274585,0,AY,82
45,10002018001,黑松沙士330ml,41.0,27.0,12.0,13284.0,9.27,24,553.5,PCS,"[1, 5, 6, 12, 18, 23, 24, 30, 36, 48, 54, 60, 72, 120]","[3, 2, 395, 117, 13, 1, 210, 5, 3, 75, 2, 1, 1, 1]",106,13302,28.792207792207797,30.55360681258838,829,1.7943722943722944,1.1260950128089533,0.0454545454545454,51.66393995614775,0,AY,108
46,10002019001,維大力加鹽沙士Can330 ml,41.0,27.0,13.0,14391.0,9.34,24,599.6,PCS,"[6, 12, 18, 24, 30, 36, 48, 60, 72, 84, 96, 120]","[7, 194, 4, 117, 1, 10, 53, 1, 1, 1, 1, 5]",69,9096,33.68888888888889,44.84313289160424,395,1.462962962962963,1.7718155850595,0.0777777777777777,49.28559670781893,0,AY,150
47,10002021001,蘋果西打-250ml,40.0,27.0,9.0,9720.0,6.99,24,405.0,PCS,"[24, 48, 72, 96, 144]","[361, 98, 12, 8, 1]",72,15144,46.88544891640867,45.28278166763519,480,1.4860681114551084,0.932803221194535,0.0650154798761609,69.6749705259324,0,AY,164
48,10002026001,芬達汽水橘子口味600ml,31.0,22.0,24.0,16368.0,7.84,12,1364.0,PCS,"[12, 24]","[4, 1]",24,72,18.0,6.928203230275509,5,1.25,0.1481481481481481,5.25,22.5,0,AY,36
49,10002035001,維大力汽水2L,34.0,23.0,31.0,24242.0,13.44,6,4040.3,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 15, 24, 26, 48]","[108, 28, 12, 2, 4, 28, 1, 1, 1, 7, 1, 1, 1, 1]",9,617,4.113333333333333,6.010657946393711,196,1.3066666666666666,2.1352868124434434,0.14,5.374755555555556,1,BY,20
50,10002040001,芬達橘子汽水2L,34.0,23.0,31.0,24242.0,13.1,6,4040.3,PCS,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 18, 30, 37, 48]","[31, 13, 3, 1, 1, 22, 1, 2, 1, 7, 1, 2, 1, 1, 1]",14,493,6.753424657534247,9.10094748107429,88,1.2054794520547945,1.816038695443672,0.2876712328767123,8.141114655657722,1,BY,31
51,10002045001,黑松加鹽沙士2L,34.0,22.0,30.0,22440.0,12.96,6,3740.0,PCS,"[1, 2, 3, 5, 6, 7, 12, 18, 24]","[120, 59, 24, 1, 32, 2, 16, 6, 1]",14,845,4.401041666666667,6.461371238442914,261,1.359375,2.155452356864182,0.109375,5.982666015625,1,BY,22
52,10002046001,金車麥根沙士can330ml,43.0,29.0,12.0,14964.0,8.82,24,623.5,PCS,"[6, 12, 18, 24, 36, 48, 72]","[6, 96, 1, 38, 5, 6, 1]",29,2658,21.96694214876033,16.016623595657066,153,1.2644628099173554,0.5316217322551113,0.1735537190082644,27.77638139471348,0,AY,64
53,10002051001,維他露P 2L,34.0,23.0,31.0,24242.0,13.23,6,4040.3,PCS,"[1, 2, 3, 6]","[1, 1, 4, 5]",7,45,4.5,2.0138409955990952,11,1.1,0.2002743484224965,2.1,4.95,1,BY,10
54,10002069001,金車麥根沙士Pet 2000ml,34.0,23.0,30.0,23460.0,13.28,6,3910.0,PCS,"[1, 2, 3, 4, 6, 12, 15]","[37, 9, 8, 1, 7, 3, 1]",6,176,2.8852459016393444,3.1733177204924274,66,1.0819672131147542,1.2096547865013771,0.3442622950819672,3.1217414673474875,1,BY,12
55,10002071001,金車奧利多水Pet585ml,42.0,28.0,25.0,29400.0,15.95,24,1225.0,PCS,"[4, 8, 12, 16, 20, 24]","[102, 29, 9, 2, 1, 5]",11,920,7.603305785123967,6.8391999274317845,148,1.2231404958677683,0.8091064902331443,0.1735537190082644,9.299911208250805,1,BY,26
56,10002072001,金車奧利多水Pet2000ml,34.0,23.0,30.0,23460.0,13.3,6,3910.0,PCS,"[1, 2, 3, 4, 6, 12, 36]","[38, 14, 3, 1, 9, 2, 1]",8,193,3.2711864406779663,5.04746610541668,68,1.152542372881356,2.3808729880274506,0.3559322033898305,3.7701809824763,1,BY,17
57,10002073001,微舒打葡萄can320ml,41.0,27.0,12.0,13284.0,8.64,24,553.5,PCS,"[6, 12, 18, 24, 48]","[36, 10, 2, 15, 2]",24,828,14.275862068965518,13.525535438307866,65,1.1206896551724137,0.8976442366154831,0.3620689655172414,15.998810939357906,0,AY,50
58,10002078001,金車冰淇淋汽水Pet 2000ml,34.0,23.0,30.0,23460.0,13.31,6,3910.0,PCS,[6],[11],9,66,9.428571428571429,6.80336051416609,11,1.5714285714285714,0.5206611570247932,3.0,14.816326530612246,5,AZ,27
59,10002102001,維大力零熱量汽水 330ml,40.0,27.0,12.0,12960.0,9.0,24,540.0,PCS,"[12, 18, 24, 36, 48, 60, 72, 84, 96, 120]","[217, 3, 98, 8, 50, 2, 4, 2, 15, 6]",85,10434,36.61052631578947,52.66910285783096,405,1.4210526315789471,2.0696642447950344,0.0736842105263157,52.02548476454293,0,AY,173
60,10002899001,黑松加鹽沙士330 ml,41.0,27.0,12.0,13284.0,8.588,24,553.5,PCS,"[6, 24]","[2, 1]",23,36,12.0,10.392304845413264,3,1.0,0.7500000000000001,7.0,12.0,5,AZ,39
61,10002906001,美粒果蘋果蘇打Pet 500ml,42.0,29.0,22.0,26796.0,13.2,24,1116.5,PCS,"[2, 4, 6, 8, 10, 12, 14, 16, 20, 22, 24]","[5, 67, 1, 11, 2, 3, 2, 1, 1, 1, 10]",15,754,8.666666666666666,9.07676136621564,104,1.1954022988505748,1.0968762900784366,0.2413793103448276,10.36015325670498,1,BY,33
62,10002907001,美粒果蘋果蘇打Can 330ml,40.0,27.0,12.0,12960.0,8.81,24,540.0,PCS,"[6, 12, 18, 24, 30, 36, 48, 60, 96]","[122, 27, 5, 59, 4, 1, 12, 1, 1]",49,3450,18.253968253968253,20.35480620799285,232,1.2275132275132274,1.2434243333467403,0.1111111111111111,22.406987486352563,0,AY,71
63,10002911001,樹頂蘋果氣泡飲320ml,40.0,27.0,12.0,12960.0,8.7,24,540.0,PCS,[6],[1],6,6,6.0,0.0,1,1.0,0.0,21.0,6.0,1,BY,6
64,10002915001,黑松CC氣泡飲王林蘋果風味 500ml,43.0,27.0,22.0,25542.0,13.932,24,1064.3,PCS,"[4, 8, 12, 48]","[13, 2, 1, 2]",25,176,11.0,22.83856387779232,18,1.125,4.310743801652893,1.3125,12.375,0,AY,70
65,10002917001,黑松蘋果蘇打富士蘋果風味2000ml,34.0,22.0,31.0,23188.0,13.2,6,3864.7,PCS,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12]","[18, 6, 4, 3, 1, 9, 1, 1, 1, 1, 5]",9,208,5.073170731707317,6.562736639171341,50,1.2195121951219512,1.6734432784763311,0.5121951219512195,6.186793575252826,1,BY,22
66,10002918001,維大力蘋果風味氣水2000ml,35.0,23.0,31.0,24955.0,13.45,6,4159.2,PCS,"[1, 6]","[2, 4]",8,26,4.333333333333333,2.581988897471611,6,1.0,0.3550295857988165,3.5,4.333333333333333,1,BY,11
67,10002919001,維大力白葡萄風味氣水2000ml,35.0,23.0,31.0,24955.0,13.46,6,4159.2,PCS,"[1, 2, 6, 12, 48]","[2, 1, 9, 2, 1]",21,130,9.285714285714286,12.412329920926776,15,1.0714285714285714,1.786800182066454,1.5,9.948979591836736,1,BZ,42
68,10002924001,英國Barr覆盆子風味無糖飲料,40.0,26.0,12.0,12480.0,8.43,24,520.0,PCS,"[1, 2]","[2, 1]",2,4,1.3333333333333333,0.5773502691896257,3,1.0,0.1874999999999999,7.0,1.3333333333333333,4,CY,3
69,10002942001,黑松CC氣泡飲蘋果口味330ml,40.0,28.0,12.0,13440.0,8.91,24,560.0,PCS,"[6, 12, 18, 24, 36, 72]","[25, 5, 4, 11, 1, 1]",29,654,15.951219512195122,13.787587206455298,47,1.146341463414634,0.7471172460230622,0.5121951219512195,18.28554431885782,0,AY,52
70,10002943001,維大力白葡萄風味氣水330ml,44.0,27.0,12.0,14256.0,8.82,24,594.0,PCS,"[12, 18, 24, 36, 48, 60, 72, 84]","[90, 1, 34, 5, 6, 1, 1, 1]",32,2598,21.121951219512194,15.25552056263388,139,1.1300813008130082,0.521658144928109,0.1707317073170731,23.869522109855247,0,AY,61
71,10002944001,維大力蘋果風味氣水330ml,44.0,27.0,12.0,14256.0,8.82,24,594.0,PCS,"[6, 12, 18, 24, 36, 48, 60, 204, 216]","[7, 85, 2, 29, 7, 5, 2, 1, 1]",49,2826,25.00884955752212,33.75978577052597,139,1.2300884955752212,1.822266687788616,0.1858407079646017,30.763098128279424,0,AY,112
72,10002990001,維他露大蘋果蘇打 330ml,41.0,27.0,12.0,13284.0,8.87,24,553.5,PCS,"[2, 6, 10, 14, 24, 48]","[1, 3, 1, 1, 7, 3]",40,356,27.384615384615383,23.30070979440491,16,1.2307692307692308,0.7239774018432016,1.6153846153846154,33.70414201183432,5,AZ,88
73,10002992001,黑松蘋安福氣組 460mlx12,27.0,19.0,23.0,11799.0,6.27,1,11799.0,PCS,"[1, 2, 3, 4, 5, 7]","[289, 58, 3, 7, 1, 1]",4,454,1.726235741444867,1.5186989376758733,359,1.365019011406844,0.774003936714507,0.0798479087452471,2.3563446052422328,1,BY,6
74,10010001001,波蜜一日蔬果100蔬果汁 250ml,32.0,17.0,14.0,7616.0,5.09,18,423.1,PCS,[6],[2],12,12,12.0,0.0,2,2.0,0.0,21.0,24.0,0,AY,12
75,10010002001,波蜜果菜汁TP250ml,35.0,20.0,11.0,7700.0,6.63,24,320.8,PCS,"[6, 12, 18, 24, 30, 36, 48, 54, 72, 96]","[115, 32, 7, 371, 3, 3, 155, 1, 9, 13]",142,19692,46.99761336515513,51.93193460300628,709,1.692124105011933,1.221004866172669,0.0501193317422434,79.52579445321,0,AY,181
76,10010004001,紅牌速纖纖維飲料TP250ml,35.0,20.0,11.0,7700.0,6.73,24,320.8,PCS,"[6, 12, 18, 24, 36, 48, 72, 96, 720]","[82, 21, 5, 206, 1, 91, 3, 6, 1]",126,11694,41.61565836298932,57.83172915275102,416,1.480427046263345,1.9311624858730885,0.0747330960854092,61.60894618862476,0,AY,191
77,10010007001,100紫色蔬果汁TP250ml,32.0,17.0,14.0,7616.0,5.09,18,423.1,PCS,"[6, 18]","[3, 1]",16,36,9.0,6.0,4,1.0,0.4444444444444444,5.25,9.0,1,BY,25
78,10010009001,波蜜BCE果菜汁Pet580ml,42.0,28.0,24.0,28224.0,15.9,24,1176.0,PCS,"[4, 8, 20, 24]","[11, 4, 3, 2]",19,184,11.5,8.748333174572933,20,1.25,0.5787019533711405,1.3125,14.375,0,AY,35
79,10010012001,波蜜果菜汁 Pet 580ml,42.0,28.0,24.0,28224.0,15.8,24,1176.0,PCS,"[4, 8, 12, 24, 48]","[9, 4, 1, 7, 2]",29,344,16.38095238095238,14.023110177404265,23,1.0952380952380951,0.7328420767982695,1.0,17.941043083900226,0,AY,53
80,10010018001,波蜜果菜汁Can240ml,40.0,27.0,10.0,10800.0,7.25,24,450.0,PCS,"[24, 48]","[14, 4]",40,528,33.0,24.59268183830304,18,1.125,0.5553719008264463,1.3125,37.125,0,AY,97
81,10010019001,波蜜低卡果菜汁TP250ml,32.0,17.0,14.0,7616.0,5.1,18,423.1,PCS,"[6, 12, 18, 36]","[15, 2, 17, 2]",23,492,14.470588235294118,7.832470464858946,36,1.0588235294117647,0.2929713554341752,0.6176470588235294,15.32179930795848,2,AX,35
82,10010023001,波蜜100蔬果汁TP160ml,33.0,16.0,10.0,5280.0,4.31,24,220.0,PCS,[6],[1],6,6,6.0,0.0,1,1.0,0.0,21.0,6.0,1,BY,6
83,10010026001,一日蔬果100葡萄蔬果汁 160ml,33.0,16.0,10.0,5280.0,4.39,24,220.0,PCS,"[6, 12, 18, 24, 48, 72, 96]","[44, 5, 2, 23, 5, 3, 1]",37,1464,21.529411764705884,31.566310488521932,83,1.2205882352941178,2.149727043364205,0.3088235294117647,26.27854671280277,0,AY,103
84,10010027001,一日蔬果100蘋果柳橙蔬果 160ml,33.0,16.0,10.0,5280.0,4.34,24,220.0,PCS,"[24, 96, 192, 288]","[2, 4, 1, 1]",243,912,304.0,249.79991993593592,8,2.6666666666666665,0.675207756232687,7.0,810.6666666666666,5,AZ,948
85,10010035001,波蜜BCE果菜汁TP250ml,34.0,20.0,11.0,7480.0,6.61,24,311.7,PCS,"[6, 12, 18, 24, 30, 48, 54, 72]","[72, 14, 3, 234, 1, 91, 1, 3]",63,10938,38.92526690391459,30.74546601910726,419,1.491103202846975,0.6238769812695987,0.0747330960854092,58.041590152100405,0,AY,119
86,10010042001,義美寶吉蔬果汁葡萄莓果125ml,28.0,16.0,9.0,4032.0,3.42,24,168.0,PCS,"[6, 18, 24, 48]","[21, 3, 4, 2]",26,372,14.307692307692308,12.594504295983167,30,1.1538461538461535,0.7748595213319458,0.8076923076923077,16.50887573964497,0,AY,47
