iteration,best_objective
0,1.5867999792099
1,1.5867999792099
2,1.5867999792099
3,1.6017000675201416
4,1.6017000675201416
5,1.8355998992919922
6,1.8355998992919922
7,1.8355998992919922
8,1.8355998992919922
9,1.8355998992919922
10,2.037100076675415
11,2.037100076675415
12,2.037100076675415
13,2.037100076675415
14,2.037100076675415
15,2.1236000061035156
16,2.1236000061035156
17,2.1236000061035156
18,2.1236000061035156
19,2.149199962615967
20,2.149199962615967
21,2.1577999591827393
22,2.197700023651123
23,2.197700023651123
24,2.197700023651123
25,2.197700023651123
26,2.381199836730957
27,2.381199836730957
28,2.3899998664855957
29,2.573199987411499
30,2.573199987411499
31,2.589899778366089
32,2.589899778366089
33,2.5904998779296875
34,2.628699779510498
35,2.628699779510498
36,2.628699779510498
37,2.628699779510498
38,2.6977999210357666
39,2.6977999210357666
40,2.700199842453003
41,2.700199842453003
42,2.724400043487549
43,2.724400043487549
44,2.7269999980926514
45,2.7348999977111816
46,2.7348999977111816
47,2.7348999977111816
48,2.774099826812744
49,2.774099826812744
50,2.774099826812744
51,2.788400173187256
52,2.788400173187256
53,2.830599784851074
54,2.830599784851074
55,2.830599784851074
56,2.839600086212158
57,2.839600086212158
58,2.8425002098083496
59,2.8425002098083496
60,2.8428001403808594
61,2.8800997734069824
62,2.881999969482422
63,2.881999969482422
64,2.908100128173828
65,2.908100128173828
66,2.9175000190734863
67,2.9175000190734863
68,2.9351999759674072
69,2.949699878692627
70,2.949699878692627
71,2.949699878692627
72,2.949699878692627
73,2.9643001556396484
74,2.9695000648498535
75,2.9695000648498535
76,3.018899917602539
77,3.0223000049591064
78,3.0416998863220215
79,3.0416998863220215
80,3.0416998863220215
81,3.0556998252868652
82,3.0909998416900635
83,3.096099853515625
84,3.1057000160217285
85,3.11329984664917
86,3.11329984664917
87,3.11329984664917
88,3.1181998252868652
89,3.1181998252868652
90,3.1181998252868652
91,3.1257998943328857
92,3.1257998943328857
93,3.1257998943328857
94,3.1257998943328857
95,3.1257998943328857
96,3.1257998943328857
97,3.1257998943328857
98,3.1257998943328857
99,3.1257998943328857
100,3.1257998943328857
