iteration,best_objective
0,1.5867999792099
1,1.5867999792099
2,1.6644001007080078
3,1.6644001007080078
4,1.7740001678466797
5,1.7740001678466797
6,1.7740001678466797
7,1.9724000692367554
8,1.9724000692367554
9,1.9724000692367554
10,2.1308000087738037
11,2.1308000087738037
12,2.1308000087738037
13,2.1308000087738037
14,2.1308000087738037
15,2.1308000087738037
16,2.1851000785827637
17,2.1851000785827637
18,2.1851000785827637
19,2.1851000785827637
20,2.1851000785827637
21,2.1851000785827637
22,2.1851000785827637
23,2.1851000785827637
24,2.2313997745513916
25,2.2699999809265137
26,2.2699999809265137
27,2.2923998832702637
28,2.297299861907959
29,2.359099864959717
30,2.359099864959717
31,2.359099864959717
32,2.359099864959717
33,2.44920015335083
34,2.44920015335083
35,2.4843997955322266
36,2.4843997955322266
37,2.4843997955322266
38,2.5308997631073
39,2.5350000858306885
40,2.682499885559082
41,2.785600185394287
42,2.785600185394287
43,2.785600185394287
44,2.785600185394287
45,2.785600185394287
46,2.7992000579833984
47,2.803299903869629
48,2.80649995803833
49,2.8147997856140137
50,2.82919979095459
51,2.82919979095459
52,2.8310999870300293
53,2.8310999870300293
54,2.831699848175049
55,2.862100124359131
56,2.8894999027252197
57,2.8894999027252197
58,2.8894999027252197
59,2.8944997787475586
60,2.8944997787475586
61,2.8944997787475586
62,2.900099754333496
63,2.9025001525878906
64,2.9028000831604004
65,2.9028000831604004
66,2.92110013961792
67,2.92110013961792
68,2.9226999282836914
69,2.9226999282836914
70,2.9226999282836914
71,2.9930999279022217
72,2.995300054550171
73,2.995300054550171
74,2.997999906539917
75,2.997999906539917
76,3.00219988822937
77,3.002500057220459
78,3.002500057220459
79,3.026599884033203
80,3.0293002128601074
81,3.0315001010894775
82,3.0315001010894775
83,3.0315001010894775
84,3.0315001010894775
85,3.0315001010894775
86,3.0315001010894775
87,3.0315001010894775
88,3.0315001010894775
89,3.0315001010894775
90,3.0315001010894775
91,3.0315001010894775
92,3.0315001010894775
93,3.0315001010894775
94,3.0315001010894775
95,3.0315001010894775
96,3.0315001010894775
97,3.0318000316619873
98,3.0318000316619873
99,3.0318000316619873
100,3.0318000316619873
