iteration,best_objective
0,1.5867999792099
1,1.5867999792099
2,1.5867999792099
3,1.5867999792099
4,1.5867999792099
5,1.8042998313903809
6,1.8042998313903809
7,1.8187999725341797
8,1.8187999725341797
9,1.8820998668670654
10,1.8820998668670654
11,1.915099859237671
12,1.9398000240325928
13,1.9398000240325928
14,1.9398000240325928
15,1.9398000240325928
16,1.9728000164031982
17,1.9728000164031982
18,1.9728000164031982
19,1.9728000164031982
20,2.028599977493286
21,2.1391000747680664
22,2.1391000747680664
23,2.1391000747680664
24,2.1391000747680664
25,2.1391000747680664
26,2.3542001247406006
27,2.3542001247406006
28,2.3542001247406006
29,2.3542001247406006
30,2.3542001247406006
31,2.3542001247406006
32,2.3542001247406006
33,2.3542001247406006
34,2.3542001247406006
35,2.3635001182556152
36,2.3635001182556152
37,2.3635001182556152
38,2.3635001182556152
39,2.3933000564575195
40,2.442700147628784
41,2.442700147628784
42,2.444700002670288
43,2.4672000408172607
44,2.4672000408172607
45,2.527899980545044
46,2.527899980545044
47,2.527899980545044
48,2.527899980545044
49,2.580900192260742
50,2.580900192260742
51,2.589400053024292
52,2.589400053024292
53,2.589400053024292
54,2.5992002487182617
55,2.5992002487182617
56,2.603400230407715
57,2.621799945831299
58,2.640500068664551
59,2.640500068664551
60,2.646199941635132
61,2.646399974822998
62,2.665099859237671
63,2.665099859237671
64,2.6748998165130615
65,2.6748998165130615
66,2.6748998165130615
67,2.6748998165130615
68,2.675100088119507
69,2.675100088119507
70,2.675100088119507
71,2.675100088119507
72,2.675100088119507
73,2.675100088119507
74,2.675100088119507
75,2.675100088119507
76,2.675100088119507
77,2.675100088119507
78,2.675100088119507
79,2.675100088119507
80,2.675100088119507
81,2.675100088119507
82,2.675100088119507
83,2.675100088119507
84,2.675100088119507
85,2.675100088119507
86,2.675100088119507
87,2.675100088119507
88,2.675100088119507
89,2.675100088119507
90,2.675100088119507
91,2.675100088119507
92,2.675100088119507
93,2.675100088119507
94,2.675100088119507
95,2.675100088119507
96,2.675100088119507
97,2.675100088119507
98,2.675100088119507
99,2.675100088119507
100,2.675100088119507
