iteration,best_objective
0,1.5867999792099
1,1.6921000480651855
2,1.6921000480651855
3,1.6921000480651855
4,1.6921000480651855
5,1.6921000480651855
6,1.6921000480651855
7,1.9453999996185303
8,1.9453999996185303
9,1.9453999996185303
10,1.9453999996185303
11,2.1001999378204346
12,2.213099956512451
13,2.213099956512451
14,2.238100051879883
15,2.238100051879883
16,2.2555999755859375
17,2.2555999755859375
18,2.2555999755859375
19,2.2555999755859375
20,2.257200002670288
21,2.3094000816345215
22,2.3094000816345215
23,2.3273000717163086
24,2.3273000717163086
25,2.3273000717163086
26,2.3273000717163086
27,2.3273000717163086
28,2.3273000717163086
29,2.3903000354766846
30,2.3951001167297363
31,2.3951001167297363
32,2.4524998664855957
33,2.4788999557495117
34,2.541100025177002
35,2.541100025177002
36,2.541100025177002
37,2.541100025177002
38,2.541100025177002
39,2.541100025177002
40,2.541100025177002
41,2.541100025177002
42,2.5911002159118652
43,2.5911002159118652
44,2.5911002159118652
45,2.5911002159118652
46,2.594299793243408
47,2.6131999492645264
48,2.6159000396728516
49,2.6232001781463623
50,2.627000093460083
51,2.627000093460083
52,2.6311001777648926
53,2.6311001777648926
54,2.6793999671936035
55,2.6793999671936035
56,2.6793999671936035
57,2.682999849319458
58,2.710400104522705
59,2.710400104522705
60,2.7140002250671387
61,2.7140002250671387
62,2.722899913787842
63,2.722899913787842
64,2.722899913787842
65,2.7265000343322754
66,2.7296998500823975
67,2.7331998348236084
68,2.7466001510620117
69,2.7519001960754395
70,2.7519001960754395
71,2.753199815750122
72,2.753199815750122
73,2.753199815750122
74,2.7604000568389893
75,2.7604000568389893
76,2.7604000568389893
77,2.7647998332977295
78,2.7647998332977295
79,2.765899896621704
80,2.765899896621704
81,2.765899896621704
82,2.765899896621704
83,2.765899896621704
84,2.765899896621704
85,2.765899896621704
86,2.765899896621704
87,2.765899896621704
88,2.765899896621704
89,2.765899896621704
90,2.765899896621704
91,2.765899896621704
92,2.765899896621704
93,2.765899896621704
94,2.765899896621704
95,2.765899896621704
96,2.765899896621704
97,2.765899896621704
98,2.765899896621704
99,2.765899896621704
100,2.765899896621704
